"categoryID","table","measurementType","termID","measurementID","term","longName","description","examples","dataType","measurementUnit","AREMPField","AIMField","NRSAField","PIBOField"
5,"ControlledVocabulary","Macroinvertebrates",533,9,NA,"EPT Taxa Abundance",NA,NA,NA,NA,"EPT_abd_tx",NA,NA,NA
5,"ControlledVocabulary","Macroinvertebrates",534,9,NA,"Dominant Family",NA,NA,NA,NA,"dominant_family",NA,NA,NA
5,"ControlledVocabulary","Macroinvertebrates",535,9,NA,"Dominant Family abd",NA,NA,NA,NA,"dominant_family_abd",NA,NA,NA
5,"ControlledVocabulary","Macroinvertebrates",536,9,NA,"Dominant Taxa",NA,NA,NA,NA,"dominant_tx",NA,NA,NA
5,"ControlledVocabulary","Macroinvertebrates",537,9,NA,"Dominant abd Taxa",NA,NA,NA,NA,"dominant_abd_tx",NA,NA,NA
5,"ControlledVocabulary","Macroinvertebrates",538,9,NA,"Hilsenhoff Biotic Index",NA,NA,NA,NA,"Hilsenhoff_biotic_index",NA,NA,NA
5,"ControlledVocabulary","Macroinvertebrates",539,9,NA,"percent clinger taxa, based on WSA autecology",NA,NA,NA,NA,NA,NA,"CLNGPTAX",NA
5,"ControlledVocabulary","Macroinvertebrates",540,9,NA,"Number of clinger taxa",NA,NA,"Integer",NA,"clinger_num_tx",NA,"CLNGNTAX","Cling"
5,"ControlledVocabulary","Macroinvertebrates",541,9,NA,"Number of long lived taxa",NA,NA,"Integer",NA,"long_lived_tx",NA,NA,"LongLvd"
5,"ControlledVocabulary","Macroinvertebrates",542,9,NA,"Intolerant abd Taxz",NA,NA,NA,NA,"intolerant_abd_tx",NA,NA,NA
5,"ControlledVocabulary","Macroinvertebrates",543,9,NA,"Tolerant Number Taxa",NA,NA,NA,NA,"tolerant_num_tx",NA,NA,NA
5,"ControlledVocabulary","Macroinvertebrates",544,9,NA,"Tolerant abd Taxa",NA,NA,NA,NA,"tolerant_abd_tx",NA,NA,NA
5,"ControlledVocabulary","Macroinvertebrates",545,9,NA,"Community tolerance quotient",NA,NA,"Integer",NA,"USFS_community_tol_quot",NA,NA,"CTQd"
5,"ControlledVocabulary","Macroinvertebrates",546,9,NA,"Number of distinct intolerant taxa",NA,NA,NA,NA,NA,NA,"MMI_BENT",NA
5,"ControlledVocabulary","Macroinvertebrates",547,9,NA,"No. of non-tolerants (PTV<6) taxa",NA,NA,NA,NA,NA,NA,"NTOLNTAX",NA
5,"ControlledVocabulary","Macroinvertebrates",548,9,NA,"percent taxa with pollution tolerance score between 0 and 5.9",NA,NA,NA,NA,NA,NA,"NTOLPTAX",NA
5,"ControlledVocabulary","Macroinvertebrates",549,9,NA,"percent taxa with pollution tolerance score between 8 and 10",NA,NA,NA,NA,NA,NA,"STOLPTAX",NA
5,"ControlledVocabulary","Macroinvertebrates",550,9,NA,"Metric score for tolerance metric",NA,NA,NA,NA,NA,NA,"TOLR_PT",NA
5,"ControlledVocabulary","Macroinvertebrates",551,9,NA,"percent Tolerant (PTV>=7) taxa",NA,NA,NA,NA,NA,NA,"TOLRPTAX",NA
5,"ControlledVocabulary","Macroinvertebrates",552,9,NA,"Number of shredder taxa",NA,NA,NA,NA,"shredder_num_tx",NA,"SHRDNTAX",NA
5,"ControlledVocabulary","Macroinvertebrates",553,9,NA,"Shredder Abundance",NA,NA,NA,NA,"shredder_abd",NA,NA,NA
5,"ControlledVocabulary","Macroinvertebrates",554,9,NA,"Number of scraper taxa",NA,NA,NA,NA,"scraper_num_tx",NA,"SCRPNTAX",NA
5,"ControlledVocabulary","Macroinvertebrates",555,9,NA,"Scraper abundance",NA,NA,NA,NA,"scraper_abd",NA,NA,NA
5,"ControlledVocabulary","Macroinvertebrates",556,9,NA,"Number of collector-filterer taxa",NA,NA,NA,NA,"collector_filterer_num_tx",NA,NA,NA
5,"ControlledVocabulary","Macroinvertebrates",557,9,NA,"Number of collector-gatherer taxa",NA,NA,NA,NA,"collector_gatherer_num_tx",NA,NA,NA
5,"ControlledVocabulary","Macroinvertebrates",558,9,NA,"Predator abundance",NA,NA,NA,NA,"predator_abd",NA,NA,NA
5,"ControlledVocabulary","Macroinvertebrates",559,9,NA,"Number of Ephemeroptera taxa",NA,NA,"Integer",NA,"Marcos Metrics",NA,NA,"Ephet"
5,"ControlledVocabulary","Macroinvertebrates",560,9,NA,"Number of predator taxa",NA,NA,NA,NA,"predator_num_tx",NA,NA,NA
5,"ControlledVocabulary","Macroinvertebrates",561,9,NA,"Number of Ephemeroptera taxa",NA,NA,NA,NA,"Ephemeroptera_num_tx",NA,"EPHENTAX",NA
5,"ControlledVocabulary","Macroinvertebrates",562,9,NA,"Collector-gatherer abundance",NA,NA,NA,NA,"collector_gatherer_abd",NA,NA,NA
5,"ControlledVocabulary","Macroinvertebrates",563,9,NA,"percent Ephemeroptera taxa",NA,NA,NA,NA,NA,NA,"EPHEPTAX",NA
5,"ControlledVocabulary","Macroinvertebrates",564,9,NA,"Ephemeroptera abundance",NA,NA,NA,NA,"Ephemeroptera_abd",NA,NA,NA
5,"ControlledVocabulary","Macroinvertebrates",565,9,NA,"Number of distinct Ephemeroptera, Plecoptera, and Trichoptera taxa",NA,NA,NA,NA,NA,NA,"EPT_NTAX",NA
5,"ControlledVocabulary","Macroinvertebrates",566,9,NA,"percent Ephemeroptera, Plecoptera, and Trichoptera individuals",NA,NA,NA,NA,NA,NA,"EPT_PIND",NA
5,"ControlledVocabulary","Macroinvertebrates",567,9,NA,"Percent of  Ephemeroptera, Plecoptera, and Trichoptera taxa",NA,NA,NA,NA,NA,NA,"EPT_PTAX",NA
5,"ControlledVocabulary","Macroinvertebrates",568,9,NA,"Number of Plecoptera taxa",NA,NA,"Integer",NA,"Plecoptera_num_tx",NA,NA,"Plect"
5,"ControlledVocabulary","Macroinvertebrates",569,9,NA,"Plecoptera abundance",NA,NA,NA,NA,"Plecoptera_abd",NA,NA,NA
5,"ControlledVocabulary","Macroinvertebrates",570,9,NA,"Number of Trichoptera taxa",NA,NA,"Integer",NA,"Trichoptera_num_tx",NA,NA,"Trict"
5,"ControlledVocabulary","Macroinvertebrates",571,9,NA,"Trichoptera abundance",NA,NA,NA,NA,"Trichoptera_abd",NA,NA,NA
5,"ControlledVocabulary","Macroinvertebrates",572,9,NA,"Number of Coleoptera taxa",NA,NA,NA,NA,"Coleoptera_num_tx",NA,NA,NA
5,"ControlledVocabulary","Macroinvertebrates",573,9,NA,"Coleoptera abundance",NA,NA,NA,NA,"Coleoptera_abd",NA,NA,NA
5,"ControlledVocabulary","Macroinvertebrates",574,9,NA,"Number of Elmidae taxa",NA,NA,NA,NA,"Elmidae_num_tx",NA,NA,NA
5,"ControlledVocabulary","Macroinvertebrates",575,9,NA,"Elmidae abundance",NA,NA,NA,NA,"Elmidae_abd",NA,NA,NA
5,"ControlledVocabulary","Macroinvertebrates",576,9,NA,"Number of Megaloptera taxa",NA,NA,NA,NA,"Megaloptera_num_tx",NA,NA,NA
5,"ControlledVocabulary","Macroinvertebrates",577,9,NA,"Megaloptera abundance",NA,NA,NA,NA,"Megaloptera_abd",NA,NA,NA
5,"ControlledVocabulary","Macroinvertebrates",578,9,NA,"Number of Diptera taxa",NA,NA,NA,NA,"Diptera_num_tx",NA,NA,NA
5,"ControlledVocabulary","Macroinvertebrates",579,9,NA,"Diptera abundance",NA,NA,NA,NA,"Diptera_abd",NA,NA,NA
5,"ControlledVocabulary","Macroinvertebrates",580,9,NA,"Number of Chironomidae taxa",NA,NA,NA,NA,"Chironomidae_num_tx",NA,NA,NA
5,"ControlledVocabulary","Macroinvertebrates",581,9,NA,"Percent Chironomidae taxa",NA,NA,NA,NA,NA,NA,"CHIRPTAX",NA
5,"ControlledVocabulary","Macroinvertebrates",582,9,NA,"Chironomidae abundance",NA,NA,NA,NA,"Chironomidae_abd",NA,NA,NA
5,"ControlledVocabulary","Macroinvertebrates",583,9,NA,"Number of Crustacea taxa",NA,NA,NA,NA,"crustacea_num_tx",NA,NA,NA
5,"ControlledVocabulary","Macroinvertebrates",584,9,NA,"Crustacea abundance",NA,NA,NA,NA,"crustacea_abd",NA,NA,NA
5,"ControlledVocabulary","Macroinvertebrates",585,9,NA,"Number of Oligochaete taxa",NA,NA,NA,NA,"Oligochaete_num_tx",NA,NA,NA
5,"ControlledVocabulary","Macroinvertebrates",586,9,NA,"percent burrower taxa, based on WSA autecology",NA,NA,NA,NA,NA,NA,"BURRPTAX",NA
5,"ControlledVocabulary","Macroinvertebrates",587,9,NA,"Oligochaete abundance",NA,NA,NA,NA,"Oligochaete_abd",NA,NA,NA
5,"ControlledVocabulary","Macroinvertebrates",588,9,NA,"Number of Mollusca taxa",NA,NA,NA,NA,"Mollusca_num_tx",NA,NA,NA
5,"ControlledVocabulary","Macroinvertebrates",589,9,NA,"Mollusca abundance",NA,NA,NA,NA,"Mollusca_abd",NA,NA,NA
5,"ControlledVocabulary","Macroinvertebrates",590,9,NA,"Number of Insect taxa",NA,NA,NA,NA,"insect_num_tx",NA,NA,NA
5,"ControlledVocabulary","Macroinvertebrates",591,9,NA,"Insect abundance",NA,NA,NA,NA,"insect_abd",NA,NA,NA
5,"ControlledVocabulary","Macroinvertebrates",592,9,NA,"Number of non-insect taxa",NA,NA,NA,NA,"noninsect_num_tx",NA,NA,NA
5,"ControlledVocabulary","Macroinvertebrates",593,9,NA,"Non-insect abundance",NA,NA,NA,NA,"noninsect_abd",NA,NA,NA
5,"ControlledVocabulary","Macroinvertebrates",594,9,NA,"percent non-insect individuals",NA,NA,NA,NA,NA,NA,"NOINPIND",NA
5,"ControlledVocabulary","Macroinvertebrates",595,9,NA,"Number of Intolerant taxa",NA,NA,"Integer",NA,"intolerant_num_tx",NA,"INTLNTAX","Intol"
5,"ControlledVocabulary","Macroinvertebrates",596,9,NA,"percent individuals in dominant 5 taxa",NA,NA,NA,NA,NA,NA,"DOM5PIND",NA
5,"ControlledVocabulary","Macroinvertebrates",597,9,NA,"RIVPAC's score of observed / expected taxa",NA,NA,NA,NA,NA,NA,NA,"RIVPACS"
5,"ControlledVocabulary","Management",598,13,NA,"Percent FS / BLM",NA,NA,NA,NA,NA,NA,NA,"FedPct"
5,"ControlledVocabulary","Management",599,13,NA,"Management Category",NA,NA,NA,NA,NA,NA,NA,"Mgmt"
5,"ControlledVocabulary","Other/Covariates",600,12,NA,"Date the Data Was Change",NA,NA,NA,NA,NA,"DateChange",NA,NA
5,"ControlledVocabulary","Other/Covariates",601,12,NA,"Reason and Field Changed",NA,NA,NA,NA,NA,"ReasonChange",NA,NA
5,"ControlledVocabulary","Overhead Cover",602,11,NA,"Percent Overhead Cover",NA,NA,NA,NA,NA,"PctOverheadCover",NA,NA
5,"ControlledVocabulary","Overhead Cover",603,11,NA,"Average percent overhead cover provided by stream banks",NA,NA,NA,NA,NA,"BankOverheadCover",NA,NA
5,"ControlledVocabulary","Overhead Cover",604,11,NA,"Mean Canopy Density at Bank",NA,NA,NA,NA,NA,NA,"XCDENBK",NA
5,"ControlledVocabulary","Overhead Cover",605,11,NA,"Mean Canopy Density at Mid- Channel",NA,NA,NA,NA,NA,NA,"XCDENMID",NA
5,"ControlledVocabulary","Pools",606,4,NA,"Maximum Residual Pool Depth in Reach",NA,NA,NA,NA,NA,NA,"RPMXDEP_CM",NA
5,"ControlledVocabulary","Pools",607,4,NA,"Mean Residual Pool Depth Per Pool",NA,NA,NA,NA,NA,NA,"RPXDEP_CM",NA
5,"ControlledVocabulary","Pools",608,4,NA,"Number of pools per kilometer",NA,NA,"Numeric",NA,NA,"PoolFreq",NA,"PoolFreq"
5,"ControlledVocabulary","Pools",609,4,NA,"Residual pool depth Greater then 50 cm per reach",NA,NA,NA,NA,NA,NA,"RPGT50",NA
5,"ControlledVocabulary","Pools",610,4,NA,"Residual pool depth Greater then 75 cm per reach",NA,NA,NA,NA,NA,NA,"RPGT75",NA
5,"ControlledVocabulary","Pools",611,4,NA,"Residual pool proportion",NA,NA,NA,NA,NA,NA,"RPRAT",NA
5,"ControlledVocabulary","Streambanks",612,5,NA,"Median Bank Angle",NA,NA,NA,NA,NA,NA,"MEDBK_A",NA
5,"ControlledVocabulary","Streambanks",613,5,NA,"Median Undercut Distance",NA,NA,NA,NA,NA,NA,"MEDBKUN",NA
5,"ControlledVocabulary","Streambanks",614,5,NA,"Mean Undercut Distance",NA,NA,NA,NA,NA,NA,"XUN",NA
5,"ControlledVocabulary","Streambanks",615,5,NA,"Mode of bank slope category",NA,NA,NA,NA,NA,NA,"BANGMODE",NA
5,"ControlledVocabulary","Streambanks",616,5,NA,"Percent of bank angles < 90o",NA,NA,NA,NA,NA,NA,NA,"UnCutPct"
5,"ControlledVocabulary","Streambanks",617,5,NA,"Bank Cover",NA,NA,NA,NA,NA,"BankCover",NA,NA
5,"ControlledVocabulary","Streambanks",618,5,NA,"Bank Cover Stability",NA,NA,NA,NA,NA,"BnkCover_Stab",NA,NA
5,"ControlledVocabulary","Streambanks",619,5,NA,"Bank Cover Bedrock",NA,NA,NA,NA,NA,"BnkCoverBedrock",NA,NA
5,"ControlledVocabulary","Streambanks",620,5,NA,"Bank Cover Cobble",NA,NA,NA,NA,NA,"BnkCoverCobble",NA,NA
5,"ControlledVocabulary","Streambanks",621,5,NA,"Bank Cover Large Wood Debris",NA,NA,NA,NA,NA,"BnkCoverLWD",NA,NA
5,"ControlledVocabulary","Streambanks",622,5,NA,"Bank Cover Vegetation",NA,NA,NA,NA,NA,"BnkCoverVeg",NA,NA
5,"ControlledVocabulary","Substrate",623,6,NA,"Diameter of the 50th percentile streambed particle with Bedrock removed",NA,NA,NA,NA,"D50nobed",NA,NA,NA
5,"ControlledVocabulary","Substrate",624,6,NA,"Streambed Critical Diameter-at Bankfull (Log 10)",NA,NA,NA,NA,NA,NA,"LDCBF_G08",NA
5,"ControlledVocabulary","Substrate",625,6,NA,"Dgm--Geometric Mean Bed Surface Particle Diameter (Log 10)",NA,NA,NA,NA,NA,NA,"LSUB_DMM",NA
5,"ControlledVocabulary","Substrate",626,6,NA,"Log10(Dgm--Geom.Mean Bed Surf.Part Diam,exclud Bdrk+hardpan--mm)",NA,NA,NA,NA,NA,NA,"LSUB_DMM_NOR",NA
5,"ControlledVocabulary","Substrate",627,6,NA,"Thalweg substrate -Standard Deviation (LOG10)",NA,NA,NA,NA,NA,NA,"LSUBD_SD",NA
5,"ControlledVocabulary","Substrate",628,6,NA,"Percent Bed Surface Bedrock and Hardpan",NA,NA,NA,NA,NA,NA,"PCT_BH",NA
5,"ControlledVocabulary","Substrate",629,6,NA,"Bed Surface Percent Larger than Gravel (64mm)",NA,NA,NA,NA,NA,NA,"PCT_BIGR",NA
5,"ControlledVocabulary","Substrate",630,6,NA,"Percent Substrate Coarse Gravel -- 16-64 mm",NA,NA,NA,NA,NA,NA,"PCT_GC",NA
5,"ControlledVocabulary","Substrate",631,6,NA,"Percent Substrate Fine Gravel -- 2-16 mm",NA,NA,NA,NA,NA,NA,"PCT_GF",NA
5,"ControlledVocabulary","Substrate",632,6,NA,"Percent Thalweg substrate Gravel -- 16-64 mm",NA,NA,NA,NA,NA,NA,"PCT_GR",NA
5,"ControlledVocabulary","Substrate",633,6,NA,"Bed Surface Percent Hardpan",NA,NA,NA,NA,NA,NA,"PCT_HP",NA
5,"ControlledVocabulary","Substrate",634,6,NA,"Percent Substrate Organic detritus",NA,NA,NA,NA,NA,NA,"PCT_OM",NA
5,"ControlledVocabulary","Substrate",635,6,NA,"Percent Substrate Wood or Detritus",NA,NA,NA,NA,NA,NA,"PCT_ORG",NA
5,"ControlledVocabulary","Substrate",636,6,NA,"Thalweg substrate Miscellaneous -- (Percent)",NA,NA,NA,NA,NA,NA,"PCT_OT",NA
5,"ControlledVocabulary","Substrate",637,6,NA,"Percent Substrate Concrete",NA,NA,NA,NA,NA,NA,"PCT_RC",NA
5,"ControlledVocabulary","Substrate",638,6,NA,"Percent Thalweg Substrate Sand -- .06-2 mm",NA,NA,NA,NA,NA,NA,"PCT_SA",NA
5,"ControlledVocabulary","Substrate",639,6,NA,"Bed Surface Fine Gravel or smaller (<16mm)",NA,NA,NA,NA,NA,NA,"PCT_SFGF",NA
5,"ControlledVocabulary","Substrate",640,6,NA,"Percent Substrate Woody",NA,NA,NA,NA,NA,NA,"PCT_WD",NA
5,"ControlledVocabulary","Substrate",641,6,NA,"Percent Mean Embeddedness--Channel only",NA,NA,NA,NA,NA,NA,"XCEMBED",NA
5,"ControlledVocabulary","Substrate",642,6,NA,"Percent Mean streambed embeddedness",NA,NA,NA,NA,NA,NA,"XEMBED",NA
5,"ControlledVocabulary","Substrate",643,6,NA,"Geometric Mean Particle Diameter",NA,NA,NA,NA,NA,"GeometricMeanParticleDiam",NA,NA
5,"ControlledVocabulary","Substrate",644,6,NA,"Bed Surface course gravel or smaller",NA,NA,NA,NA,NA,NA,"PCT_SFG",NA
5,"ControlledVocabulary","Substrate",645,6,NA,"Count of Pools Fines are Measured In",NA,NA,NA,NA,"number_pools_fines",NA,NA,NA
5,"ControlledVocabulary","Substrate",646,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"ControlledVocabulary","Temperature",647,30,"AugustMean","Mean august temperature","Average of mean daily temperatures during August",NA,"Numeric","Degrees Celsius",NA,NA,NA,NA
5,"ControlledVocabulary","Temperature",648,36,"DegreeDays","annual degree day s","Cumulative total of degree days during a year (1°C for 24 h = 1 degree day)",NA,"Numeric","Count of days",NA,NA,NA,NA
5,"ControlledVocabulary","Temperature",649,43,"DiffMinMax","Range in extream daily termperature s","Difference between minimum and maximum mean daily temperatures during a
year (M9 minus M7)",NA,"Numeric",NA,NA,NA,NA,NA
5,"ControlledVocabulary","Temperature",650,44,"DifMinMaxWeekly","Range in streme weekly temperatures","Difference between minimum and maximum weekly average temperatures
during a year (M10 minus M8)",NA,"Numeric",NA,NA,NA,NA,NA
5,"ControlledVocabulary","Temperature",651,34,"HighMean","Maximum daily temperature","Highest mean daily temperature during a year",NA,"Numeric","Degrees Celsius",NA,NA,NA,NA
5,"ControlledVocabulary","Temperature",652,35,"HighSevenDayAverage","Maximum weekly average temperature","Highest seven-day running average of mean daily temperature during a year",NA,"Numeric","Degrees Celsius",NA,NA,NA,NA
5,"ControlledVocabulary","Temperature",653,57,"LongestDaysGT20","Duration of hot days","Longest number of consecutive days with mean daily temperatures >20°C",NA,"Numeric",NA,NA,NA,NA,NA
5,"ControlledVocabulary","Temperature",654,58,"LongestDaysLT2","Duration of cold days","Longest number of consecutive days with mean daily temperatures <2°C",NA,"Numeric",NA,NA,NA,NA,NA
5,"ControlledVocabulary","Temperature",655,32,"LowMean","Minimum daily temperature","Lowest mean daily temperature during a year",NA,"Numeric","Degrees Celsius",NA,NA,NA,NA
5,"ControlledVocabulary","Temperature",656,33,"LowSevenDayAverage","Minimum weekly average temperature","Lowest seven-day running average of mean daily temperature during a year",NA,"Numeric","Degrees Celsius",NA,NA,NA,NA
5,"ControlledVocabulary","Temperature",657,31,"MeanFall","Mean fall temperature","Average of mean daily temperatures during September, October, and November",NA,"Numeric","Degrees Celsius",NA,NA,NA,NA
5,"ControlledVocabulary","Temperature",658,56,"NumberDaysBetween95and5","Growing Season length","Number of days between the 95percent and 5percent of degree days (T5 minus T1)",NA,"Numeric",NA,NA,NA,NA,NA
5,"ControlledVocabulary","Temperature",659,52,"NumberDaysDec","Date of 5percent degree days","Number of days from December 1 until 5percent of degree days are accumulated",NA,"Numeric",NA,NA,NA,NA,NA
5,"ControlledVocabulary","Temperature",660,53,"NumberDaysDec25","Date of 25percent degree days","Number of days from December 1 until 25percent of degree days are accumulated",NA,"Numeric",NA,NA,NA,NA,NA
5,"ControlledVocabulary","Temperature",661,54,"NumberDaysDec50","Date of 50percent degrees days","Number of days from December 1 until 50percent of degree days are accumulated",NA,"Numeric",NA,NA,NA,NA,NA
5,"ControlledVocabulary","Temperature",662,59,"NumberDaysDec75","Date of 75percent degree days","Number of days from December 1 until 75percent of degree days are accumulated",NA,"Numeric",NA,NA,NA,NA,NA
5,"ControlledVocabulary","Temperature",663,55,"NumberDaysDec95","Date of 95percent degree days","Number of days from December 1 until 95percent of degree days are accumulated",NA,"Numeric",NA,NA,NA,NA,NA
5,"ControlledVocabulary","Temperature",664,50,"NumberMeanGT20","Frequency of hot days","Number of days with mean daily temperatures >20°C",NA,"Numeric",NA,NA,NA,NA,NA
5,"ControlledVocabulary","Temperature",665,51,"NumberMeanLT2","Frequency of cold days","Number of days with mean daily temperatures <2°C",NA,"Numeric",NA,NA,NA,NA,NA
5,"ControlledVocabulary","Temperature",666,49,"SD50PercentDegreeDay","Interannual standard deviation of 50percent
degree days","Interannual standard deviation in date of 50percent of degree days",NA,"Numeric",NA,NA,NA,NA,NA
5,"ControlledVocabulary","Temperature",667,48,"SD5PercentDegreeDay","Interannual standard deviation of 5percent
degree days","Interannual standard deviation in date of 5percent of degree days",NA,"Numeric",NA,NA,NA,NA,NA
5,"ControlledVocabulary","Temperature",668,45,"SDAnnual","Interannual standard deviation of mean
annual","Interannual standard deviation in mean annual temperature",NA,"Numeric",NA,NA,NA,NA,NA
5,"ControlledVocabulary","Temperature",669,47,"SDMaxWeekly","Interannual standard deviation of
maximum weekly","Interannual standard deviation in maximum weekly average temperature",NA,"Numeric",NA,NA,NA,NA,NA
5,"ControlledVocabulary","Temperature",670,41,"SDMeanAugust","August SD","Standard deviation of mean daily temperature during the month of August",NA,"Numeric",NA,NA,NA,NA,NA
5,"ControlledVocabulary","Temperature",671,37,"SDMeanDaily","Annual Standard Deivation","Standard deviation of mean daily temperature during a year",NA,"Numeric",NA,NA,NA,NA,NA
5,"ControlledVocabulary","Temperature",672,42,"SDMeanFall","Fall SD","Standard deviation of mean daily temperature during fall months",NA,"Numeric",NA,NA,NA,NA,NA
5,"ControlledVocabulary","Temperature",673,39,"SDMeanSpring","Spring Standard Deviation","Standard deviation of mean daily temperature during spring months",NA,"Numeric",NA,NA,NA,NA,NA
5,"ControlledVocabulary","Temperature",674,40,"SDMeanSummer","Summer SD","Standard deviation of mean daily temperature during summer months",NA,"Numeric",NA,NA,NA,NA,NA
5,"ControlledVocabulary","Temperature",675,38,"SDMeanWinterDaily","Winter Standard Deviation","Standard deviation of mean daily temperature during winter months",NA,"Numeric",NA,NA,NA,NA,NA
5,"ControlledVocabulary","Temperature",676,46,"SDMinWeekly","Interannual standard deviation of
minimum weekly","Interannual standard deviation in minimum weekly average temperature",NA,"Numeric",NA,NA,NA,NA,NA
5,"ControlledVocabulary","Temperature",677,28,"SpringMean","Mean spring temperature","Average of mean daily temperatures during March, April, and May",NA,"Numeric","Degrees Celsius",NA,NA,NA,NA
5,"ControlledVocabulary","Temperature",678,29,"SummerMean","Mean summer temperatures","Average of mean daily temperatures during June, July, and August",NA,"Numeric","Degrees Celsius",NA,NA,NA,NA
5,"ControlledVocabulary","Temperature",679,26,"Temp","Mean annual tempeature","Average of mean daily temperatures during a year",NA,"Numeric","Degrees Celsius",NA,NA,NA,NA
5,"ControlledVocabulary","Temperature",680,27,"WinterMean","Mean winter temperature (Dec, Jan, Feb)","Average of mean daily temperatures during December, January, and February",NA,"Numeric","Degrees Celsius",NA,NA,NA,NA
5,"ControlledVocabulary","Water chemistry",681,10,NA,"Insidious Air Temperature",NA,NA,"Numeric",NA,"air_temp","InstantTemp",NA,NA
5,"ControlledVocabulary","Water chemistry",682,10,NA,"Perdectied Total Nitrogen",NA,NA,NA,NA,NA,"PRD_TotalNitrogen",NA,NA
5,"ControlledVocabulary","Water chemistry",683,10,NA,"Predicted Total Phosphorous",NA,NA,NA,NA,NA,"PRD_TotalPhosphorous",NA,NA
5,"ControlledVocabulary","Water chemistry",684,10,NA,"Predicted Specific Conductance",NA,NA,NA,NA,NA,"PRD_SpecificConductance","PHLAB",NA
5,"ControlledVocabulary","Water chemistry",685,10,NA,"Time Air Temperature Was Collected",NA,NA,NA,NA,"air_temp_time",NA,NA,NA
5,"ControlledVocabulary","Wood",686,7,NA,"Large wood frequency","Frequency of large woody debris within the channel of the reach.",NA,"Numeric",NA,NA,"LWD_FREQ","C1WM100","LWFrq"
5,"ControlledVocabulary","Wood",687,7,NA,"Large wood volume","Volume of LWD within the channel of the reach",NA,"Numeric",NA,NA,"LWD_VL","V1WM100","LWVol"
5,"ControlledVocabulary","Wood",688,7,NA,"Large Wood above Bankfull Channel",NA,NA,NA,NA,NA,NA,"C1TM100",NA
5,"ControlledVocabulary","Wood",689,7,NA,"Large Wood in and Above the Wetted Channel",NA,NA,NA,NA,NA,NA,"C2TM100",NA
5,"ControlledVocabulary","Wood",690,7,NA,"Large Wood in the Wetted Channel",NA,NA,NA,NA,NA,NA,"C2WM100",NA
5,"ControlledVocabulary","Wood",691,7,NA,"Large Wood in/above Wetted Channel",NA,NA,NA,NA,NA,NA,"C4TM100",NA
5,"ControlledVocabulary","Wood",692,7,NA,"Large Wood in Wetted Channel",NA,NA,NA,NA,NA,NA,"C4WM100",NA
5,"ControlledVocabulary","Wood",693,7,NA,"Bankful Channel woody debris (m3/m2)",NA,NA,NA,NA,NA,NA,"V1W_MSQ",NA
5,"ControlledVocabulary","Wood",694,7,NA,"LWD vol in Bkf chnl& dry (m3/m2-SMLX)",NA,NA,NA,NA,NA,NA,"V2W_MSQ",NA
5,"ControlledVocabulary","Wood",695,7,NA,"LWD vol in Bkf chnl& dry (m3/100m-SMLX)",NA,NA,NA,NA,NA,NA,"V2WM100",NA
5,"ControlledVocabulary","Wood",696,7,NA,"Large Wood Volume in Bankful Channel Dry Including Dry",NA,NA,NA,NA,NA,NA,"V4W_MSQ",NA
5,"ControlledVocabulary","Wood",697,7,NA,"LWD vol in Bkf chnl & dry (m3/100m-LX)",NA,NA,NA,NA,NA,NA,"V4WM100",NA
5,"ControlledVocabulary","Wood",698,7,NA,"Wood Vol (m3/m2 in area fished in littoral)",NA,NA,NA,NA,NA,NA,"LWDEQVOL_MSQ",NA
5,"ControlledVocabulary","Wood",699,7,NA,"Large Wood Volume in the Channel",NA,NA,NA,NA,NA,NA,"LWDEQVOLM100",NA
5,"ControlledVocabulary","Wood",700,7,NA,"Count of Pieces n+I201:I388ot corrected",NA,NA,NA,NA,"tot_pieces_uncorrected",NA,NA,NA
5,"ControlledVocabulary","Wood",701,7,NA,"Count of  Pieces corrected",NA,NA,NA,NA,"tot_pieces_corrected",NA,NA,NA
5,"ControlledVocabulary","Wood",702,7,NA,"Number of Estimated Pieces of Wood",NA,NA,NA,NA,"number_estimated_pieces",NA,NA,NA
5,"ControlledVocabulary","Wood",703,7,NA,"Number of Measured Pecies",NA,NA,NA,NA,"number_measured_pieces",NA,NA,NA
5,"ControlledVocabulary","Wood",704,7,NA,"Total Number of Pieces less then 30 CM  Dimander",NA,NA,NA,NA,"tot_pieces_LT30cm_diam",NA,NA,NA
5,"ControlledVocabulary","Wood",705,7,NA,"Count of Small Pieces of Wood",NA,NA,NA,NA,"tot_small_pieces",NA,NA,NA
5,"ControlledVocabulary","Wood",706,7,NA,"Count of 12 by 25 Pieces of Wood",NA,NA,NA,NA,"tot_12x25",NA,NA,NA
5,"ControlledVocabulary","Wood",707,7,NA,"Count of 18 by 25 Pieces of Wood",NA,NA,NA,NA,"tot_18x25",NA,NA,NA
5,"ControlledVocabulary","Wood",708,7,NA,"Count of 25 by 33 Pieces of Wood",NA,NA,NA,NA,"tot_24x33",NA,NA,NA
5,"ControlledVocabulary","Wood",709,7,NA,"Count of 24 by 50 Pieces of Wood",NA,NA,NA,NA,"tot_24x50",NA,NA,NA
5,"ControlledVocabulary",NA,710,66,NA,"Bank angle",NA,NA,NA,NA,NA,NA,"XBKA",NA
