"SITE_ID","YEAR","VISIT_NO","TRANSECT","DATE_COL","TEAM_ID","DBH","HEIGHT","DISTANCE","TREE","NOTREES","SPECIES" 
"WORP99-0510",2000,1,"C",08/22/2000," ",".75-2",">30",10,"Coniferous"," ","NOBLE FIR" 
"WORP99-0510",2000,1,"D",08/22/2000," ",".75-2",">30",25,"Coniferous"," ","GRAND FIR" 
"WORP99-0510",2000,1,"E",08/22/2000," ",".3-.75",">30",5,"Coniferous"," ","GRAND FIR" 
"WORP99-0510",2000,1,"F",08/22/2000," ",".75-2",">30",2,"Coniferous"," ","GRAND FIR" 
"WORP99-0510",2000,1,"G",08/22/2000," ",".3-.75",">30",15,"Coniferous"," ","NOBLE FIR" 
"WORP99-0510",2000,1,"H",08/22/2000," ",".75-2",">30",8,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0510",2000,1,"I",08/22/2000," ",".3-.75",">30",10,"Coniferous"," ","NOBLE FIR" 
"WORP99-0510",2000,1,"J",08/22/2000," ",".1-.3","15-30",1,"Deciduous"," ","ASPEN" 
"WORP99-0510",2000,1,"K",08/22/2000," ",".75-2",">30",7,"Coniferous"," ","NOBLE FIR" 
"WORP99-0511",2000,1,"A",08/30/2000," ",".3-.75","15-30",40,"Coniferous"," ","FIR" 
"WORP99-0511",2000,1,"B",08/30/2000," ",".3-.75",">30",30,"Coniferous"," ","HEMLOCK" 
"WORP99-0511",2000,1,"C",08/30/2000," ",".3-.75","15-30",45,"Coniferous"," ","HEMLOCK" 
"WORP99-0511",2000,1,"D",08/30/2000," ",".3-.75",">30",40,"Coniferous"," ","FIR" 
"WORP99-0511",2000,1,"E",08/30/2000," ",".3-.75",">30",40,"Coniferous"," ","HEMLOCK" 
"WORP99-0511",2000,1,"F",08/30/2000," ",".3-.75",">30",40,"Coniferous"," ","HEMLOCK" 
"WORP99-0511",2000,1,"G",08/30/2000," ",".3-.75","15-30",40,"Coniferous"," ","FIR" 
"WORP99-0511",2000,1,"H",08/30/2000," ",".3-.75",">30",30,"Coniferous"," ","FIR" 
"WORP99-0511",2000,1,"I",08/30/2000," ",".3-.75",">30",40,"Coniferous"," ","FIR" 
"WORP99-0511",2000,1,"J",08/30/2000," ",".3-.75","15-30",40,"Coniferous"," ","FIR" 
"WORP99-0511",2000,1,"K",08/30/2000," ",".3-.75","15-30",30,"Coniferous"," ","HEMLOCK" 
"WORP99-0512",2000,1,"A",09/12/2000," ",".3-.75","15-30",2,"Coniferous"," ","FIR" 
"WORP99-0512",2000,1,"B",09/12/2000," ",".3-.75","5-15",5,"Coniferous"," ","SPRUCE" 
"WORP99-0512",2000,1,"C",09/12/2000," ",".3-.75","15-30",5,"Coniferous"," ","FIR" 
"WORP99-0512",2000,1,"D",09/12/2000," ",".3-.75","15-30",25,"Coniferous"," ","FIR" 
"WORP99-0512",2000,1,"E",09/12/2000," ",".75-2"," ",10,"Coniferous"," ","SPRUCE" 
"WORP99-0512",2000,1,"F",09/12/2000," ",".3-.75","15-30",15,"Coniferous"," ","FIR" 
"WORP99-0512",2000,1,"G",09/12/2000," ",".3-.75","15-30",10,"Coniferous"," ","FIR" 
"WORP99-0512",2000,1,"H",09/12/2000," ",".1-.3","15-30",15,"Coniferous"," ","SPRUCE" 
"WORP99-0512",2000,1,"I",09/12/2000," ",".75-2",">30",18,"Coniferous"," ","SPRUCE" 
"WORP99-0512",2000,1,"J",09/12/2000," ",".1-.3","15-30",15,"Coniferous"," ","FIR" 
"WORP99-0512",2000,1,"K",09/12/2000," ",".3-.75","15-30",10,"Coniferous"," ","FIR" 
"WORP99-0514",2000,1,"A",08/16/2000," ",".75-2","15-30",10,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0514",2000,1,"B",08/16/2000," ",".75-2","15-30",10,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0514",2000,1,"C",08/16/2000," ",".3-.75",">30",15,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0514",2000,1,"D",08/16/2000," ",".3-.75",">30",15,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0514",2000,1,"E",08/16/2000," ",".75-2",">30",30,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0514",2000,1,"F",08/16/2000," ",".75-2",">30",15,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0514",2000,1,"G",08/16/2000," ",".75-2",">30",15,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0514",2000,1,"H",08/16/2000," ",".3-.75",">30",10,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0514",2000,1,"I",08/16/2000," ",".75-2",">30",10,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0514",2000,1,"J",08/16/2000," ",".75-2",">30",15,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0514",2000,1,"K",08/16/2000," ",".75-2",">30",5,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0515",2000,1,"A",08/15/2000," ",".3-.75",">30",3,"Coniferous"," ","LODGEPOLE PINE" 
"WORP99-0515",2000,1,"B",08/15/2000," ",".1-.3","15-30",7,"Coniferous"," ","LODGEPOLE PINE" 
"WORP99-0515",2000,1,"C",08/15/2000," ",".3-.75","5-15",3,"Coniferous"," ","LODGEPOLE PINE" 
"WORP99-0515",2000,1,"D",08/15/2000," ",".3-.75",">30",1,"Coniferous"," ","LODGEPOLE PINE" 
"WORP99-0515",2000,1,"E",08/15/2000," ",".1-.3","15-30",1,"Coniferous"," ","LODGEPOLE PINE" 
"WORP99-0515",2000,1,"F",08/15/2000," ",".1-.3",">30",2,"Coniferous"," ","LODGEPOLE PINE" 
"WORP99-0515",2000,1,"G",08/15/2000," ",".3-.75","15-30",1,"Coniferous"," ","LODGEPOLE PINE" 
"WORP99-0515",2000,1,"H",08/15/2000," ",".3-.75","15-30",1,"Coniferous"," ","LODGEPOLE PINE" 
"WORP99-0515",2000,1,"I",08/15/2000," ",".3-.75",">30",1,"Coniferous"," ","LODGEPOLE PINE" 
"WORP99-0515",2000,1,"J",08/15/2000," ",".1-.3","15-30",2,"Coniferous"," ","LODGEPOLE PINE" 
"WORP99-0515",2000,1,"K",08/15/2000," ",".3-.75",">30",1,"Coniferous"," ","LODGEPOLE PINE" 
"WORP99-0518",2000,1,"A",08/03/2000," ",".75-2",">30",9,"Coniferous"," ","DOUGLAS FIR" 
"WORP99-0518",2000,1,"B",08/03/2000," ",".75-2",">30",7,"Coniferous"," ","FIR" 
"WORP99-0518",2000,1,"C",08/03/2000," ",".3-.75",">30",10,"Coniferous"," ","FIR" 
"WORP99-0518",2000,1,"D",08/03/2000," ",".75-2",">30",1,"Coniferous"," ","FIR" 
"WORP99-0518",2000,1,"E",08/03/2000," ",".75-2",">30",2,"Coniferous"," ","FIR" 
"WORP99-0518",2000,1,"F",08/03/2000," ",".75-2",">30",6,"Coniferous"," ","FIR" 
"WORP99-0518",2000,1,"G",08/03/2000," ",".75-2",">30",8,"Coniferous"," ","FIR" 
"WORP99-0518",2000,1,"H",08/03/2000," ",".75-2",">30",10,"Coniferous"," ","DOUGLAS FIR" 
"WORP99-0518",2000,1,"I",08/03/2000," ",".75-2",">30",20,"Coniferous"," ","FIR" 
"WORP99-0518",2000,1,"J",08/03/2000," ",".3-.75",">30",15,"Coniferous"," ","FIR" 
"WORP99-0518",2000,1,"K",08/03/2000," ",".75-2",">30",8,"Coniferous"," ","FIR" 
"WORP99-0520",2000,1,"A",08/02/2000," ",".75-2",">30",5,"Coniferous"," ","WESTERN RED CEDAR" 
"WORP99-0520",2000,1,"B",08/02/2000," ",".3-.75","5-15",5,"Deciduous"," ","RED ALDER" 
"WORP99-0520",2000,1,"C",08/02/2000," ",".1-.3","5-15",5,"Deciduous"," ","RED ALDER" 
"WORP99-0520",2000,1,"D",08/02/2000," ",".75-2","15-30",2,"Deciduous"," ","BIG LEAF MAPLE" 
"WORP99-0520",2000,1,"E",08/02/2000," ",".75-2","15-30",5,"Deciduous"," ","BIG LEAF MAPLE" 
"WORP99-0520",2000,1,"F",08/02/2000," ",".75-2",">30",5,"Deciduous"," ","BIG LEAF MAPLE" 
"WORP99-0520",2000,1,"G",08/02/2000," ",".75-2","15-30",10,"Deciduous"," ","BIG LEAF MAPLE" 
"WORP99-0520",2000,1,"H",08/02/2000," ",".75-2",">30",15,"Deciduous"," ","BIG LEAF MAPLE" 
"WORP99-0520",2000,1,"I",08/02/2000," ",".75-2",">30",25,"Coniferous"," ","DOUGLAS FIR" 
"WORP99-0520",2000,1,"J",08/02/2000," ",".75-2",">30",5,"Coniferous"," ","DOUGLAS FIR" 
"WORP99-0520",2000,1,"K",08/02/2000," ",".75-2",">30",15,"Coniferous"," ","WESTERN RED CEDAR" 
"WORP99-0522",2000,1,"A",08/24/2000," ",".3-.75","15-30",10,"Deciduous"," ","ASPEN" 
"WORP99-0522",2000,1,"B",08/24/2000," ",".3-.75","15-30",6,"Deciduous"," ","ASPEN" 
"WORP99-0522",2000,1,"C",08/24/2000," ",".1-.3","5-15",15,"Deciduous"," ","ASPEN" 
"WORP99-0522",2000,1,"D",08/24/2000," ",".1-.3","15-30",10,"Deciduous"," ","ASPEN" 
"WORP99-0522",2000,1,"E",08/24/2000," ",".3-.75","15-30",32,"Deciduous"," ","ASPEN" 
"WORP99-0522",2000,1,"F",08/24/2000," ",".3-.75","15-30",30,"Deciduous"," ","ASPEN" 
"WORP99-0522",2000,1,"G",08/24/2000," ",".3-.75","15-30",25,"Deciduous"," ","ASPEN" 
"WORP99-0522",2000,1,"H",08/24/2000," ",".1-.3","5-15",20,"Deciduous"," ","ASPEN" 
"WORP99-0522",2000,1,"I",08/24/2000," ",".3-.75","15-30",25,"Deciduous"," ","ASPEN" 
"WORP99-0522",2000,1,"J",08/24/2000," ",".1-.3","15-30",27,"Deciduous"," ","ASPEN" 
"WORP99-0522",2000,1,"K",08/24/2000," ",".3-.75","15-30",30,"Deciduous"," ","ASPEN" 
"WORP99-0523",2000,1,"A",08/15/2000," ",".75-2","15-30",1,"Deciduous"," ","COTTONWOOD" 
"WORP99-0523",2000,1,"B",08/15/2000," ",".3-.75",">30",2,"Deciduous"," ","COTTONWOOD" 
"WORP99-0523",2000,1,"C",08/15/2000," ",".3-.75",">30",5,"Deciduous"," ","COTTONWOOD" 
"WORP99-0523",2000,1,"D",08/15/2000," ",".3-.75","15-30",8,"Deciduous"," ","COTTONWOOD" 
"WORP99-0523",2000,1,"E",08/15/2000," ",".3-.75","15-30",10,"Deciduous"," ","COTTONWOOD" 
"WORP99-0523",2000,1,"F",08/15/2000," ",".3-.75","15-30",20,"Deciduous"," ","COTTONWOOD" 
"WORP99-0523",2000,1,"G",08/15/2000," ",".3-.75","15-30",15,"Deciduous"," ","COTTONWOOD" 
"WORP99-0523",2000,1,"H",08/15/2000," ",".1-.3","5-15",14,"Deciduous"," ","WILLOW" 
"WORP99-0523",2000,1,"I",08/15/2000," ",".3-.75","15-30",16,"Deciduous"," ","COTTONWOOD" 
"WORP99-0523",2000,1,"J",08/15/2000," ",".3-.75",">30",20,"Deciduous"," ","COTTONWOOD" 
"WORP99-0523",2000,1,"K",08/15/2000," ",".3-.75","15-30",6,"Deciduous"," ","WILLOW" 
"WORP99-0528",2000,1,"A",08/07/2000," ",".75-2","15-30",5,"Coniferous"," ","DOUGLAS FIR" 
"WORP99-0528",2000,1,"B",08/07/2000," ",".75-2","15-30",10,"Coniferous"," ","SPRUCE" 
"WORP99-0528",2000,1,"C",08/07/2000," ",".3-.75","15-30",10,"Coniferous"," ","SPRUCE" 
"WORP99-0528",2000,1,"D",08/07/2000," ",".3-.75"," ",8,"Coniferous"," ","DOUGLAS FIR" 
"WORP99-0528",2000,1,"E",08/07/2000," ",".3-.75","15-30",6,"Coniferous"," ","SPRUCE" 
"WORP99-0528",2000,1,"F",08/07/2000," ",".3-.75","15-30",6,"Coniferous"," ","SPRUCE" 
"WORP99-0528",2000,1,"G",08/07/2000," ",".3-.75","15-30",0,"Coniferous"," ","SPRUCE" 
"WORP99-0528",2000,1,"H",08/07/2000," ",".75-2","15-30",20,"Coniferous"," ","DOUGLAS FIR" 
"WORP99-0528",2000,1,"I",08/07/2000," ",".75-2","15-30",8,"Coniferous"," ","SPRUCE" 
"WORP99-0528",2000,1,"J",08/07/2000," ",".3-.75","15-30",1,"Coniferous"," ","SPRUCE" 
"WORP99-0528",2000,1,"K",08/07/2000," ",".3-.75"," ",5,"Coniferous"," ","DOUGLAS FIR" 
"WORP99-0529",2000,1,"A",08/08/2000," ",".75-2",">30",20,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0529",2000,1,"B",08/08/2000," ",".75-2","15-30",15,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0529",2000,1,"C",08/08/2000," ",".3-.75","15-30",15,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0529",2000,1,"D",08/08/2000," ",".75-2",">30",30,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0529",2000,1,"E",08/08/2000," ",">2",">30",35,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0529",2000,1,"F",08/08/2000," ",".3-.75","15-30",35,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0529",2000,1,"G",08/08/2000," ",".3-.75","15-30", ,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0529",2000,1,"H",08/08/2000," ",".3-.75","15-30",15,"Coniferous"," ","SPRUCE" 
"WORP99-0529",2000,1,"I",08/08/2000," ",".3-.75",">30",5,"Coniferous"," ","LODGEPOLE PINE" 
"WORP99-0529",2000,1,"J",08/08/2000," ",".3-.75",">30",5,"Coniferous"," ","LODGEPOLE PINE" 
"WORP99-0529",2000,1,"K",08/08/2000," "," ","15-30",20,"Coniferous"," ","SPRUCE" 
"WORP99-0530",2000,1,"A",07/18/2000,"1",".3-.75",">30",5,"Coniferous"," ","LARCH" 
"WORP99-0530",2000,1,"B",07/18/2000,"1",".3-.75",">30",10,"Coniferous"," ","LODGEPOLE PINE" 
"WORP99-0530",2000,1,"C",07/18/2000,"1",".3-.75",">30",10,"Coniferous"," ","LARCH" 
"WORP99-0530",2000,1,"D",07/18/2000,"1",".3-.75",">30",5,"Coniferous"," ","LARCH" 
"WORP99-0530",2000,1,"E",07/18/2000,"1",".3-.75",">30",5,"Coniferous"," ","LARCH" 
"WORP99-0530",2000,1,"F",07/18/2000,"1",".3-.75",">30",5,"Coniferous"," ","LARCH" 
"WORP99-0530",2000,1,"G",07/18/2000,"1",".3-.75",">30",10,"Coniferous"," ","As recorded." 
"WORP99-0530",2000,1,"H",07/18/2000,"1",".3-.75",">30",5,"Coniferous"," ","LODGEPOLE PINE" 
"WORP99-0530",2000,1,"I",07/18/2000,"1",".3-.75",">30",10,"Coniferous"," ","As recorded." 
"WORP99-0530",2000,1,"J",07/18/2000,"1",".3-.75",">30",10,"Coniferous"," ","As recorded." 
"WORP99-0530",2000,1,"K",07/18/2000,"1",".3-.75",">30",15,"Coniferous"," ","As recorded." 
"WORP99-0538",2000,1,"A",09/12/2000," ",".3-.75","15-30",30,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0538",2000,1,"B",09/12/2000," ",".3-.75","15-30",20,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0538",2000,1,"C",09/12/2000," ",".3-.75","15-30",20,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0538",2000,1,"D",09/12/2000," ",".3-.75","15-30",10,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0538",2000,1,"E",09/12/2000," ",".3-.75","15-30",25,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0538",2000,1,"F",09/12/2000," ",".75-2",">30",15,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0538",2000,1,"G",09/12/2000," ",".75-2","15-30",1,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0538",2000,1,"H",09/12/2000," ",".3-.75","15-30",10,"Conifer"," ","PONDEROSA PINE" 
"WORP99-0541",2000,1,"A",08/09/2000," ",".1-.3",">30",15,"Coniferous"," ","FIR" 
"WORP99-0541",2000,1,"B",08/09/2000," ",".3-.75","15-30",1,"Coniferous"," ","FIR" 
"WORP99-0541",2000,1,"C",08/09/2000," ",".3-.75",">30",10,"Coniferous"," ","FIR" 
"WORP99-0541",2000,1,"D",08/09/2000," ",".75-2",">30",30,"Coniferous"," ","FIR" 
"WORP99-0541",2000,1,"E",08/09/2000," ",".3-.75",">30",40,"Coniferous"," ","LARCH" 
"WORP99-0541",2000,1,"F",08/09/2000," ",".75-2",">30",10,"Coniferous"," ","LARCH" 
"WORP99-0541",2000,1,"G",08/09/2000," ",".75-2",">30",2,"Coniferous"," ","FIR" 
"WORP99-0541",2000,1,"H",08/09/2000," ",".3-.75",">30",10,"Coniferous"," ","MOUNTAIN LARCH" 
"WORP99-0541",2000,1,"I",08/09/2000," ",".3-.75","15-30",50,"Coniferous"," ","FIR" 
"WORP99-0541",2000,1,"J",08/09/2000," ","0-0.1","<5",2,"Deciduous"," ","ALDER" 
"WORP99-0541",2000,1,"K",08/09/2000," ","0-0.1","5-15",2,"Coniferous"," ","FIR" 
"WORP99-0542",2000,1,"A",08/07/2000,"1",".3-.75","15-30",6,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0542",2000,1,"B",08/07/2000,"1",".3-.75","15-30",18,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0542",2000,1,"C",08/07/2000,"1",".3-.75","15-30",1,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0542",2000,1,"D",08/07/2000,"1",".75-2",">30",10,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0542",2000,1,"E",08/07/2000,"1",".3-.75","15-30",8,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0542",2000,1,"F",08/07/2000,"1",".75-2",">30",20,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0542",2000,1,"G",08/07/2000,"1",".3-.75","15-30",15,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0542",2000,1,"H",08/07/2000,"1",".3-.75","15-30",20,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0542",2000,1,"I",08/07/2000,"1",".75-2",">30",12,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0542",2000,1,"J",08/07/2000,"1",".75-2","15-30",1,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0542",2000,1,"K",08/07/2000,"1",".75-2",">30",8,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0547",2000,1,"A",08/09/2000," ","0-0.1","<5",5,"Conifer"," ","JUNIPER" 
"WORP99-0547",2000,1,"B",08/09/2000," ",".1-.3","<5",2,"Coniferous"," ","JUNIPER" 
"WORP99-0547",2000,1,"C",08/09/2000," ","0-0.1","<5",1,"Coniferous"," ","JUNIPER" 
"WORP99-0547",2000,1,"D",08/09/2000," ",".3-.75","5-15",2,"Coniferous"," ","JUNIPER" 
"WORP99-0547",2000,1,"E",08/09/2000," ",".1-.3","5-15", ,"Coniferous"," ","JUNIPER" 
"WORP99-0547",2000,1,"F",08/09/2000," ",".3-.75","5-15", ,"Coniferous"," ","JUNIPER" 
"WORP99-0547",2000,1,"G",08/09/2000," ","0-0.1","<5",5,"Coniferous"," ","JUNIPER" 
"WORP99-0547",2000,1,"H",08/09/2000," ",".3-.75","5-15",30,"Coniferous"," ","JUNIPER" 
"WORP99-0547",2000,1,"I",08/09/2000," ",".3-.75","5-15",5,"Coniferous"," ","JUNIPER" 
"WORP99-0547",2000,1,"J",08/09/2000," ",".3-.75","5-15",15,"Coniferous"," ","JUNIPER" 
"WORP99-0547",2000,1,"K",08/09/2000," ",".3-.75","15-30", ,"Coniferous"," ","JUNIPER" 
"WORP99-0548",2000,1,"A",08/14/2000," ",".75-2",">30",40,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0548",2000,1,"B",08/14/2000," ",".75-2",">30",15,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0548",2000,1,"C",08/14/2000," ",".75-2",">30",20,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0548",2000,1,"D",08/14/2000," ",".3-.75",">30",30,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0548",2000,1,"E",08/14/2000," ",".3-.75",">30",10,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0548",2000,1,"F",08/14/2000," ",".75-2",">30",20,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0548",2000,1,"G",08/14/2000," ",".1-.3","5-15",5,"Deciduous"," ","ALDER" 
"WORP99-0548",2000,1,"H",08/14/2000," ",".1-.3","5-15",10,"Deciduous"," ","ALDER" 
"WORP99-0548",2000,1,"I",08/14/2000," ",".75-2",">30", ,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0548",2000,1,"J",08/14/2000," ",".3-.75",">30",40,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0548",2000,1,"K",08/14/2000," ",".75-2",">30",40,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0551",2000,1,"A",08/14/2000," ",".75-2","15-30",5,"Coniferous"," ","CEDAR" 
"WORP99-0551",2000,1,"B",08/14/2000," ",".75-2","15-30",10,"Coniferous"," ","GRAND FIR" 
"WORP99-0551",2000,1,"C",08/14/2000," ",".75-2","15-30",8,"Coniferous"," ","DOUGLAS FIR" 
"WORP99-0551",2000,1,"D",08/14/2000," ",".3-.75","15-30",7,"Coniferous"," ","DOUGLAS FIR" 
"WORP99-0551",2000,1,"E",08/14/2000," ",".3-.75","15-30",5,"Coniferous"," ","DOUGLAS FIR" 
"WORP99-0551",2000,1,"F",08/14/2000," ",".3-.75","15-30",20,"Coniferous"," ","DOUGLAS FIR" 
"WORP99-0551",2000,1,"G",08/14/2000," ",".3-.75","15-30",10,"Coniferous"," ","GRAND FIR" 
"WORP99-0551",2000,1,"H",08/14/2000," ",".75-2","15-30",5,"Coniferous"," ","CEDAR" 
"WORP99-0551",2000,1,"I",08/14/2000," ",".3-.75","15-30",5,"Coniferous"," ","DOUGLAS FIR" 
"WORP99-0551",2000,1,"J",08/14/2000," ",".75-2","15-30",2,"Coniferous"," ","GRAND FIR" 
"WORP99-0551",2000,1,"K",08/14/2000," ",".75-2","15-30",5,"Coniferous"," ","DOUGLAS FIR" 
"WORP99-0554",2000,1,"A",07/31/2000,"1",".3-.75",">30", ,"Coniferous"," ","FIR" 
"WORP99-0554",2000,1,"B",07/31/2000,"1",".3-.75",">30",2,"Coniferous"," ","FIR" 
"WORP99-0554",2000,1,"C",07/31/2000,"1",".3-.75",">30",15,"Coniferous"," ","FIR" 
"WORP99-0554",2000,1,"D",07/31/2000,"1",".3-.75",">30",15,"Coniferous"," ","FIR" 
"WORP99-0554",2000,1,"E",07/31/2000,"1",".75-2",">30",12,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0554",2000,1,"F",07/31/2000,"1",".3-.75",">30",7,"Coniferous"," ","FIR" 
"WORP99-0554",2000,1,"G",07/31/2000,"1",".3-.75",">30",5,"Coniferous"," ","FIR" 
"WORP99-0554",2000,1,"H",07/31/2000,"1",".3-.75",">30",6,"Coniferous"," ","FIR" 
"WORP99-0554",2000,1,"I",07/31/2000,"1",".3-.75",">30",10,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0554",2000,1,"J",07/31/2000,"1",".3-.75",">30",6,"Coniferous"," ","FIR" 
"WORP99-0554",2000,1,"K",07/31/2000,"1",".3-.75",">30",5,"Coniferous"," ","FIR" 
"WORP99-0559",2000,1,"A",07/20/2000,"1",".75-2"," ",30,"Coniferous"," ","SPRUCE" 
"WORP99-0559",2000,1,"B",07/20/2000,"1",".75-2"," ",30,"Coniferous"," ","SPRUCE" 
"WORP99-0559",2000,1,"C",07/20/2000,"1",".75-2"," ",20,"Coniferous"," ","SPRUCE" 
"WORP99-0559",2000,1,"D",07/20/2000,"1",".3-.75",">30",30,"Coniferous"," ","SPRUCE" 
"WORP99-0559",2000,1,"E",07/20/2000,"1",".75-2",">30",30,"Coniferous"," ","LARCH" 
"WORP99-0559",2000,1,"F",07/20/2000,"1",".3-.75",">30", ,"Coniferous"," ","SPRUCE" 
"WORP99-0559",2000,1,"G",07/20/2000,"1",".75-2",">30",5,"Coniferous"," ","LARCH" 
"WORP99-0559",2000,1,"H",07/20/2000,"1",".75-2",">30",20,"Coniferous"," ","SPRUCE" 
"WORP99-0559",2000,1,"I",07/20/2000,"1",".3-.75",">30",5,"Coniferous"," ","SPRUCE" 
"WORP99-0559",2000,1,"J",07/20/2000,"1",".75-2",">30",15,"Coniferous"," ","LARCH" 
"WORP99-0559",2000,1,"K",07/20/2000,"1",".75-2",">30",10,"Coniferous"," ","SPRUCE" 
"WORP99-0560",2000,1,"A",08/16/2000,"1",".3-.75","15-30",15,"Coniferous"," ","LARCH" 
"WORP99-0560",2000,1,"B",08/16/2000,"1",".75-2","15-30",10,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0560",2000,1,"C",08/16/2000,"1",".3-.75","15-30",10,"Coniferous"," ","LARCH" 
"WORP99-0560",2000,1,"D",08/16/2000,"1",".3-.75","15-30",20,"Coniferous"," ","LARCH" 
"WORP99-0560",2000,1,"E",08/16/2000,"1",".3-.75","5-15",15,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0560",2000,1,"F",08/16/2000,"1",".1-.3","5-15", ,"Coniferous"," ","LODGEPOLE PINE" 
"WORP99-0560",2000,1,"G",08/16/2000,"1",".3-.75","15-30",15,"Coniferous"," ","LARCH" 
"WORP99-0560",2000,1,"H",08/16/2000,"1",".1-.3","5-15",10,"Coniferous"," ","LODGEPOLE PINE" 
"WORP99-0560",2000,1,"I",08/16/2000,"1",".1-.3","<5",10,"Coniferous"," ","LODGEPOLE PINE" 
"WORP99-0560",2000,1,"J",08/16/2000,"1",".1-.3","<5",10,"Coniferous"," ","LODGEPOLE PINE" 
"WORP99-0560",2000,1,"K",08/16/2000,"1",".75-2",">30",20,"Coniferous"," ","LODGEPOLE PINE" 
"WORP99-0605",2000,1,"A",09/14/2000," ",".75-2",">30",1,"Coniferous"," ","DOUGLAS FIR" 
"WORP99-0605",2000,1,"B",09/14/2000," ",".75-2",">30",5,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0605",2000,1,"C",09/14/2000," ",".75-2",">30",7,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0605",2000,1,"D",09/14/2000," ",".75-2",">30",15,"Coniferous"," ","DOUGLAS FIR" 
"WORP99-0605",2000,1,"E",09/14/2000," ",".75-2",">30",4,"Coniferous"," ","DOUGLAS FIR" 
"WORP99-0605",2000,1,"F",09/14/2000," ",".75-2"," ",10,"Coniferous"," ","DOUGLAS FIR" 
"WORP99-0605",2000,1,"G",09/14/2000," ",".1-.3","5-15",2,"Coniferous"," ","DOUGLAS FIR" 
"WORP99-0605",2000,1,"H",09/14/2000," ",".75-2",">30",60,"Coniferous"," ","PONDEROSA PINE" 
"WORP99-0605",2000,1,"I",09/14/2000," ",".1-.3","5-15",1,"Coniferous"," ","CEDAR" 
"WORP99-0605",2000,1,"J",09/14/2000," ",".75-2",">30",10,"Coniferous"," ","CEDAR" 
"WORP99-0605",2000,1,"K",09/14/2000," ",".75-2",">30",15,"Coniferous"," ","DOUGLAS FIR" 
"WORP99-0606",2000,1,"A",08/07/2000," "," "," ", ," ","X"," " 
"WORP99-0606",2000,1,"B",08/07/2000," "," "," ", ," ","X"," " 
"WORP99-0606",2000,1,"C",08/07/2000," "," "," ", ," ","X"," " 
"WORP99-0606",2000,1,"D",08/07/2000," "," "," ", ," ","X"," " 
"WORP99-0606",2000,1,"E",08/07/2000," "," "," ", ," ","X"," " 
"WORP99-0606",2000,1,"F",08/07/2000," "," "," ", ," ","X"," " 
