"SITE_ID","YEAR","VISIT_NO","LANDAREA","PFOR","PWETL","PURB","PAGT","RDDENS","POPDENS","ELEV","PRECIP_M" 
"WORP99-0692",2001,1,2.25,88.94,0,0,0,0,0,1350,0.567 
"WCAP99-1000",2002,1,78.35,48.53,0.11,7.7,1.05,2.49,97.1,775,0.568 
"OWW04440-0205",2004,1,17.08,66.54,0,0,0,0.64,0.05,2626,0.57 
"OWW04440-0803",2004,1,118.6,0.01,0.01,0.23,7.5,1.08,0.71,670,0.573 
"WMTP99-0727",2002,1,23.15,64.28,0.05,0,0.84,0.32,0.08,1753,0.574 
"WCOP01-0833",2003,1,187.11,87.13,0,0.17,1.49,0.77,2.61,1862,0.575 
"WCOP99-0627",2002,1,40.56,73.57,0,0,0.38,0.6,0,2675,0.576 
"WMTP99-0509",2001,1,23.74,72.95,0,0,0,0.33,0.16,1363,0.576 
"WORP99-1003",2003,1,77.46,89,0,0,0,2.83,0.05,1215,0.576 
"WWYP99-0515",2000,1,54.84,48.84,0.29,0,0,1.2,0.03,2065,0.578 
"WIDP99-0698",2002,1,348.08,32.48,0,0.96,37.77,1.29,3.14,392,0.579 
"WAZP99-0750",2003,1,2948.03,52.74,0.02,0,0,0.63,0.02,1213,0.58 
"WCAP99-0677",2002,1,19.67,39.95,0,0.04,0.1,0.87,0.2,458,0.582 
"WCAP99-0809",2001,1,19.45,27.48,0.06,0.01,0.09,0.76,0.66,986,0.582 
"WSDP99-0506",2000,1,741.1,0.19,4.47,0.56,91.82,1.32,3.49,421,0.582 
"WAZP99-0716",2002,1,1104.46,67.37,0.04,0.55,0,0.84,4.65,968,0.584 
"WCOP99-0633",2003,1,48.94,72.01,0,0,0,0.005,0,2781,0.584 
"WAZP99-0851",2002,1,1270.34,78.79,0,0.17,0.06,0.56,2.46,890,0.585 
"WCAP99-1046",2002,1,8.97,57.47,0,1.26,0.01,1.88,6.91,315,0.585 
"WAZP99-0605",2000,1,905.06,83.55,0,0,0.01,0.34,0.09,1457,0.587 
"WAZP99-0893",2003,1,404.38,80.05,0.03,0.2,0.22,0.54,0.73,1230,0.589 
"WCOP99-0638",2002,1,4705.78,57.11,0.01,0.11,2.19,0.68,0.67,1708,0.589 
"WCOP99-0568",2001,1,266.11,53.47,0,0,15.11,0.68,1.84,2027,0.59 
"WORP99-0888",2002,1,141.87,72.68,4.54,0.01,0,0.93,0.22,1395,0.59 
"WIDP99-0603",2001,1,12.72,51.72,3.07,0,0,1.03,0.31,1931,0.592 
"WMTP99-0704",2002,1,3.74,56.97,0,0,0,2.67,0.26,1382,0.593 
"WUTP99-0518",2000,1,47.66,72.86,0,0.02,0,0.34,0,2317,0.593 
"WAZP99-0863",2003,1,547.93,77.71,0.02,0.15,0.16,0.55,0.54,916,0.597 
"WUTP99-0694",2002,1,523.46,58.25,0.04,0.11,0.12,0.67,0.02,1852,0.597 
"WCOP01-0769",2002,1,61.05,89.47,0,0.8,0.34,0.99,11.02,2149,0.598 
"WMTP99-0516",2002,1,23.81,87.42,0.61,0,0,0.5,0.33,1416,0.598 
"WCAP99-0867",2003,1,42.73,30.24,0.01,35.5,0,4.2,445.77,73,0.599 
"WORP99-0522",2000,1,20.09,6.05,0,0,0,1.38,0.05,2048,0.599 
"WMTP99-0707",2003,1,18.08,26.76,0,0,0,0.12,0.05,1574,0.6 
"WMTP99-0613",2001,1,31.81,51.92,0,0,2.74,1.41,0.47,1293,0.601 
"WSDP99-0605",2001,1,548.48,0.35,2.19,0.47,74.59,1.27,4.73,657,0.603 
"WSDP99-0674",2002,1,285.61,0.01,4.53,0.6,90.1,1.32,4.57,385,0.603 
"OWW04440-0845",2004,1,51.65,68.03,0,0,2.07,0.36,0.09,2270,0.604 
"WNVP99-0615",2002,1,4.8,0.45,0.02,0,0,0.8,0,2078,0.604 
"WSDP99-0546",2003,1,889.32,0.9,1.45,0.31,73.18,1.23,3.35,574,0.604 
"WWYP99-0533",2000,1,82.77,12.44,0.4,0,0,0.1,0.02,1917,0.607 
"OWW04440-1069",2004,1,348.77,74.89,0,0.08,0,1.33,2.65,1786,0.608 
"WCOP01-0779",2001,1,475.48,65.85,0,0.66,0.49,1.25,11.68,1673,0.608 
"WIDP99-0600",2001,1,18.91,64.64,0.59,0,0,0.61,0,1958,0.608 
"WWYP99-0716",2003,1,299.78,37.13,7.58,0,6.1,0.5,0.12,2250,0.611 
"WSDP99-0533",2000,1,145.11,0.19,1.54,0.06,98,1.35,2.79,405,0.612 
"WAZP99-0639",2001,1,37.69,96.45,0,0,0,0.9,0,2371,0.613 
"WORP99-0864",2002,1,25.45,79.14,0.03,0,0,0.89,0.11,1130,0.613 
"WSDP99-0590",2001,1,438.42,0.15,2.79,0.32,95.84,1.32,2.74,369,0.615 
"WAZP99-0645",2001,1,54.44,90.45,0.03,0.24,0.44,0.55,0.77,2346,0.616 
"WSDP99-0505",2000,1,111.38,2.07,7.07,0.11,89.29,1.16,1.94,546,0.617 
"WSDP99-0596",2001,1,359.17,10.76,0.5,0.22,41.21,0.86,2.8,451,0.617 
"WWYP99-0590",2001,1,39.32,0,0.04,0,0,1.35,0,2129,0.618 
"WCOP99-0572",2001,1,12.63,95.69,0,0.26,0,1.82,0.07,2751,0.619 
"WIDP99-0701",2002,1,3.99,63.02,0.2,0,0,0.73,0,2049,0.619 
"WWYP99-0616",2001,1,678.8,43.02,1.55,0,2.48,0.42,0.12,1972,0.62 
"WCAP99-0536",2000,1,55.1,22.93,0.09,0.13,0.06,0.16,0.43,597,0.622 
"WCAP99-0506",2000,1,274.66,63.12,1.58,0.01,4.58,1,0.72,1425,0.623 
"WCAP99-0746",2001,1,110.77,19.85,0.08,0.52,2.36,1.05,5.96,194,0.624 
"WCAP99-0748",2001,1,112.48,43.82,0.24,14.05,0.01,2.24,219.89,9,0.624 
"WUTP99-0723",2003,1,64.08,67.3,0,0,0,0.28,0.1,1885,0.624 
"WCOP99-0513",2000,1,2.45,70.94,0,0,1.91,0.77,0,2735,0.626 
"WORP99-0528",2000,1,4.4,82.66,0,0,0,1.75,0.22,1463,0.627 
"WORP99-0538",2000,1,12.76,53.1,0.18,0,0,1.08,0.07,1571,0.627 
"WCOP99-0650",2002,1,324.25,90.63,0,0.05,0.26,0.91,0.14,2501,0.629 
"WAZP99-0840",2002,1,41.49,96.08,0.01,0.41,2.04,0.6,0.84,2430,0.632 
"WUTP99-0505",2000,1,293.2,61.66,0.01,0.16,0.03,0.98,0.05,2152,0.632 
"WCAP99-1028",2002,1,76.92,49.05,0.02,0.02,0.04,0.22,0,924,0.633 
"WSDP99-0667",2002,1,515.57,1.42,1.6,1.23,95.55,1.32,11.24,466,0.633 
"WCOP99-0621",2002,1,2666.54,77.14,0,0.05,1.51,0.7,0.57,1719,0.636 
"WAZP99-0551",2000,1,28.61,58.63,0,0.03,0,0.18,0.03,921,0.637 
"WCAP99-0803",2001,1,22.27,13.69,0.02,0.09,0.13,0.51,0.85,222,0.637 
"WCOP99-0507",2000,1,13.21,55.39,0,0,0.02,1.49,0,3197,0.638 
"WORP99-0529",2000,1,2.09,86.6,0,0,0,2.82,0,1379,0.639 
"WUTP99-0693",2002,1,394.98,59.19,0.05,1.25,2.32,1.48,12.88,1636,0.64 
"WCOP99-0601",2003,1,7843.57,60.48,0,0.22,8.11,0.74,3.06,1827,0.641 
"WWYP99-0603",2001,1,19.59,16.59,0.3,0,0,0,0.05,2492,0.641 
"WCAP99-1102",2003,1,12.59,32.05,0,0.23,0.11,0.81,0.07,643,0.642 
"WWYP99-0599",2001,1,1.15,24.63,0,0,0,0.81,0,2449,0.643 
"WORP99-0841",2002,1,1037.56,57.74,0.14,0.12,0.85,1.91,0.3,870,0.645 
"WWYP99-0582",2001,1,84.52,84.48,0.64,0,0,0.08,0.08,1616,0.645 
"WMTP99-0701",2002,1,57.64,74.71,0.22,0,0,0.38,0.03,1806,0.646 
"WMTP99-0801",2003,1,2.54,89.57,0.07,0,0,0.25,0,1697,0.646 
"WUTP99-0721",2003,1,20.2,83.28,0.02,0,0,0.43,0,2366,0.647 
"WIDP99-0524",2000,1,1.65,40.62,0.43,0,0,0,0,1820,0.648 
"WORP99-0691",2001,1,17.4,86.69,0,0,0,2.91,0.05,1036,0.648 
"WIDP99-0596",2001,1,27.59,28.51,0.04,0,0,1.05,0.03,1058,0.649 
"WMTP99-0733",2004,1,444.64,32.67,0.19,0.06,0.24,0.5,0.28,1202,0.651 
"WCAP99-0683",2002,1,48.87,28.82,0.03,0,0.06,0.14,0.24,371,0.652 
"WCAP99-0669",2001,1,193.66,43.24,0.04,2.76,0.03,3.45,73.75,1753,0.653 
"WORP99-0937",2003,1,31.4,91.31,0.22,0,0,0.74,0,1230,0.654 
"OWW04440-1037",2004,1,310.02,83,0,0.01,0,0.48,0.17,2016,0.655 
"WAZP99-0539",2000,1,707.87,84.58,0,0.01,0,0.83,0.08,963,0.655 
"WUTP99-0728",2003,1,200.22,74.87,0.05,0,0.01,0.74,0,1839,0.656 
"WCAP99-0764",2002,1,1021.16,67.07,0.18,0.22,1.01,0.69,5.42,141,0.657 
"OWW04440-0275",2004,1,53.07,0.02,0.01,0.6,97.15,1.32,1.82,524,0.66 
"WIDP99-0520",2000,1,8.83,45.12,0.06,0,0,0,0.11,2307,0.66 
"WORP99-0560",2000,1,49.35,91.76,0.02,0,0,1.78,0.08,1317,0.661 
"WCOP99-0595",2001,1,111.2,84.42,0,0,0.13,0.76,0.58,1858,0.662 
"WAZP99-0783",2002,1,22.11,92.02,0,0,0,0,0.04,1889,0.663 
"WCOP99-0622",2002,1,2208.4,75.17,0,0.06,3.31,0.67,1.38,1842,0.663 
"WORP99-0514",2000,1,1137.18,65.59,11.17,0,0,1.52,0.01,1496,0.664 
"WCAP99-0895",2001,1,223.13,45.29,0.06,2.4,0.03,3.06,64.06,1229,0.666 
"WCAP99-0779",2001,1,8.05,37.31,0.01,0.12,0.01,0,0,853,0.668 
"WCOP01-0838",2003,1,555.83,64.06,0,0.39,0.74,0.58,4.89,1561,0.668 
"WAZP99-0833",2003,1,100.42,93.54,0,0.04,0,0.83,0.64,1397,0.67 
"WORP99-0794",2001,1,411.67,90.18,0.19,0.01,0.64,2.36,0.03,1223,0.67 
"WMTP99-0633",2001,1,50.28,96.21,0,0.01,0,0.21,0.13,1807,0.671 
"WORP99-0931",2002,1,4.42,77.19,0,0,0,1.12,0,1430,0.671 
"WORP99-0554",2000,1,21.37,81.51,0,0,0,1.6,0,1290,0.673 
"WAZP99-0632",2001,1,154.59,87.17,0,0.22,0,0.77,1.8,1502,0.674 
"WCAP99-1035",2002,1,24.96,64.42,0.01,0.01,0,0.36,0,1081,0.674 
"WCAP99-1018",2002,1,41.93,47.49,0.02,1.36,0.26,1.26,4.1,878,0.675 
"OWW04440-0045",2004,1,44.5,57.45,0,0,0,2.28,0,2619,0.676 
"WAZP99-0687",2001,1,20.26,96.16,0,0,0,1.41,0,2346,0.676 
"WCOP99-0634",2002,1,6.11,65.53,0,0,0.07,0,0,3155,0.677 
"WNVP99-0663",2002,1,22.72,1.65,0,4,0,0.03,0.08,1912,0.681 
"WUTP99-0668",2004,1,568.34,61.01,0.07,0,0.03,0.22,0.08,1907,0.682 
"WCOP99-0637",2002,1,88.43,85.08,0,0.2,4.37,1.07,0.03,2660,0.683 
"WORP99-0625",2000,1,160.15,67.92,0.09,0.24,0,2.33,0.03,1231,0.687 
"WUTP99-0516",2000,1,1.81,7.33,0,0.05,0,2.31,0,2861,0.688 
"OWW04440-0557",2004,1,154.51,57.79,0,0,0,1.65,0.16,2562,0.689 
"WORP99-0665",2001,1,2.57,92.12,0,0,0,1.68,0,1691,0.689 
"WORP99-0854",2002,1,33.21,76.22,1.44,0,0,1.99,0,1451,0.69 
"WORP99-0917",2002,1,97.35,79.48,0.53,0,0,1.68,0.04,1156,0.691 
"WCAP99-0679",2002,1,29.2,56.16,0.03,1.96,0.38,1.32,2.36,980,0.692 
"WCAP99-0550",2000,1,3.66,93.55,0,0.08,0.02,1.68,1.9,1375,0.693 
"WCAP99-0759",2001,1,42.76,77.45,0,0.04,0,1.62,0.88,1448,0.693 
"WWYP99-0715",2003,1,3.4,25.31,0.58,0,0,0,0,3142,0.694 
"WCAP99-0806",2001,1,34.75,40.01,0.18,1.57,0,2.11,51.95,762,0.695 
"WCAP99-0900",2002,1,34.67,53.03,0.59,0.05,0.62,0.53,3.23,1248,0.695 
"WWYP99-0612",2001,1,202.03,30.63,0.11,0,1.21,0.29,0.32,1284,0.697 
"WCAP99-0552",2000,1,36.98,41.28,0,0.01,0.02,0.89,0.1,540,0.699 
"OWW04440-0595",2004,1,20.84,0.76,0.43,0.19,27.33,0.73,1.1,401,0.7 
"WCAP99-0798",2001,1,25.42,62.15,0.81,0.07,0.84,0.67,3.34,1277,0.702 
"WIDP99-0511",2000,1,168.71,28.43,0.88,0.02,0,0.53,0.02,1853,0.704 
"WORP99-0924",2002,1,9.42,90.62,0.01,0.01,0,3.05,0,1225,0.704 
"WMTP99-0745",2002,1,43.82,56.85,1.65,0,0.01,0.58,0.09,1928,0.707 
"WAZP99-0828",2002,1,118.75,43.31,0.12,0,0,0.77,0.04,2520,0.708 
"WCAP99-1104",2002,1,45.34,69.92,0,4.79,0,2.32,35.06,542,0.709 
"WCAP99-0860",2001,1,25.37,33.68,0,0,0,0.2,0.03,2309,0.713 
"WWAP99-0770",2003,1,101.6,79.51,0.01,0.03,0,0.62,0.01,463,0.713 
"WNVP99-0672",2002,1,2329.23,35.57,0.18,1.24,6.26,0.99,10.01,1412,0.716 
"WMTP99-0729",2002,1,125.09,49.56,0,0,2.05,0.32,0.29,1174,0.717 
"WUTP99-0602",2001,1,34.3,73.7,0.07,0,0.06,1.14,0.26,2914,0.717 
"WNVP99-0577",2001,1,65.87,65.27,0.01,0,0.12,0.43,0.01,2207,0.718 
"WUTP99-0605",2001,1,24.81,33.4,0.13,0,0.42,0.48,0,2678,0.718 
"WWAP99-0706",2002,1,24.65,89.17,0.01,0.01,0,0.61,0,770,0.718 
"WCAP99-0662",2001,1,59.33,40.47,0.18,0.03,0.3,1.59,1.28,1168,0.72 
"WORP99-1002",2003,1,116.94,78.08,0,0.02,0,2.38,0.09,1390,0.724 
"WCAP99-0896",2001,1,242.64,29.32,0.03,0.09,0.01,0.69,0.41,549,0.727 
"WCOP99-0577",2001,1,264.77,67.89,0,0.14,0.05,0.48,1.8,1893,0.727 
"WCAP99-0796",2001,1,2.49,44.64,0.04,0.04,0,0.04,0,1146,0.728 
"WIDP99-0772",2003,1,10.8,13.83,0.52,0,1.13,0.24,0.18,1620,0.728 
"WWYP99-0608",2001,1,4.3,14.81,0.02,0,0,0,0,2266,0.729 
"WAZP99-0545",2000,1,84.89,36.68,0.16,0,0,0.79,0,2649,0.73 
"WORP99-0608",2000,1,46.51,95.03,0.02,0,0,2.74,0.38,1279,0.732 
"WORP99-0877",2002,1,0.58,98.03,0,0,0,0,0,1677,0.735 
"WCOP99-0599",2001,1,108.3,23.09,0,0,0.01,0.08,0.2,2993,0.737 
"WUTP99-0604",2001,1,43.79,46.61,0,0.09,0,0.2,8.42,1459,0.737 
"WORP99-0626",2000,1,7.69,81.78,0,0,0,0.33,0,1559,0.739 
"WNVP99-0634",2002,1,6.42,26.48,0,0,0,0.12,0.31,1892,0.74 
"WORP99-0806",2001,1,3.48,84.81,0,0.03,0,1.41,0,1677,0.74 
"WORP99-0935",2002,1,38.84,72.67,2.77,0,0,1.25,0.02,1211,0.74 
"WORP99-0891",2003,1,22.69,89.56,0.59,0,0,1.47,0.04,853,0.742 
"WMTP99-0723",2002,1,91.44,78.93,0.38,0,0,0.5,0.07,1807,0.745 
"WORP99-0607",2000,1,30.37,93.59,0,0,0,1.67,0.39,1415,0.745 
"WWYP99-0598",2001,1,3.16,37.7,0,0,0,0,0,3019,0.747 
"WCOP99-0565",2001,1,289.94,85.06,0,0,2.14,0.36,0.03,1986,0.749 
"WIDP99-0727",2002,1,24.15,63.56,2.59,0,0,0.67,1.32,1864,0.749 
"WUTP99-0507",2000,1,522.38,54.33,0.29,0.02,0.05,0.2,0.01,2041,0.751 
"WUTP99-0542",2000,1,11.51,79.57,0,0,0,1.01,0,2988,0.751 
"WCOP99-0670",2003,1,33.5,89.73,0,0,0.01,1.21,0,2666,0.753 
"WMTP99-0507",2002,1,87.35,86.67,0.04,0,0,0.1,0.21,1652,0.757 
"WWAP99-0516",2000,1,3.62,91.25,0,0,0,0.94,0,1862,0.757 
"WCAP99-0758",2001,1,30.82,29.17,0,0,0,0.11,0.84,2514,0.758 
"WUTP99-0692",2004,1,451.86,65.52,0.09,0,0.04,0.19,0.03,2175,0.758 
"WCAP99-0658",2001,1,11.03,64.16,0.02,0,0.25,0.96,0,1585,0.759 
"WWYP99-0509",2000,1,1,89.95,0,0,0,3.45,0.99,2411,0.76 
"WAZP99-0888",2003,1,54,80.22,0,0,0,1.79,0.01,2332,0.761 
"WCAP99-1127",2002,1,21.56,36.04,0.02,0.83,0.01,0.89,17.62,538,0.761 
"WCAP99-0563",2001,1,10.6,14.44,0,0,0,0.63,0,1303,0.762 
"WCOP99-0597",2002,1,20.7,68.94,0,0,0,0.35,0,2690,0.762 
"WCOP99-0626",2002,1,41.98,45.3,0,0.71,0,1.41,4.45,2571,0.764 
"WORP99-0559",2000,1,37.08,94.46,0.02,0,0,2.07,0.37,1486,0.764 
"WWYP99-0615",2001,1,1.02,47.29,0.35,0,0,1.58,0,2327,0.764 
"WCOP99-0632",2002,1,10.15,30.99,0,0,0.04,0,0.09,3265,0.767 
"WSDP99-0580",2001,1,31.97,90.59,3.01,0,1.96,0.65,1.43,1634,0.767 
"WWAP99-0640",2001,1,20.43,65.02,0,0,0,2.84,0,1175,0.768 
"WWAP99-0695",2002,1,34.6,74.44,0.06,0.18,0,1.56,0.57,513,0.77 
"WORP99-0871",2002,1,6.24,98.06,0,0,0,0,0,1673,0.771 
"WCAP99-0674",2002,1,6.84,33.22,0.01,0,0,0.69,0.14,1385,0.772 
"OWW04440-0455",2004,1,25.27,6.3,7.96,59.96,22.23,7,722.07,255,0.774 
"WMTP99-0698",2002,1,36.67,82.41,0.4,0.05,3.24,0.02,0.05,1864,0.775 
"WMTP99-0712",2003,1,2306.04,55.56,0.37,0,3.2,0.29,0.07,1164,0.775 
"WWYP99-0556",2003,1,252.29,44.97,0.42,0,0,0.57,0.02,2276,0.779 
"WCOP99-0647",2003,1,30.01,49.18,0,0,0,0.08,0.1,2991,0.781 
"WCAP99-1064",2002,1,9.11,79.45,0.01,0,0,1.34,0.21,742,0.782 
"WAZP99-0569",2000,1,6.98,75.36,0,0,0,1.51,0,2460,0.784 
"WCOP99-0567",2001,1,28.51,98.94,0,0,0,0.86,0,2296,0.786 
"WMTP99-0722",2002,1,5.09,96.17,0,0.09,0,0,0.19,1646,0.786 
"WORP99-0972",2003,1,108.94,64.21,0.44,0,0,2.56,0.04,1129,0.787 
"WNVP99-0514",2000,1,37.67,21.04,0.23,0,0,0.33,0,1999,0.788 
"WNVP99-0617",2002,1,2.1,48.24,0,0,0,0.85,0.47,2227,0.788 
"WORP99-0769",2001,1,7.2,94.42,0.01,0,0,0,0,1424,0.788 
"WCAP99-1067",2002,1,25.69,77.54,0.04,0,0,1.06,0.37,959,0.789 
"WIDP99-0724",2002,1,215.78,77.9,0.11,0,0,0.28,0.03,1970,0.789 
"WIDP99-0769",2003,1,145.77,23.27,0.4,0.01,0,0.23,0,2096,0.789 
"WNVP99-0520",2000,1,6.62,2.33,0.07,0,0,0.49,0,2215,0.79 
"WORP99-0541",2000,1,28.38,89.52,0.07,0,0,0.53,0.03,1490,0.79 
"WCOP99-0512",2000,1,234.49,89.91,0,0,0.64,0.24,0.01,2066,0.791 
"WWYP99-0592",2001,1,138.9,56.5,0.87,0,0,0.14,0,2014,0.793 
"WIDP99-0605",2001,1,6.05,82.88,0,0,0,1.12,0,2015,0.794 
"WSDP99-0502",2000,1,11.87,88.8,2.35,0,0,1.01,4.37,1737,0.794 
"WAZP99-0868",2003,1,74.72,97.88,0,0,0,1.19,0,1854,0.798 
"WCAP99-1043",2002,1,41.24,44.6,0.35,0.23,0.06,0.96,12.21,654,0.798 
"WUTP99-0665",2002,1,200.04,60.84,0.05,0.01,0.2,0.57,0.005,2376,0.8 
"WIDP99-0615",2001,1,25.95,69.08,0.39,0,0,0,0.46,2048,0.801 
"WWAP99-0501",2000,1,37.78,99.27,0.09,0.01,0,2.06,0,926,0.802 
"WORP99-0745",2001,1,23.73,19.06,0,0,0.56,0.74,0.37,1018,0.803 
"WWYP99-0553",2003,1,56.09,49.36,0,0.04,0,0.04,0.16,1916,0.805 
"WCAP99-0777",2001,1,3.99,56.93,0.05,0.28,0,2.57,0,1149,0.809 
"WWYP99-0657",2002,1,35.88,13.38,0.72,0,0,0.04,0.02,2928,0.809 
"WCAP99-0767",2001,1,36.1,51.4,0,0,0,0.75,0.11,654,0.81 
"WCAP99-0794",2001,1,5.78,52.76,0.02,0,0.17,0.37,0.17,1647,0.81 
"WCOP99-0503",2000,1,1.11,0,0,0,0,0,0,3660,0.81 
"WWYP99-0710",2003,1,15.76,45.9,0.46,0,0,0.9,0,2699,0.81 
"WUTP99-0501",2000,1,48.05,51.35,0.2,0,0.03,0,0,2972,0.811 
"WORP99-0740",2001,1,30.96,80.14,0.52,0,0,2.13,0.35,1147,0.812 
"WWYP99-0506",2000,1,6.59,14.81,0.18,0,0,0.22,0,3045,0.812 
"OWW04440-0319",2004,1,0.37,44.25,0,0,55.91,1.31,10.52,361,0.814 
"WCAP99-0535",2000,1,114170.47,43.15,0.8,1.85,18.07,1.33,31.64,251,0.817 
"WUTP99-0731",2003,1,19.86,52.74,0.05,0,0.19,0.22,0,2882,0.817 
"WCAP99-0534",2000,1,113854.81,43.2,0.8,1.85,18.12,1.33,31.71,607,0.818 
"WWAP99-0513",2000,1,3.71,66.49,0.29,0.46,0,3.63,0,973,0.818 
"WAZP99-0598",2000,1,16.88,94.57,0,0.25,0,1.09,0.59,2033,0.821 
"WAZP99-0722",2002,1,6.52,86.47,0.01,0,0,0.58,0,2719,0.821 
"WIDP99-0697",2002,1,23.07,61.55,0.06,0,0,0.13,0,1675,0.821 
"WMTP99-0713",2002,1,228.33,61.54,0,0,0,0.11,0.17,1682,0.823 
"OWW04440-0479",2004,1,12.94,11.51,0.06,87.38,0.93,8.79,1589.18,75,0.825 
"WNVP99-0681",2002,1,13.65,34.25,0.02,0,0,0,0.14,2051,0.825 
"WCOP99-0578",2001,1,268.09,85.8,0.12,0,0.89,0.55,0.01,2223,0.826 
"WWAP99-0504",2000,1,4.48,90.98,0,0,0,0.12,0.44,1474,0.826 
"WCOP99-0591",2001,1,52.1,78.5,0,0,0.56,0.41,0.07,2525,0.829 
"WWYP99-0669",2002,1,126.62,35.84,0.95,0,0,0,0.11,2629,0.829 
"WWYP99-0713",2003,1,135.36,67.48,0.1,0,0.07,0.3,0,2703,0.832 
"WCOP99-0574",2001,1,158.95,28.16,0,0,0.08,0.35,0.13,2839,0.833 
"WORP99-0512",2000,1,15.55,66.99,0.01,0,0,1.9,0,1727,0.833 
"WMTP99-0715",2003,1,254.57,46.43,0.02,0.11,0.02,0.1,0.12,1567,0.835 
"WIDP99-0595",2001,1,21.11,90.25,0.19,0,0,1.52,0.71,1295,0.837 
"WMTP99-0521",2001,1,1.85,98.44,0,0,0,2.02,0,2176,0.837 
"WORP99-0510",2000,1,5.8,80.5,1.52,0,0,1.65,0.17,1803,0.837 
"WWAP99-0778",2003,1,49.3,74.88,0.06,0.27,0,2.08,0.08,517,0.841 
"WMTP99-0518",2002,1,135.46,72.63,0.14,0,0.43,0.16,0.28,1586,0.842 
"WIDP99-0514",2000,1,20.94,79.98,0.64,0.37,0,1.34,0.04,1355,0.843 
"WCAP99-1013",2002,1,95.23,66.17,0.14,0.13,0.16,0.99,9.58,1086,0.844 
"OWW04440-1101",2004,1,72.95,67.2,0,0,0.64,0.84,0,2511,0.848 
"WWAP99-0765",2003,1,18.43,68.08,0.14,0.05,0,1.41,0,867,0.853 
"WCAP99-0592",2000,1,4.42,89.26,0,0,0,0.39,0.45,1764,0.854 
"WWYP99-0651",2002,1,8.2,11.88,0,0,0,0,0,2899,0.854 
"WORP99-0721",2001,1,6.13,85.81,0.22,0.01,0,2.82,0,1698,0.855 
"WORP99-0734",2001,1,0.89,94.3,0,0,0,3.32,0,1728,0.856 
"WCOP99-0505",2000,1,4.45,78.86,0,0,0.02,0.63,0,2878,0.858 
"WUTP99-0598",2001,1,4.28,79.34,0,0,0,0,0.23,2445,0.858 
"WWAP99-0531",2002,1,0.52,70.7,0,0,0,1.94,0,1182,0.858 
"WMTP99-0837",2004,1,0.78,93.82,0,0,0,0,0,2029,0.86 
"WMTP99-0503",2002,1,135.32,86.19,0,0.38,0,1.21,0.35,1682,0.861 
"WWYP99-0589",2001,1,58.79,50.41,0.44,0,4.99,0.87,0.03,2129,0.861 
"OWW04440-0739",2004,1,13.08,3.13,0.38,0.01,41.87,1.42,2.37,333,0.862 
"WIDP99-0613",2001,1,7.82,46.28,0,0.01,0,2.44,0.12,1010,0.869 
"WUTP99-0733",2003,1,230.87,44.32,0.21,0,0.11,0,0,2645,0.871 
"WWAP99-0730",2002,1,155.33,68.66,0.08,0.39,0,1.8,0.04,553,0.873 
"WMTP99-0721",2002,1,56.98,74.52,2.58,0,0,0.3,0.05,2156,0.874 
"WORP99-1019",2003,1,55.89,16.77,0.05,0.01,0,0.46,0,1380,0.876 
"WWAP99-0700",2002,1,151.5,68.36,0.08,0.34,0,1.78,0,612,0.876 
"WCAP99-0527",2001,1,68.28,30.76,0,0,0,1.42,0,143,0.877 
"WORP99-0948",2002,1,39.44,69.84,1.73,0,0,0.87,0,1325,0.879 
"WMTP99-0839",2003,1,9.49,61.97,0,0,0,0,0.31,2175,0.887 
"WWYP99-0501",2000,1,2.52,84.29,0,0.25,0,0,0,2528,0.887 
"WMTP99-0702",2002,1,2426.62,65.84,0.35,0.05,3.22,0.25,0.83,1402,0.889 
"WMTP99-0703",2003,1,10.33,35.87,0,0.1,0,0,0.19,2681,0.889 
"WORP99-0787",2001,1,25.39,84,0,0,0,0.94,0.03,1700,0.89 
"WORP99-0728",2001,1,49.97,78.8,0.41,0.01,2.85,0.26,0.3,1233,0.892 
"WORP99-0803",2001,1,16.16,85.88,0,0.02,0,2.03,0.06,743,0.893 
"WORP99-0860",2002,1,3.33,85.62,0,0,0,0,0,1856,0.896 
"WWYP99-0721",2003,1,20.83,95.91,0,0,0,0.21,0,2401,0.896 
"WCAP99-1008",2002,1,16.04,85.12,0.26,0.04,0.03,1.66,0.74,1661,0.897 
"WWYP99-0655",2002,1,176.24,56.71,2.4,0,0,0.47,0,2326,0.903 
"OWW04440-0736",2004,1,3.44,3.61,0.21,0,96.16,1,14.53,251,0.906 
"OWW04440-0717",2004,1,105.29,80.9,0,0,0.96,0.09,1.34,2415,0.91 
"WWYP99-0662",2002,1,5.62,61.72,0,0,0,0.73,0,2689,0.913 
"WWYP99-0526",2000,1,65.17,52.63,0.05,0,0.11,0.02,0.16,1851,0.915 
"OWW04440-0077",2004,1,6.31,57.65,0,0,0.24,3.21,0.15,3012,0.916 
"WCAP99-1132",2002,1,3.61,88.11,0.05,0,0,0,0,2453,0.916 
"WCAP99-0857",2003,1,70.01,70.81,0.25,0.01,0,0.71,1.2,428,0.917 
"WWAP99-0612",2001,1,10.87,56.33,0,0.13,0,1.7,0,880,0.918 
"WORP99-0667",2001,1,4.27,94.33,0,0,0,2.62,0,1481,0.929 
"WCOP99-0649",2002,1,133.5,46.08,0,0,0.25,0.51,0.16,1986,0.931 
