"SITE_ID","VISIT_NO","DATE_COL","SAMPLED","COM_IM","STAT_ID","QCCSCOND","COM_QCCS","STRMCOND","COM_COND","STRM_DO","COM_DO","STRMTEMP","COM_TEMP","TIME_COM","TEAM_ID","NAME_1","BIOMOR1","GEOMOR1","FORMS1","NAME_2","BIOMOR2","GEOMOR2","FORMS2","NAME_3","BIOMOR3","GEOMOR3","FORMS3","NAME_4","BIOMOR4","GEOMOR4","FORMS4","NAME_5","BIOMOR5","GEOMOR5","FORMS5","NAME_6","NAME_7","NAME_8","COM_CREW","TIME","YEAR" 
"WIDP99-0699",1,07/31/2002,"Yes","CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","I", ," ", ,"TEAM LEFT BLANK.", ," ", ,"TEAM LEFT BLANK."," ","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CREW MEMBER NAMES NOT RECORDED.","8:00",2002 
"WIDP99-0700",1,06/25/2002,"Yes","CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","X", ," ", ," ", ," ", ," "," ","1","LIBBY HARDIN"," ","Y"," ","MOLLY BLANKINSHIP"," "," ","Y","MARK SHUMAR"," ","Y"," ","SARAH MATTHEWS"," ","Y"," "," "," "," "," "," "," "," "," ","9:52",2002 
"WIDP99-0701",1,07/15/2002,"Yes","CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","X", ," ", ," ", ," ",8," "," ","1","SARAH MATTHEWS"," "," ","Y","LIBBY HARDIN"," "," "," ","MOLLY BLANKINSHIP"," ","Y"," ","MARK SHUMAR","Y"," "," "," "," "," "," "," "," "," "," ","11:00",2002 
"WIDP99-0724",1,08/12/2002,"Yes"," ","X", ," ", ," ", ," ", ," "," ","1","LIBBY HARDIN","Y"," ","Y","SARAH MATTHEWS"," ","Y","Y","MOLLY BLANKINSHIP"," ","Y","Y"," "," "," "," "," "," "," "," "," "," "," "," ","12:00",2002 
"WIDP99-0725",1,08/07/2002,"Yes"," ","X", ," ", ," ", ," ", ," "," ","1","LIBBY HARDIN","Y"," ","Y","SARAH MATTHEWS"," ","Y","Y","MOLLY BLANKINSHIP"," ","Y","Y"," "," "," "," "," "," "," "," "," "," "," "," ","10:30",2002 
"WIDP99-0726",1,07/23/2002,"Yes","CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","X", ," ", ,"TEAM LEFT BLANK.", ," ", ,"TEAM LEFT BLANK."," ","1","LIBBY HARDIN","Y"," ","Y","SARAH MATTHEWS"," ","Y","Y","MOLLY BLANKINSHIP"," ","Y","Y"," "," "," "," "," "," "," "," "," "," "," "," ","12:00",2002 
"WIDP99-0727",1,07/10/2002,"Yes","CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","X", ," ", ,"TEAM LEFT BLANK.", ," ", ,"TEAM LEFT BLANK."," ","1","SARAH MATTHEWS"," ","Y","Y","LIBBY HARDIN","Y"," ","Y","MOLLY BLANKINSHIP","Y"," ","Y"," "," "," "," "," "," "," "," "," "," "," "," ","7:00",2002 
"WIDP99-0729",1,07/30/2002,"Yes","CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","X", ," ", ," ", ," ", ," "," ","1","SARAH MATTHEWS"," ","Y","Y","LIBBY HARDIN","Y"," ","Y","MOLLY BLANKINSHIP"," ","Y","Y"," "," "," "," "," "," "," "," "," "," "," "," ","9:00",2002 
"WIDP99-0737",1,08/21/2002,"Yes"," ","X", ," ", ," ", ," ", ," "," ","1","MARK SHUMAR","Y"," "," ","SARAH MATTHEWS"," "," "," ","MOLLY BLANKINSHIP"," ","Y","Y"," "," "," "," "," "," "," "," "," "," "," "," ","10:00",2002 
"WIDP99-0738",1,08/19/2002,"Yes"," ","X", ," ", ," ", ," ", ," "," ","1","MARK SHUMAR","Y"," ","Y","SARAH MATTHEWS"," ","Y","Y","MOLLY BLANKINSHIP"," ","Y","Y"," "," "," "," "," "," "," "," "," "," "," "," ","15:30",2002 
"WIDP99-0768",1,06/30/2003,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK.", ," ",13," "," ","1","MEGAN MCINTYRE"," ","Y","Y","DONNIE WICKER","Y"," ","Y","SARAH MATTHEWS"," ","Y","Y"," "," "," "," "," "," "," "," "," "," "," "," ","10:00",2003 
"WIDP99-0769",1,07/14/2003,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK.", ," ",13.3," "," ","1","SARAH WILLIAMS"," ","Y","Y","DONNIE WICKER","Y"," ","Y","MEGAN MCINTYRE"," ","Y","Y"," "," "," "," "," "," "," "," "," "," "," "," ","14:00",2003 
"WIDP99-0769",1,07/27/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",13," "," ","1","TRAVIS KESSLER","Y"," "," ","SARAH COOK"," ","Y","Y","WESLEY ESSIG"," ","Y"," ","MARK SHUMAR","Y"," ","Y"," "," "," "," "," "," "," "," ","15:00",2004 
"WIDP99-0770",1,07/02/2003,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK.", ," ",13.5," "," ","1","MEGAN MCINTYRE","Y"," ","Y","SARAH MATTHEWS"," ","Y","Y","DONNIE WICKER"," ","Y","Y","MARK SHUMAR","Y"," ","Y"," "," "," "," "," "," "," "," ","17:00",2003 
"WIDP99-0772",1,07/07/2003,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK.", ," ",22.3," "," ","1","DONNIE WICKER","Y"," "," ","MARK SHUMAR","Y"," ","Y","MEGAN MCINTYRE"," ","Y","Y","SARAH MATTHEWS"," ","Y","Y"," "," "," "," "," "," "," "," ","17:00",2003 
"WMTP99-0503",1,09/23/2002,"Yes","CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","F", ," ",157,"CONDUCTIVITY: 157 uS",9.8," ",9,"AIR TEMP - 17C","ELEVATION - 5500 FT","1","RYAN TOOHEY","Y","Y"," ","SCOTT ELSTAD","Y","Y","Y","ANDY WELCH","Y","Y","Y","MARK WOLFRAM"," ","Y","Y"," "," "," "," "," "," "," "," ","13:00",2002 
"WMTP99-0505",1,08/26/2002,"Yes","CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","F", ," ",89.6,"CONDUCTIVITY 89.6 US",9.3," ",12,"PH METER NOT WORKING.","AIR TEMP - 23C. ELEV. - 4900 FT A.S.L.","1","SCOTT ELSTAD","Y","Y","Y","RYAN TOOHEY","Y","Y","Y","ANDY WELCH","Y","Y","Y","MARK WOLFRAM","Y","Y","Y"," "," "," "," "," "," "," "," ","11:00",2002 
"WMTP99-0507",1,07/22/2002,"Yes","CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","X", ," ",173,"PH: 8.34; CONDUCTIVITY: 173 US.",10.1," ",10,"AIR TEMP: 20 C.","ELEVATION -5350 FT.","1","CATHERINE","Y"," ","Y","RYAN TOOHEY","Y","Y","Y","ANDY WELCH","Y","Y","Y","MARK WOLFRAM","Y","Y","Y"," "," "," "," "," "," "," "," ","11:30",2002 
"WMTP99-0509",1,09/13/2001,"Yes"," ","X", ," ",0,"ALTITUDE: 4490 FT.",6.8," ",16.7,"CONDUCTIVITY: 0.0 US.","PH: 8.3. AIR TEMP.: 20 DEGREES C.","1","ROSIE SADA DE SUPLEE","Y","Y","Y","MICHAEL W. SUPLEE","Y","Y"," ","BRENDA LUSE","Y","Y"," ","RICK DYKSTRA","Y"," "," "," "," "," "," "," "," "," "," ","10:50",2001 
"WMTP99-0510",1,10/08/2000,"Yes"," ","X", ," ",0,"Conductivity was too low.  YSI needed to be manually calibrated with a low KCl s",10.2," ",2," "," ","1","ROSIE SADA DE SUPLEE"," "," "," ","RON LE CAIN"," "," "," ","DANIEL ADAMS"," "," "," ","SHERRI WELCH"," "," "," "," "," "," "," "," "," "," "," ",".",2000 
"WMTP99-0515",1,08/18/2000,"Yes"," ","X", ," ",135," ",9.9," ",8.6," "," ","1","ROSIE SADA DE SUPLEE"," "," "," ","SHERRI WELCH"," "," "," ","RON LE CAIN"," "," "," ","DANIEL ADAMS"," "," "," ","MICHAEL W. SUPLEE"," "," "," "," "," "," "," ",".",2000 
"WMTP99-0516",1,08/18/2002,"Yes","CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","X", ," ",257,"PH: 8.02; CONDUCTIVITY, 257 US.",10," ",10.5,"AIR TEMP: 25C.","ELEVATION 4739 FT.","1","SCOTT ELSTAD","Y","Y","Y","RYAN TOOHEY","Y","Y","Y","ANDY WELCH","Y","Y","Y","MARK WOLFRAM","Y","Y","Y"," "," "," "," "," "," "," "," ","13:40",2002 
"WMTP99-0517",1,09/16/2001,"Yes"," ","X", ," ",0,"CONDUCTIVITY: 0 US.",5.7," ",14,"PH: 8.5, AIR TEMP: 12 C.","ALTITUDE 7098 FT","1","ROSIE SADA DE SUPLEE","Y","Y","Y","MICHAEL W. SUPLEE","Y","Y"," ","BRENDA LUSE","Y","Y"," ","RICK DYKSTRA","Y","Y"," "," "," "," "," "," "," "," "," ","11:00",2001 
"WMTP99-0518",1,07/13/2002,"Yes"," ","X", ," ",180,"CONDUCTIVITY: 180 uS/CM",8.8," ",11.8,"AIR TEMP C: 19C","PH:8.2 ALTITUDE 5232 FT","1","ROSIE SADA DE SUPLEE","Y","Y","Y","CATHERINE","Y"," ","Y","RYAN COLLVER","Y","Y"," ","ANDY WELCH","Y"," ","Y","MARK WOLFRAM","Y","Y","Y","MICHAEL W. SUPLEE"," "," "," ","8:40",2002 
"WMTP99-0521",1,07/30/2001,"Yes"," ","X", ," ", ,"ALTITUDE: 7193 FT",8.3," ",8.1,"AIR TO 16C PH = 8.04","CONDUCTIVITY: 77MS","1","ROSIE SADA DE SUPLEE","Y","Y","Y","MICHAEL W. SUPLEE","Y","Y"," ","RICK DYKSTRA","Y"," "," ","HEATHER HALEY","Y"," "," ","BRENDA LUSE","Y","Y"," "," "," "," "," ","13:10",2001 
"WMTP99-0523",1,08/09/2003,"Yes","CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","X", ," ",133.2,"ELEVATION 7, TEAM LEFT DO BLANK.", ," ",8.1,"CONDUCTIVITY 133.2 uS/CM"," ","1","ERIC URBAN"," ","Y","Y","MIKE STERMITZ"," ","Y"," ","CHRIS BEEBE","Y"," "," ","WALLACE PAGE","Y"," "," "," "," "," "," "," "," "," "," ","13:45",2003 
"WMTP99-0600",1,07/24/2001,"Yes"," ","X", ," ",142,"CONDUCTIVITY: 142 US/CM",9.5," ",10.4,"PH: 8.3; AIR T = 20 C","ALTITUDE = 3776 FT","1","ROSIE SADA DE SUPLEE","Y","Y","Y","MICHAEL W. SUPLEE","Y","Y"," ","HEATHER HALEY","Y"," "," ","BRENDA LUSE","Y","Y"," ","RICK DYKSTRA","Y"," "," "," "," "," "," ","14:00",2001 
"WMTP99-0604",1,10/07/2001,"Yes"," ","X", ," ", ,"ALTITUDE: 2560 FT",9.3," ",11.6,"PH 8.3, AIR: 25C","CONDUCTIVITY: 2940MS","1","ROSIE SADA DE SUPLEE","Y","Y","Y","MICHAEL W. SUPLEE","Y","Y"," ","RICK DYKSTRA","Y"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","15:40",2001 
"WMTP99-0607",1,07/23/2001,"Yes"," ","X", ," ", ,"ALTITUDE: 3712 FT",10.2," ",11.4,"PH: 8.4; AIR T= 24 C","CONDUCTIVITY: 114.8 US","1","ROSIE SADA DE SUPLEE","Y","Y","Y","MICHAEL W. SUPLEE","Y","Y"," ","BRENDA LUSE","Y","Y"," ","HEATHER HALEY","Y"," "," ","RICK DYKSTRA","Y"," "," "," "," "," "," ","12:45",2001 
"WMTP99-0608",1,07/19/2001,"Yes"," ","X", ," ", ,"ALTITUDE: 3831 FT.",10.1," ",9,"PH = 8.4; AIR TEMPERATURE = 20 DEGREES C.","CONDUCTIVITY: 150 US.","1","ROSIE SADA DE SUPLEE","Y","Y","Y","MICHAEL W. SUPLEE","Y","Y"," ","BRENDA LUSE","Y","Y"," ","HEATHER HALEY","Y"," "," ","RICK DYKSTRA","Y"," "," "," "," "," "," ","13:00",2001 
"WMTP99-0609",1,07/09/2001,"Yes"," ","X", ," ",35.5,"ALTITUDE = 6224 FT",8.5," ",13.2,"CONDUCTIVITY = 35.5","AIR TO = 25C","1","ROSIE SADA DE SUPLEE","Y","Y","Y","MICHAEL W. SUPLEE","Y","Y"," ","HEATHER HALEY","Y"," "," ","RICK DYKSTRA","Y"," "," ","BRENDA LUSE","Y","Y"," "," "," "," "," ","10:25",2001 
"WMTP99-0613",1,10/17/2001,"Yes"," ","X", ," ", ,"ALTITUDE: 4308 FT; PH: 7.8",10.3," ",7.8,"AIR T: 11 C","CONDUCTIVITY: 552 US","1","ROSIE SADA DE SUPLEE","Y","Y","Y","MICHAEL W. SUPLEE","Y","Y"," ","RICK DYKSTRA","Y"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","15:30",2001 
"WMTP99-0628",1,10/15/2001,"Yes"," ","X", ," ", ,"ALTITUDE: 4391 FT",12," ",9.4,"AP: 7.97  AIR T: 15 C","CONDUCTIVITY 4.2 US","1","ROSIE SADA DE SUPLEE","Y","Y","Y","MICHAEL W. SUPLEE","Y","Y"," ","RICK DYKSTRA","Y"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","14:45",2001 
"WMTP99-0633",1,07/11/2001,"Yes"," ","X", ," ",100,"ALTITUDE: 5,903 FT",8.5," ",13.2,"CONDUCTIVITY: 100uS","AIR TEMP: 24C","1","ROSIE SADA DE SUPLEE","Y","Y","Y","MICHAEL W. SUPLEE","Y","Y"," ","HEATHER HALEY","Y"," "," ","BRENDA LUSE"," ","Y"," ","RICK DYKSTRA","Y"," "," "," "," "," "," ","11:15",2001 
"WMTP99-0635",1,09/28/2001,"Yes"," ","X", ," ",3555,"ELEVATION: 1965 FT",9.1," ",20,"CONDUCTIVITY: 3555 US","AIR T: 32 C  PH: 9.6","1","ROSIE SADA DE SUPLEE","Y","Y","Y","MICHAEL W. SUPLEE","Y","Y"," ","RICK DYKSTRA","Y"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","13:00",2001 
"WMTP99-0648",1,10/12/2001,"Yes"," ","X", ," ", ,"ALTITUDE 3125 FT",10," ",10.6,"PH: 8.42  AIR T: 20 C","CONDUCTIVITY: 4165 US","1","ROSIE SADA DE SUPLEE","Y","Y","Y","MICHAEL W. SUPLEE","Y","Y"," ","RICK DYKSTRA","Y"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","13:30",2001 
"WMTP99-0653",1,09/23/2001,"Yes"," ","X", ," ",4490,"CONDUCTIVITY: 4490uS",11.3," ",13.3,"PH: 8.8 ALTITUDE:2414 FT","AIR TO = 22C","1","ROSIE SADA DE SUPLEE","Y","Y","Y","MICHAEL W. SUPLEE","Y","Y"," ","RICK DYKSTRA","Y"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","12:00",2001 
"WMTP99-0697",1,10/09/2002,"Yes","CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","B", ," ",3860,"CONDUCTIVITY 3860 US/CM",10.7," ",9.4,"AIR TEMP - 24 0 C","ELEVATION -3370","1","RYAN TOOHEY","Y"," "," ","SCOTT ELSTAD"," ","Y","Y","ANDY WELCH","Y","Y","Y","MARK WOLFRAM"," ","Y","Y"," "," "," "," "," "," "," "," ","11:00",2002 
"WMTP99-0698",1,08/22/2002,"Yes","CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","X", ," ",37,"CONDUCTIVITY: 37 US.",9.2," ",8.1,"PH- 7.8.","AIR TEMP. 13C. ELEVATION 6134.","1","SCOTT ELSTAD","Y","Y","Y","RYAN TOOHEY","Y","Y","Y","ANDY WELCH","Y","Y","Y","MARK WOLFRAM","Y","Y","Y"," "," "," "," "," "," "," "," ","10:30",2002 
"WMTP99-0699",1,10/10/2002,"Yes","CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","F", ," ",4901,"CONDUCTIVITY: 4901 uS",13," ",11.8,"AIR TEMP 28C","ELEVATION: 3731 FT","1","RYAN TOOHEY","Y"," ","Y","SCOTT ELSTAD"," ","Y","Y","ANDY WELCH","Y","Y","Y","MARK WOLFRAM"," ","Y","Y"," "," "," "," "," "," "," "," ","14:00",2002 
"WMTP99-0701",1,07/10/2002,"Yes"," ","X", ," ",140,"ALTITUDE: 5968 FT. AIR TEMP.: 15C.",9.4," ",8.8,"CONDUCTIVITY- 140 US.","PH - 7.8","1","ROSIE SADA DE SUPLEE","Y","Y","Y","MICHAEL W. SUPLEE"," "," "," ","CATHERINE","Y"," ","Y","ANDY WELCH","Y"," ","Y","RYAN TOOHEY"," ","Y","Y","MARK WOLFRAM"," "," "," ","11:40",2002 
"WMTP99-0702",1,07/20/2002,"Yes"," ","X", ," ", ,"ALTITUDE: 4575 FT.",8.7," ",18.3,"PH: AIR TEMP: 37C.","CONDUCTIVITY: 230 US.","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CREW MEMBER NAMES NOT RECORDED.","12:00",2002 
"WMTP99-0703",1,08/20/2003,"Yes","CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","X", ," ",83,"83 US, TEAM LEFT DO BLANK.", ," ",9.8,"AIR TEMP 70F.","ELEVATION  8425.","1","ERIC URBAN","Y","Y","Y","WALLACE PAGE","Y"," "," ","MIKE STERMITZ"," ","Y"," "," "," "," "," "," "," "," "," "," "," "," "," ","13:00",2003 
"WMTP99-0704",1,08/20/2002,"Yes","CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","F", ," ",36,"CONDUCTIVITY: 36 US.",9.2," ",9.9,"PH - 7. 9","AIR TEMP. 27C. ELEVATION: 4617 FT A.S.L.","1","SCOTT ELSTAD","Y","Y","Y","RYAN TOOHEY","Y","Y","Y","ANDY WELCH","Y","Y","Y","MARK WOLFRAM","Y","Y","Y"," "," "," "," "," "," "," "," ","12:00",2002 
"WMTP99-0705",1,10/22/2002,"Yes","CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","F", ," ",25,"CONDVCTIVITY - 25 u S",9.3," ",1.9,"AIR TEMP 4 DEG C","ELEVATION 4400 FT","1","RYAN TOOHEY","Y"," ","Y","SCOTT ELSTAD"," ","Y","Y","ANDY WELCH","Y","Y","Y","MARK WOLFRAM"," ","Y","Y"," "," "," "," "," "," "," "," ","10:00",2002 
"WMTP99-0707",1,08/11/2003,"Yes","CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","X", ," ",0.34,"ELEVATION: 5150 FEET, TEAM LEFT DO BLANK.", ," ",17.1,"CONDUCTIVITY: 0.34 US/CM"," ","1","CHRIS BEEBE","Y"," "," ","WALLACE PAGE","Y"," "," ","ERIC URBAN"," ","Y","Y","MIKE STERMITZ"," ","Y"," "," "," "," "," "," "," "," "," ","12:30",2003 
"WMTP99-0712",1,07/28/2003,"Yes","CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","X", ," ",435.6,"CONDUCTIVITY: 435.6., TEAM LEFT DO BLANK.", ," ",17.8,"ELEVATION: 3700 FEET.","PH: PH METER DISFUNCTION.","1","CHRIS BEEBE","Y","Y"," ","WALLACE PAGE","Y"," "," ","MIKE STERMITZ"," ","Y"," ","ERIC URBAN"," ","Y","Y"," "," "," "," "," "," "," "," ","12:15",2003 
"WMTP99-0713",1,09/02/2002,"Yes","CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","G", ," ",99,"CONDUCTIVITY -99 uS",9.2," ",11.3,"PH-METER NOT WORKING","AIR TEMP. 18C, ELEVATION - 5560 FT","1","SCOTT ELSTAD"," "," "," ","RYAN TOOHEY"," "," "," ","ANDY WELCH"," "," "," ","MARK WOLFRAM"," "," "," "," "," "," "," "," "," "," "," ","12:00",2002 
"WMTP99-0715",1,08/08/2003,"Yes","CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","X", ," ",3383,"ELEVATION 4960FT, TEAM LEFT DO BLANK.", ," ",16,"CONDUCTIVITY 3383 US/CM"," ","1","ERIC URBAN"," ","Y","Y","CHRIS BEEBE","Y"," "," ","WALLACE PAGE","Y"," "," ","MIKE STERMITZ"," ","Y"," "," "," "," "," "," "," "," "," ","11:40",2003 
"WMTP99-0716",1,07/24/2002,"Yes","CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","X", ," ",1235,"AIR TEMP: 20C; PH= 8.6.",8," ",8.8,"CONDUCTIVITY- 1235 US.","ELEVATION 6452 FT.","1","CATHERINE","Y","Y","Y","RYAN TOOHEY","Y","Y"," ","ANDY WELCH","Y","Y","Y","MARK WOLFRAM"," ","Y","Y"," "," "," "," "," "," "," "," ","10:45",2002 
"WMTP99-0719",1,09/22/2002,"Yes","CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","F", ," ",481,"CONDUCTIVITY: 481 US.",10.5," ",7.4,"AIR TEMP: 15C.","ELEVATION: 3800 FEET.","1","SCOTT ELSTAD","Y","Y","Y","RYAN TOOHEY","Y","Y","Y","ANDY WELCH","Y"," ","Y","MARK WOLFRAM"," ","Y","Y"," "," "," "," "," "," "," "," ","10:30",2002 
"WMTP99-0721",1,08/23/2002,"Yes","CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","F", ," ",50,"CONDUCTIVITY: 50 US.",7.5," ",12.6,"PH: METER NOT WORKING.","AIR TEMP.: 14C. ELEVATION: 7080FT.","1","SCOTT ELSTAD","Y","Y","Y","ANDY WELCH","Y","Y","Y","RYAN TOOHEY","Y","Y","Y","MARK WOLFRAM","Y","Y","Y"," "," "," "," "," "," "," "," ","15:30",2002 
"WMTP99-0722",1,09/06/2002,"Yes","CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","E", ," ",357,"CONDUCTIVITY: 357 uS",9.4," ",7.5,"AIR TEMP 10C","ELEVATION 6200 FT A.SL","1","SCOTT ELSTAD","Y","Y"," ","RYAN TOOHEY","Y","Y"," ","ANDY WELCH","Y","Y"," ","MARK WOLFRAM","Y","Y"," "," "," "," "," "," "," "," "," ","14:00",2002 
"WMTP99-0723",1,07/07/2002,"Yes"," ","X", ," ",170,"ALTITUDE: 6000 FT.",8.5," ",11.9,"CONDUCTIVITY: 170 US. PH 8.15.","AIR TEMP.:  23C.","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CREW MEMBER NAMES NOT RECORDED.","14:45",2002 
"WMTP99-0723",1,07/13/2003,"Yes","CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","X", ," ",194,"ELEVATION 5993 FEET",8.7," ",15.4,"CONDUCTIVITY: 194 US","AIR TEMP: 31 C PH: 8.04","1","CHRIS BEEBE","Y"," "," ","ERIC URBAN","Y","Y","Y","WALLACE PAGE","Y"," "," ","MIKE STERMITZ"," ","Y"," "," "," "," "," "," "," "," "," ","16:10",2003 
"WMTP99-0727",1,08/24/2002,"Yes","CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","E", ," ",399,"COND 399 uS",8.7," ",12.5,"PH- METER NOT WORKING. AIR TEMP 19C","ELEVATION 5774 ASL","1","SCOTT ELSTAD","Y","Y","Y","RYAN TOOHEY","Y","Y","Y","ANDY WELCH","Y","Y","Y","MARK WOLFRAM","Y","Y","Y"," "," "," "," "," "," "," "," ","12:30",2002 
"WMTP99-0729",1,10/12/2002,"Yes","CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","X", ," ",270,"CONDUCTIVITY: 270 US.",11.4," ",6,"AIR TEMP: 9C.","ELEVATION - 3900 FT.","1","RYAN TOOHEY","Y"," ","Y","SCOTT ELSTAD"," ","Y","Y","ANDY WELCH","Y","Y","Y","MARK WOLFRAM"," ","Y","Y"," "," "," "," "," "," "," "," ","11:30",2002 
"WMTP99-0731",1,09/19/2002,"Yes","CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","F", ," ",906,"CONDUCTIVITY: 906 US.",8.3," ",14.4,"AIR TEMP. 20 C.","ELEVATION: 2300 FT.","1","RYAN TOOHEY","Y","Y"," ","SCOTT ELSTAD","Y","Y","Y","ANDY WELCH","Y","Y","Y","MARK WOLFRAM"," ","Y","Y"," "," "," "," "," "," "," "," ","12:00",2002 
"WMTP99-0733",1,09/04/2004,"Yes","CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP COORDINATES FROM DESIGN DATA SET.","X", ," ",628,"Conductivity: 628 uS",9.6," ",9.1,"pH: 8.28","AIR TEMP: 10.0","1","ERIC URBAN"," ","Y","Y","KATE COLENSO"," ","Y","Y","SARA KRIER","Y"," ","Y","JOSH KLAUS","Y"," ","Y"," "," "," "," "," "," "," "," ","9:00",2004 
"WMTP99-0745",1,10/23/2002,"Yes","CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","X", ," ",65,"CONDUCTIVITY: 65 US.",9," ",6.3,"AIR TEMP: 5 C.","ELEVATION: 6400 FT.","1","RYAN TOOHEY","Y"," ","Y","ANDY WELCH","Y","Y","Y","SCOTT ELSTAD"," ","Y","Y","MARK WOLFRAM"," ","Y","Y"," "," "," "," "," "," "," "," ","15:30",2002 
"WMTP99-0748",1,07/17/2003,"Yes","CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","X", ," ", ,"ELEVATION: 4660 FEET",2.6," ",14.8,"PH 6.9; AIR TEMP 25 C","CONDUCTIVITY 248 US","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CREW MEMBER NAMES NOT RECORDED.","10:30",2003 
