"SITE_ID","Latitude","Longitude","locationRemarks","siteSelectionType","waterBody","site_survey_id","eventDate","year","samplingProtocol","fieldNotes","dry_site","dry_pcnt","beaver_impacted","CREEK_CODE","SITE","ORIGINAL_SURVEY_YEAR","SAMPLE_TYPE","REACH_LENGTH","GLOBALID","STATES","HUC_12","unit","AGENCY","Prov","survey_year","impact_group","poolscore","substratescore","woodscore","habitatscore","gradient","average_bfwidth","average_bfdepth","elevation","pool_fines","substrate","wood_12x25","wood_18x25","lua_group","aquatic_province","states","key_watershed","rotation_panel","creek_code"
"CAVSA0027",41.8966236410172,-122.748791977957,"Downstream End","Random GRTS","Lumgrey Creek","2011CAVSA1027",2011-07-22 12:53:25,"2011","Wadeable",NA,NA,NA,"NA","CAVSA",27,2011,"STATUS_AND_TREND",160,"{B54A5BA8-89EE-F64E-34AA-3D0EE704D21C}","CA","180102060803","Klamath National Forest","FSR5","KS",2011,"imp90",0,0,24.01034791,7.649933239,0.05382403,4.9495692,0.31689328,867,18.57142857,34.28571428,0,0,"MATRIX","Klamath/Siskiyou","CA","N",2,"CAVSA"
"CAVSA0027",41.8966236410172,-122.748791977957,"Downstream End","Random GRTS","Lumgrey Creek","2019CAVSA1027",2019-05-30 00:00:00,"2019","Wadeable",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAVSA0027",41.8966236410172,-122.748791977957,"Downstream End","Random GRTS","Lumgrey Creek","2019CAVSA9027",2019-06-04 00:00:00,"2019","Wadeable",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAVSA0036",41.9026613079623,-122.756621976037,"Downstream End","Random GRTS","Lumgrey Creek","2011CAVSA1036",2011-07-21 13:35:57,"2011","Wadeable",NA,NA,NA,"NA","CAVSA",36,2011,"STATUS_AND_TREND",160,"{85195586-42C5-5851-EF82-8C449542120A}","CA","180102060803","Klamath National Forest","FSR5","KS",2011,"imp75",0,0,36.32658094,11.82491546,0.05297826,3.24940624,0.35537854,926,33.28140351,35.23809523,2,1,"MATRIX","Klamath/Siskiyou","CA","N",2,"CAVSA"
"CAVSA0036",41.9026613079623,-122.756621976037,"Downstream End","Random GRTS","Lumgrey Creek","2019CAVSA1036",2019-05-31 00:00:00,"2019","Wadeable",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAVSA0041",41.9117653491841,-122.757379475672,"Downstream End","Random GRTS","Lumgrey Creek","2011CAVSA1041",2011-07-23 08:31:12,"2011","Wadeable",NA,NA,NA,"NA","CAVSA",41,2011,"STATUS_AND_TREND",160,"{486DA662-C34A-AFE1-7D7B-77D56A26C12D}","CA","180102060803","Klamath National Forest","FSR5","KS",2011,"imp90",0,0,72.64222607,24.13526817,0.05810598,4.41513135,0.44122898,987,38.47619048,47.61904761,7,5,"MATRIX","Klamath/Siskiyou","CA","N",2,"CAVSA"
"CAVSA0041",41.9117653491841,-122.757379475672,"Downstream End","Random GRTS","Lumgrey Creek","2019CAVSA1041",2019-06-02 00:00:00,"2019","Wadeable",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAVSA0046",41.8967866806347,-122.732961979712,"Downstream End","Random GRTS","Empire Creek","2011CAVSA1046",2011-07-24 08:25:10,"2011","Wadeable",NA,NA,NA,"NA","CAVSA",46,2011,"STATUS_AND_TREND",160,"{7A14B96D-494A-3C51-0C4B-B8768474BA99}","CA","180102060803","Klamath National Forest","FSR5","KS",2011,"imp90",53.98189152,30.19909799,24.91217803,35.26322368,0.06000142,3.33007813,0.32820913,763,11.8,13.33333333,0,0,"MATRIX","Klamath/Siskiyou","CA","N",2,"CAVSA"
"CAVSA0046",41.8967866806347,-122.732961979712,"Downstream End","Random GRTS","Empire Creek","2019CAVSA1046",2019-06-01 00:00:00,"2019","Wadeable",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAWVR0002",40.7568582296349,-122.886528619006,"Downstream End","Random GRTS","Little Browns Creek","2008CAWVR1002",2008-08-21 00:00:00,"2008","Wadeable",NA,NA,NA,"NA","CAWVR",2,2008,"STATUS_AND_TREND",160,"{0CDCD449-B256-4EE5-96A3-20E741740258}","CA","180102110705","Shasta-Trinity National Forest","FSR5","KS",2008,"imp90",NA,67.65997157,22.85575943,45.53567106,0.02051611,4.736168,0.27965977,743,NA,1.9047619,0,0,"MATRIX","Klamath/Siskiyou","CA","N",1,"CAWVR"
"CAWVR0002",40.7568582296349,-122.886528619006,"Downstream End","Random GRTS","Little Browns Creek","2016CAWVR1002",2016-07-01 00:00:00,"2016","Wadeable",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAWVR0004",40.7732419703931,-122.981616820459,"Downstream End","Random GRTS","West Weaver Creek","2008CAWVR1004",2008-08-22 00:00:00,"2008","Wadeable",NA,NA,NA,"NA","CAWVR",4,2008,"STATUS_AND_TREND",160,"{AD22BA23-A852-48AF-85C8-5CDAA289D357}","CA","180102110705","Shasta-Trinity National Forest","FSR5","KS",2008,"ref",66.18936072,80.12849076,51.95403915,65.21545334,0.06702076,3.67976528,0.4712961,955,0.826707637,6.73076923,5,4,"MATRIX","Klamath/Siskiyou","CA","N",1,"CAWVR"
"CAWVR0004",40.7732419703931,-122.981616820459,"Downstream End","Random GRTS","West Weaver Creek","2016CAWVR1004",2016-07-04 00:00:00,"2016","Wadeable",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAWVR0010",40.6615695599098,-122.942672199679,"Downstream End","Random GRTS","Weaver Creek","2008CAWVR1010",2008-08-24 00:00:00,"2008","Wadeable",NA,NA,NA,"NA","CAWVR",10,2008,"STATUS_AND_TREND",480,"{C262A46F-DE01-421B-85C3-AD7118C1D77C}","CA","180102110705","BLM NorCal","CABLM","KS",2008,"imp90",60.87250082,44.7736683,17.31881474,39.8087374,0.00704822,33.94870583,0.70560335,506,5.333333333,20,4,2,"MATRIX","Klamath/Siskiyou","CA","N",1,"CAWVR"
"CAWVR0010",40.6615695599098,-122.942672199679,"Downstream End","Random GRTS","Weaver Creek","2016CAWVR1010",2016-07-02 00:00:00,"2016","Wadeable",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAWVR0015",40.7847576799765,-122.944931330028,"Downstream End","Random GRTS","East Weaver Creek","2008CAWVR1015",2008-08-23 00:00:00,"2008","Wadeable",NA,NA,NA,"NA","CAWVR",15,2008,"STATUS_AND_TREND",160,"{6750B8B4-3965-45FC-A58C-25EBCAA47242}","CA","180102110705","Shasta-Trinity National Forest","FSR5","KS",2008,"middle",65.15576132,29.20556171,55.71412263,48.90124014,0.0709044,7.63448297,0.39137149,966,1.027893278,18.09523809,7,3,"MATRIX","Klamath/Siskiyou","CA","N",1,"CAWVR"
"CAWVR0015",40.7847576799765,-122.944931330028,"Downstream End","Random GRTS","East Weaver Creek","2016CAWVR1015",2016-06-30 00:00:00,"2016","Wadeable",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAWVR0018",40.747139650194,-122.943777730548,"Downstream End","Random GRTS","Weaver Creek HUC12","2008CAWVR1018",2008-08-24 00:00:00,"2008","Wadeable",NA,NA,NA,"NA","CAWVR",18,2008,"STATUS_AND_TREND",160,"{3C61D34F-DA33-48D1-BE6B-89E115290EBE}","CA","180102110705","Shasta-Trinity National Forest","FSR5","KS",2008,"middle",NA,14.83953687,28.07165148,21.33004115,0.03054435,3.83073628,0.29502443,668,NA,30.47619047,0,0,"MATRIX","Klamath/Siskiyou","CA","N",1,"CAWVR"
"CAWVR0018",40.747139650194,-122.943777730548,"Downstream End","Random GRTS","Weaver Creek HUC12","2016CAWVR1018",2016-07-01 00:00:00,"2016","Wadeable",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAWVR0023",40.7585871299636,-122.946104440567,"Downstream End","Random GRTS","Weaver Creek HUC12","2008CAWVR1023",2008-08-25 00:00:00,"2008","Wadeable",NA,NA,NA,"NA","CAWVR",23,2008,"STATUS_AND_TREND",160,"{24FC29FD-A31C-4D76-9896-D76C6DC2797B}","CA","180102110705","Shasta-Trinity National Forest","FSR5","KS",2008,"imp75",59.97582856,16.87801841,46.06394704,39.81314305,0.0482355,3.95131596,0.43275066,724,10.73333333,30.47619047,3,2,"MATRIX","Klamath/Siskiyou","CA","N",1,"CAWVR"
"CAWVR0023",40.7585871299636,-122.946104440567,"Downstream End","Random GRTS","Weaver Creek HUC12","2016CAWVR1023",2016-07-03 00:00:00,"2016","Wadeable",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAWVR0030",40.7171728799845,-122.939733029498,"Downstream End","Random GRTS","Weaver Creek HUC12","2008CAWVR1030",2008-08-26 00:00:00,"2008","Wadeable",NA,NA,NA,"NA","CAWVR",30,2008,"STATUS_AND_TREND",200,"{6B348F5C-7CC4-497B-A763-36EAE2B08BAB}","CA","180102110705","BLM NorCal","CABLM","KS",2008,"imp90",63.842533,14.12942207,18.80303665,30.86322184,0.00457023,16.10830848,0.49807815,579,1,24.76190476,0,0,"MATRIX","Klamath/Siskiyou","CA","N",1,"CAWVR"
"CAWVR0030",40.7171728799845,-122.939733029498,"Downstream End","Random GRTS","Weaver Creek HUC12","2016CAWVR1030",2016-07-02 00:00:00,"2016","Wadeable",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAWVR0030",40.7171728799845,-122.939733029498,"Downstream End","Random GRTS","Weaver Creek HUC12","2016CAWVR9030",2016-07-04 00:00:00,"2016","Wadeable",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORABT0001",42.9016148579721,-122.556053970587,"Downstream End","Random GRTS","McCall Creek","2010ORABT1001",2010-06-13 00:00:00,"2010","Wadeable",NA,NA,NA,"NA","ORABT",1,2010,"STATUS_AND_TREND",160,"{615F65A9-0E06-4640-AC05-00753A604DFA}","OR","171003070110","Rogue River-Siskiyou National Forest","FSR6","WC",2010,"imp75",0,36.34105032,25.63057322,20.51812519,0.03522496,6.04587181,0.26878922,1306,40,24.76190476,5,4,"LSR","High Cascades","OR","N",2,"ORABT"
"ORABT0001",42.9016148579721,-122.556053970587,"Downstream End","Random GRTS","McCall Creek","2019ORABT1001",2019-06-17 00:00:00,"2019","Wadeable",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORABT0002",42.8956638674248,-122.497568989777,"Downstream End","Random GRTS","Woodruff Creek","2010ORABT1002",2010-06-11 00:00:00,"2010","Wadeable",NA,NA,NA,"NA","ORABT",2,2010,"STATUS_AND_TREND",160,"{FCD72ACE-5084-4E6E-BD50-31C6BADBBA61}","OR","171003070110","Rogue River-Siskiyou National Forest","FSR6","HC",2010,"middle",5.69689332,40.6490765,0,15.09168619,0.1137378,5.36332249,0.5716899,952,3.666666667,20,2,2,"LSR","High Cascades","OR","N",2,"ORABT"
"ORABT0002",42.8956638674248,-122.497568989777,"Downstream End","Random GRTS","Woodruff Creek","2019ORABT1002",2019-06-18 00:00:00,"2019","Wadeable",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORABT0003",42.9258098877197,-122.536170000043,"Downstream End","Random GRTS","Abbott Creek HUC12","2010ORABT1003",2010-06-10 00:00:00,"2010","Wadeable",NA,NA,NA,"NA","ORABT",3,2010,"STATUS_AND_TREND",160,"{0B6944D8-C4E5-47D2-ABE2-6EC9B1640442}","OR","171003070110","Rogue River-Siskiyou National Forest","FSR6","WC",2010,"ref",48.81645334,18.48471564,58.02887415,40.88476364,0.1137378,5.31983748,0.50071763,1156,3,26.66666666,14,7,"LSR","High Cascades","OR","N",2,"ORABT"
"ORABT0003",42.9258098877197,-122.536170000043,"Downstream End","Random GRTS","Abbott Creek HUC12","2019ORABT1003",2019-06-14 00:00:00,"2019","Wadeable",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORABT0003",42.9258098877197,-122.536170000043,"Downstream End","Random GRTS","Abbott Creek HUC12","2019ORABT9003",2019-06-18 00:00:00,"2019","Wadeable",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORABT0004",42.9043788676055,-122.520448990142,"Downstream End","Random GRTS","Abbott Creek","2010ORABT1004",2010-06-12 00:00:00,"2010","Wadeable",NA,NA,NA,"NA","ORABT",4,2010,"STATUS_AND_TREND",360,"{C9C889EB-5FC9-4A70-A8DE-AD03E2260FD9}","OR","171003070110","Rogue River-Siskiyou National Forest","FSR6","HC",2010,"imp75",67.88800165,72.56711653,37.87570659,58.41713997,0.03142645,13.50703412,0.49596881,979,0.666666667,15.23809523,14,10,"LSR","High Cascades","OR","N",2,"ORABT"
"ORABT0004",42.9043788676055,-122.520448990142,"Downstream End","Random GRTS","Abbott Creek","2019ORABT1004",2019-06-14 00:00:00,"2019","Wadeable",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORABT0004",42.9043788676055,-122.520448990142,"Downstream End","Random GRTS","Abbott Creek","2019ORABT9004",2019-06-18 00:00:00,"2019","Wadeable",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORABT0007",42.9086468474079,-122.491049960346,"Downstream End","Random GRTS","Woodruff Creek","2010ORABT1007",2010-06-14 00:00:00,"2010","Wadeable",NA,NA,NA,"NA","ORABT",7,2010,"STATUS_AND_TREND",160,"{4633C746-E1B1-4459-BB04-AFBCDC223E58}","OR","171003070110","Rogue River-Siskiyou National Forest","FSR6","HC",2010,"middle",0,54.46872161,36.5779313,30.37403895,0.03568588,7.5624656,0.36811935,999,10.22222222,16.19047619,7,5,"LSR","High Cascades","OR","N",2,"ORABT"
"ORABT0007",42.9086468474079,-122.491049960346,"Downstream End","Random GRTS","Woodruff Creek","2019ORABT1007",2019-06-15 00:00:00,"2019","Wadeable",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORABT0007",42.9086468474079,-122.491049960346,"Downstream End","Random GRTS","Woodruff Creek","2019ORABT9007",2019-06-18 00:00:00,"2019","Wadeable",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORABT0008",42.8860968474118,-122.512474020034,"Downstream End","Random GRTS","Abbott Creek","2010ORABT1008",2010-06-15 00:00:00,"2010","Wadeable",NA,NA,NA,"NA","ORABT",8,2010,"STATUS_AND_TREND",440,"{66F3E90B-50DD-49AB-B822-5BDE6309487B}","OR","171003070110","Rogue River-Siskiyou National Forest","FSR6","HC",2010,"imp75",68.40451513,40.83749894,20.40401003,41.90211293,0.01605723,15.33030172,0.4909718,929,0.299527445,20,6,6,"LSR","High Cascades","OR","N",2,"ORABT"
"ORABT0008",42.8860968474118,-122.512474020034,"Downstream End","Random GRTS","Abbott Creek","2019ORABT1008",2019-06-16 00:00:00,"2019","Wadeable",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORALS0001",44.3672714996523,-124.023865019991,"Downstream End","Random GRTS","Eckman Creek-Alsea River HUC12","2008ORALS1001",2008-06-12 00:00:00,"2008","Wadeable",NA,NA,NA,"NA","ORALS",1,2008,"STATUS_AND_TREND",160,"{644778DD-8B47-40CF-BDF7-FA4F213C8E72}","OR","171002050405","Siuslaw National Forest","FSR6","CS",2008,"imp90",60.70125942,0,33.69368852,30.12790366,0.10641488,3.89697321,0.267491,226,9.733333333,15.6862745,1,0,"LSR","Washington/Oregon Coast Range","OR","N",1,"ORALS"
"ORALS0001",44.3672714996523,-124.023865019991,"Downstream End","Random GRTS","Eckman Creek-Alsea River HUC12","2016ORALS1001",2016-05-16 00:00:00,"2016","Wadeable",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORALS0007",44.3860463596903,-124.048208264623,"Downstream End","Random GRTS","Lint Creek","2008ORALS1007",2008-06-17 00:00:00,"2008","Wadeable",NA,NA,NA,"NA","ORALS",7,2008,"STATUS_AND_TREND",160,"{C6221623-B2B9-46FD-85AE-822CC26FA7B3}","OR","171002050405","Siuslaw National Forest","FSR6","CS",2008,"imp90",0,0,84.12100363,28.026368,0.02028931,2.68178662,0.4051957,37,17,59.61538461,12,7,"LSR","Washington/Oregon Coast Range","OR","N",1,"ORALS"
"ORALS0007",44.3860463596903,-124.048208264623,"Downstream End","Random GRTS","Lint Creek","2016ORALS1007",2016-06-21 00:00:00,"2016","Wadeable",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORALS0018",44.3779427929224,-124.031034449174,"Downstream End","Random GRTS","Eckman Creek-Alsea River HUC12","2008ORALS1018",2008-06-13 00:00:00,"2008","Wadeable",NA,NA,NA,"NA","ORALS",18,2008,"STATUS_AND_TREND",160,"{A3564D52-F442-4583-AB7E-1B68FD23E6C8}","OR","171002050405","Siuslaw National Forest","FSR6","CS",2008,"imp90",52.42330496,29.96965652,55.02282373,44.89954618,0.04797885,3.76750886,0.25396624,125,8.222222222,32.69230769,5,4,"LSR","Washington/Oregon Coast Range","OR","N",1,"ORALS"
"ORALS0018",44.3779427929224,-124.031034449174,"Downstream End","Random GRTS","Eckman Creek-Alsea River HUC12","2016ORALS1018",2016-05-16 00:00:00,"2016","Wadeable",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORALS0022",44.3572269662379,-124.018260966999,"Downstream End","Random GRTS","Eckman Creek","2008ORALS1022",2008-06-15 00:00:00,"2008","Wadeable",NA,NA,NA,"NA","ORALS",22,2008,"STATUS_AND_TREND",160,"{ADD8EA13-A86B-44A3-9E7B-D1266014130F}","OR","171002050405","Siuslaw National Forest","FSR6","CS",2008,"imp75",57.39639599,0,85.37251714,46.6010069,0.06651665,7.59731463,0.5761772,202,5.876833977,15.38461538,12,10,"LSR","Washington/Oregon Coast Range","OR","N",1,"ORALS"
"ORALS0022",44.3572269662379,-124.018260966999,"Downstream End","Random GRTS","Eckman Creek","2008ORALS9022",2008-06-30 00:00:00,"2008","Wadeable",NA,NA,NA,"NA","ORALS",22,2008,"STATUS_AND_TREND",160,"{ADD8EA13-A86B-44A3-9E7B-D1266014130F}","OR","171002050405","Siuslaw National Forest","FSR6","CS",2008,"imp75",57.30334246,0,100,51.53003517,0.05504682,8.30292035,0.52589505,202,5.925925926,31.52173913,23,14,"LSR","Washington/Oregon Coast Range","OR","N",1,"ORALS"
"ORALS0022",44.3572269662379,-124.018260966999,"Downstream End","Random GRTS","Eckman Creek","2016ORALS1022",2016-05-17 00:00:00,"2016","Wadeable",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORALS0024",44.3625600001662,-124.012039999854,"Downstream End","Random GRTS","Eckman Creek","2008ORALS1024",2008-06-16 00:00:00,"2008","Wadeable",NA,NA,NA,"NA","ORALS",24,2008,"STATUS_AND_TREND",160,"{5B6DD324-7D2D-469F-A3C6-FF48B2062929}","OR","171002050405","Siuslaw National Forest","FSR6","CS",2008,"imp90",70.05834142,0,64.15528243,43.41281754,0.08969894,3.98543913,0.39962723,265,0.666666667,18.26923076,8,5,"LSR","Washington/Oregon Coast Range","OR","N",1,"ORALS"
"ORALS0024",44.3625600001662,-124.012039999854,"Downstream End","Random GRTS","Eckman Creek","2008ORALS9024",2008-07-01 00:00:00,"2008","Wadeable",NA,NA,NA,"NA","ORALS",24,2008,"STATUS_AND_TREND",160,"{5B6DD324-7D2D-469F-A3C6-FF48B2062929}","OR","171002050405","Siuslaw National Forest","FSR6","CS",2008,"imp90",65.36774024,0,46.62632211,35.98751064,0.07852786,4.16042619,0.37900604,265,3.066666667,47.95918367,6,1,"LSR","Washington/Oregon Coast Range","OR","N",1,"ORALS"
"ORALS0024",44.3625600001662,-124.012039999854,"Downstream End","Random GRTS","Eckman Creek","2016ORALS1024",2016-06-20 00:00:00,"2016","Wadeable",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORASH0001",42.1176428834199,-122.696337419966,"Downstream End","Random GRTS","East Fork Ashland Creek","2003ORASH1001",2003-06-19 00:00:00,"2003","Wadeable",NA,NA,NA,"NA","ORASH",1,2003,"STATUS_AND_TREND",152,"{5C6E1BCA-E590-45E3-A969-F6EB2DEFE585}","OR","171003080106","Rogue River-Siskiyou National Forest","FSR6","KS",2003,"middle",0,32.02356373,10.6829965,13.98761407,0.05731807,6.93288513,0.48115714,1262,15.11111111,34.78260869,3,0,"LSR","Klamath/Siskiyou","OR","N",1,"ORASH"
"ORASH0001",42.1176428834199,-122.696337419966,"Downstream End","Random GRTS","East Fork Ashland Creek","2011ORASH1001",2011-07-21 10:36:00,"2011","Wadeable",NA,NA,NA,"NA","ORASH",1,2003,"STATUS_AND_TREND",152,"{5C6E1BCA-E590-45E3-A969-F6EB2DEFE585}","OR","171003080106","Rogue River-Siskiyou National Forest","FSR6","KS",2011,"middle",24.50698443,21.62684315,7.57791549,17.1605617,0.06565599,10.7238647,0.68743874,1262,5,43.8095238,5,1,"LSR","Klamath/Siskiyou","OR","N",2,"ORASH"
"ORASH0001",42.1176428834199,-122.696337419966,"Downstream End","Random GRTS","East Fork Ashland Creek","2019ORASH1001",2019-07-01 00:00:00,"2019","Wadeable",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORASH0002",42.1140830389518,-122.699473744689,"Downstream End","Random GRTS","Bull Gap Creek","2011ORASH1002",2011-07-26 08:52:34,"2011","Wadeable",NA,NA,NA,"NA","ORASH",2,2011,"STATUS_AND_TREND",200,"{EF45CFA4-550A-3313-D441-FC25565F5266}","OR","171003080106","Rogue River-Siskiyou National Forest","FSR6","KS",2011,"middle",55.18947975,24.37908784,18.27870354,31.4235899,0.06373394,8.72026868,0.87244508,1302,2,44.76190476,7,3,"LSR","Klamath/Siskiyou","OR","N",2,"ORASH"
"ORASH0002",42.1140830389518,-122.699473744689,"Downstream End","Random GRTS","Bull Gap Creek","2019ORASH1002",2019-07-01 00:00:00,"2019","Wadeable",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORASH0003",42.100971393268,-122.717315199482,"Downstream End","Random GRTS","Ashland Creek HUC12","2003ORASH1003",2003-06-21 00:00:00,"2003","Wadeable",NA,NA,NA,"NA","ORASH",3,2003,"STATUS_AND_TREND",160,"{F6B83386-941E-4FC3-80FA-9D871773B695}","OR","171003080106","Rogue River-Siskiyou National Forest","FSR6","KS",2003,"ref",0,25.93035074,100,42.1989872,0.29805239,4.81009019,0.45178508,1578,64.44444444,50.45871559,15,11,"LSR","Klamath/Siskiyou","OR","N",1,"ORASH"
"ORASH0003",42.100971393268,-122.717315199482,"Downstream End","Random GRTS","Ashland Creek HUC12","2011ORASH1003",2011-07-22 10:53:20,"2011","Wadeable",NA,NA,NA,"NA","ORASH",3,2003,"STATUS_AND_TREND",160,"{F6B83386-941E-4FC3-80FA-9D871773B695}","OR","171003080106","Rogue River-Siskiyou National Forest","FSR6","KS",2011,"ref",NA,41.8913962,82.07994239,62.54694795,0.28135869,8.48670831,0.62620681,1578,NA,40.77669902,20,11,"LSR","Klamath/Siskiyou","OR","N",2,"ORASH"
"ORASH0003",42.100971393268,-122.717315199482,"Downstream End","Random GRTS","Ashland Creek HUC12","2019ORASH1003",2019-06-28 00:00:00,"2019","Wadeable",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
