"SITE_ID","CREEK_CODE","SITE","ORIGINAL_SURVEY_YEAR","SAMPLE_TYPE","REACH_LENGTH","GLOBALID","STATES","HUC_12","unit","AGENCY","Prov","site_survey_id","survey_year","impact_group","poolscore","substratescore","woodscore","habitatscore","gradient","average_bfwidth","average_bfdepth","elevation","pool_fines","substrate","wood_12x25","wood_18x25","lua_group","aquatic_province","states","key_watershed","rotation_panel","creek_code","longitude","lattitude","Z","Z2"
"ORKSY0011","ORKSY",11,2006,"STATUS_AND_TREND",160,"{436F6C87-4CAF-487B-BBEF-00CEC029821C}","OR","171003100405","Medford BLM","ORBLM","KS","2006ORKSY1011",2006,"imp90",0,42.05297146,92.45709697,45.1073577,0.09964995,8.06179722,0.45552898,705,10.83744827,21,17,14,"MATRIX","Klamath/Siskiyou","OR","N",1,"ORKSY",-123.736502910382,42.759407077546,0,0
"ORKSY0019","ORKSY",19,2006,"STATUS_AND_TREND",240,"{03540B7D-5556-4F65-A038-FC399F00DD7D}","OR","171003100405","Medford BLM","ORBLM","KS","2006ORKSY1019",2006,"imp90",NA,NA,100,NA,NA,8.25363636,0.32554545,606,4.050406504,2.85714285,34,27,"MATRIX","Klamath/Siskiyou","OR","N",1,"ORKSY",-123.735708530109,42.7532074374994,0,0
"ORKSY0022","ORKSY",22,2006,"STATUS_AND_TREND",160,"{66CA5B40-3D5F-4917-9EE8-5D50DA60DCDE}","OR","171003100405","Medford BLM","ORBLM","KS","2006ORKSY1022",2006,"imp90",0,65.71878296,100,55.68655249,0.09898804,6.72336213,0.53468732,753,4.066666667,8.82352941,26,20,"MATRIX","Klamath/Siskiyou","OR","N",1,"ORKSY",-123.733219980755,42.7680823574431,0,0
"ORKSY0026","ORKSY",26,2006,"STATUS_AND_TREND",160,"{EEDB5484-875E-4B49-B1A5-46920B47AFD4}","OR","171003100405","Medford BLM","ORBLM","KS","2006ORKSY1026",2006,"imp90",57.57591664,89.65161468,97.32458214,81.0996026,0.07000867,7.07626236,0.42050983,721,1.266666667,0,19,11,"MATRIX","Klamath/Siskiyou","OR","N",1,"ORKSY",-123.735272429457,42.7648992868838,0,0
"ORLAR0004","ORLAR",4,2003,"STATUS_AND_TREND",200,"{51CC0B84-3ECD-41F2-86AD-ADBE75DA46BE}","OR","170900010504","Willamette National Forest","FSR6","WC","2003ORLAR1004",2003,"middle",57.77811951,13.87326483,68.39232922,45.66852767,0.03724791,6.98963074,0.32592032,510,2.166666667,17.5,11,9,"LSR","Western Cascades","OR","N",1,"ORLAR",-122.486795730643,43.6886264507905,0,0
"ORLAR0004","ORLAR",4,2003,"STATUS_AND_TREND",200,"{51CC0B84-3ECD-41F2-86AD-ADBE75DA46BE}","OR","170900010504","Willamette National Forest","FSR6","WC","2012ORLAR1004",2012,"middle",49.82310381,50.89584092,70.37466904,56.37488923,0.03641984,10.07714512,0.59421229,510,3.262220381,7.61904761,16,4,"LSR","Western Cascades","OR","N",2,"ORLAR",-122.486795730643,43.6886264507905,0,0
"ORLAR0006","ORLAR",6,2003,"STATUS_AND_TREND",158,"{A2B3FE33-28BD-4BB9-AFA8-FCE00E23B8BA}","OR","170900010504","Willamette National Forest","FSR6","WC","2003ORLAR1006",2003,"middle",65.67446862,65.92601016,14.12024713,47.41326595,0.16827917,4.76463945,0.27339611,775,2.222222222,2.77777777,1,0,"LSR","Western Cascades","OR","N",1,"ORLAR",-122.531641859671,43.6882337402028,0,0
"ORLAR0006","ORLAR",6,2003,"STATUS_AND_TREND",158,"{A2B3FE33-28BD-4BB9-AFA8-FCE00E23B8BA}","OR","170900010504","Willamette National Forest","FSR6","WC","2012ORLAR1006",2012,"middle",69.86361672,62.93594457,15.03893885,48.03583697,0.1809482,6.03703052,0.64850902,775,0,5.71428571,2,0,"LSR","Western Cascades","OR","N",2,"ORLAR",-122.531641859671,43.6882337402028,0,0
"ORLAR0021","ORLAR",21,2003,"STATUS_AND_TREND",175,"{8DE4B560-2641-4ED1-905C-ACBFCA0B8D6B}","OR","170900010504","Willamette National Forest","FSR6","WC","2003ORLAR1021",2003,"middle",2.25476877,63.41902837,37.15708925,34.31737968,0.0366928,11.34872129,0.28159059,485,9.777777778,3.30578512,4,3,"LSR","Western Cascades","OR","N",1,"ORLAR",-122.471494960551,43.6859725815276,0,0
"ORLAR0021","ORLAR",21,2003,"STATUS_AND_TREND",175,"{8DE4B560-2641-4ED1-905C-ACBFCA0B8D6B}","OR","170900010504","Willamette National Forest","FSR6","WC","2003ORLAR9021",2003,"middle",6.59464552,17.15246797,90.89341729,38.22189139,0.02994121,12.17365657,0.4943207,485,6.888888889,15.70247933,16,9,"LSR","Western Cascades","OR","N",1,"ORLAR",-122.471494960551,43.6859725815276,0,0
"ORLAR0021","ORLAR",21,2003,"STATUS_AND_TREND",175,"{8DE4B560-2641-4ED1-905C-ACBFCA0B8D6B}","OR","170900010504","Willamette National Forest","FSR6","WC","2004ORLAR6021",2004,"middle",0,0,100,33.40906312,0.02229034,14.83396843,0.64037495,485,15.66666667,23.8095238,29,19,"LSR","Western Cascades","OR","N",1,"ORLAR",-122.471494960551,43.6859725815276,0,0
"ORLAR0021","ORLAR",21,2003,"STATUS_AND_TREND",175,"{8DE4B560-2641-4ED1-905C-ACBFCA0B8D6B}","OR","170900010504","Willamette National Forest","FSR6","WC","2012ORLAR1021",2012,"middle",0,59.26744468,89.2763058,49.86452435,0.02100837,10.61322292,0.39915038,485,15.90024331,3.8095238,17,8,"LSR","Western Cascades","OR","N",2,"ORLAR",-122.471494960551,43.6859725815276,0,0
"ORLAR0022","ORLAR",22,2003,"STATUS_AND_TREND",160,"{28FF8BD0-679D-4BE4-9217-3EA31F103630}","OR","170900010504","Willamette National Forest","FSR6","WC","2003ORLAR1022",2003,"imp75",0,64.69687555,25.06752881,29.93937968,0.08526079,6.93700808,0.32534128,669,11.77777778,3.30578512,3,2,"LSR","Western Cascades","OR","N",1,"ORLAR",-122.521319319394,43.688109940853,0,0
"ORLAR0022","ORLAR",22,2003,"STATUS_AND_TREND",160,"{28FF8BD0-679D-4BE4-9217-3EA31F103630}","OR","170900010504","Willamette National Forest","FSR6","WC","2012ORLAR1022",2012,"imp75",62.71450502,66.16772762,100,75.67087462,0.08081934,8.14271592,0.53096877,669,0.694444444,2.85714285,24,16,"LSR","Western Cascades","OR","N",2,"ORLAR",-122.521319319394,43.688109940853,0,0
"ORLAR0024","ORLAR",24,2003,"STATUS_AND_TREND",190,"{0C7413A2-4A65-45B5-9BEA-05127A9C099F}","OR","170900010504","Willamette National Forest","FSR6","WC","2003ORLAR1024",2003,"middle",NA,NA,NA,NA,0.04967601,NA,NA,552,2.424242424,9.91735537,7,4,"LSR","Western Cascades","OR","N",1,"ORLAR",-122.495962869944,43.6904050108984,0,0
"ORLAR0024","ORLAR",24,2003,"STATUS_AND_TREND",190,"{0C7413A2-4A65-45B5-9BEA-05127A9C099F}","OR","170900010504","Willamette National Forest","FSR6","WC","2012ORLAR1024",2012,"middle",68.7097466,51.9671832,67.38041626,61.69555901,0.04967601,9.97993948,0.41135935,552,0.907407407,9.52380952,16,10,"LSR","Western Cascades","OR","N",2,"ORLAR",-122.495962869944,43.6904050108984,0,0
"ORLAR0027","ORLAR",27,2003,"STATUS_AND_TREND",231,"{8B24F3DD-099A-4D69-8DCA-8195A4B00E42}","OR","170900010504","Willamette National Forest","FSR6","WC","2003ORLAR1027",2003,"middle",37.02339844,7.3757521,37.85632839,26.55158814,0.0160926,11.42449006,0.31143098,473,3.555555556,15.12605042,6,2,"LSR","Western Cascades","OR","N",1,"ORLAR",-122.465741039106,43.6870083016424,0,0
"ORLAR0027","ORLAR",27,2003,"STATUS_AND_TREND",231,"{8B24F3DD-099A-4D69-8DCA-8195A4B00E42}","OR","170900010504","Willamette National Forest","FSR6","WC","2012ORLAR1027",2012,"middle",36.00910667,8.75326367,100,47.76338222,0.01763269,13.11205606,0.55129674,473,3.666666667,14.28571428,29,17,"LSR","Western Cascades","OR","N",2,"ORLAR",-122.465741039106,43.6870083016424,0,0
"ORLCB0006","ORLCB",6,2005,"STATUS_AND_TREND",160,"{20EB062E-B3C1-49B7-A5FC-8D553A2DB53E}","OR","171003090107","Rogue River-Siskiyou National Forest","FSR6","KS","2005ORLCB1006",2005,"middle",72.75566741,7.9452557,80.43389346,52.47724652,0.15392846,4.91562786,0.49980494,716,2.6956743,11.22448979,7,6,"MATRIX","Klamath/Siskiyou","OR","N",1,"ORLCB",-123.201300238254,42.066918123047,0,0
"ORLCB0006","ORLCB",6,2005,"STATUS_AND_TREND",160,"{20EB062E-B3C1-49B7-A5FC-8D553A2DB53E}","OR","171003090107","Rogue River-Siskiyou National Forest","FSR6","KS","2005ORLCB9006",2005,"middle",63.89603879,0,66.95816176,42.41424531,0.13676243,4.89149936,0.69972525,716,8.266666667,21.3592233,6,4,"MATRIX","Klamath/Siskiyou","OR","N",1,"ORLCB",-123.201300238254,42.066918123047,0,0
"ORLCB0006","ORLCB",6,2005,"STATUS_AND_TREND",160,"{20EB062E-B3C1-49B7-A5FC-8D553A2DB53E}","OR","171003090107","Rogue River-Siskiyou National Forest","FSR6","KS","2013ORLCB1006",2013,"middle",77.85484096,30.55659779,86.97415431,63.97162331,0.13773459,2.65869478,0.28348961,716,0.724637681,9.12280701,10,9,"MATRIX","Klamath/Siskiyou","OR","N",2,"ORLCB",-123.201300238254,42.066918123047,0,0
"ORLCB0015","ORLCB",15,2005,"STATUS_AND_TREND",400,"{C85A8D33-346E-4075-A16D-2D69131D91A7}","OR","171003090107","Rogue River-Siskiyou National Forest","FSR6","KS","2005ORLCB1015",2005,"middle",65.00607804,100,35.46074728,65.98642031,0.00638359,15.15,NA,716,1,3.96039603,2,2,"MATRIX","Klamath/Siskiyou","OR","N",1,"ORLCB",-123.176466745444,42.0693279577505,0,0
"ORLCB0015","ORLCB",15,2005,"STATUS_AND_TREND",400,"{C85A8D33-346E-4075-A16D-2D69131D91A7}","OR","171003090107","Rogue River-Siskiyou National Forest","FSR6","KS","2013ORLCB1015",2013,"middle",58.15426326,95.81262024,36.24180499,62.66499645,0.00638359,13.89878466,0.61978968,716,5.857142857,8,2,2,"MATRIX","Klamath/Siskiyou","OR","N",2,"ORLCB",-123.176466745444,42.0693279577505,0,0
"ORLCB0019","ORLCB",19,2005,"STATUS_AND_TREND",160,"{E52B995B-3C3A-44A9-87C8-152DFEFD2D4B}","OR","171003090107","Rogue River-Siskiyou National Forest","FSR6","KS","2005ORLCB1019",2005,"imp75",78.13447156,77.33394825,39.18927642,63.71851684,0.05633228,4.175,NA,837,2.092198582,5.05050505,6,0,"MATRIX","Klamath/Siskiyou","OR","N",1,"ORLCB",-123.194716929228,42.0994971732381,0,0
"ORLCB0019","ORLCB",19,2005,"STATUS_AND_TREND",160,"{E52B995B-3C3A-44A9-87C8-152DFEFD2D4B}","OR","171003090107","Rogue River-Siskiyou National Forest","FSR6","KS","2013ORLCB1019",2013,"imp75",71.94888537,78.8757999,31.71824103,59.75256883,0.05633228,2.15227288,0.19056318,837,8.483739837,4.33333333,4,1,"MATRIX","Klamath/Siskiyou","OR","N",2,"ORLCB",-123.194716929228,42.0994971732381,0,0
"ORLCB0022","ORLCB",22,2005,"STATUS_AND_TREND",160,"{5EFE057D-F1F7-4649-B0AB-9F0352AB4069}","OR","171003090107","Rogue River-Siskiyou National Forest","FSR6","KS","2005ORLCB1022",2005,"middle",74.29568827,47.80023579,33.24419578,50.47790781,0.09359092,3.68083644,0.46276649,757,1.333333333,17.3076923,4,2,"MATRIX","Klamath/Siskiyou","OR","N",1,"ORLCB",-123.200988909824,42.0712238131636,0,0
"ORLCB0022","ORLCB",22,2005,"STATUS_AND_TREND",160,"{5EFE057D-F1F7-4649-B0AB-9F0352AB4069}","OR","171003090107","Rogue River-Siskiyou National Forest","FSR6","KS","2013ORLCB1022",2013,"middle",75.04085144,70.32434724,17.67487165,53.07109816,0.09942242,3.26598797,0.23133346,757,0.506382979,4.68227424,0,0,"MATRIX","Klamath/Siskiyou","OR","N",2,"ORLCB",-123.200988909824,42.0712238131636,0,0
"ORLCB0023","ORLCB",23,2005,"STATUS_AND_TREND",160,"{AD4C6A11-C1DD-4BB4-A8B0-FDDBE1530F31}","OR","171003090107","Rogue River-Siskiyou National Forest","FSR6","KS","2005ORLCB1023",2005,"imp75",73.24613746,48.37697279,50.63374268,56.23625772,0.03806995,5.49410906,0.51357427,757,1.210884354,18.09523809,6,1,"MATRIX","Klamath/Siskiyou","OR","N",1,"ORLCB",-123.184928379164,42.0811850533321,0,0
"ORLCB0023","ORLCB",23,2005,"STATUS_AND_TREND",160,"{AD4C6A11-C1DD-4BB4-A8B0-FDDBE1530F31}","OR","171003090107","Rogue River-Siskiyou National Forest","FSR6","KS","2013ORLCB1023",2013,"imp75",27.42922685,99.57571383,86.73293623,71.34006214,0.03730352,3.22439489,0.14165398,757,52.41666667,1.66666666,11,6,"MATRIX","Klamath/Siskiyou","OR","N",2,"ORLCB",-123.184928379164,42.0811850533321,0,0
"ORLCB0032","ORLCB",32,2005,"STATUS_AND_TREND",160,"{26F79273-2182-4D1A-A657-FCA901108924}","OR","171003090107","Rogue River-Siskiyou National Forest","FSR6","KS","2005ORLCB1032",2005,"imp90",69.37976705,24.33396612,35.35546165,41.68438805,0.02572941,6.5626712,0.37537979,734,1.266666667,18.09523809,2,0,"MATRIX","Klamath/Siskiyou","OR","N",1,"ORLCB",-123.179638259381,42.0787977138688,0,0
"ORLCB0032","ORLCB",32,2005,"STATUS_AND_TREND",160,"{26F79273-2182-4D1A-A657-FCA901108924}","OR","171003090107","Rogue River-Siskiyou National Forest","FSR6","KS","2005ORLCB9032",2005,"imp90",67.77126176,56.86199892,35.56527284,52.27327448,0.02768041,6.01193591,0.33408409,734,3.083333333,11.42857142,2,0,"MATRIX","Klamath/Siskiyou","OR","N",1,"ORLCB",-123.179638259381,42.0787977138688,0,0
"ORLCB0032","ORLCB",32,2005,"STATUS_AND_TREND",160,"{26F79273-2182-4D1A-A657-FCA901108924}","OR","171003090107","Rogue River-Siskiyou National Forest","FSR6","KS","2013ORLCB1032",2013,"imp90",NA,93.10752112,42.78511155,68.60860544,0.02695651,4.39462205,0.21617612,734,NA,4,3,1,"MATRIX","Klamath/Siskiyou","OR","N",2,"ORLCB",-123.179638259381,42.0787977138688,0,0
"ORHIL0014","ORHIL",14,2009,"STATUS_AND_TREND",160,"{6A64035E-617D-4ECB-A3AE-625F3E008248}","OR","170900010201","Willamette National Forest","FSR6","WC","2009ORHIL1014",2009,"middle",45.9925234,74.73927475,55.01744142,58.04022084,0.09060137,4.5833358,0.3253045,1513,5.889760958,10.47619047,8,4,"LSR","Western Cascades","OR","N",1,"ORHIL",-122.207908609745,43.6039142406551,1482.46799999999,1482.46799999999
"CAINV0004","CAINV",4,2005,"STATUS_AND_TREND",160,"{B9F77665-97FF-48F8-908A-59B3057ED6D9}","CA","180102120405","Shasta-Trinity National Forest","FSR5","KS","2005CAINV1004",2005,"imp90",56.93056964,21.3156485,36.41623641,37.0840203,0.0541402,2.34385589,0.21452858,1271,5.866666667,54.28571428,3,2,"MATRIX","Klamath/Siskiyou","CA","Y",1,"CAINV",-123.294021279039,40.51000941111,0,0
"CAINV0004","CAINV",4,2005,"STATUS_AND_TREND",160,"{B9F77665-97FF-48F8-908A-59B3057ED6D9}","CA","180102120405","Shasta-Trinity National Forest","FSR5","KS","2013CAINV1004",2013,"imp90",0,34.50213551,85.59799511,40.22264709,0.0541402,2.93454545,0.28765454,1271,62.91666667,40,4,4,"MATRIX","Klamath/Siskiyou","CA","Y",2,"CAINV",-123.294021279039,40.51000941111,0,0
"CAINV0005","CAINV",5,2005,"STATUS_AND_TREND",160,"{29B88BA6-23C6-4585-BEAF-D5367546BCF3}","CA","180102120405","Shasta-Trinity National Forest","FSR5","KS","2005CAINV1005",2005,"imp75",64.324052,62.90561108,100,75.07406083,0.0719529,4.90369177,0.42069219,967,1.466666667,9.52380952,33,25,"MATRIX","Klamath/Siskiyou","CA","Y",1,"CAINV",-123.397938169166,40.5578601705578,0,0
"CAINV0005","CAINV",5,2005,"STATUS_AND_TREND",160,"{29B88BA6-23C6-4585-BEAF-D5367546BCF3}","CA","180102120405","Shasta-Trinity National Forest","FSR5","KS","2013CAINV1005",2013,"imp75",66.43351064,76.86695072,88.53179235,76.58625964,0.07197319,3.40252603,0.16455016,967,2.147435897,4.04040404,13,10,"MATRIX","Klamath/Siskiyou","CA","Y",2,"CAINV",-123.397938169166,40.5578601705578,0,0
"CAINV0008","CAINV",8,2005,"STATUS_AND_TREND",200,"{800332B9-98A8-4862-937B-CFA8D4550631}","CA","180102120405","Shasta-Trinity National Forest","FSR5","KS","2005CAINV1008",2005,"imp75",63.11222777,29.20556171,48.31888412,45.74816251,0.04881179,9.89107245,0.67747695,1130,3.083333333,18.09523809,7,3,"MATRIX","Klamath/Siskiyou","CA","Y",1,"CAINV",-123.371397390244,40.5322640401672,0,0
"CAINV0008","CAINV",8,2005,"STATUS_AND_TREND",200,"{800332B9-98A8-4862-937B-CFA8D4550631}","CA","180102120405","Shasta-Trinity National Forest","FSR5","KS","2013CAINV1008",2013,"imp75",64.28047967,41.30284249,70.07416144,57.59300787,0.05098532,8.15483208,0.57516753,1130,1.754385965,15,11,9,"MATRIX","Klamath/Siskiyou","CA","Y",2,"CAINV",-123.371397390244,40.5322640401672,0,0
"CAINV0009","CAINV",9,2005,"STATUS_AND_TREND",160,"{F7DB486C-70EB-4909-AA7D-7D95D0D98DFE}","CA","180102120405","Shasta-Trinity National Forest","FSR5","KS","2005CAINV1009",2005,"imp75",43.3561893,62.21282754,49.33360949,51.03357766,0.04511093,7.0275462,0.36661255,1058,3.466666667,8.57142857,4,4,"MATRIX","Klamath/Siskiyou","CA","Y",1,"CAINV",-123.358021410003,40.5893282311562,0,0
"CAINV0009","CAINV",9,2005,"STATUS_AND_TREND",160,"{F7DB486C-70EB-4909-AA7D-7D95D0D98DFE}","CA","180102120405","Shasta-Trinity National Forest","FSR5","KS","2005CAINV9009",2005,"imp75",35.68358564,63.02849729,52.05062414,49.80479545,0.04698791,8.69231954,0.23473357,1058,4.2,5.71428571,5,4,"MATRIX","Klamath/Siskiyou","CA","Y",1,"CAINV",-123.358021410003,40.5893282311562,0,0
"CAINV0009","CAINV",9,2005,"STATUS_AND_TREND",160,"{F7DB486C-70EB-4909-AA7D-7D95D0D98DFE}","CA","180102120405","Shasta-Trinity National Forest","FSR5","KS","2006CAINV6009",2006,"imp75",63.11137466,20.90966867,62.80178918,47.8451789,0.04416049,10.94017231,0.76560777,1058,1.578502415,21.78217821,7,6,"MATRIX","Klamath/Siskiyou","CA","Y",1,"CAINV",-123.358021410003,40.5893282311562,0,0
"CAINV0009","CAINV",9,2005,"STATUS_AND_TREND",160,"{F7DB486C-70EB-4909-AA7D-7D95D0D98DFE}","CA","180102120405","Shasta-Trinity National Forest","FSR5","KS","2013CAINV1009",2013,"imp75",0,61.71692357,38.58244446,33.51054352,0.04576803,5.3056161,0.36349604,1058,14.00707677,9,2,2,"MATRIX","Klamath/Siskiyou","CA","Y",2,"CAINV",-123.358021410003,40.5893282311562,0,0
"CAJAK0003","CAJAK",3,2009,"STATUS_AND_TREND",160,"{83366178-9163-48E5-ABC5-E1B683D2DE35}","CA","180102090501","Klamath National Forest","FSR5","KS","2009CAJAK1003",2009,"imp90",71.75926113,40.838027,59.53814848,56.22893094,0.1178884,4.14952308,0.36629124,1290,0.066666667,27.61904761,8,7,"LSR","Klamath/Siskiyou","CA","Y",1,"CAJAK",-123.565699649967,41.6668934596739,1303.90399999999,1303.90399999999
"CAJAK0033","CAJAK",33,2009,"STATUS_AND_TREND",160,"{B5ED41F8-AED2-4945-9EF2-82598C6D64CE}","CA","180102090501","Klamath National Forest","FSR5","KS","2009CAJAK1033",2009,"imp90",59.84386792,41.10673339,31.76354173,43.13693228,0.16691191,1.97906556,0.25169135,1313,6.066666667,45.19230769,4,1,"LSR","Klamath/Siskiyou","CA","Y",1,"CAJAK",-123.564518129082,41.6681839301784,1306.067,1306.067
"CAJAK0035","CAJAK",35,2009,"STATUS_AND_TREND",160,"{060A3761-66DF-4FE5-8E59-612EDD27E563}","CA","180102090501","Klamath National Forest","FSR5","KS","2009CAJAK1035",2009,"imp90",75.00530142,57.12636472,46.27315845,58.28028331,0.24036335,6.30392524,0.4572112,1168,0,12.87128712,6,4,"LSR","Klamath/Siskiyou","CA","Y",1,"CAJAK",-123.609193089635,41.6888828807079,1142.88499999999,1142.88499999999
"CAJAK0049","CAJAK",49,2009,"STATUS_AND_TREND",160,"{44AD8ACB-82BF-4A39-9F59-6B128C39D631}","CA","180102090501","Klamath National Forest","FSR5","KS","2009CAJAK1049",2009,"imp90",16.86202342,62.34561672,34.78741852,37.76947231,0.42116257,9.83118304,0.28957645,1206,23.97375328,7.61904761,4,2,"LSR","Klamath/Siskiyou","CA","Y",1,"CAJAK",-123.590233640109,41.6779359405356,1171.003,1171.003
"CAJAK0058","CAJAK",58,2009,"STATUS_AND_TREND",400,"{561D902F-630A-4A99-B896-A38F2243EB4C}","CA","180102090501","Klamath National Forest","FSR5","KS","2009CAJAK1058",2009,"imp75",5.1392623,57.92754719,32.58330055,31.81759379,0.19698151,9.48443145,0.66546765,1022,43.97580635,16.19047619,10,6,"LSR","Klamath/Siskiyou","CA","Y",1,"CAJAK",-123.581208260397,41.6741458101588,1058.77,1058.77
"CAJAK0068","CAJAK",68,2009,"STATUS_AND_TREND",160,"{2F78418D-D3FE-4C84-8063-E6BF3283CB53}","CA","180102090501","Klamath National Forest","FSR5","KS","2009CAJAK1068",2009,"imp90",0,56.57786035,41.12433301,32.63014786,0.22310124,4.45620184,0.57486288,1198,53.23602198,28.84615384,6,3,"LSR","Klamath/Siskiyou","CA","Y",1,"CAJAK",-123.576924189456,41.6793576808735,1171.243,1171.243
"CASHY0008","CASHY",8,2002,"STATUS_AND_TREND",340,"{D277AB1D-B5B2-4B39-8195-6795A552C7C2}","CA","180101010204","Six Rivers National Forest","FSR5","KS","2002CASHY1008",2002,"middle",62.48392284,0,51.48159155,36.72141358,0.03131288,11.68330656,0.44923631,304,2.833333333,15.25423728,7,7,"RES","Klamath/Siskiyou","CA","Y",1,"CASHY",-123.826767859694,41.8647815711697,0,0
"CASHY0009","CASHY",9,2002,"STATUS_AND_TREND",150,"{FF0C5C66-4693-4819-973D-B4540D59A396}","CA","180101010204","Six Rivers National Forest","FSR5","KS","2002CASHY1009",2002,"ref",61.49337557,70.4110686,88.99089863,72.99124672,0.13252558,8.13489998,0.56172329,327,1.333333333,4.16666666,14,7,"RES","Klamath/Siskiyou","CA","Y",1,"CASHY",-123.851099569298,41.8542189811341,0,0
"CASHY0009","CASHY",9,2002,"STATUS_AND_TREND",150,"{FF0C5C66-4693-4819-973D-B4540D59A396}","CA","180101010204","Six Rivers National Forest","FSR5","KS","2010CASHY1009",2010,"ref",71.76962851,57.6764406,85.15540501,70.62392053,0.07788257,11.2880935,0.57524566,327,0,3.8095238,19,11,"RES","Klamath/Siskiyou","CA","Y",2,"CASHY",-123.851099569298,41.8542189811341,0,0
"CASHY0014","CASHY",14,2002,"STATUS_AND_TREND",150,"{D3AF0285-3D77-48A6-BBD7-AB7A4C59A040}","CA","180101010204","Six Rivers National Forest","FSR5","KS","2002CASHY1014",2002,"imp75",78.48303055,0,28.16197673,33.87586216,0.01903423,8.15410537,0.43951365,338,0,26.05042016,1,1,"RES","Klamath/Siskiyou","CA","Y",1,"CASHY",-123.820726349884,41.8464960422585,0,0
"CASHY0014","CASHY",14,2002,"STATUS_AND_TREND",150,"{D3AF0285-3D77-48A6-BBD7-AB7A4C59A040}","CA","180101010204","Six Rivers National Forest","FSR5","KS","2002CASHY9014",2002,"imp75",78.48303055,61.54775793,28.16197673,54.73944881,0.01885616,7.2717183,0.25649638,338,0,7.75862068,1,1,"RES","Klamath/Siskiyou","CA","Y",1,"CASHY",-123.820726349884,41.8464960422585,0,0
"CASHY0014","CASHY",14,2002,"STATUS_AND_TREND",150,"{D3AF0285-3D77-48A6-BBD7-AB7A4C59A040}","CA","180101010204","Six Rivers National Forest","FSR5","KS","2003CASHY6014",2003,"imp75",66.15010188,38.97917854,38.22847142,46.60143793,0.01901659,8.7259958,0.50554409,338,3,10.16949152,2,1,"RES","Klamath/Siskiyou","CA","Y",1,"CASHY",-123.820726349884,41.8464960422585,0,0
"CASHY0016","CASHY",16,2002,"STATUS_AND_TREND",150,"{1E1333E5-7683-4FE9-9AB9-2241FB7DF669}","CA","180101010204","Six Rivers National Forest","FSR5","KS","2002CASHY1016",2002,"middle",0,0.56278844,49.50100651,16.48158476,0.02624563,9.73558101,0.56900972,322,3.555555556,19.32773109,3,3,"RES","Klamath/Siskiyou","CA","Y",1,"CASHY",-123.808941070103,41.8948740824301,0,0
"CASHY0016","CASHY",16,2002,"STATUS_AND_TREND",150,"{1E1333E5-7683-4FE9-9AB9-2241FB7DF669}","CA","180101010204","Six Rivers National Forest","FSR5","KS","2002CASHY9016",2002,"middle",0,66.69448524,51.3823124,39.53677348,0.01184005,9.17418108,0.32212281,322,6,4.20168067,5,3,"RES","Klamath/Siskiyou","CA","Y",1,"CASHY",-123.808941070103,41.8948740824301,0,0
"CASHY0016","CASHY",16,2002,"STATUS_AND_TREND",150,"{1E1333E5-7683-4FE9-9AB9-2241FB7DF669}","CA","180101010204","Six Rivers National Forest","FSR5","KS","2003CASHY6016",2003,"middle",92.28025638,22.60668739,48.23931077,52.70806161,0.01378278,9.35674425,0.41554348,322,0,14.28571428,4,3,"RES","Klamath/Siskiyou","CA","Y",1,"CASHY",-123.808941070103,41.8948740824301,0,0
"CASHY0016","CASHY",16,2002,"STATUS_AND_TREND",150,"{1E1333E5-7683-4FE9-9AB9-2241FB7DF669}","CA","180101010204","Six Rivers National Forest","FSR5","KS","2010CASHY1016",2010,"middle",92.28025638,60.08131557,69.37812598,72.57696823,0.01334914,9.77343634,0.49056955,322,0,5.71428571,11,9,"RES","Klamath/Siskiyou","CA","Y",2,"CASHY",-123.808941070103,41.8948740824301,0,0
"CASMV0001","CASMV",1,2002,"STATUS_AND_TREND",150,"{137F899A-265C-478A-A88E-822672CB5377}","CA","180102100104","Klamath National Forest","FSR5","KS","2002CASMV1001",2002,"middle",56.94795326,67.91234426,81.34832533,68.11613479,0.21795529,7.50431128,0.57230374,1189,10.22222222,8.54700854,11,9,"RES","Klamath/Siskiyou","CA","Y",1,"CASMV",-123.115867930418,41.0938553558387,0,0
"CASMV0001","CASMV",1,2002,"STATUS_AND_TREND",150,"{137F899A-265C-478A-A88E-822672CB5377}","CA","180102100104","Klamath National Forest","FSR5","KS","2010CASMV1001",2010,"middle",64.5983875,52.093378,59.39285354,57.73056571,0.2548005,7.60030815,0.73667997,1189,7.193121693,20.95238095,13,9,"RES","Klamath/Siskiyou","CA","Y",2,"CASMV",-123.115867930418,41.0938553558387,0,0
"CASMV0001","CASMV",1,2002,"STATUS_AND_TREND",150,"{137F899A-265C-478A-A88E-822672CB5377}","CA","180102100104","Klamath National Forest","FSR5","KS","2010CASMV9001",2010,"middle",56.22045914,65.12249191,81.22437605,66.89835361,0.25366278,5.57710311,0.57696723,1189,13.2,13.33333333,11,10,"RES","Klamath/Siskiyou","CA","Y",2,"CASMV",-123.115867930418,41.0938553558387,0,0
