"SITE_ID","YEAR","VISIT_NO","DATE_COL","TEAM_ID","CHAN_CON","PERCENT","BANKFULL","VALLEY","PATTERN","CONSTRNT","FEATURES","VALLYBOX" 
"WCOP99-0597",2002,1,05/21/2002,"1"," ",40,9,400,"BRAIDED","CON_VSHAPED","BEDROCK"," " 
"WCOP99-0599",2001,1,10/17/2001,"1"," ",100,10,2000,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WCOP99-0601",2003,1,08/19/2003,"1"," ",50,76,9999,"ANASTOM","CON_BROAD","TERRACE","Y" 
"WCOP99-0621",2002,1,06/13/2002,"1"," ",80,21,150,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WCOP99-0622",2002,1,06/19/2002,"1"," ",90,4,5000,"SINGLE","CON_BROAD","TERRACE","Y" 
"WCOP99-0626",2002,1,09/05/2002,"1"," ",60,6,400,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WCOP99-0627",2002,1,05/22/2002,"1"," ",80,2,1000,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WCOP99-0629",2002,1,05/14/2002,"1"," ",30,4,2000,"SINGLE","CON_BROAD","TERRACE"," " 
"WCOP99-0632",2002,1,09/24/2002,"1"," ",95,8,1000,"SINGLE","CON_BROAD","TERRACE"," " 
"WCOP99-0633",2003,1,06/18/2003,"1"," ",0,12,50,"BRAIDED","UNC_NARROW","HILLSLOPE"," " 
"WCOP99-0634",2002,1,08/13/2002,"1"," ",100,2,700,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WCOP99-0637",2002,1,07/09/2002,"1"," ",75,6,1200,"SINGLE","CON_BROAD","TERRACE"," " 
"WCOP99-0638",2002,1,10/08/2002,"1"," ",85,32,1500,"BRAIDED","CON_BROAD","TERRACE"," " 
"WCOP99-0646",2003,1,06/10/2003,"1"," ",100,3,9999,"SINGLE","CON_BROAD","TERRACE","Y" 
"WCOP99-0647",2003,1,07/29/2003,"1"," ", ,11, ,"BRAIDED","UNC_NARROW","HILLSLOPE"," " 
"WCOP99-0649",2002,1,07/23/2002,"1"," ",80,7,2000,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WCOP99-0650",2002,1,08/20/2002,"1"," ",100,10,300,"BRAIDED","CON_BROAD","TERRACE"," " 
"WCOP99-0670",2003,1,06/11/2003,"1"," ",80,9, ,"BRAIDED","CON_VSHAPED","HILLSLOPE"," " 
"WCOP99-0672",2003,1,04/23/2003,"1"," ",80,12,1500,"SINGLE","CON_BROAD","TERRACE"," " 
"WIDP99-0501",2000,1,09/04/2000,"3","CH",100,10,1000," "," "," "," " 
"WIDP99-0502",2000,1,08/23/2000,"3","CH",100,7,100," "," "," "," " 
"WIDP99-0503",2000,1,09/07/2000,"3","CT",100,2,9999," "," "," "," " 
"WIDP99-0504",2000,1,09/12/2000,"3","CT",100,16,400," "," "," "," " 
"WIDP99-0508",2000,1,09/13/2000,"4","CH",100,2,1400," "," "," "," " 
"WIDP99-0510",2000,1,09/10/2000,"3","CT",100,21,200," "," "," "," " 
"WIDP99-0511",2000,1,08/24/2000,"4","CH",100,12,40," "," "," "," " 
"WIDP99-0514",2000,1,08/30/2000,"4","UA",75,999,9999," "," "," "," " 
"WIDP99-0515",2000,1,08/27/2000,"3","CH",100,3,800," "," "," "," " 
"WIDP99-0516",2000,1,08/30/2000,"3","CH",100,10,600," "," "," "," " 
"WIDP99-0520",2000,1,09/07/2000,"4","CH",25,3,75," "," "," "," " 
"WIDP99-0524",2000,1,08/23/2000,"4","CH",100,6,30," "," "," "," " 
"WIDP99-0595",2001,1,06/29/2001,"1"," ",15,4,200,"BRAIDED","UNC_BROAD","NOCONST"," " 
"WIDP99-0596",2001,1,07/05/2001,"1"," ",75,5,40,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WIDP99-0597",2001,1,06/25/2001,"1"," ",0,2,2000,"SINGLE","UNC_BROAD","NOCONST"," " 
"WIDP99-0599",2001,1,08/01/2001,"1"," ",5,9,45,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WIDP99-0600",2001,1,07/11/2001,"1"," ",0, ,40,"BRAIDED","UNC_NARROW","NOCONST"," " 
"WIDP99-0602",2001,1,08/14/2001,"1"," ",20,13,75,"SINGLE","CON_BROAD","HILLSLOPE"," " 
"WIDP99-0603",2001,1,07/24/2001,"1"," ",0,3,600,"ANASTOM","UNC_BROAD","NOCONST"," " 
"WIDP99-0605",2001,1,07/10/2001,"1"," ",90,2,35," ","CON_VSHAPED","HILLSLOPE"," " 
"WIDP99-0607",2001,1,07/17/2001,"1"," ",75,20,400,"BRAIDED","CON_VSHAPED","HILLSLOPE"," " 
"WIDP99-0610",2001,1,07/25/2001,"1"," ",20,12,3000,"SINGLE","UNC_BROAD"," "," " 
"WIDP99-0611",2001,1,06/27/2001,"1"," ",100,14,3050,"SINGLE","CON_BROAD","TERRACE"," " 
"WIDP99-0613",2001,1,07/31/2001,"1"," ",20,5,20,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WIDP99-0614",2001,1,08/07/2001,"1"," ",30,11,2500,"SINGLE","CON_VSHAPED","BEDROCK"," " 
"WIDP99-0615",2001,1,07/12/2001,"1"," ",0,4,50," ","UNC_NARROW"," "," " 
"WIDP99-0690",2002,1,08/07/2002,"1"," ",70,5,30," ","CON_VSHAPED","HILLSLOPE"," " 
"WIDP99-0694",2002,1,07/08/2002,"1"," ",10,6,50,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WIDP99-0695",2002,1,07/17/2002,"1"," ",0,6, ,"SINGLE","UNC_BROAD","NOCONST","Y" 
"WIDP99-0697",2002,1,06/27/2002,"1"," ",10,6,300,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WIDP99-0698",2002,1,07/22/2002,"1"," ",100,9,15,"SINGLE","CON_VSHAPED","HUMAN"," " 
"WIDP99-0699",2002,1,07/31/2002,"1"," ",80,3,10,"SINGLE","CON_VSHAPED","HUMAN"," " 
"WIDP99-0700",2002,1,06/25/2002,"1"," ",50,1,15,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WIDP99-0701",2002,1,07/15/2002,"1"," ",60,2,100,"SINGLE","UNC_NARROW","HUMAN"," " 
"WIDP99-0724",2002,1,08/12/2002,"1"," ",100,12,75,"SINGLE","CON_BROAD","HUMAN"," " 
"WIDP99-0725",2002,1,08/07/2002,"1"," ",0,3,40,"SINGLE","UNC_BROAD","NOCONST"," " 
"WIDP99-0726",2002,1,07/23/2002,"1"," ",0,2,60,"SINGLE","UNC_BROAD","NOCONST"," " 
"WIDP99-0727",2002,1,07/10/2002,"1"," ",50,4,75,"BRAIDED","UNC_NARROW","HILLSLOPE"," " 
"WIDP99-0729",2002,1,07/30/2002,"1"," ",90,7,25,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WIDP99-0737",2002,1,08/21/2002,"1"," ",80,3,30,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WIDP99-0738",2002,1,08/19/2002,"1"," ",70,5,75,"SINGLE","CON_VSHAPED","HUMAN"," " 
"WIDP99-0768",2003,1,06/30/2003,"1"," ",25,6,150,"SINGLE","CON_VSHAPED","BEDROCK"," " 
"WIDP99-0769",2003,1,07/14/2003,"1"," ",75,4,2000,"ANASTOM","CON_BROAD","TERRACE"," " 
"WIDP99-0770",2003,1,07/02/2003,"1"," ",50,7,200,"ANASTOM","CON_VSHAPED","HILLSLOPE"," " 
"WIDP99-0772",2003,1,07/07/2003,"1"," ",100,4,100,"SINGLE","CON_BROAD","TERRACE"," " 
"WMTP99-0503",2002,1,09/23/2002,"1"," ",70,10,50,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WMTP99-0505",2002,1,08/26/2002,"1"," ",100,5,75,"SINGLE","CON_BROAD","TERRACE"," " 
"WMTP99-0507",2002,1,07/22/2002,"1"," ",100,9,100,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WMTP99-0509",2001,1,09/13/2001,"1"," ",100,4, ,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WMTP99-0510",2000,1,10/08/2000,"1","CH",100,1,100," "," "," "," " 
"WMTP99-0515",2000,1,08/18/2000,"1","CH",100,5, ," "," "," "," " 
"WMTP99-0516",2002,1,08/18/2002,"1"," ",100,4,300,"SINGLE","CON_BROAD","TERRACE"," " 
"WMTP99-0517",2001,1,09/16/2001,"1"," ",100,5,1500,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WMTP99-0518",2002,1,07/13/2002,"1"," ",100,8,700,"SINGLE","CON_BROAD","TERRACE"," " 
"WMTP99-0521",2001,1,07/30/2001,"1"," ",100,1,10,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WMTP99-0523",2003,1,08/09/2003,"1"," ",50,3,80,"SINGLE","CON_VSHAPED","HILLSLOPE","Y" 
"WMTP99-0600",2001,1,07/24/2001,"1"," ",100,9,0,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WMTP99-0604",2001,1,10/07/2001,"1"," ",100,12, ,"SINGLE","CON_BROAD","HILLSLOPE"," " 
"WMTP99-0607",2001,1,07/23/2001,"1"," ",100,8,0,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WMTP99-0608",2001,1,07/19/2001,"1"," ",100,6,0,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WMTP99-0609",2001,1,07/09/2001,"1"," ",100,6, ,"ANASTOM","CON_VSHAPED","HILLSLOPE"," " 
"WMTP99-0613",2001,1,10/17/2001,"1"," ",0,5, ,"SINGLE","UNC_BROAD","NOCONST"," " 
"WMTP99-0628",2001,1,10/15/2001,"1"," ",100,5, ,"SINGLE","CON_BROAD","HILLSLOPE"," " 
"WMTP99-0633",2001,1,07/11/2001,"1"," ",100,5, ,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WMTP99-0635",2001,1,09/28/2001,"1"," ",100,14, ,"SINGLE","CON_BROAD","HILLSLOPE"," " 
"WMTP99-0648",2001,1,10/12/2001,"1"," ",100,6, ,"SINGLE","CON_BROAD","HILLSLOPE"," " 
"WMTP99-0653",2001,1,09/23/2001,"1"," ",100,7, ,"SINGLE","CON_BROAD","TERRACE"," " 
"WMTP99-0697",2002,1,10/09/2002,"1"," ",100,14,200,"SINGLE","CON_BROAD","TERRACE"," " 
"WMTP99-0698",2002,1,08/22/2002,"1"," ",100,1,300,"SINGLE","CON_BROAD","TERRACE"," " 
"WMTP99-0699",2002,1,10/10/2002,"1"," ",100,2,1000,"SINGLE","CON_BROAD","TERRACE"," " 
"WMTP99-0701",2002,1,07/10/2002,"1"," ",100,5,50,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WMTP99-0702",2002,1,07/20/2002,"1"," ", , , ,"SINGLE"," ","HUMAN"," " 
"WMTP99-0703",2003,1,08/20/2003,"1"," ",0,5,100,"BRAIDED","UNC_NARROW","HILLSLOPE"," " 
"WMTP99-0704",2002,1,08/20/2002,"1"," ",100,2,30,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WMTP99-0705",2002,1,10/22/2002,"1"," ",100,6,50,"SINGLE","CON_BROAD","TERRACE"," " 
"WMTP99-0707",2003,1,08/11/2003,"1"," ",70,4,80,"SINGLE","CON_VSHAPED","BEDROCK"," " 
"WMTP99-0712",2003,1,07/28/2003,"1"," ",5,3,9999,"SINGLE"," "," "," " 
"WMTP99-0713",2002,1,09/02/2002,"1"," ",100,25,500,"SINGLE","CON_BROAD","TERRACE"," " 
"WMTP99-0715",2003,1,08/08/2003,"1"," ",50,1,350,"SINGLE","CON_BROAD","TERRACE"," " 
"WMTP99-0716",2002,1,07/24/2002,"1"," ",100,1,3,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WMTP99-0719",2002,1,09/22/2002,"1"," ",100,5,150,"SINGLE","CON_BROAD","TERRACE"," " 
"WMTP99-0721",2002,1,08/23/2002,"1"," ",100,8,100,"SINGLE","UNC_NARROW","TERRACE"," " 
"WMTP99-0722",2002,1,09/06/2002,"1"," ",100,2,40,"SINGLE","CON_VSHAPED","TERRACE"," " 
"WMTP99-0723",2002,1,07/07/2002,"1"," ",100, ,300,"ANASTOM","UNC_NARROW","TERRACE"," " 
"WMTP99-0727",2002,1,08/24/2002,"1"," ",100,2,50,"SINGLE","UNC_NARROW","TERRACE"," " 
"WMTP99-0729",2002,1,10/12/2002,"1"," ",50,10,300,"SINGLE","CON_BROAD","TERRACE"," " 
"WMTP99-0731",2002,1,09/19/2002,"1"," ",100,13,900,"SINGLE","CON_BROAD","TERRACE"," " 
"WMTP99-0733",2004,1,09/04/2004,"1"," ",100,2,120,"SINGLE","CON_BROAD","TERRACE"," " 
"WMTP99-0745",2002,1,10/23/2002,"1"," ",100,3,2000,"SINGLE","UNC_BROAD","TERRACE"," " 
"WMTP99-0748",2003,1,07/17/2003,"1"," ",100,4,300,"SINGLE","UNC_BROAD","NOCONST","Y" 
"WMTP99-0749",2002,1,09/04/2002,"1"," ",50,4,50,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WMTP99-0793",2003,1,08/22/2003,"1"," ",20,2,5000,"SINGLE","CON_BROAD","TERRACE"," " 
"WMTP99-0801",2003,1,07/24/2003,"1"," ",100,0.46,20,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WMTP99-0803",2003,1,07/26/2003,"1"," ",100,6,150,"SINGLE","UNC_NARROW","TERRACE"," " 
"WMTP99-0804",2004,1,07/10/2004,"1"," ",0,4,316,"ANASTOM","UNC_BROAD","TERRACE"," " 
"WMTP99-0836",2003,1,07/29/2003,"1"," ",100, ,15,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WMTP99-0837",2004,1,07/24/2004,"1"," ",100,2,15,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WMTP99-0838",2003,1,08/10/2003,"1"," ",80,2,300,"SINGLE","CON_BROAD","TERRACE"," " 
"WMTP99-0839",2003,1,07/25/2003,"1"," ",100,3,3000,"SINGLE","CON_BROAD","TERRACE","Y" 
"WNDP99-0505",2000,1,08/08/2000,"1","US",0,30,200," "," "," "," " 
"WNDP99-0506",2000,1,08/07/2000,"1","US",0,17,25," "," "," "," " 
"WNDP99-0507",2000,1,07/20/2000,"1","US",0,20,55," "," "," "," " 
"WNDP99-0508",2000,1,06/28/2000,"1","CT",50,25,75," "," "," "," " 
"WNDP99-0514",2000,1,07/22/2000,"1","US",0,52,400," "," "," "," " 
"WNDP99-0529",2000,1,07/18/2000,"1","US",0,22,80," "," "," "," " 
"WNDP99-0531",2000,1,06/27/2000,"1","US",0, ,35," "," "," "," " 
"WNDP99-0539",2000,1,07/19/2000,"1","US",0,32,75," "," "," "," " 
"WNDP99-0544",2000,1,07/23/2000,"1","US",0,12,30," "," "," "," " 
"WNDP99-0546",2000,1,08/08/2000,"1","US",0,7,30," "," "," "," " 
"WNDP99-0574",2001,1,07/27/2001,"1"," ",100,7,3000,"SINGLE","CON_BROAD","HILLSLOPE"," " 
"WNDP99-0575",2001,1,07/10/2001,"1"," ",100,13,9999,"SINGLE","CON_BROAD","HILLSLOPE","Y" 
"WNDP99-0576",2001,1,06/19/2001,"1"," ",0,6,1000,"SINGLE","UNC_BROAD","NOCONST"," " 
"WNDP99-0578",2001,1,07/24/2001,"1"," ",80,10,2000,"SINGLE","CON_BROAD","HILLSLOPE"," " 
"WNDP99-0580",2001,1,07/12/2001,"1"," ",60,10,9999,"SINGLE","CON_BROAD","HILLSLOPE","Y" 
"WNDP99-0582",2001,1,07/11/2001,"1"," ",0,4,9999,"SINGLE","CON_BROAD","NOCONST","Y" 
"WNDP99-0584",2001,1,07/26/2001,"1"," ",60,16,3000,"SINGLE","CON_BROAD","HILLSLOPE"," " 
"WNDP99-0605",2001,1,06/11/2001,"1"," ",20,15,75,"SINGLE","UNC_BROAD","TERRACE"," " 
"WNDP99-0611",2001,1,06/20/2001,"1"," ",100,7,1500,"SINGLE","CON_BROAD","TERRACE"," " 
"WNDP99-0615",2001,1,07/10/2001,"1"," ",0,5,9999,"SINGLE","CON_BROAD","NOCONST","Y" 
"WNDP99-0617",2001,1,07/09/2001,"1"," ",100,4,1000,"SINGLE","CON_BROAD","HILLSLOPE"," " 
"WNDP99-0633",2001,1,08/14/2001,"1"," ",40,60,2000,"BRAIDED","CON_VSHAPED","TERRACE"," " 
"WNDP99-0648",2002,1,06/10/2002,"1"," ",100,10,2000,"SINGLE","CON_BROAD","TERRACE"," " 
"WNDP99-0650",2002,1,06/04/2002,"1"," ",100,28,9999,"SINGLE","CON_VSHAPED","TERRACE","Y" 
"WNDP99-0654",2002,1,06/08/2002,"1"," ",100,8,2000,"SINGLE","CON_BROAD","TERRACE"," " 
"WNDP99-0655",2002,1,06/05/2002,"1"," ",100,12,9999,"SINGLE","CON_BROAD","TERRACE","Y" 
"WNDP99-0671",2002,1,06/07/2002,"1"," ",100,18,2000,"SINGLE","CON_BROAD","TERRACE"," " 
"WNDP99-0676",2002,1,06/03/2002,"1"," ",100,30,2000,"SINGLE","CON_BROAD","TERRACE"," " 
"WNDP99-0680",2003,1,08/21/2003,"1"," ",100,18,3000,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WNDP99-0683",2002,1,06/06/2002,"1"," ",100,10,9999,"SINGLE","CON_BROAD","TERRACE","Y" 
"WNDP99-0685",2002,1,06/08/2002,"1"," ",100,8,2000,"SINGLE","CON_BROAD","TERRACE"," " 
"WNDP99-0688",2002,1,06/06/2002,"1"," ",100,23,9999,"SINGLE","CON_BROAD","TERRACE","Y" 
"WNDP99-0689",2003,1,08/20/2003,"1"," ",100,9,9999,"SINGLE","CON_BROAD","TERRACE","Y" 
"WNDP99-0700",2003,1,06/10/2003,"1"," ",100,8,2000,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WNDP99-0701",2002,1,06/09/2002,"1"," ",100,9,1000,"SINGLE","CON_BROAD","TERRACE"," " 
"WNDP99-0703",2002,1,06/09/2002,"1"," ",100,28,1000,"SINGLE","CON_VSHAPED","TERRACE"," " 
"WNDP99-0706",2003,1,06/11/2003,"1"," ",100,12,3000,"SINGLE","CON_BROAD","HILLSLOPE"," " 
"WNDP99-0707",2003,1,06/10/2003,"1"," ",100,6,2000,"SINGLE","CON_VSHAPED","BEDROCK"," " 
"WNDP99-0711",2003,1,08/19/2003,"1"," ",100,13,9999,"SINGLE","CON_BROAD","TERRACE","Y" 
"WNDP99-0712",2003,1,06/15/2003,"1"," ",100,21,1000,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WNDP99-0713",2003,1,06/11/2003,"1"," ",100,5,9999,"SINGLE","CON_BROAD","HILLSLOPE"," " 
"WNDP99-0714",2003,1,06/13/2003,"1"," ",100,15,3000,"SINGLE","CON_BROAD","HILLSLOPE"," " 
"WNDP99-0716",2003,1,08/20/2003,"1"," ",100,10,2000,"SINGLE","CON_VSHAPED","BEDROCK"," " 
"WNDP99-0717",2003,1,08/18/2003,"1"," ",100,13,9999,"SINGLE","CON_BROAD","TERRACE","Y" 
"WNVP99-0503",2000,1,07/05/2000,"1","CH",100,3,80," "," "," "," " 
"WNVP99-0505",2000,1,06/29/2000,"1","CH",0,1,100," "," "," "," " 
"WNVP99-0509",2000,1,07/13/2000,"1","US", ,3,1000," "," "," "," " 
"WNVP99-0511",2000,1,06/22/2000,"1","US",0, ,2000," "," "," "," " 
"WNVP99-0514",2000,1,07/19/2000,"1","CH",10,7,200," "," "," "," " 
"WNVP99-0516",2000,1,07/20/2000,"1","US", , , ," "," "," "," " 
"WNVP99-0518",2000,1,06/30/2000,"1","UB",0,25, ," "," "," "," " 
"WNVP99-0519",2000,1,07/03/2000,"1","CH",100,1,10," "," "," "," " 
"WNVP99-0520",2000,1,07/18/2000,"1","CH",80,3,40," "," "," "," " 
"WNVP99-0521",2000,1,07/27/2000,"1","CT",50,10,1000," "," "," "," " 
"WNVP99-0522",2000,1,06/21/2000,"1","CH",80,15,100," "," "," "," " 
"WNVP99-0524",2000,1,07/06/2000,"1","CL",50,5,1000," "," "," "," " 
"WNVP99-0555",2001,1,07/03/2001,"1"," ",100,2,10,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WNVP99-0556",2001,1,07/01/2001,"1"," ",20,30,100,"SINGLE","CON_BROAD","TERRACE"," " 
"WNVP99-0557",2001,1,06/16/2001,"1"," ",100,4,15," ","CON_BROAD","TERRACE"," " 
"WNVP99-0559",2001,1,06/15/2001,"1"," ",0,1,100,"SINGLE","UNC_BROAD","NOCONST"," " 
"WNVP99-0561",2001,1,06/19/2001,"1"," ",100,5,10,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WNVP99-0562",2001,1,06/30/2001,"1"," ",70,20,200,"SINGLE","CON_BROAD","TERRACE"," " 
"WNVP99-0566",2001,1,06/20/2001,"1"," ",100,2,800," ","CON_BROAD","TERRACE"," " 
"WNVP99-0570",2001,1,06/05/2001,"1"," ",100,10,150,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WNVP99-0571",2004,1,08/12/2004,"1"," ",100,5,150,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WNVP99-0573",2001,1,06/29/2001,"1"," ",20,8,100,"SINGLE","CON_BROAD","TERRACE"," " 
"WNVP99-0576",2001,1,06/13/2001,"1"," ",0,3, ,"SINGLE","CON_BROAD","NOCONST","Y" 
"WNVP99-0577",2001,1,06/27/2001,"1"," ",0,3,1000,"SINGLE","UNC_BROAD","NOCONST"," " 
"WNVP99-0608",2002,1,06/05/2002,"1"," ",80,1,9999,"SINGLE","CON_BROAD","TERRACE"," " 
"WNVP99-0612",2002,1,07/02/2002,"1"," ",100,2.5,250,"SINGLE","CON_BROAD","TERRACE"," " 
"WNVP99-0613",2002,1,05/30/2002,"1"," ",0,11,9999,"SINGLE","UNC_BROAD","NOCONST","Y" 
"WNVP99-0615",2002,1,08/12/2002,"1"," ",100,1.2,15,"SINGLE","UNC_NARROW","TERRACE"," " 
"WNVP99-0617",2002,1,07/18/2002,"1"," ",100,1.8,18,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WNVP99-0620",2002,1,06/10/2002,"1"," ",0,4,3000,"SINGLE","UNC_BROAD","NOCONST"," " 
"WNVP99-0622",2002,1,06/19/2002,"1"," ",100,2.5,5500,"SINGLE","CON_BROAD","TERRACE"," " 
"WNVP99-0626",2002,1,06/09/2002,"1"," ",100,4,300,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WNVP99-0627",2002,1,06/18/2002,"1"," ",100,3,50,"SINGLE","UNC_NARROW","TERRACE"," " 
"WNVP99-0628",2002,1,07/09/2002,"1"," ",100,2.5,30,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WNVP99-0631",2002,1,07/24/2002,"1"," ",0, ,9999,"ANASTOM","UNC_BROAD","NOCONST","Y" 
"WNVP99-0633",2002,1,06/24/2002,"1"," ",100,4,9999,"SINGLE","CON_BROAD","TERRACE"," " 
"WNVP99-0634",2002,1,06/26/2002,"1"," ",100,5,130,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WNVP99-0635",2002,1,06/03/2002,"1"," ",0,3.5,9999,"SINGLE","UNC_BROAD","NOCONST"," " 
"WNVP99-0663",2002,1,06/25/2002,"1"," ",100,5,50,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WNVP99-0668",2002,1,07/26/2002,"1"," ",75,1.4,70,"SINGLE","CON_BROAD","TERRACE"," " 
"WNVP99-0670",2002,1,07/25/2002,"1"," ",0,0.9,30,"SINGLE","UNC_BROAD","NOCONST"," " 
"WNVP99-0672",2002,1,07/07/2002,"1"," ",100,38,5000,"SINGLE","CON_BROAD","TERRACE"," " 
"WNVP99-0673",2002,1,06/20/2002,"1"," ",100,2.7,20,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WNVP99-0674",2002,1,08/07/2002,"1"," ",100,1.7,150,"SINGLE","UNC_NARROW","TERRACE"," " 
"WNVP99-0677",2002,1,05/29/2002,"1"," ",100,5,400,"BRAIDED","CON_VSHAPED","TERRACE"," " 
"WNVP99-0679",2002,1,06/06/2002,"1"," ",100,2.5,800,"SINGLE","UNC_NARROW","TERRACE"," " 
"WNVP99-0680",2002,1,07/29/2002,"1"," ",100,1.5,15,"SINGLE","UNC_NARROW","TERRACE"," " 
"WNVP99-0681",2002,1,07/17/2002,"1"," ",100,6,10,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WNVP99-0683",2002,1,07/01/2002,"1"," ",100,2.7,75,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WNVP99-0686",2002,1,06/17/2002,"1"," ",100,2,100,"SINGLE","CON_BROAD","TERRACE"," " 
"WNVP99-0687",2002,1,08/14/2002,"1"," ",30,21,9999,"SINGLE","UNC_BROAD","TERRACE"," " 
"WORP99-0503",2000,1,08/21/2000," ","CH",100,3,50," "," "," "," " 
"WORP99-0505",2000,1,06/28/2000," ","CT",100,15,500," "," "," "," " 
"WORP99-0508",2000,1,08/01/2000,"1","CH",100,7,100," "," "," "," " 
"WORP99-0510",2000,1,08/22/2000," ","CH",100,2,20," "," "," "," " 
"WORP99-0511",2000,1,08/30/2000," ","CH",100,3,5," "," "," "," " 
"WORP99-0512",2000,1,09/12/2000," ","US", ,1, ," "," "," "," " 
"WORP99-0515",2000,1,08/15/2000," ","CT",100,2,400," "," "," "," " 
"WORP99-0518",2000,1,08/03/2000," ","CH",50,4,30," "," "," "," " 
"WORP99-0520",2000,1,08/02/2000," ","CH",100,12,500," "," "," "," " 
"WORP99-0522",2000,1,08/24/2000," ","CH",100,5,15," "," "," "," " 
"WORP99-0523",2000,1,08/15/2000," ","CT",100,6,100," "," "," "," " 
"WORP99-0528",2000,1,08/07/2000," ","US",0,1.5,150," "," "," "," " 
"WORP99-0529",2000,1,08/08/2000," ","US",0,2,15," "," "," "," " 
"WORP99-0530",2000,1,07/18/2000,"1","CH",100,2,20," "," "," "," " 
"WORP99-0538",2000,1,09/12/2000," ","CT",100,2,20," "," "," "," " 
"WORP99-0541",2000,1,08/09/2000," ","CH",80,5,300," "," "," "," " 
"WORP99-0542",2000,1,08/07/2000,"1","US",0,1,80," "," "," "," " 
"WORP99-0547",2000,1,08/09/2000," ","CT",10,5,50," "," "," "," " 
"WORP99-0548",2000,1,08/14/2000," ","US",0,1,200," "," "," "," " 
"WORP99-0551",2000,1,08/14/2000," ","UB", , , ," "," "," "," " 
"WORP99-0554",2000,1,07/31/2000,"1","CH",100,6,12," "," "," "," " 
"WORP99-0559",2000,1,07/20/2000,"1","CH",100,5,75," "," "," "," " 
"WORP99-0560",2000,1,08/16/2000,"1","CT",100,2,300," "," "," "," " 
"WORP99-0605",2000,1,09/14/2000," ","CL",100,3,25," "," "," "," " 
"WORP99-0606",2000,1,08/07/2000," ","CT",100,5,70," "," "," "," " 
"WORP99-0607",2000,1,08/17/2000," ","US",10,7,200," "," "," "," " 
"WORP99-0608",2000,1,07/19/2000,"1","CT",100,5,200," "," "," "," " 
"WORP99-0613",2000,1,08/15/2000," ","CH",25,8,30," "," "," "," " 
"WORP99-0622",2000,1,08/15/2000," ","CH",100,3,10," "," "," "," " 
"WORP99-0625",2000,1,08/08/2000," ","CL",100,10,100," "," "," "," " 
"WORP99-0626",2000,1,08/01/2000," ","US",0,1.8,200," "," "," "," " 
"WORP99-0630",2000,1,08/08/2000," ","CB",100,15,25," "," "," "," " 
"WORP99-0657",2001,1,08/01/2001," "," ",100,5,15,"SINGLE","CON_VSHAPED","BEDROCK"," " 
"WORP99-0659",2001,1,08/23/2001," "," ",100,4,30,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
