"SITE_ID","YEAR","VISIT_NO","W1H_WALL","W1H_PVMT","W1H_ROAD","W1H_PIPE","W1H_LDFL","W1H_PARK","W1H_CROP","W1H_PSTR","W1H_LOG","W1H_MINE","LSUB_DMM","LTEST","LRBS_TST","LDMB_BW5","S_LDMB_BW5","LDMB_BW4","LRBS_BW6","S_LRBS_BW6","LRBS_BW5","S_LRBS_BW5","LRBS_BW4","DCBF_G08","LDCBF_G08","LRBS_G08","REACHLEN","XSLOPE","XDEPTH","INTERVAL","TOTCHLEN","NRP","SEGMENTS","RPGT50","RPGT75","RPGT100","RPMXLEN","RPMXDEP","RPMXWID","RPMXAR","RPMXVOL","RPXWID","RPXDEP","RPXLEN","RPXAREA","RPXVOL","RPVDEP","RPVLEN","RPVAREA","TOTPLEN","AREASUM","TOTPVOL","TOTSDLEN","TOTDPLEN","TOTUPLEN","TOTDPSDL","TOTUPSDL","TOTPLENC","AREASUMC","TOTPVOLC","TOTSDLNC","RPGT05","RPGT05X","RPGT10","RPGT10X","RPGT20","RPGT20X","PCTRCHRP","PCTRSED","PCTCHARP","PCTCHASD","PCTPSED","PCTDSED","PCTUSED","RP100","RPV100R","RP100C","RPV100C","S_RP100","PCT_GF","PCT_RS","PCT_OT","PCT_FN","PCT_OM","PCT_SA","PCT_RR","PCT_GC","PCT_CB","PCT_WD","PCT_HP","PCT_BL","PCT_RC","PCT_SB","PCT_XB","PCT_SAFN","PCT_SFGF","PCT_BIGR","PCT_BDRK","PCT_ORG","N","LSUBD_SD","LSUB_D75","LSUB_D50","LSUB_D25","LSUB_IQR","LSUB_D16","LSUB_D84","N_NOR","LSUB_DMM_NOR","SUB_DMM_NOR","LSUBD_SD_NOR","SUBD_SD_NOR","LSUB2DMM","LSUBD2SD","LSUB2D75","LSUB2D50","LSUB2D25","LSUB2IQR","LSUB2D16","LSUB2D84","LSUB2DMM_NOR","SUB2DMM_NOR","LSUBD2SD_NOR","SUBD2SD_NOR","LSUB2D16INOR","LSUB2D50INOR","LSUB2D84INOR","DGM","D16","D50","D84","NC","NS","C1W","C2W","C3W","C4W","C5W","C1D","C2D","C3D","C4D","C5D","V1W","V2W","V3W","V4W","V5W","V1D","V2D","V3D","V4D","V5D","C1T","C2T","C3T","C4T","C5T","V1T","V2T","V3T","V4T","V5T","C1W_MSQ","C2W_MSQ","C3W_MSQ","C4W_MSQ","C5W_MSQ","V1W_MSQ","V2W_MSQ","V3W_MSQ","V4W_MSQ","V5W_MSQ","C1WM100","C2WM100","C3WM100","C4WM100","C5WM100","V1WM100","V2WM100","V3WM100","V4WM100","V5WM100","C1DM100","C2DM100","C3DM100","C4DM100","C5DM100","V1DM100","V2DM100","V3DM100","V4DM100","V5DM100","C1TM100","C2TM100","C3TM100","C4TM100","C5TM100","V1TM100","V2TM100","V3TM100","V4TM100","V5TM100","RCHWSDSL","RCHWSDML","RCHWSDLL","RCHWMDSL","RCHWMDML","RCHWMDLL","RCHWLDSL","RCHWLDML","RCHWLDLL","RCHWXDSL","RCHWXDML","RCHWXDLL","RCHDSDSL","RCHDSDML","RCHDSDLL","RCHDMDSL","RCHDMDML","RCHDMDLL","RCHDLDSL","RCHDLDML","RCHDLDLL","RCHDXDSL","RCHDXDML","RCHDXDLL","RCHTSDSL","RCHTSDML","RCHTSDLL","RCHTMDSL","RCHTMDML","RCHTMDLL","RCHTLDSL","RCHTLDML","RCHTLDLL","RCHTXDSL","RCHTXDML","RCHTXDLL","RCHWETT","RCHDRYT","RCHWDT","LWDWV33","LWDDV33","LWDTV33","LWDWVCAL","LWDDVCAL","LWDTVCAL","SMWETDIA","MDWETDIA","LGWETDIA","XLWETDIA","SMDRYDIA","MDDRYDIA","LGDRYDIA","XLDRYDIA","SMDIATOT","MDDIATOT","LGDIATOT","XLDIATOT","SHWETLEN","MDWETLEN","LGWETLEN","SHDRYLEN","MDDRYLEN","LGDRYLEN","SHLENTOT","MDLENTOT","LGLENTOT","VSLOPE","NSLP","TOTEAST","TOTNORTH","N_XTOT","N_YTOT","FISH_D","TRANSPC","LOCMETHOD","CROWS_D","SINU","XBEARING","N_D","SDDEPTH","N_W","XWIDTH","SDWIDTH","N_WD","N_WDR","N_BFRAT","XWXD","XWD_RAT","BFWD_RAT","SDWXD","SDWD_RAT","PCT_DR","PCT_PD","PCT_GL","PCT_PL","PCT_RI","PCT_CA","PCT_RA","PCT_PT","PCT_PB","PCT_PP","PCT_FA","PCT_P","PCT_FAST","PCT_SLOW","PCT_POOL","PCT_DRS","PCT_SUB","PCT_SIDE","SAMPLED" 
"WNVP99-0677",2002,1,0,0.0303045455,0.3636454545,0,0.1590909091,0.1363681818,0.0454545455,0.2272772727,0,0,0.2474020649,1.2115703522,-0.964168287,1.6751389365,1.6801805565,1.6745903227,-1.427736872,-1.432778492,-1.427736872,-1.432778492,-1.427188258,48.598402419,1.6866219929,-1.439219928,149,1.563,15.202702703,1,149,24,0,0,0,0,17,37.44625,2.9386169312,1.10613,0.9838696059,0.8381021153,6.3302877639,4.5416666667,0.2856992445,0.1662669375,6.1018096384,4.2730618965,0.3402222996,109,6.8567818668,3.6578726258,82,47,61,32,49,109,6.8567818668,3.6578726258,82,15,13.679261972,10,16.929642959,1,37.44625,73.154362416,55.033557047,73.154362416,55.033557047,75.229357798,68.085106383,80.327868852,4.6018670247,2.454948071,4.6018670247,2.454948071,4.0856902821,28.571428571,0,11.224489796,9.1836734694,0,29.591836735,0,19.387755102,2.0408163265,0,0,0,0,0,0,38.775510204,67.346938776,21.428571429,0,0,87,1.1240811044,0.7525785016,0.7525785016,-0.460409579,1.212988081,-0.460409579,1.5051499783,87,0.2474020649,11.833204644,1.1240811044,21.613083767,0.2474020649,1.1240811044,0.7525785016,0.7525785016,-0.460409579,1.212988081,-0.460409579,1.5051499783,0.2474020649,11.833204644,1.1240811044,21.613083767,-0.963484494,0.4784226717,1.4284665478,1.7676735555,0.1087715974,3.009003353,26.820480111,10,10,2,0,0,0,0,7,1,0,0,0,0.116,0,0,0,0,0.681,0.333,0,0,0,9,1,0,0,0,0.797,0.333,0,0,0,0.0026179257,0,0,0,0,0.0001518397,0,0,0,0,1.3422818792,0,0,0,0,0.077852349,0,0,0,0,4.6979865772,0.6711409396,0,0,0,0.4570469799,0.2234899329,0,0,0,6.0402684564,0.6711409396,0,0,0,0.5348993289,0.2234899329,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,2,7,9,0.116,0.681,0.797,0.1058,0.58,0.6858,2,0,0,0,6,1,0,0,8,1,0,0,2,0,0,7,0,0,9,0,0,0.5138968768,10,61.295663283,-127.6015678,10,10,150,15,"NONE",141.56029966,1.0596191189,154.34188462,148,7.5258822878,20,2.79,1.642174425,20,20,10,0.39,24.487286123,10.733110884,0.2605504295,24.189141486,0,0,49.324324324,0,45.27027027,0,0,0,0,4.0540540541,0,1.3513513514,45.27027027,54.72972973,5.4054054054,0,0,0,"YES" 
"WNVP99-0679",2002,1,0,0.2424363636,0.0909136364,0,0,0,0,1.5,0,0,0.1293784276,1.4592720046,-1.329893577,2.2273725452,2.2262851741,2.1141317837,-2.097994118,-2.096906747,-2.097994118,-2.096906747,-1.984753356,467.30375622,2.6695992719,-2.540220844,149,4.78,8.7933333333,1,149,33,0,0,0,0,3,6.685,0.6685,0.0911,0.0242533285,0.1591850814,1.4613437144,1.4848484848,0.021344067,0.0026136278,1.1262616378,0.795346313,0.0205903315,49,0.70435421,0.0836360898,41,10,39,8,33,49,0.70435421,0.0836360898,41,1,6.685,0,0,0,0,32.88590604,27.516778523,32.88590604,27.516778523,83.673469388,80,84.615384615,0.4727209463,0.0561316039,0.4727209463,0.0561316039,0.601636105,3.0612244898,0,8.1632653061,2.0408163265,0,57.142857143,0,13.265306122,9.1836734694,7.1428571429,0,0,0,0,0,59.183673469,62.244897959,22.448979592,0,7.1428571429,83,1.04945665,1.5051499783,-0.460409579,-0.460409579,1.9655595578,-0.460409579,1.5051499783,83,0.1293784276,19.166206651,1.04945665,39.342568943,0.1293784276,1.04945665,1.5051499783,-0.460409579,-0.460409579,1.9655595578,-0.460409579,1.5051499783,0.1293784276,19.166206651,1.04945665,39.342568943,-0.915097459,-0.147675349,1.6079632999,1.3470335964,0.1215913108,0.7117453706,40.547426937,10,10,43,19,5,0,0,63,24,7,0,0,10.358,8.966,5.21,0,0,15.514,13.252,7.294,0,0,106,43,12,0,0,25.872,22.218,12.504,0,0,0.1027345192,0.0453943225,0.0119458743,0,0,0.0247470733,0.0214213418,0.0124476011,0,0,28.859060403,12.751677852,3.355704698,0,0,6.9516778523,6.0174496644,3.4966442953,0,0,42.281879195,16.10738255,4.6979865772,0,0,10.412080537,8.8939597315,4.8953020134,0,0,71.140939597,28.859060403,8.0536912752,0,0,17.363758389,14.911409396,8.3919463087,0,0,24,6,0,8,5,0,0,0,0,0,0,0,39,2,0,14,7,0,1,0,0,0,0,0,63,8,0,22,12,0,1,0,0,0,0,0,43,63,106,10.358,15.514,25.872,7.4016,11.1943,18.5959,30,13,0,0,41,21,1,0,71,34,1,0,32,11,0,54,9,0,86,20,0,1.6362558887,10,38.964553335,129.61399954,10,10,150,15,"NONE",135.34409959,1.108286216,16.731826826,150,1.963754337,20,1.175,0.5608968382,20,20,10,0.09635,16.811129149,5.0917236288,0.0346793963,20.76439823,0,0,4.6666666667,0,95.333333333,0,0,0,0,0,0,0,95.333333333,4.6666666667,0,0,0,0,"YES" 
"WNVP99-0680",2002,1,0,0,0,0,0,0,0,0,0,0,0.5803654624,0.4796291565,0.100736306,1.5930828942,1.5784489234,1.395573461,-1.012717432,-0.998083461,-1.012717432,-0.998083461,-0.815207999,51.286639096,1.7100042399,-1.129638778,149,2.9905,1.472972973,1,149,15,0,0,0,0,6,16.26475,0.8,0.18779875,0.0547921569,0.2077445759,2.5814508929,1.8666666667,0.0455204167,0.011319425,4.0238988515,1.7265434779,0.0726524391,28,0.68280625,0.1471525256,12,9,18,3,8,28,0.68280625,0.1471525256,12,4,10.98165625,2,14.8309375,0,0,18.791946309,8.0536912752,18.791946309,8.0536912752,42.857142857,33.333333333,44.444444444,0.4582592282,0.0987600843,0.4582592282,0.0987600843,1.0920267068,27.5,0,0,7.5,0,25,0,32.5,7.5,0,0,0,0,0,0,32.5,60,40,0,0,40,1.1430057268,1.5051499783,0.7525785016,-0.460409579,1.9655595578,-0.460409579,1.5051499783,40,0.5803654624,21.52958095,1.1430057268,33.252511738,0.5803654624,1.1430057268,1.5051499783,0.7525785016,-0.460409579,1.9655595578,-0.460409579,1.5051499783,0.5803654624,21.52958095,1.1430057268,33.252511738,-0.704069976,0.8757236237,1.6487181301,3.805094635,0.1976651124,7.5114472853,44.536709822,10,10,8,2,0,0,0,1,1,0,0,0,1.014,0.666,0,0,0,0.333,0.333,0,0,0,9,3,0,0,0,1.347,0.999,0,0,0,0.0386015704,0.0096503926,0,0,0,0.004892749,0.0032135807,0,0,0,5.3691275168,1.3422818792,0,0,0,0.6805369128,0.4469798658,0,0,0,0.6711409396,0.6711409396,0,0,0,0.2234899329,0.2234899329,0,0,0,6.0402684564,2.0134228188,0,0,0,0.9040268456,0.6704697987,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,8,1,9,1.014,0.333,1.347,0.8426,0.2626,1.1052,6,2,0,0,0,1,0,0,6,3,0,0,8,0,0,1,0,0,9,0,0,2.0291520533,10,85.538006857,-83.33476331,10,10,150,15,"NONE",119.42124347,1.2560579311,134.25252433,148,2.9240870334,19,0.1947368421,0.2933971223,19,7,4,0.0075789474,16.343537415,6.8229415512,0.0128725193,6.4398469185,66.891891892,0,24.324324324,0,3.3783783784,0,0,0,5.4054054054,0,0,0,3.3783783784,29.72972973,5.4054054054,66.891891892,0,2.027027027,"YES" 
"WNVP99-0681",2002,1,0,0,0.2777916667,0,0,0,0,1.5,0,0,2.5549989018,2.7159147911,-0.160915889,2.8455450064,2.8578208464,2.8033007005,-0.307116563,-0.319392403,-0.290546105,-0.302821945,-0.248301799,1158.7731584,3.0639984267,-0.508999525,158.4,13.1475,57.727272727,1.6,158.4,22,0,4,2,0,8,84.098,4.2002271845,4.31184,5.7821945674,1.4473258903,25.177876244,4.2909090909,1.049736581,1.124510318,21.63727514,2.2294370613,1.0974671397,94.4,23.094204783,23.614716677,0,38.4,56,0,0,94.4,23.094204783,23.614716677,0,21,33.889280927,20,35.156294973,15,42.025393297,59.595959596,0,59.595959596,0,0,0,0,14.579674737,14.90828073,14.579674737,14.90828073,12.349029305,0,2.7272727273,0,0,0,2.7272727273,0,13.636363636,18.181818182,0.9090909091,0,61.818181818,0,33.636363636,28.181818182,2.7272727273,2.7272727273,96.363636364,2.7272727273,0.9090909091,109,0.7798522265,3,3,2.1020561926,0.8979438074,1.5051499783,3,106,2.5211051395,669.91357764,0.7638121394,444.69603746,2.5384284433,0.8062657869,3.3010299957,2.6989700043,2.1020561926,1.1989738031,1.5051499783,3.3010299957,2.5040657058,787.83810594,0.7907761251,803.51805833,1.7644371479,2.6420183835,3.2726749122,319.20207495,58.134929203,438.54926102,1873.5915205,10,10,141,53,12,0,0,138,67,17,0,0,26.731,21.627,11.296,0,0,33.197,29.079,17.714,0,0,279,120,29,0,0,59.928,50.706,29.01,0,0,0.1408872902,0.0529576339,0.0119904077,0,0,0.0267096323,0.0216097122,0.0112869704,0,0,89.015151515,33.45959596,7.5757575758,0,0,16.875631313,13.653409091,7.1313131313,0,0,87.121212121,42.297979798,10.732323232,0,0,20.95770202,18.357954545,11.183080808,0,0,176.13636364,75.757575758,18.308080808,0,0,37.833333333,32.011363636,18.314393939,0,0,88,22,2,19,10,0,0,0,0,0,0,0,71,35,0,15,17,0,0,0,0,0,0,0,159,57,2,34,27,0,0,0,0,0,0,0,141,138,279,26.731,33.197,59.928,20.2892,23.6742,43.9634,112,29,0,0,106,32,0,0,218,61,0,0,107,32,2,86,52,0,193,84,2,4.0844802811,10,-111.1209833,84.179820587,10,10,160,16,"NONE",139.40629514,1.1477243538,307.14578565,99,25.834172189,20,4.68,1.745550735,20,20,10,2.9418,8.5379057432,6.7274454594,1.6396902981,4.3187923277,0,0,8.0808080808,0,15.151515152,31.313131313,26.262626263,2.0202020202,0,17.171717172,0,0,72.727272727,27.272727273,19.191919192,0,0,9.0909090909,"YES" 
"WNVP99-0683",2002,1,0,0,0,0,0,0,0,1.4545454545,0,0,1.4763653343,2.0261983534,-0.549833019,2.3771289564,2.3864621262,2.3771289564,-0.915376729,-0.924709899,-0.900763622,-0.910096792,-0.900763622,305.16350478,2.4845325941,-1.00816726,149,7.42,20.897959184,1,149,32,0,0,0,0,6,21.05,1.3214642857,0.65525,0.298480844,0.4640476015,5.6578542173,2.625,0.1445210554,0.0481489043,4.6754332922,1.5397947077,0.1410088798,84,4.6246737713,1.4926160322,11,36,47,4,7,84,4.6246737713,1.4926160322,11,21,10.654398911,9,14.682486347,1,21.05,56.375838926,7.3825503356,56.375838926,7.3825503356,13.095238095,11.111111111,14.893617021,3.1038079002,1.0017557263,3.1038079002,1.0017557263,2.0853237359,5.7142857143,0,0,1.9047619048,0,12.380952381,0,30.476190476,42.857142857,1.9047619048,0,4.7619047619,0,4.7619047619,0,14.285714286,20,78.095238095,0,1.9047619048,103,1.0237166441,2.1020561926,1.5051499783,1.5051499783,0.5969062143,0.7525785016,2.1020561926,103,1.4763653343,114.12145847,1.0237166441,207.9665112,1.4617522277,1.0036212437,2.1020561926,1.5051499783,1.5051499783,0.5969062143,0.7525785016,2.1020561926,1.4617522277,89.849613806,1.0036212437,107.1664821,0.5237921925,1.7779584119,2.2469754487,28.956910761,3.3403516777,59.973364292,176.59379869,10,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.116,0,0,0,0,2,0,0,0,0,0.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3422818792,0,0,0,0,0.077852349,0,0,0,0,1.3422818792,0,0,0,0,0.077852349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0.116,0.116,0,0.1058,0.1058,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,1.1106679672,10,-123.2536409,-19.51528198,10,10,150,15,"NONE",124.78904692,1.202028573,261.00279634,147,5.6903363093,20,2.175,0.6504047323,20,20,10,0.49815,10.056556273,6.2272294817,0.1483070339,4.5827482594,0,0,1.3605442177,0,92.517006803,0,4.7619047619,0,0,1.3605442177,0,0,97.278911565,2.7210884354,1.3605442177,0,0,4.7619047619,"YES" 
"WNVP99-0686",2002,1,0,0.0303045455,0.3333454545,0,0,0,0,1.5,0,0,-0.782006732,0.7720861738,-1.554092906,1.8067944726,1.8044381082,1.8067944726,-2.588801205,-2.586444841,-2.588801205,-2.586444841,-2.588801205,225.53437713,2.3532127487,-3.135219481,149,3.7555,2.3,1,149,15,0,0,0,0,2,2.88225,0.480375,0.03823375,0.0086573319,0.2086214574,1.0925011816,1.1333333333,0.0112935,0.0013058761,0.4911442852,0.3518657753,0.0082114974,17,0.1694025,0.0182822654,14,2,15,1,13,17,0.1694025,0.0182822654,14,0,0,0,0,0,0,11.409395973,9.3959731544,11.409395973,9.3959731544,82.352941176,50,86.666666667,0.113692953,0.0122699768,0.113692953,0.0122699768,0.2485012519,9.5238095238,0,1.9047619048,47.619047619,0,23.80952381,0,9.5238095238,6.6666666667,0.9523809524,0,0,0,0,0,71.428571429,80.952380952,16.19047619,0,0.9523809524,102,1.4924615336,0.7525785016,-0.460409579,-2.110922507,2.8635010089,-2.110922507,1.5051499783,102,-0.782006732,12.461240686,1.4924615336,32.506241882,-0.782006732,1.4924615336,0.7525785016,-0.460409579,-2.110922507,2.8635010089,-2.110922507,1.5051499783,-0.782006732,12.461240686,1.4924615336,32.506241882,-2.419611432,-1.1609336,1.2450600621,0.165193619,0.0038052971,0.0690345344,17.581667481,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.148154195,10,7.0437242188,127.2194415,10,10,150,15,"NONE",127.41428627,1.1772620197,3.1690444317,150,0.9322700879,20,0.55,0.3187145233,20,20,10,0.01305,30.75,7.6043735676,0.0074866548,35.521285111,0,0,4,0,96,0,0,0,0,0,0,0,96,4,0,0,0,0,"YES" 
"WNVP99-0687",2002,1,0.0681818182,0,0,0,0.2727272727,0,0,1.5,0,0,-0.055920384,1.1850584461,-1.24097883,1.4034503161,1.3296191823,1.4034503161,-1.4593707,-1.385539566,-1.4593707,-1.385539566,-1.4593707,31.757695556,1.501848981,-1.557769365,742.5,0.435,51.39,7.5,742.5,13,0,5,1,1,150,164.265625,33.131049296,63.42890625,343.31260748,7.8751847006,24.289909269,45.576923077,10.935494315,65.72078226,25.909373962,38.664608146,16.795490589,592.5,142.1614261,788.64938712,69,270,315,240,270,592.5,142.1614261,788.64938712,69,11,47.993604627,9,56.817877878,7,68.134146557,79.797979798,9.2929292929,79.797979798,9.2929292929,11.64556962,88.888888889,85.714285714,19.146320013,106.21540567,19.146320013,106.21540567,32.43044643,16.19047619,0,0,19.047619048,0,39.047619048,0,22.857142857,2.8571428571,0,0,0,0,0,0,58.095238095,74.285714286,25.714285714,0,0,105,1.2962160498,1.5051499783,-0.460409579,-0.460409579,1.9655595578,-2.110922507,1.5051499783,105,-0.055920384,11.980905048,1.2962160498,23.626128644,-0.055920384,1.2962160498,1.5051499783,-0.460409579,-0.460409579,1.9655595578,-2.110922507,1.5051499783,-0.055920384,11.980905048,1.2962160498,23.626128644,-1.50635295,-0.014688769,1.459995479,0.8791836763,0.031163559,0.9667434347,28.840014804,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232856656,10,235.31498973,576.833221,10,10,750,75,"NONE",622.98451766,1.2038822455,22.19265353,100,31.807150902,20,20.165,12.669078602,20,20,10,9.65945,59.407606562,26.975684761,6.731978926,69.138459809,0,0,89,2,8,0,0,1,0,0,0,0,8,92,3,0,0,0,"YES" 
"WORP99-0813",2002,1,0,0,0,0,0,0,0,0,0,0,1.0154453281, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,4,0,16,0,0,0,44,20,0,0,0,0,0,0,16,32,68,4,0,25,1.5194095645,1.5051499783,1.5051499783,0.7525785016,0.7525714768,-0.679172003,2.1020561926,24,0.9013981126,41.962857667,1.4386356727,46.21756143,1.0154453281,1.5194095645,1.5051499783,1.5051499783,0.7525785016,0.7525714768,-0.679172003,2.1020561926,0.9013981126,41.962857667,1.4386356727,46.21756143,-1.2929748,1.4230508886,1.943468302,7.9688951478,0.0509360426,26.488104956,87.79470058, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ," ", , , ,0, ,0, , ,0,0,0, , , , , , , , , , , , , , , , , , , , , , , ,"YES" 
"WORP99-0815",2002,1,0,0,0.6667,0,0,0,0,1.3409090909,0.6667,0,-0.326983285,0.9256839452,-1.25266723,1.1902526544,1.1332753388,0.1902526544,-1.517235939,-1.460258624,-1.517235939,-1.460258624,-0.517235939,34.405345252,1.5366259203,-1.863609205,148.5,1.75,7.03,1.5,148.5,8,0,0,0,0,13.5,41.49125,1.6229117647,1.77553125,1.1984376352,0.8673077193,12.151219512,7.6875,0.92475,0.5943431657,11.500773505,4.772970773,0.7073863483,61.5,7.398,4.1604021596,41,27,33,27,33,61.5,7.398,4.1604021596,41,6,29.655,6,29.655,5,32.655,41.414141414,27.609427609,41.414141414,27.609427609,66.666666667,100,100,4.9818181818,2.8016176159,4.9818181818,2.8016176159,6.57133259,9.5238095238,0,0,43.80952381,0,8.5714285714,5.7142857143,3.8095238095,13.333333333,13.333333333,0,1.9047619048,0,0.9523809524,0.9523809524,52.380952381,61.904761905,24.761904762,5.7142857143,13.333333333,91,2.0445908324,1.5051499783,-2.110922507,-2.110922507,3.6160724857,-2.110922507,2.1020561926,85,-0.614952352,46.575329482,1.7906037112,155.99244325,-0.326983285,2.0450832327,1.5051499783,-2.110922507,-2.110922507,3.6160724857,-2.110922507,2.1020561926,-0.614952352,52.457682424,1.7912060873,224.78851043,-2.474285717,-1.357142866,1.9076245514,0.2426876341,0.0033551681,0.0439397047,80.839673605,10,10,70,35,13,3,1,4,4,0,0,0,52.916,50.886,45.372,34.952,22.62,0.728,0.728,0,0,0,74,39,13,3,1,53.644,51.614,45.372,34.952,22.62,0.1625449901,0.0812724951,0.0301869267,0.0069662139,0.0023220713,0.1228747243,0.1181609195,0.1053570185,0.0811610356,0.0525252525,47.138047138,23.569023569,8.7542087542,2.0202020202,0.6734006734,35.633670034,34.266666667,30.553535354,23.536700337,15.232323232,2.6936026936,2.6936026936,0,0,0,0.4902356902,0.4902356902,0,0,0,49.831649832,26.262626263,8.7542087542,2.0202020202,0.6734006734,36.123905724,34.756902357,30.553535354,23.536700337,15.232323232,35,12,0,10,10,0,0,1,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,35,16,0,10,10,0,0,1,0,0,1,1,70,4,74,52.915,0.728,53.643,53.0605,0.6228,53.6833,47,20,1,2,4,0,0,0,51,20,1,2,45,24,1,0,4,0,45,28,1,1.1365151414,10,49.635341831,-118.2578724,10,10,150,15,"NONE",128.25206253,1.1695718341,157.23117972,100,11.201059654,10,0.74,0.8315981936,10,5,5,0.1153,20.392156863,5.4307858333,0.2067548468,15.543350103,51,41,4,0,3,0,0,1,0,0,0,0,3,46,42,51,0,0,"YES" 
"WORP99-0819",2002,1,0,0,0.6667,0,0,0,0,0,1.5,0,1.6699902244,2.3193162433,-0.649326019,2.4555099353,2.4296646758,1.4555099353,-0.77243145,-0.746586191,-0.785519711,-0.759674451,0.2144802891,635.36644548,2.8030242754,-1.133034051,148.5,16.53,18.422680412,1.5,148.5,23,0,0,0,0,4.5,33.62125,3.1718160377,0.79295625,1.1021934248,0.9907670534,9.5632258134,2.0869565217,0.1959595109,0.1439746721,8.4740832059,0.8745410993,0.2264196331,48,4.50706875,3.0234681139,7,13.5,34.5,1.5,9,48,4.50706875,3.0234681139,7,16,13.632076627,8,19.57390625,4,27.7765625,32.323232323,4.7138047138,32.323232323,4.7138047138,14.583333333,11.111111111,26.086956522,3.0350631313,2.0360054639,3.0350631313,2.0360054639,4.491476146,9.5238095238,8.5714285714,0,5.7142857143,0,8.5714285714,0,25.714285714,4.7619047619,12.380952381,0,24.761904762,0,10.476190476,14.285714286,14.285714286,23.80952381,63.80952381,8.5714285714,12.380952381,92,1.5609569405,3,1.5051499783,0.7525785016,2.2474214984,-0.460409579,3,83,1.4441673992,332.00220682,1.4752517304,454.77485804,1.6830784851,1.5803487453,3.3010299957,1.5051499783,0.7525785016,2.5484514941,-0.460409579,3.3010299957,1.4586748689,446.46003814,1.5001934583,751.53390083,0.0099909466,1.5720455329,3.0690362123,28.752450793,1.0232716606,37.328929266,1172.2931096,10,10,96,71,37,16,0,36,36,29,12,1,96.484,95.034,81.482,59.6,0,90.387,90.387,85.66,63.998,22.62,132,107,66,28,1,186.871,185.421,167.142,123.598,22.62,0.1410934744,0.1043503821,0.0543797766,0.0235155791,0,0.1418048207,0.1396737213,0.1197560259,0.087595532,0,64.646464646,47.811447811,24.915824916,10.774410774,0,64.972390572,63.995959596,54.87003367,40.134680135,0,24.242424242,24.242424242,19.528619529,8.0808080808,0.6734006734,60.866666667,60.866666667,57.683501684,43.096296296,15.232323232,88.888888889,72.053872054,44.444444444,18.855218855,0.6734006734,125.83905724,124.86262626,112.55353535,83.230976431,15.232323232,25,13,0,14,21,4,7,9,2,0,1,0,0,0,0,3,15,3,4,6,1,2,1,1,25,13,0,17,36,7,11,15,3,2,2,1,96,36,132,96.484,90.386,186.87,63.8313,90.2768,154.1081,38,39,18,1,0,21,11,4,38,60,29,5,46,44,6,9,22,5,55,66,11,17.691039791,10,-3.005473242,-125.9132845,10,10,150,15,"NONE",125.94914879,1.190956838,181.36734691,97,11.974656442,10,3.65,1.4554495296,10,10,10,0.7338,38.967769506,8.5235286418,0.865160332,57.310574088,0,0,3.0927835052,1.0309278351,46.391752577,4.1237113402,9.2783505155,3.0927835052,0,27.835051546,5.1546391753,0,64.948453608,35.051546392,31.958762887,0,0,0,"YES" 
