"SITE_ID","YEAR","VISIT_NO","LOC_NAME","DATE_COL","TEAM_ID","XSTATUS","VALXSTAT","SITESAMP","MLAT_DD","MLON_DD","XLAT_DD","XLON_DD","MLAT_DEG","MLAT_MIN","MLAT_SEC","MLON_DEG","MLON_MIN","MLON_SEC","XLAT_DEG","XLAT_MIN","XLAT_SEC","XLON_DEG","XLON_MIN","XLON_SEC","XDIMEN","XGPSCOOR","VER_STAT","GPS_VER","LOC_VER","SIG_VER","RDS_VER","TOP_VER","OTH_VER","RCHWIDTH","RCHUP","RCHDOWN","RCHLEN","COM_IM","STATE","TRCHLEN","XLONDD" 
"WCAP99-1127",2002,1,"EAST TWIN CREEK",06/13/2002,"2","SAMPLEABLE","WADEABLE","Y",34.183889,-117.258889,34.184722,-117.257778,34,11,2,117,15,32,34,11,5,117,15,28,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",3,75,75,150," ","CA", ,  
"WCAP99-1131",2002,1,"ESCONDIDO CREEK",05/21/2002,"1","SAMPLEABLE","WADEABLE","Y",33.068333,-117.168611,33.070833,-117.169444,33,4,6,117,10,7,33,4,15,117,10,10,"3D","Y","VERIFIED","Y","Y","Y","Y","Y"," ",5,100,100,200," ","CA", ,  
"WCAP99-1132",2002,1,"SOUTH FORK SANTA ANA RIVER",06/05/2002,"1","SAMPLEABLE","WADEABLE","Y",34.133333,-116.843611,34.135833,-116.844167,34,8,0,116,50,37,34,8,9,116,50,39,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",3,75,75,150," ","CA", ,  
"WCOP01-0734",2003,1,"SALT CREEK",06/02/2003,"1","SAMPLEABLE","WADEABLE","Y",38.160833,-104.678056,38.160833,-104.678056,38,9,39,104,40,41,38,9,39,104,40,41,"3D","Y","VERIFIED","Y","Y","Y","Y","Y"," ",9,180,180,360," ","CO", ,  
"WCOP01-0739",2001,1,"BIG DRY CREEK",06/20/2001,"01","SAMPLEABLE","WADEABLE","Y",39.892500,-105.056111,39.892778,-105.056667,39,53,33,105,3,22,39,53,34,105,3,24,"3D","Y","VERIFIED","Y","N","Y","N","Y"," ",7,140,140,280," ","CO", ,  
"WCOP01-0765",2002,1,"WILD HORSE CREEK",08/27/2002,"1","SAMPLEABLE","WADEABLE","Y",38.128333,-102.134444,38.128333,-102.134722,38,7,42,102,8,4,38,7,42,102,8,5,"3D","Y","VERIFIED","Y","Y","N","Y","Y"," ",4,80,80,160," ","CO", ,  
"WCOP01-0769",2002,1,"MONUMENT CREEK",06/24/2002,"1","SAMPLEABLE","WADEABLE","Y",39.111389,-104.904722,39.107222,-104.909722,39,6,41,104,54,17,39,6,26,104,54,35,"3D","N","VERIFIED","Y","Y","N","Y","Y","Primarily topo map.",2,75,75,150," ","CO", ,  
"WCOP01-0775",2003,1,"WEST MONUMENT CREEK",05/14/2003,"1","SAMPLEABLE","WADEABLE","Y",38.963889,-104.845000,38.963889,-104.845000,38,57,50,104,50,42,38,57,50,104,50,42,"3D","Y","VERIFIED","Y","Y","Y","Y","Y"," ",3,75,75,150," ","CO", ,  
"WCOP01-0777",2003,1,"CHACUACO CREEK",04/22/2003,"1","SAMPLEABLE","WADEABLE","Y",37.494167,-103.631389,37.494167,-103.630833,37,29,39,103,37,53,37,29,39,103,37,51,"3D","Y","VERIFIED","Y","Y","N","Y","Y"," ",5,100,100,200," ","CO", ,  
"WCOP01-0779",2001,1,"COAL CREEK",08/29/2001,"1","SAMPLEABLE","WADEABLE","Y",39.951944,-105.167778,39.952500,-105.166667,39,57,7,105,10,4,39,57,9,105,10,0,"3D","Y","VERIFIED","Y","Y","Y","Y","Y"," ",3,75,75,150," ","CO", ,  
"WCOP01-0809",2002,1,"WEST PLUM CREEK",06/05/2002,"1","SAMPLEABLE","WADEABLE","Y",39.344167,-104.972222,39.343333,-104.975278,39,20,39,104,58,20,39,20,36,104,58,31,"3D","N","VERIFIED","Y","Y","N","Y","Y"," ",4,80,80,160," ","CO", ,  
"WCOP01-0812",2002,1,"PURGATOIRE RIVER",09/17/2002,"1","SAMPLEABLE","WADEABLE","Y",37.421389,-103.804167,37.421389,-103.804167,37,25,17,103,48,15,37,25,17,103,48,15,"3D","Y","VERIFIED","Y","Y","N","N","Y"," ",10,200,200,400," ","CO", ,  
"WCOP01-0817",2002,1,"MARKHAM ARROYO",08/28/2002,"1","SAMPLEABLE","WADEABLE","Y",38.126667,-102.609167,38.126667,-102.609167,38,7,36,102,36,33,38,7,36,102,36,33,"3D","Y","VERIFIED","Y","N","N","N","N"," ",5,100,100,200," ","CO", ,  
"WCOP01-0819",2002,1,"TIMPAS CREEK",09/18/2002,"1","SAMPLEABLE","INTWADE","Y",37.790278,-103.820833,37.789167,-103.821389,37,47,25,103,49,15,37,47,21,103,49,17,"3D","Y","VERIFIED","Y","Y","N","Y","Y"," ",8,288,32,320," ","CO", ,  
"WCOP01-0833",2003,1,"NORTH ST. CHARLES RIVER",05/15/2003,"1","SAMPLEABLE","WADEABLE","Y",38.068056,-104.945278,38.068056,-104.945278,38,4,5,104,56,43,38,4,5,104,56,43,"3D","Y","VERIFIED","Y","Y","Y","Y","Y"," ",6,120,120,240," ","CO", ,  
"WCOP01-0836",2001,1,"HORSE CREEK",09/06/2001,"1","SAMPLEABLE","WADEABLE","Y",38.107500,-103.366100,38.105556,-103.369722,38,6,27,103,21,58,38,6,20,103,22,11,"3D","N","VERIFIED","Y","Y","N","Y","Y"," ",3,75,75,150," ","CO", ,  
"WCOP01-0838",2003,1,"ST. VRAIN CREEK",09/09/2003,"1","SAMPLEABLE","WADEABLE","Y",40.191667,-105.200000,40.191389,-105.200000,40,11,30,105,12,0,40,11,29,105,12,0,"3D","Y","VERIFIED","Y","Y","Y","Y","Y"," ",9,144,216,360," ","CO", ,  
"WCOP99-0502",2000,1,"ADAMS FORK CONEJOS RIVER",08/05/2000,"0","SAMPLEABLE","WADEABLE","Y",37.329590,-106.689590,37.329444,-106.689722,37,19,47,106,41,23,37,19,46,106,41,23,"3D","Y","VERIFIED","Y","N","N","N","N"," ",3,75,75,150," ","CO", ,  
"WCOP99-0503",2000,1,"LOST MAN CREEK",07/27/2000,"0","SAMPLEABLE","WADEABLE","Y",39.159490,-106.571760,39.158611,-106.571667,39,9,34,106,34,18,39,9,31,106,34,18,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",3,75,75,150," ","CO", ,  
"WCOP99-0505",2000,1,"CLEAR FORK",08/17/2000,"0","SAMPLEABLE","WADEABLE","Y",39.236260,-107.418070,39.236389,-107.418333,39,14,11,107,25,5,39,14,11,107,25,6,"3D","Y","VERIFIED","Y","N","N","N","N"," ",2,75,75,150," ","CO", ,  
"WCOP99-0506",2000,1,"STAKE SPRINGS DRAW",07/19/2000,"0","SAMPLEABLE","WADEABLE","Y",39.886920,-108.457960,39.886944,-108.458333,39,53,13,108,27,29,39,53,13,108,27,30,"3D","Y","VERIFIED","Y","N","N","Y","Y"," ",1,75,75,150," ","CO", ,  
"WCOP99-0507",2000,1,"GROUNDHOG CREEK",08/03/2000,"0","SAMPLEABLE","WADEABLE","Y",37.874770,-106.567470,37.874722,-106.568611,37,52,29,106,34,3,37,52,29,106,34,7,"3D","Y","VERIFIED","Y","N","N","N","N"," ",4,75,75,150," ","CO", ,  
"WCOP99-0508",2000,1,"RED MOUNTAIN CREEK",08/01/2000,"0","SAMPLEABLE","WADEABLE","Y",37.620650,-107.020590,37.620556,-107.021389,37,37,14,107,1,14,37,37,14,107,1,17,"3D","Y","VERIFIED","Y","Y","N","Y","Y"," ",4,80,80,160," ","CO", ,  
"WCOP99-0510",2000,1,"WOLF CREEK",09/06/2000,"0","SAMPLEABLE","INTWADE","Y",38.065050,-102.335910,38.065556,-102.336667,38,3,54,102,20,9,38,3,56,102,20,12,"3D","Y","VERIFIED","Y","N","N","N","N"," ",3,75,75,150," ","CO", ,  
"WCOP99-0511",2000,1,"MICHIGAN RIVER, MIDDLE FORK",07/13/2000,"0","SAMPLEABLE","WADEABLE","Y",40.503460,-105.892730,40.503333,-105.892778,40,30,12,105,53,34,40,30,12,105,53,34,"3D","Y","VERIFIED","Y","N","Y","Y","Y"," ",5,100,100,200," ","CO", ,  
"WCOP99-0512",2000,1,"ELKHEAD CREEK",08/29/2000,"0","SAMPLEABLE","WADEABLE","Y",40.664620,-107.290950,40.664722,-107.290833,40,39,53,107,17,27,40,39,53,107,17,27,"3D","Y","VERIFIED","Y","Y","Y","Y","Y"," ",9,180,180,360," ","CO", ,  
"WCOP99-0513",2000,1,"WHITEHOUSE CREEK",08/22/2000,"0","SAMPLEABLE","WADEABLE","Y",38.070070,-107.739680,38.070000,-107.740278,38,4,12,107,44,23,38,4,12,107,44,25,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",1,75,75,150," ","CO", ,  
"WCOP99-0515",2000,1,"NORTH FORK DEER CREEK",09/15/2000,"0","SAMPLEABLE","WADEABLE","Y",39.513630,-105.234080,39.516111,-105.231944,39,30,49,105,14,3,39,30,58,105,13,55,"3D","Y","VERIFIED","Y","N","N","N","N"," ",2,75,75,150," ","CO", ,  
"WCOP99-0516",2000,1,"EAST DOUGLAS CREEK",07/20/2000,"0","SAMPLEABLE","WADEABLE","Y",39.730900,-108.674070,39.730833,-108.675278,39,43,51,108,40,27,39,43,51,108,40,31,"3D","Y","VERIFIED","Y","N","N","N","N"," ",3,75,75,150," ","CO", ,  
"WCOP99-0518",2000,1,"OUZEL CREEK",07/10/2000,"0","SAMPLEABLE","WADEABLE","Y",40.199810,-105.625760,40.200000,-105.625833,40,11,59,105,37,33,40,12,0,105,37,33,"3D","Y","VERIFIED","Y","N","N","N","N"," ",7,0,280,280," ","CO", ,  
"WCOP99-0563",2001,1,"SOUTH RUSH CREEK",05/17/2001,"1","SAMPLEABLE","WADEABLE","Y",38.886740,-103.682980,38.886667,-103.683056,38,53,12,103,40,59,38,53,12,103,40,59,"3D","Y","VERIFIED","Y","Y","N","N","N"," ",10,200,200,400," ","CO", ,  
"WCOP99-0565",2001,1,"ELKHEAD CREEK",08/15/2001,"1","SAMPLEABLE","WADEABLE","Y",40.627610,-107.275070,40.628056,-107.274722,40,37,39,107,16,30,40,37,41,107,16,29,"3D","Y","VERIFIED","Y","N","N","N","N"," ",7,280,0,280," ","CO", ,  
"WCOP99-0566",2001,1,"DRY CREEK",06/06/2001,"1","SAMPLEABLE","WADEABLE","Y",39.958610,-108.114880,39.958333,-108.115000,39,57,31,108,6,54,39,57,30,108,6,54,"3D","Y","VERIFIED","Y","N","Y","N","Y"," ",2,75,75,150," ","CO", ,  
"WCOP99-0567",2001,1,"DRY FORK ESCALANTE CREEK",06/07/2001,"1","SAMPLEABLE","WADEABLE","Y",38.519620,-108.388530,38.519722,-108.389167,38,31,11,108,23,19,38,31,11,108,23,21,"3D","Y","VERIFIED","Y","N","N","N","N"," ",4,100,100,200," ","CO", ,  
"WCOP99-0568",2001,1,"LA PLATA RIVER",06/26/2001,"1","SAMPLEABLE","WADEABLE","Y",37.134230,-108.163690,37.134167,-108.164167,37,8,3,108,9,49,37,8,3,108,9,51,"3D","Y","VERIFIED","Y","Y","N","Y","Y"," ",5,100,100,200," ","CO", ,  
"WCOP99-0569",2001,1,"EAST PLUM CREEK",07/23/2001,"1","SAMPLEABLE","WADEABLE","Y",39.388970,-104.866680,39.388889,-104.866944,39,23,20,104,52,0,39,23,20,104,52,1,"3D","Y","VERIFIED","Y","Y","N","Y","Y"," ",3,75,75,150," ","CO", ,  
"WCOP99-0572",2001,1,"SNYDER CREEK",07/20/2001,"1","SAMPLEABLE","WADEABLE","Y",40.386570,-106.077040,40.388056,-106.077778,40,23,12,106,4,37,40,23,17,106,4,40,"3D","Y","VERIFIED","Y","N","N","N","N"," ",2,0,150,150," ","CO", ,  
"WCOP99-0574",2001,1,"HENSON CREEK",08/07/2001,"1","SAMPLEABLE","WADEABLE","Y",38.021060,-107.390530,38.021060,-107.390530,38,1,16,107,23,26,38,1,16,107,23,26,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",11,450,0,450," ","CO", ,  
"WCOP99-0577",2001,1,"N. ST. VRAIN CREEK",07/16/2001,"1","SAMPLEABLE","WADEABLE","Y",40.218550,-105.360550,40.218889,-105.360833,40,13,7,105,21,38,40,13,8,105,21,39,"3D","Y","VERIFIED","Y","Y","N","Y","Y"," ",10,200,200,400," ","CO", ,  
"WCOP99-0578",2001,1,"MIDDLE FORK LITTLE SNAKE RIVER",08/14/2001,"1","SAMPLEABLE","WADEABLE","Y",40.971500,-107.019000,40.970833,-107.018889,40,58,17,107,1,8,40,58,15,107,1,8,"3D","Y","VERIFIED","Y","N","N","N","N"," ",9,180,180,360," ","CO", ,  
"WCOP99-0591",2001,1,"FALL CREEK",09/15/2001," ","SAMPLEABLE","WADEABLE","Y",37.933770,-108.038550,37.933611,-108.039444,37,56,2,108,2,19,37,56,1,108,2,22,"3D","Y","VERIFIED","Y","Y","N","Y","Y"," ",5,100,100,200," ","CO", ,  
"WCOP99-0593",2002,1,"TARRYALL CREEK",05/28/2002,"1","SAMPLEABLE","WADEABLE","Y",39.240000,-105.648056,39.236944,-105.652778,39,14,24,105,38,53,39,14,13,105,39,10,"3D","N","VERIFIED","Y","Y","Y","Y","Y","Primarily Topo map",11,220,220,440," ","CO", ,  
"WCOP99-0595",2001,1,"EAST RIFLE CREEK",08/02/2001,"1","SAMPLEABLE","WADEABLE","Y",39.643056,-107.710278,39.643611,-107.724167,39,38,35,107,42,37,39,38,37,107,43,27,"3D","N","VERIFIED","Y","Y","N","N","Y"," ",4,80,80,160," ","CO", ,  
"WCOP99-0597",2002,1,"DYER CREEK",05/21/2002,"1","SAMPLEABLE","WADEABLE","Y",38.592778,-107.447222,38.589167,-107.452500,38,35,34,107,26,50,38,35,21,107,27,9,"3D","N","VERIFIED","Y","Y","N","N","Y","Primarily used topo. map.",5,100,100,200," ","CO", ,  
"WCOP99-0599",2001,1,"CLEAR CREEK",10/17/2001,"1","SAMPLEABLE","WADEABLE","Y",38.993333,-106.395000,38.993333,-106.395000,38,59,36,106,23,42,38,59,36,106,23,42,"2D","Y","VERIFIED","Y","N","N","Y","Y"," ",8,160,160,320," ","CO", ,  
"WCOP99-0601",2003,1,"YAMPA RIVER",08/19/2003,"1","SAMPLEABLE","WADEABLE","Y",40.443890,-107.910400,40.444444,-107.911667,40,26,38,107,54,37,40,26,40,107,54,42,"3D","Y","VERIFIED","Y","Y","Y","Y","N"," ",50,1000,1000,2000,"CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","CO", ,  
"WCOP99-0621",2002,1,"DOLORES RIVER",06/13/2002,"1","SAMPLEABLE","WADEABLE","Y",37.973611,-108.826667, , ,37,58,25,108,49,36, , , , , , ," "," ","VERIFIED","N","Y","N","Y","Y"," ",29,580,580,1160," ","CO", ,  
"WCOP99-0622",2002,1,"HARTMAN DRAW",06/19/2002,"1","SAMPLEABLE","WADEABLE","Y",37.365833,-108.592500,37.370278,-108.601111,37,21,57,108,35,33,37,22,13,108,36,4,"3D","N","VERIFIED","Y","Y","N","Y","Y"," ",3,150,0,150," ","CO", ,  
"WCOP99-0626",2002,1,"FALL RIVER",09/05/2002,"1","SAMPLEABLE","WADEABLE","Y",39.793889,-105.591111,39.793889,-105.590833,39,47,38,105,35,28,39,47,38,105,35,27,"3D","Y","VERIFIED","Y","Y","N","Y","Y"," ",4,80,80,160," ","CO", ,  
"WCOP99-0627",2002,1,"HOUSELOG CREEK",05/22/2002,"1","SAMPLEABLE","WADEABLE","Y",38.069444,-106.376111,38.066389,-106.381111,38,4,10,106,22,34,38,3,59,106,22,52,"3D","N","VERIFIED","Y","N","Y","Y","Y","Primarily from topo map.",2,75,75,150," ","CO", ,  
"WCOP99-0629",2002,1,"WEST PLUM CREEK",05/14/2002,"1","SAMPLEABLE","WADEABLE","Y",39.241389,-104.957500,39.238056,-104.962500,39,14,29,104,57,27,39,14,17,104,57,45,"3D","N","VERIFIED","Y","Y","N","Y","Y","Primarily from topo map.",3,105,45,150," ","CO", ,  
"WCOP99-0632",2002,1,"CATARACT CREEK",09/24/2002,"1","SAMPLEABLE","WADEABLE","Y",39.785000,-106.360556,39.785000,-106.360556,39,47,6,106,21,38,39,47,6,106,21,38,"3D","Y","VERIFIED","Y","Y","N","Y","Y"," ",7,140,140,280," ","CO", ,  
"WCOP99-0633",2003,1,"CRYSTAL CREEK",06/18/2003,"1","SAMPLEABLE","WADEABLE","Y",38.723889,-106.672500,38.723889,-106.672500,38,43,26,106,40,21,38,43,26,106,40,21,"3D","Y","VERIFIED","Y","Y","Y","Y","Y"," ",10,200,200,400," ","CO", ,  
"WCOP99-0634",2002,1,"UTE CREEK",08/13/2002,"1","SAMPLEABLE","WADEABLE","Y",37.596111,-105.398889, , ,37,35,46,105,23,56, , , , , , ," "," ","VERIFIED","N","Y","N","N","Y"," ",2,75,75,150," ","CO", ,  
"WCOP99-0637",2002,1,"ILLINOIS RIVER",07/09/2002,"1","SAMPLEABLE","WADEABLE","Y",40.432500,-106.118889,40.427222,-106.121944,40,25,57,106,7,8,40,25,38,106,7,19,"3D","N","VERIFIED","Y","Y","N","Y","Y","Primary topo map.",6,120,120,240," ","CO", ,  
"WCOP99-0638",2002,1,"WHITE RIVER",10/08/2002,"1","SAMPLEABLE","WADEABLE","Y",40.148889,-108.326389,40.148889,-108.326667,40,8,56,108,19,35,40,8,56,108,19,36,"3D","Y","VERIFIED","Y","Y","N","Y","Y"," ",25,500,500,1000," ","CO", ,  
"WCOP99-0646",2003,1,"MUD CREEK",06/10/2003,"1","SAMPLEABLE","WADEABLE","Y",37.296111,-108.366111,37.296111,-108.366389,37,17,46,108,21,58,37,17,46,108,21,59,"3D","Y","VERIFIED","Y","Y","Y","Y","Y"," ",3,75,75,150," ","CO", ,  
"WCOP99-0647",2003,1,"ROCK CREEK",07/29/2003,"1","SAMPLEABLE","WADEABLE","Y",39.215278,-106.395000,39.215556,-106.395000,39,12,55,106,23,42,39,12,56,106,23,42,"3D","Y","VERIFIED","Y","Y","Y","Y","Y"," ",6,120,120,240," ","CO", ,  
"WCOP99-0649",2002,1,"NO NAME CREEK",07/23/2002,"1","SAMPLEABLE","WADEABLE","Y",39.581667,-107.288056,39.578889,-107.293333,39,34,54,107,17,17,39,34,44,107,17,36,"3D","N","VERIFIED","Y","Y","Y","Y","Y","Primary topo map.",5,100,100,200," ","CO", ,  
"WCOP99-0650",2002,1,"WILLOW CREEK",08/20/2002,"1","SAMPLEABLE","WADEABLE","Y",40.168611,-105.991111,40.168611,-105.991111,40,10,7,105,59,28,40,10,7,105,59,28,"3D","Y","VERIFIED","Y","Y","N","Y","Y"," ",5,100,100,200," ","CO", ,  
"WCOP99-0670",2003,1,"LOST CANYON CREEK",06/11/2003,"1","SAMPLEABLE","WADEABLE","Y",37.523056,-108.233333,37.523056,-108.233611,37,31,23,108,14,0,37,31,23,108,14,1,"3D","Y","VERIFIED","Y","N","Y","Y","Y"," ",4,80,80,160," ","CO", ,  
"WCOP99-0672",2003,1,"PURGATOIRE RIVER",04/23/2003,"1","SAMPLEABLE","WADEABLE","Y",37.797190,-103.377000,37.796944,-103.377500,37,47,50,103,22,37,37,47,49,103,22,39,"3D","Y","VERIFIED","Y","Y","Y","Y","Y"," ",11,220,220,440,"CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","CO", ,  
"WIDP99-0501",2000,1,"WEST FORK PAPOOSE",09/04/2000,"3","SAMPLEABLE","WADEABLE","Y",46.560950,-114.780780,46.563056,-114.780556,46,33,39,114,46,51,46,33,47,114,46,50,"3D","Y","VERIFIED","Y","N","N","Y","Y"," ",6,120,120,240," ","ID", ,  
"WIDP99-0502",2000,1,"GRIMES CREEK",08/23/2000,"3","SAMPLEABLE","WADEABLE","Y",44.034020,-115.813460,44.032778,-115.819167,44,2,2,115,48,48,44,1,58,115,49,9,"3D","N","VERIFIED","Y","N","N","N","Y"," ",5,100,100,200," ","ID", ,  
"WIDP99-0503",2000,1,"NNT LONG MEADOWS CREEK",09/07/2000,"3","SAMPLEABLE","WADEABLE","Y",46.758590,-116.356420,46.758611,-116.356944,46,45,31,116,21,23,46,45,31,116,21,25,"2D","Y","VERIFIED","Y","N","Y","Y","N"," ",2,75,75,150," ","ID", ,  
"WIDP99-0504",2000,1,"LITTLE NORTH FORK COEUR D'ALENE RIVER",09/12/2000,"3","SAMPLEABLE","WADEABLE","Y",47.796870,-116.508890,47.797500,-116.509722,47,47,49,116,30,32,47,47,51,116,30,35,"3D","Y","VERIFIED","Y","N","Y","Y","Y"," ",12,240,240,480," ","ID", ,  
"WIDP99-0508",2000,1,"BADGER CREEK",09/13/2000,"4","SAMPLEABLE","WADEABLE","Y",43.689520,-115.085000,43.689444,-115.085833,43,41,22,115,5,6,43,41,22,115,5,9,"3D","Y","VERIFIED","Y","Y","N","N","Y"," ",2,75,75,150," ","ID", ,  
"WIDP99-0510",2000,1,"RATTLE CREEK",09/10/2000,"3","SAMPLEABLE","WADEABLE","Y",48.329130,-116.156100,48.328611,-116.156389,48,19,45,116,9,22,48,19,43,116,9,23,"3D","Y","VERIFIED","Y","N","Y","Y","Y"," ",8,160,160,320," ","ID", ,  
"WIDP99-0511",2000,1,"LITTLE SMOKEY CREEK",08/24/2000,"4","SAMPLEABLE","WADEABLE","Y",43.556610,-114.800210,43.556667,-114.801944,43,33,24,114,48,1,43,33,24,114,48,7,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",5,100,100,200," ","ID", ,  
"WIDP99-0514",2000,1,"DITCH CREEK",08/30/2000,"4","SAMPLEABLE","WADEABLE","Y",45.512860,-113.994510,45.512778,-113.995556,45,30,46,113,59,40,45,30,46,113,59,44,"3D","Y","VERIFIED","Y","Y","N","N","Y"," ",2,75,75,150," ","ID", ,  
"WIDP99-0515",2000,1,"WEST BROWNLEE CREEK",08/27/2000,"3","SAMPLEABLE","WADEABLE","Y",44.662030,-116.954730,44.664444,-116.955556,44,39,43,116,57,17,44,39,52,116,57,20,"3D","Y","VERIFIED","Y","N","N","Y","Y"," ",3,75,75,150," ","ID", ,  
"WIDP99-0516",2000,1,"WILLIAMS CREEK",08/30/2000,"3","SAMPLEABLE","WADEABLE","Y",45.713720,-115.641730,45.715000,-115.644444,45,42,49,115,38,30,45,42,54,115,38,40,"3D","Y","VERIFIED","Y","Y","N","Y","Y"," ",5,100,100,200," ","ID", ,  
"WIDP99-0520",2000,1,"WEST FORK HAYDEN",09/07/2000,"4","SAMPLEABLE","WADEABLE","Y",44.710890,-113.784030,44.711667,-113.784167,44,42,39,113,47,3,44,42,42,113,47,3,"3D","Y","VERIFIED","Y","Y","Y","N","Y"," ",3,75,75,150," ","ID", ,  
"WIDP99-0524",2000,1,"MADISON CREEK",08/23/2000,"4","SAMPLEABLE","WADEABLE","Y",43.489050,-115.126120,45.485556,-115.125556,45,29,21,115,7,34,45,29,8,115,7,32,"3D","N","VERIFIED","Y","N","N","N","Y"," ",1,75,75,150," ","ID", ,  
"WIDP99-0595",2001,1,"LITTLE CREEK",06/29/2001,"1","SAMPLEABLE","WADEABLE","Y",44.913620,-116.225710,44.913611,-116.225833,44,54,49,116,13,33,44,54,49,116,13,33,"3D","Y","VERIFIED","Y","Y","N","N","Y"," ",4,80,80,160,"CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","ID", ,  
"WIDP99-0596",2001,1,"DIVIDE CREEK",07/05/2001,"1","SAMPLEABLE","WADEABLE","Y",45.861430,-116.619140,45.861389,-116.619167,45,51,41,116,37,9,45,51,41,116,37,9,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",3,75,75,150,"CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","ID", ,  
"WIDP99-0597",2001,1,"MACKS CREEK",06/25/2001,"1","SAMPLEABLE","PARBYWADE","Y",43.232580,-116.779890,43.232500,-116.780000,43,13,57,116,46,48,43,13,57,116,46,48,"3D","Y","VERIFIED","Y","N","N","Y","Y"," ",1,75,75,150,"CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","ID", ,  
"WIDP99-0599",2001,1,"LOOKOUT CREEK",08/01/2001,"1","SAMPLEABLE","WADEABLE","Y",46.629020,-115.164260,46.628889,-115.158611,46,37,44,115,9,51,46,37,44,115,9,31,"3D","N","VERIFIED","Y","N","Y","Y","Y"," ", ,80,80,160,"CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","ID", ,  
"WIDP99-0600",2001,1,"BIG HAT CREEK",07/11/2001,"1","SAMPLEABLE","WADEABLE","Y",44.816750,-114.147130,44.816667,-114.147222,44,49,0,114,8,50,44,49,0,114,8,50,"3D","Y","VERIFIED","Y","Y","Y","N","Y"," ",2,75,75,150,"CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","ID", ,  
"WIDP99-0602",2001,1,"RUNNING CREEK",08/14/2001,"1","SAMPLEABLE","WADEABLE","Y",45.858140,-114.915840,45.857500,-114.915833,45,51,29,114,54,57,45,51,27,114,54,57,"3D","Y","VERIFIED","Y","N","Y","Y","Y"," ",10,200,200,400,"CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","ID", ,  
"WIDP99-0603",2001,1,"TRAIL CREEK",07/24/2001,"1","SAMPLEABLE","WADEABLE","Y",42.730000,-111.443611, , ,42,43,48,111,26,37, , , , , , ," "," ","VERIFIED","N","N","Y","N","Y"," ",2,75,75,150," ","ID", ,  
"WIDP99-0605",2001,1,"SHOVEL CREEK",07/10/2001,"1","SAMPLEABLE","WADEABLE","Y",45.023330,-114.445250,45.023333,-114.445278,45,1,24,114,26,43,45,1,24,114,26,43," ","Y","VERIFIED","Y","N","N","N","Y"," ", , , , ,"CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","ID", ,  
"WIDP99-0607",2001,1,"OROGRANDE CREEK",07/17/2001,"1","SAMPLEABLE","WADEABLE","Y",46.602190,-115.524970,46.602222,-115.525000,46,36,8,115,31,30,46,36,8,115,31,30,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",16,320,320,640,"CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","ID", ,  
"WIDP99-0610",2001,1,"LITTLE LOST RIVER",07/25/2001,"1","SAMPLEABLE","WADEABLE","Y",44.055060,-113.232320,44.055000,-113.229722,44,3,18,113,13,56,44,3,18,113,13,47,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",8,160,160,320,"CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","ID", ,  
"WIDP99-0611",2001,1,"FISHER CREEK",06/27/2001,"1","SAMPLEABLE","WADEABLE","Y",45.079310,-116.093800,45.095833,-116.093889,45,4,46,116,5,38,45,5,45,116,5,38,"3D","Y","VERIFIED","Y","N","Y","N","Y"," ",8,160,160,320,"SAMPLING INCOMPLETE - NOT FISHED. FISH COLLECTION AND FISH TISSUE SAMPLING COMPLETED 07/19/2001. CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","ID", ,  
