"SITE_ID","YEAR","VISIT_NO","XBKA","XUN","XBKF_W","XBKF_H","XINC_H","XPCM","XPCMG","XPMG","XPMGH","XPMGW","XCL","XGB","XC","XG","XCMW","XCMGW","PCAN_C","XCDENBK","XCDENMID","XEMBED","XFC_ALG","XFC_AQM","XFC_LWD","XFC_BRS","XFC_OHV","XFC_UCB","XFC_RCK","XFC_HUM","XFC_ALL","XFC_NAT","XFC_BIG","W1_HALL","W1_HNOAG","W1_HAG","W1H_WALL","W1H_PIPE","LSUB_DMM","LTEST","LRBS_TST","LDMB_BW5","LRBS_BW5","REACHLEN","XSLOPE","XDEPTH","RPGT75","RPGT100","RPMXDEP","RPXAREA","RP100","PCT_FN","PCT_SA","PCT_HP","PCT_RC","PCT_SAFN","PCT_SFGF","PCT_BIGR","PCT_BDRK","PCT_ORG","LSUBD_SD","V1W_MSQ","V4W_MSQ","V1TM100","V4TM100","SINU","SDDEPTH","XWIDTH","XWXD","XWD_RAT","SDWXD","PCT_FA","PCT_FAST","PCT_SLOW","PCT_POOL","PCT_DRS","PCT_SIDE","SAMPLED" 
"WWAP99-0527",2001,1,47.863636364,0.0677272727,15.1,0.7090909091,2.9090909091,1,1,1,0.7727272727,0.9545454545,0.2170454545,0.2079545455,0.3215909091,0.3375,0.6375,0.8477272727,0.6818181818,83.957219251,57.486631016,36,0,0,0.0636363636,0.0409090909,0.0318181818,0.0181818182,0.1704545455,0,0.325,0.325,0.2522727273,0.3939590909,0.3939590909,0,0,0,2.117983099,2.0098227168,0.1081603821,2.2793425957,-0.161359497,594,2.419,61.73,2,1,110.9545,2.9037810072,12.710152557,2.8571428571,3.8095238095,0,0,6.6666666667,11.428571429,88.571428571,0.9523809524,0,1.1237429685,0.0255465249,0.0222324793,89.866498316,80.84006734,1.2398124113,22.522650776,11.36,6.8492,19.616020145,1.9962134313,0,86,14,13,0,0,"YES" 
"WWAP99-0529",2001,1,44.909090909,0.0636363636,5.4545454545,0.6090909091,1.6363636364,0.1818181818,0.1818181818,1,0.3636363636,1,0,0.2852272727,0.0556818182,0.5556818182,0.8068181818,1.2204545455,0,89.304812834,77.807486631,16.581818182,0,0,0.0363636364,0.0409090909,0.0454545455,0.0090909091,0.1227272727,0,0.2545454545,0.2545454545,0.1681818182,0,0,0,0,0,2.6690786739,2.3506561924,0.3184224815,2.8692219846,-0.200143311,149,15.8225,20.686666667,0,0,40.84875,0.2270836296,5.3341792195,0,1.9047619048,0,0,1.9047619048,1.9047619048,98.095238095,0,0,0.6414396077,0.0399371365,0.0071635347,22.454362416,3.9073825503,1.2263406539,11.112081017,2.36,0.39525,16.631825444,0.2465402444,0,87.333333333,12.666666667,12.666666667,0,60,"YES" 
"WWAP99-0595",2001,1,40.318181818,0.0409090909,13.127272727,0.5363636364,1.5636363636,1,1,1,0.7083333333,1,0.1270833333,0.2979166667,0.7104166667,0.4697916667,1.26875,1.553125,0,98.284313725,81.862745098,28.272727273,0,0,0.0208333333,0.0125,0.0333333333,0.0166666667,0.1291666667,0,0.2125,0.2125,0.1666666667,0.8194583333,0.8194583333,0,0,0,2.0630524338,2.0795205619,-0.016468128,2.4017322109,-0.338679777,280,4.21,41.643564356,0,0,44.496,0.8225549662,7.0504711386,0.9090909091,1.8181818182,0,0,2.7272727273,10.909090909,84.545454545,0,4.5454545455,0.8604648266,0.0038975564,0.0015839434,32.675714286,24.367142857,1.142311598,12.956530522,8.47,3.62075,21.878847186,1.6310094348,0,73.267326733,26.732673267,26.732673267,0,28.712871287,"YES" 
"WWAP99-0598",2001,1,46.590909091,0.0259090909,3.6272727273,0.1845454545,0.5909090909,1,1,1,0.7727272727,0.9545454545,0.219047619,0.3454545455,0.5214285714,0.5147727273,0.8090909091,0.95,0.1818181818,93.048128342,91.711229947,45,0,0.0363636364,0.0409090909,0.1045454545,0.1363636364,0.0272727273,0,0,0.3090909091,0.3090909091,0.0681818182,1.9166909091,0.4848727273,1.4318181818,0,0,0.7410807517,1.2603141671,-0.519233415,1.5753188653,-0.834238114,149,2.43,10.94,0,0,28.8175,0.2020740236,3.9329843526,13.333333333,6.6666666667,0,0,20,46.666666667,45.714285714,0,7.619047619,1.3544169698,0.0143302888,0,7.1489932886,0,1.1070405523,6.9167921338,2.275,0.248,23.885480435,0.1414239613,0,73.333333333,26.666666667,16,0,11.409395973,"YES" 
"WWAP99-0602",2001,1,23.954545455,0,11.963636364,0.4636363636,9.0272727273,1,1,1,1,1,0.3295454545,0.2181818182,0.6352272727,0.7704545455,1.1227272727,1.4772727273,0.3636363636,94.652406417,79.946524064,20.181818182,0,0.0045454545,0.0681818182,0,0.0136363636,0.0136363636,0.1590909091,0,0.2545454545,0.2545454545,0.2409090909,0.9394181818,0.9394181818,0,0,0,2.0881708412,1.9792212196,0.1089496216,2.1794588356,-0.091287994,198,2.61,53.32,0,0,49.725286565,1.6530556259,12.523148681,0.9523809524,5.7142857143,0,0,6.6666666667,19.047619048,78.095238095,15.238095238,0.9523809524,1.2065078425,0.0130386694,0.0104407295,24.184343434,19.634848485,1.1090474406,19.135286565,8.28,4.55935,16.881307065,1.6275937446,0,61,39,24,0,0,"YES" 
"WWAP99-0604",2001,1,31.090909091,0.0063636364,21.363636364,0.9545454545,6.5272727273,1,1,1,0.7272727273,1,0.2397727273,0.2034090909,0.4227272727,0.4159090909,0.675,0.9625,0,90.374331551,85.026737968,34.181818182,0,0,0.0636363636,0.0227272727,0,0.0045454545,0.0227272727,0.0227272727,0.1363636364,0.1136363636,0.1136363636,1.3636954545,1.3636954545,0,0,0,1.8230353525,1.9543255965,-0.131290244,2.2180750968,-0.395039744,396,1.88,69.9,3,2,218.96,11.963576802,36.253263035,0.9523809524,13.333333333,0,0,14.285714286,20,76.19047619,14.285714286,3.8095238095,1.2929793868,0.004006383,0.0035222222,19.175,17.108585859,1.1276065393,56.299613361,12.005,7.26385,33.926126329,5.3795749223,0,48,52,23,0,2,"YES" 
"WWAP99-0608",2001,1,21.954545455,0.0090909091,6.2272727273,0.7272727273,5.5090909091,1,1,1,1,1,0.0545454545,0.0204545455,0.3681818182,0.9659090909,0.4636363636,0.5954545455,0.0909090909,97.860962567,94.919786096,13.363636364,0,0,0.0318181818,0.0454545455,0.0409090909,0.0227272727,0.0636363636,0,0.2045454545,0.2045454545,0.1181818182,1.3636363636,1.3636363636,0,0,0,2.6710899828,1.7522606673,0.9188293155,2.6317513751,0.0393386077,149,7.79,10.593333333,0,0,30.9325,0.1396050895,2.8108407286,0.9523809524,0.9523809524,0,0,1.9047619048,9.5238095238,87.619047619,40,2.8571428571,1.1283898044,0.0012264733,0,4.7127516779,1.9536912752,1.0498770859,7.2511018988,1.755,0.17055,23.777148689,0.150042266,2.027027027,60.810810811,39.189189189,39.189189189,0,12,"YES" 
"WWAP99-0611",2001,1,48.090909091,0.0545454545,2.9545454545,0.5545454545,3.1818181818,0.8571428571,0.8571428571,1,0,1,0.0477272727,0.1102272727,0.1,0.6613636364,0.2568181818,0.4704545455,0.8636363636,71.92513369,62.967914439,65.090909091,0.1590909091,0,0.0272727273,0.0590909091,0.0772727273,0.0363636364,0.0727272727,0,0.2727272727,0.2727272727,0.1363636364,0,0,0,0,0,0.9739309351,1.7582297151,-0.78429878,2.4638198149,-1.48988888,156,6.945,12.046666667,0,0,25.43125,0.1356278532,3.3906963294,5.7142857143,25.714285714,0,0,31.428571429,47.619047619,44.761904762,4.7619047619,7.619047619,1.5040197736,0.0147599606,0.0054262327,13.258333333,9.6192307692,1.1462339064,6.6447099276,1.165,0.16175,12.681056954,0.1449946914,0,56.666666667,42.666666667,32,0.6666666667,0,"YES" 
"WWAP99-0612",2001,1,43.772727273,0.0795454545,3.7272727273,0.4863636364,3.1636363636,0.9545454545,0.9545454545,1,0.9090909091,1,0.0863636364,0.2670454545,0.2579545455,0.4159090909,0.6647727273,0.9670454545,0.5909090909,89.839572193,79.144385027,40.727272727,0,0,0.0977272727,0.125,0.2045454545,0.0590909091,0.0181818182,0,0.5045454545,0.5045454545,0.175,3.2045636364,3.2045636364,0,0,0,1.7349904862,1.6406578055,0.0943326806,2.2443090563,-0.50931857,149,4.43,14.406666667,0,0,46.3175,0.2585066388,5.2048316543,1.9047619048,8.5714285714,0,0,10.476190476,24.761904762,68.571428571,4.7619047619,6.6666666667,1.2042309071,0,0,0,0, ,9.2816457886,2.365,0.33895,25.482047193,0.2207032957,0,76,24,15.333333333,0,0,"YES" 
"WWAP99-0614",2001,1,36.227272727,0.0181818182,2.79,0.3545454545,0.9727272727,0.5454545455,0.5454545455,0.8636363636,0.6363636364,0.7727272727,0,0.0613636364,0.2193181818,0.8477272727,0.5863636364,0.7545454545,0,60.962566845,59.759358289,68.181818182,0.0363636364,0.0363636364,0,0.0090909091,0.1386363636,0.0318181818,0,0.0090909091,0.1886363636,0.1795454545,0.0409090909,2.3113829004,1.061378355,1.2500045455,0,0,-0.1965358,0.1789405117,-0.375476312,0.6161739299,-0.81270973,149,0.145,15.201342282,0,0,38.34375,1.2188159063,8.9979697778,27.884615385,24.038461538,0,0,51.923076923,76.923076923,21.153846154,0,1.9230769231,1.3900266306,0.0002790407,0,0.077852349,0,1.1324839333,7.8249254083,1.875,0.34615,13.014681863,0.2157482146,0,84.666666667,15.333333333,8.6666666667,0,0,"YES" 
"WWAP99-0617",2001,1,43.363636364,0.0136363636,1.4727272727,0.5363636364,1.6363636364,0.9545454545,0.9545454545,1,0.8181818182,0.9545454545,0.1534090909,0.5988636364,0.5659090909,0.3613636364,0.8068181818,0.9681818182,0,97.593582888,96.79144385,57.872727273,0.0136363636,0,0.05,0.1227272727,0.5340909091,0.0136363636,0.0363636364,0.0045454545,0.7613636364,0.7568181818,0.1045454545,0.71215,0.71215,0,0,0,-0.072988825,0.9232164468,-0.996205272,2.714816765,-2.78780559,149,16.99,0.72,0,0,9.6325,0.064855,0.2176342282,28.571428571,5.7142857143,0,0,34.285714286,44.761904762,23.80952381,0,29.523809524,1.8912975605,0.0478999917,0.0318452233,9.0161073826,6.3684563758,1.0464257111,2.4,0.0875,0.003475,22.625,0.0108062786,0,0,16.77852349,14.093959732,83.22147651,0,"YES" 
"WWAP99-0618",2001,1,28.909090909,0.0181818182,14.236363636,0.8818181818,18.736363636,0.9545454545,0.9545454545,1,0.8636363636,1,0.1784090909,0.5170454545,0.3465909091,0.3659090909,0.6738636364,0.8988636364,0.7272727273,92.245989305,64.438502674,25.272727273,0,0,0,0.0136363636,0.0045454545,0.0045454545,0.575,0,0.5977272727,0.5977272727,0.5795454545,0.33335,0.33335,0,0,0,2.423949222,1.7230996756,0.7008495464,2.156783725,0.267165497,198,1.78,43.35,0,0,46.35,1.6332280696,12.372939921,0,5.7142857143,0,0,5.7142857143,10.476190476,89.523809524,18.095238095,0,1.0757858324,0.0074343692,0.0058212715,25.797979798,21.367171717,1.0359346236,11.81368407,7.475,3.26815,18.113956527,1.4258077775,0,57,43,43,0,0,"YES" 
"WWAP99-0622",2001,1,52.136363636,0.0227272727,3.19,0.5545454545,28.636363636,0.7272727273,0.7272727273,1,0.6363636364,1,0.0295454545,0.3204545455,0.1090909091,0.5522727273,0.6170454545,0.9068181818,0.2272727273,95.454545455,86.229946524,25.545454545,0.0045454545,0.0090909091,0.1659090909,0.2363636364,0.1613636364,0.0045454545,0.0045454545,0,0.5727272727,0.5727272727,0.175,0,0,0,0,0,1.8548235288,2.0268016189,-0.17197809,2.2783639911,-0.423540462,149,25.68,6.0466666667,0,0,21.46,0.0356266667,0.3586577181,1.9047619048,4.7619047619,0,0,6.6666666667,20,58.095238095,15.238095238,21.904761905,1.3350173065,0.2517556963,0.1208495508,95.697986577,49.722818792,1.0100789614,4.2193810842,1.64,0.09145,41.710714286,0.0799726763,0,95.333333333,4.6666666667,4.6666666667,0,0,"YES" 
"WWAP99-0630",2001,1,53.227272727,0.0954545455,15.472727273,0.7636363636,2.5636363636,0.9545454545,0.8181818182,0.8636363636,0.5454545455,0.8636363636,0.0727272727,0.2920454545,0.2340909091,0.5193181818,0.8102272727,1.2488636364,0.4545454545,86.363636364,34.625668449,42.545454545,0,0.0090909091,0.0272727273,0.0363636364,0.0590909091,0.0090909091,0.1272727273,0,0.2590909091,0.2590909091,0.1636363636,0,0,0,0,0,1.6568577122,1.8057174213,-0.148859709,2.1614357298,-0.504578018,396,1.92,48.61,1,0,81.6,1.9968372777,10.085036756,4.7619047619,11.428571429,0,0,16.19047619,29.523809524,68.571428571,0,1.9047619048,1.3981713725,0.0231100666,0.0146571028,36.020707071,22.678535354,1.0261475695,18.379773138,10.755,5.24165,26.314574176,2.4018613456,0,62,38,30,0,0,"YES" 
"WWAP99-0632",2001,1,39.5,0.0954545455,5.2363636364,0.8,8.0909090909,0.0454545455,0.0454545455,1,0.4090909091,1,0,0.0045454545,0.0113636364,0.8386363636,0.7102272727,1.3545454545,0,73.529411765,34.893048128,44.454545455,0.0136363636,0,0.0090909091,0.0272727273,0.1909090909,0.0909090909,0.0727272727,0,0.3909090909,0.3909090909,0.1727272727,0,0,0,0,0,1.6309772064,2.1164910581,-0.485513852,2.6171924755,-0.986215269,149,6.2878,30.36,1,1,166.87611374,0.6267984212,11.358092197,14.285714286,1.9047619048,0,0,16.19047619,17.142857143,75.238095238,1.9047619048,7.619047619,1.7511454803,0.0141998742,0.0111930229,7.4355704698,5.8610738255,1.0742984112,20.620013735,3.69,1.13665,16.744780891,0.9196789071,0,80.666666667,19.333333333,15.333333333,0,0,"YES" 
"WWAP99-0633",2001,1,31.681818182,0.0090909091,16.7,0.7363636364,2.3090909091,1,1,1,0.7272727273,1,0.4340909091,0.2818181818,0.675,0.6659090909,1.3329545455,1.7761363636,0.9545454545,89.572192513,62.834224599,30.363636364,0,0,0.0227272727,0.0090909091,0.0045454545,0.0636363636,0.1909090909,0,0.2909090909,0.2909090909,0.2772727273,0.6667,0.6667,0,0,0,2.3167741722,2.0833597375,0.2334144347,2.424499317,-0.107725145,594,3.4405,51.41,3,2,138.35775,2.9925839493,11.587446268,0.9523809524,7.619047619,0,0,8.5714285714,13.333333333,86.666666667,22.857142857,0,1.2642772913,0.0034528922,0.0020821992,7.5893939394,4.8784511785,1.4098739023,29.796310191,11.24,5.78355,27.120079168,3.5561457917,6,89,11,10,0,0,"YES" 
"WWAP99-0635",2001,1,58.818181818,0.0636363636,14.281818182,0.9363636364,4.4363636364,1,1,1,0.5238095238,0.9545454545,0.1556818182,0.1954545455,0.4181818182,0.4886363636,0.8636363636,1.2113636364,0.7727272727,82.887700535,52.139037433,39.181818182,0.0045454545,0,0.0909090909,0.0409090909,0.0363636364,0.0227272727,0.15,0,0.3409090909,0.3409090909,0.2636363636,0.8560863636,0.8560863636,0,0,0,1.7085491654,1.6204042682,0.0881448972,2.0437742919,-0.335225126,475.2,1.367,44.56,1,0,76.5672,2.0002622501,10.523265205,3.8095238095,7.619047619,0,0,11.428571429,20.952380952,75.238095238,0,3.8095238095,1.226146821,0.0477766874,0.031820968,79.96233165,55.850799663,1.0714515077,17.498813813,10.62,4.2858,28.515399438,1.7529996727,0,76,24,15,0,7,"YES" 
"WWAP99-0636",2001,1,14.818181818,0,61.872727273,1.1090909091,3.3727272727,0.9090909091,0.9090909091,1,0.5909090909,1,0.1181818182,0.3954545455,0.2761363636,0.4454545455,0.5477272727,0.8284090909,0.0909090909,58.556149733,12.299465241,40.636363636,0,0,0,0,0,0,0.0727272727,0,0.0727272727,0.0727272727,0.0727272727,1.6970318182,1.6970318182,0,0.1666681818,0.0303045455,1.7377601177,1.934205201,-0.196445083,2.2903287346,-0.552568617,1188,1.595,78.66,0,0,63.425,6.8559473684,10.96489899,4.7619047619,6.6666666667,0,0,11.428571429,24.761904762,73.333333333,0,1.9047619048,1.3085086776,0.000029141,0,0.403956229,0,1.4003587531,23.255810613,42.295,34.09315,57.047904608,14.621029315,0,47,53,3,0,38,"YES" 
"WWAP99-0637",2001,1,28.909090909,0.0181818182,11.690909091,0.5727272727,2.5,1,1,1,1,1,0.3693181818,0.3261363636,0.5079545455,0.4386363636,0.8670454545,1.0715909091,0.4090909091,98.663101604,86.631016043,20.454545455,0,0,0.0090909091,0.0181818182,0.0090909091,0.0136363636,0.1886363636,0,0.2386363636,0.2386363636,0.2113636364,0.9545818182,0.9545818182,0,0,0,2.6332104112,2.0155869041,0.6176235071,2.2913195385,0.3418908727,198,3.25,46.56,1,0,85.025,1.9139454137,15.466225566,1.9047619048,1.9047619048,0,0,3.8095238095,6.6666666667,93.333333333,35.238095238,0,1.2068789889,0.0025786245,0.0010804389,8.6242424242,5.6737373737,1.1466885302,20.215665493,7.85,3.3048,21.4875835,1.7119043751,0,67,33,8,0,0,"YES" 
"WWAP99-0639",2001,1,36.136363636,0.0613636364,16.61,0.8363636364,2.9636363636,0.9047619048,0.9047619048,1,0.9545454545,0.8571428571,0.1284090909,0.2863636364,0.5409090909,0.5556818182,0.8147727273,1.05,0,62.032085561,49.331550802,63.363636364,0.0454545455,0.0090909091,0.0545454545,0.0363636364,0.05,0.0136363636,0,0,0.1545454545,0.1545454545,0.0681818182,1.2424454545,1.1288090909,0.1136363636,0,0,0.0612116612,1.7611419037,-1.699930243,2.0003876213,-1.93917596,316.8,1.3,64.79,4,2,120.608,8.5908906667,32.541252525,27.619047619,12.380952381,0,0,40,70.476190476,25.714285714,0,3.8095238095,1.5689762603,0.0174418781,0.0112155951,32.669191919,20.466856061,2.286914988,39.739885315,9.86,6.7969,21.676584763,5.2188498017,0,14,86,54,0,3,"YES" 
"WWAP99-0640",2001,1,13.590909091,0,5.1181818182,1.5090909091,9.2909090909,1,1,1,0.8181818182,1,0.1965909091,0.3443181818,0.5079545455,0.7011363636,0.9113636364,1.1159090909,1,96.79144385,86.363636364,24.454545455,0.0909090909,0,0.1181818182,0.225,0.0136363636,0.0181818182,0.0363636364,0,0.4113636364,0.4113636364,0.1727272727,2.8182,1.3182,1.5,0,0,1.9598351057,1.3186289135,0.6412061922,2.6676280156,-0.70779291,149,4.52,6.7266666667,0,0,20,0.0590701309,1.347909028,0.9523809524,0,0,0,0.9523809524,6.6666666667,87.619047619,0,5.7142857143,0.6265238803,0.0302160049,0.01244281,30.674496644,16.644295302,1.049814985,3.5651118315,1.855,0.11355,35.200883838,0.0491426227,0,81.333333333,18.666666667,10,0,0,"YES" 
"WWAP99-0641",2001,1,43.863636364,0.05,5.8545454545,0.4454545455,2.3909090909,1,1,1,0.1363636364,1,0.3047619048,0.2511363636,0.6404761905,0.5556818182,1.2056818182,1.4897727273,0.9090909091,93.85026738,83.021390374,33.545454545,0,0.0318181818,0.1613636364,0.0818181818,0.0454545455,0.0409090909,0.0272727273,0,0.3568181818,0.3568181818,0.2295454545,0.3939590909,0.3939590909,0,0,0,1.488629459,1.8737342055,-0.385104746,2.1649657313,-0.676336272,158.4,5.7,19.15,0,0,68.528,0.2732982857,4.831030303,1.9230769231,3.8461538462,0,0,5.7692307692,24.038461538,70.192307692,0,5.7692307692,0.8985353128,0.1070943323,0.0773572291,165.12184343,142.73358586,1.1495819228,10.490375579,3.645,0.73945,23.090663893,0.4998405509,0,83,17,13,0,3,"YES" 
"WWAP99-0642",2001,1,60.727272727,0.025,2.65,0.3454545455,1.4181818182,0.9523809524,0.9523809524,0.9545454545,0,0.8636363636,0.0988636364,0.6306818182,0.2261363636,0.2011363636,0.4147727273,0.5034090909,0.9545454545,96.256684492,90.77540107,32.909090909,0.0045454545,0,0.1090909091,0.1295454545,0.0886363636,0.0318181818,0.1204545455,0,0.4795454545,0.4795454545,0.2613636364,0.1515227273,0,0.1515227273,0,0,1.5462364371,1.5642741846,-0.018037748,2.1549711798,-0.608734743,149,7.068,7.5733333333,0,0,34.226,0.1118560606,2.4773489933,2.8571428571,8.5714285714,0,0,11.428571429,22.857142857,68.571428571,0,8.5714285714,1.1247356944,0.0506521464,0.0126681018,23.016107383,9.7255033557,1.0812377063,6.2502044709,1.63,0.13265,34.627825878,0.1232679046,0,70,19.333333333,9.3333333333,10.666666667,0,"YES" 
"WWYP99-0537",2001,1,22.545454545,0,6.2363636364,0.3818181818,0.9,0.9473684211,0.9444444444,1,0.0526315789,1,0.0666666667,0.3102272727,0.1214285714,0.5227272727,0.2022727273,0.2931818182,0.9545454545,67.379679144,43.71657754,34.909090909,0,0,0.0454545455,0.0272727273,0.0318181818,0.0045454545,0.0363636364,0,0.1454545455,0.1454545455,0.0863636364,0,0,0,0,0,1.6626578258,1.3345081954,0.3281496304,1.754915846,-0.09225802,223.5,1.58,19.96,0,0,17.6825,0.265156234,3.677782216,0,7.619047619,0,0,7.619047619,13.333333333,81.904761905,2.8571428571,4.7619047619,0.806764739,0.0095729222,0.00179434,7.8483221477,1.11901566,1.0691303591,5.58867503,2.96,0.5756,16.15415891,0.1853007229,0,72,28,12,0,0,"YES" 
"WWYP99-0582",2001,1,55.181818182,0.0795454545,9.9909090909,0.8,0.8,0.8181818182,0.8095238095,0.8571428571,0.2380952381,0.8571428571,0.0545454545,0.2035714286,0.2431818182,0.530952381,0.5375,0.9420454545,0.8181818182,80.213903743,48.970588235,30.363636364,0,0,0.0045454545,0.0090909091,0.0136363636,0.0136363636,0.2045454545,0,0.2454545455,0.2454545455,0.2227272727,0,0,0,0,0,2.0611906047,1.897531521,0.1636590837,2.3046133415,-0.243422737,109,2.79,41.327272727,0,0,72.2775,1.1326132646,15.586421073,0,10.476190476,0,0,10.476190476,20,80,18.095238095,0,1.2809226715,0.0011239576,0,2.519266055,0,1.0336393996,19.764721185,5.775,2.40415,16.475987905,1.43309427,1.8181818182,33.636363636,66.363636364,49.090909091,0,0,"YES" 
"WWYP99-0585",2001,1,28,0.0444444444,14.072727273,0.5727272727,0.8181818182,1,1,1,0.5238095238,1,0.0795454545,0.0954545455,0.3465909091,0.6852272727,0.7170454545,1.1443181818,1,78.877005348,55.481283422,38.181818182,0.0045454545,0.0045454545,0.0363636364,0.0909090909,0.0681818182,0.05,0.0818181818,0,0.3272727273,0.3272727273,0.1681818182,1.2272727273,0,1.2272727273,0,0,1.5843270976,1.3472008257,0.237126272,1.7622686439,-0.177941546,348.8,1.09,29.790909091,0,0,51.232,1.2956793356,8.1722893871,4.7619047619,7.619047619,0,0,12.380952381,18.095238095,76.19047619,0.9523809524,0.9523809524,1.2390793294,0.0070906637,0.0015285519,12.313360092,2.1510894495,1.1515437969,11.458817729,11.42,3.17515,47.921744594,2.3338355211,0,41.818181818,58.181818182,26.363636364,0,45.454545455,"YES" 
"WWYP99-0586",2001,1,33.863636364,0.0059090909,4.5727272727,0.4690909091,1.46,0.1363636364,0.1363636364,0.8181818182,0.3181818182,0.8181818182,0,0.1625,0.0068181818,0.5977272727,0.1681818182,0.4761363636,0,75.350140056,21.79144385,88.545454545,0.0454545455,0.0545454545,0,0,0.05,0.0090909091,0.0136363636,0.1590909091,0.2318181818,0.0727272727,0.1818181818,1.7575772727,0.7727272727,0.98485,0.0454545455,0.3636363636,-0.30410707,1.5611557068,-1.865262777,2.0129875283,-2.317094599,149,2.3,23.106666667,0,0,36.22,0.298002035,4.6000314131,10.476190476,71.428571429,0.9523809524,0,81.904761905,86.666666667,8.5714285714,0,1.9047619048,1.0821806,0.0000851268,0,0.0389261745,0,1.4405740327,7.940336803,2.8025,0.63415,13.560483833,0.1631845984,0,10,90,50,0,0,"YES" 
"WWYP99-0587",2001,1,42.136363636,0.0795454545,10.218181818,0.6818181818,1.7363636364,0.3636363636,0.3636363636,1,1,0.9545454545,0.0068181818,0.1181818182,0.0204545455,0.8465909091,0.2704545455,0.6045454545,0.0454545455,71.122994652,20.989304813,49.909090909,0.0681818182,0.05,0,0.0318181818,0.1,0.0545454545,0.1181818182,0,0.3045454545,0.3045454545,0.1727272727,1.1742545455,0.7651545455,0.4091,0,0,1.3638936906,1.4681957172,-0.104302027,1.84612831,-0.482234619,218,1.04,41.254545455,0,0,50.4,1.987138192,10.938375369,7.619047619,8.5714285714,0,0,16.19047619,22.857142857,77.142857143,0,0,1.3428139778,0.0000260374,0,0.0266055046,0,1.0321568132,13.00771568,7.95,3.13085,22.085273351,1.0065112374,0,40,60,23.636363636,0,0,"YES" 
"WWYP99-0589",2001,1,59.772727273,0.0377272727,3.5272727273,0.2727272727,0.7181818182,0.0454545455,0.0454545455,1,1,0.3636363636,0,0.0590909091,0.0022727273,0.6261363636,0.0636363636,0.1022727273,0,70.053475936,6.4171122995,58.363636364,0.05,0.1477272727,0,0,0.0818181818,0.0181818182,0.0045454545,0,0.1045454545,0.1045454545,0.0227272727,1.83335,0.33335,1.5,0,0,0.5506260967,0.6080562923,-0.057430196,0.7050121802,-0.154386083,149,0.21,28.193333333,0,0,56.7575,3.7661,20.220671141,21.904761905,2.8571428571,0,0,24.761904762,41.904761905,58.095238095,0,0,1.4815869609,0,0,0,0,1.5223126903,15.682973569,2.55,0.81755,11.308837185,0.7715077156,0,20.666666667,79.333333333,43.333333333,0,3.3333333333,"YES" 
"WWYP99-0590",2001,1,61.818181818,0.0090909091,1.7545454545,0.2545454545,0.5181818182,0,0,1,1,0.5909090909,0,0.0863636364,0,0.6818181818,0.0659090909,0.1465909091,0,49.732620321,5.0802139037,52.181818182,0,0.1227272727,0,0,0.0681818182,0.0136363636,0,0,0.0818181818,0.0818181818,0.0136363636,2.1667,0.6667,1.5,0,0,0.0216728842,0.9661658648,-0.944492981,1.1579739484,-1.136301064,149,0.53,25.48,1,0,75.485,1.4038354124,11.306057013,18.095238095,22.857142857,0,0,40.952380952,91.428571429,8.5714285714,0,0,1.1606908659,0,0,0,0,1.741056349,13.735624578,1.425,0.37075,6.7304860916,0.3046027396,0,18.666666667,81.333333333,19.333333333,0,0,"YES" 
"WWYP99-0591",2001,1,36.714285714,0.0705,14.745454545,0.5090909091,1.2727272727,0.9090909091,0.9047619048,1,1,1,0.0295454545,0.3071428571,0.075,0.4095238095,0.2340909091,0.4681818182,0.8636363636,51.871657754,3.2085561497,27.636363636,0,0,0.0090909091,0.0272727273,0.0409090909,0.0136363636,0.1045454545,0.0045454545,0.2,0.1954545455,0.1318181818,1.8174761905,0.3174761905,1.5,0,0,1.7018421465,1.4947333308,0.2071088157,1.7750305415,-0.073188395,436,1.05,43.436363636,1,0,95.35,2.5930710306,11.300080179,0,2.8846153846,0.9615384615,0,2.8846153846,16.346153846,82.692307692,0,0,0.7102759571,0.0011121449,0.0007780348,1.6399082569,1.1472477064,1.0459584778,17.595103193,10.395,4.15105,37.535771585,1.9565462179,0,66.363636364,33.636363636,6.3636363636,0,3.6697247706,"YES" 
"WWYP99-0592",2001,1,27.272727273,0.0204545455,18.318181818,0.4636363636,0.7090909091,0.0909090909,0.0909090909,0.5,0.1363636364,0.4545454545,0.0022727273,0.1772727273,0.0090909091,0.525,0.1409090909,0.5113636364,0.1363636364,12.299465241,0.1336898396,32.727272727,0.05,0.0227272727,0.0090909091,0.0181818182,0.0318181818,0.0272727273,0.0090909091,0.0090909091,0.1045454545,0.0954545455,0.0545454545,1.3492238095,0.6746190476,0.6746047619,0.2301619048,0,1.393755935,1.5476740891,-0.153918154,1.8362202937,-0.442464359,261.6,1.35,38.163636364,0,0,54.314,2.4535425068,10.316883629,4.7619047619,5.7142857143,0,0,10.476190476,16.19047619,83.80952381,0,0,1.0264312101,0.0002295475,0,0.4204892966,0,1.0547077206,16.794782541,10.84,3.74335,35.253269204,2.2354611505,0,41.818181818,58.181818182,30.909090909,0,11.818181818,"YES" 
