"SITE_ID","YEAR","VISIT_NO","INDEX_SAMPTYPE","PHYLUM","CLASS","ORDER","FAMILY","GENUS","ABUND","DISTINCT","HABIT","PTV","FLAG_PTV","FFG" 
"WUTP02-R015",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","EPHEMEROPTERA","BAETIDAE","BAETIS",46,"Y","CN",3.4," ","CG" 
"WUTP02-R015",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","DRUNELLA",4,"Y","CN",1.2," ","PR,SC" 
"WUTP02-R015",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","NA",4,"N","CN",1.4," ","CG" 
"WUTP02-R015",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","EPHEMEROPTERA","HEPTAGENIIDAE","CINYGMULA",2,"Y","CN",4," ","PR,SC" 
"WUTP02-R015",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","EPHEMEROPTERA","LEPTOHYPHIDAE","TRICORYTHODES",1,"Y","SP",4," ","CG,SH" 
"WUTP02-R015",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","EPHEMEROPTERA","LEPTOPHLEBIIDAE","NA",6,"Y","CN",2.1," ","CG" 
"WUTP02-R015",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","PLECOPTERA","CHLOROPERLIDAE","SWELTSA",2,"Y","CN", ," ","PR" 
"WUTP02-R015",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","PLECOPTERA","NEMOURIDAE","ZAPADA",1,"Y","SP",1.9," ","SH" 
"WUTP02-R015",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","PLECOPTERA","PERLIDAE","HESPEROPERLA",3,"Y","CN",1.8," ","PR" 
"WUTP02-R015",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","PLECOPTERA","PERLODIDAE","NA",2,"N","CN",2.3," ","PR" 
"WUTP02-R015",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","PLECOPTERA","PERLODIDAE","SKWALA",1,"Y","CN",2," ","PR" 
"WUTP02-R015",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","PLECOPTERA","PTERONARCYIDAE","PTERONARCELLA",3,"Y","CN",0," ","PR" 
"WUTP02-R015",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","TRICHOPTERA","GLOSSOSOMATIDAE","NA",2,"Y","CN",0.7," ","SC" 
"WUTP02-R015",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","TRICHOPTERA","HELICOPSYCHIDAE","HELICOPSYCHE",27,"Y","CN",2.8," ","PR" 
"WUTP02-R015",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPSYCHIDAE","ARCTOPSYCHE",1,"Y","CN",2.4," ","PR" 
"WUTP02-R015",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPSYCHIDAE","HYDROPSYCHE",128,"Y","CN",3," ","CF,PR" 
"WUTP02-R015",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPSYCHIDAE","NA",4,"N","CN",3.4," ","CF" 
"WUTP02-R015",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","TRICHOPTERA","LEPIDOSTOMATIDAE","LEPIDOSTOMA",6,"Y","CB",3," ","SH" 
"WUTP02-R015",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","TRICHOPTERA","LEPTOCERIDAE","OECETIS",15,"Y","CN,SP",5.6," ","PR" 
"WUTP02-R015",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","TRICHOPTERA","PSYCHOMYIIDAE","NA",4,"N","CN",2.4," ","CG" 
"WUTP02-R015",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","TRICHOPTERA","PSYCHOMYIIDAE","TINODES",4,"Y"," ",2," "," " 
"WUTP02-R015",2003,1,"REACHWIDE","MOLLUSCA","BIVALVIA","VENEROIDA","PISIDIIDAE","NA",1,"N","BU",8," ","CF" 
"WUTP02-R015",2003,1,"REACHWIDE","MOLLUSCA","BIVALVIA","VENEROIDA","PISIDIIDAE","PISIDIUM",1,"Y","BU",8," ","CF" 
"WUTP02-R015",2003,1,"REACHWIDE","MOLLUSCA","GASTROPODA","BASOMMATOPHORA","LYMNAEIDAE","FOSSARIA",2,"Y","CB",6," ","CG,SC" 
"WUTP02-R015",2003,1,"REACHWIDE","MOLLUSCA","GASTROPODA","BASOMMATOPHORA","LYMNAEIDAE","NA",6,"N","CB",6.1," ","SC" 
"WUTP02-R015",2003,1,"REACHWIDE","MOLLUSCA","GASTROPODA","BASOMMATOPHORA","PHYSIDAE","PHYSA",38,"Y","CB",8," ","SC" 
"WUTP02-R016",2003,1,"REACHWIDE","ANNELIDA","OLIGOCHAETA","NA","NA","NA",6,"Y","BU",6," ","CG" 
"WUTP02-R016",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CERATOPOGONIDAE","DASYHELEA",1,"Y","SP",5.7," ","CG" 
"WUTP02-R016",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CERATOPOGONIDAE","NA",4,"N","SP",6," ","PR" 
"WUTP02-R016",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMUS",1,"Y","BU",9.5,"B","CG" 
"WUTP02-R016",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CRICOTOPUS",1,"Y","BU,CN,SP",6.9," ","CG,SH" 
"WUTP02-R016",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CRYPTOCHIRONOMUS",1,"Y","SP",7," ","PR" 
"WUTP02-R016",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","ENDOTRIBELOS",2,"Y","BU", ," ","CG" 
"WUTP02-R016",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","EUKIEFFERIELLA",1,"Y","SP",6.3," ","CG" 
"WUTP02-R016",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","MICROPSECTRA",1,"Y","CB,CN,SP",6," ","CG" 
"WUTP02-R016",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","NA",2,"N","BU",6.2," ","CG,CF" 
"WUTP02-R016",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","PARALAUTERBORNIELLA",3,"Y","BU",5.6," ","CG" 
"WUTP02-R016",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","POLYPEDILUM",5,"Y","CB,CN",5.5," ","SH" 
"WUTP02-R016",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","PROCLADIUS",1,"Y","SP",9," ","PR" 
"WUTP02-R016",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","PSEUDOCHIRONOMUS",1,"Y","BU",4," ","CG" 
"WUTP02-R016",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","PSEUDOSMITTIA",1,"Y","SP",4,"B","CG" 
"WUTP02-R016",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","RHEOTANYTARSUS",1,"Y","CN",6," ","CF" 
"WUTP02-R016",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","TANYTARSUS",6,"Y","CN",2.2," ","CF" 
"WUTP02-R016",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","THIENEMANNIMYIA",2,"Y","SP",5.1," ","PR" 
"WUTP02-R016",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","EMPIDIDAE","HEMERODROMIA",3,"Y","SP",6," ","PR" 
"WUTP02-R016",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","MUSCIDAE","NA",1,"Y","SP",5.9," ","PR" 
"WUTP02-R016",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","SIMULIIDAE","SIMULIUM",100,"Y","CN",5.7," ","CF" 
"WUTP02-R016",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","STRATIOMYIDAE","NA",1,"Y","SP",7.3," ","CG" 
"WUTP02-R016",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","EPHEMEROPTERA","BAETIDAE","BAETIS",1,"Y","CN",3.4," ","CG" 
"WUTP02-R016",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","EPHEMEROPTERA","BAETIDAE","CALLIBAETIS",8,"Y","BU",4," ","CG" 
"WUTP02-R016",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","EPHEMEROPTERA","BAETIDAE","FALLCEON",74,"Y","SW",3.2," ","SH" 
"WUTP02-R016",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","ODONATA","COENAGRIONIDAE","NA",1,"Y","CB",7.9," ","PR" 
"WUTP02-R016",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","ODONATA","NA","NA",1,"N","CB",5," ","PR" 
"WUTP02-R016",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","TRICHOPTERA","PHILOPOTAMIDAE","CHIMARRA",5,"Y","CN",3," ","CF" 
"WUTP02-R016",2003,1,"REACHWIDE","ARTHROPODA","MALACOSTRACA","DECAPODA","CAMBARIDAE","ORCONECTES",1,"Y","SP",6.9," ","CG,SH" 
"WUTP02-R016",2003,1,"REACHWIDE","MOLLUSCA","GASTROPODA","BASOMMATOPHORA","PHYSIDAE","NA",1,"Y","CB",7.6," ","SC" 
"WUTP02-R016",2003,1,"REACHWIDE","NEMATODA","NA","NA","NA","NA",9,"Y"," ", ," ","SH" 
"WUTP03-R001",2003,1,"REACHWIDE","ANNELIDA","OLIGOCHAETA","NA","NA","NA",3,"Y","BU",6," ","CG" 
"WUTP03-R001",2003,1,"REACHWIDE","ARTHROPODA","ARACHNIDA","TROMBIDIFORMES","HYGROBATIDAE","NA",3,"Y"," ",8," ","PR" 
"WUTP03-R001",2003,1,"REACHWIDE","ARTHROPODA","ARACHNIDA","TROMBIDIFORMES","SPERCHONIDAE","NA",5,"Y"," ",8," ","PR" 
"WUTP03-R001",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","COLEOPTERA","ELMIDAE","MICROCYLLOEPUS",5,"Y","CN",3.1," ","CG" 
"WUTP03-R001",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CERATOPOGONIDAE","NA",1,"Y","SP",6," ","PR" 
"WUTP03-R001",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","EUKIEFFERIELLA",191,"Y","SP",6.3," ","CG" 
"WUTP03-R001",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","LIMNOPHYES",2,"Y","SP",1," ","CG" 
"WUTP03-R001",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","LOPESCLADIUS",2,"Y","BU",8," ","CG" 
"WUTP03-R001",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","ORTHOCLADIUS",16,"Y","SP",4.4," ","CG" 
"WUTP03-R001",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","PAGASTIA",7,"Y","SP",8," ","CG" 
"WUTP03-R001",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","PARAKIEFFERIELLA",3,"Y","SP",2," ","CG" 
"WUTP03-R001",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","PARAMETRIOCNEMUS",2,"Y","SP",3.9," ","CG" 
"WUTP03-R001",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","POLYPEDILUM",4,"Y","CB,CN",5.5," ","SH" 
"WUTP03-R001",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","RHEOTANYTARSUS",3,"Y","CN",6," ","CF" 
"WUTP03-R001",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","THIENEMANNIMYIA",1,"Y","SP",5.1," ","PR" 
"WUTP03-R001",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","TVETENIA",23,"Y","SP",5," ","CG" 
"WUTP03-R001",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","EMPIDIDAE","CHELIFERA",1,"Y","BU,SP",3.5," ","CG,PR" 
"WUTP03-R001",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","EMPIDIDAE","HEMERODROMIA",1,"Y","SP",6," ","PR" 
"WUTP03-R001",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","SIMULIIDAE","SIMULIUM",20,"Y","CN",5.7," ","CF" 
"WUTP03-R001",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","EPHEMEROPTERA","BAETIDAE","BAETIS",18,"Y","CN",3.4," ","CG" 
"WUTP03-R001",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","EPHEMEROPTERA","HEPTAGENIIDAE","NA",1,"Y","CN",4.1," ","SC" 
"WUTP03-R001",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","EPHEMEROPTERA","LEPTOHYPHIDAE","TRICORYTHODES",11,"Y","SP",4," ","CG,SH" 
"WUTP03-R001",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","LEPIDOPTERA","PYRALIDAE","PETROPHILA",3,"Y","CB",5," ","SC" 
"WUTP03-R001",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","ODONATA","COENAGRIONIDAE","ARGIA",1,"Y","CB",7.1," ","PR" 
"WUTP03-R001",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","ODONATA","GOMPHIDAE","NA",1,"Y","BU", ," ","PR" 
"WUTP03-R001",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","TRICHOPTERA","HELICOPSYCHIDAE","HELICOPSYCHE",2,"Y","CN",2.8," ","PR" 
"WUTP03-R001",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPSYCHIDAE","HYDROPSYCHE",2,"Y","CN",3," ","CF,PR" 
"WUTP03-R002",2003,1,"REACHWIDE","ANNELIDA","OLIGOCHAETA","NA","NA","NA",46,"Y","BU",6," ","CG" 
"WUTP03-R002",2003,1,"REACHWIDE","ARTHROPODA","ARACHNIDA","TROMBIDIFORMES","HYGROBATIDAE","NA",1,"Y"," ",8," ","PR" 
"WUTP03-R002",2003,1,"REACHWIDE","ARTHROPODA","ARACHNIDA","TROMBIDIFORMES","SPERCHONIDAE","NA",7,"Y"," ",8," ","PR" 
"WUTP03-R002",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","COLEOPTERA","DRYOPIDAE","HELICHUS",2,"Y","CN",6," ","CG,PR,SC" 
"WUTP03-R002",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","COLEOPTERA","ELMIDAE","HETERELMIS",1,"Y","CN", ," "," " 
"WUTP03-R002",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","COLEOPTERA","ELMIDAE","MICROCYLLOEPUS",70,"Y","CN",3.1," ","CG" 
"WUTP03-R002",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CERATOPOGONIDAE","NA",1,"Y","SP",6," ","PR" 
"WUTP03-R002",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CORYNONEURA",1,"Y","SP",3.5," ","CG" 
"WUTP03-R002",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CRICOTOPUS",5,"Y","BU,CN,SP",6.9," ","CG,SH" 
"WUTP03-R002",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","EUKIEFFERIELLA",72,"Y","SP",6.3," ","CG" 
"WUTP03-R002",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","HELENIELLA",3,"Y","SP",7," ","PR" 
"WUTP03-R002",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","MICROPSECTRA",6,"Y","CB,CN,SP",6," ","CG" 
"WUTP03-R002",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","ODONTOMESA",28,"Y","SP",5," ","CG" 
"WUTP03-R002",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","ORTHOCLADIUS",64,"Y","SP",4.4," ","CG" 
"WUTP03-R002",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","PAGASTIA",3,"Y","SP",8," ","CG" 
"WUTP03-R002",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","PARAMETRIOCNEMUS",3,"Y","SP",3.9," ","CG" 
"WUTP03-R002",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","POLYPEDILUM",4,"Y","CB,CN",5.5," ","SH" 
"WUTP03-R002",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","RHEOTANYTARSUS",8,"Y","CN",6," ","CF" 
"WUTP03-R002",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","STICTOCHIRONOMUS",2,"Y","BU",5," ","CG" 
"WUTP03-R002",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","THIENEMANNIMYIA",2,"Y","SP",5.1," ","PR" 
"WUTP03-R002",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","TVETENIA",9,"Y","SP",5," ","CG" 
"WUTP03-R002",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","EMPIDIDAE","CHELIFERA",1,"Y","BU,SP",3.5," ","CG,PR" 
"WUTP03-R002",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","EMPIDIDAE","HEMERODROMIA",4,"Y","SP",6," ","PR" 
"WUTP03-R002",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","EMPIDIDAE","NA",1,"N","SP",6.1," ","PR" 
"WUTP03-R002",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","SIMULIIDAE","SIMULIUM",6,"Y","CN",5.7," ","CF" 
"WUTP03-R002",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","TIPULIDAE","DICRANOTA",4,"Y","BU,SP",4,"B","PR" 
"WUTP03-R002",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","EPHEMEROPTERA","BAETIDAE","BAETIS",80,"Y","CN",3.4," ","CG" 
"WUTP03-R002",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","ODONATA","COENAGRIONIDAE","ARGIA",3,"Y","CB",7.1," ","PR" 
"WUTP03-R002",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","PLECOPTERA","NA","NA",1,"Y","CN",3," ","PR" 
"WUTP03-R002",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","TRICHOPTERA","BRACHYCENTRIDAE","MICRASEMA",18,"Y","CN",0.9," ","SH" 
"WUTP03-R002",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPSYCHIDAE","HYDROPSYCHE",12,"Y","CN",3," ","CF,PR" 
"WUTP03-R002",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPTILIDAE","NEOTRICHIA",1,"Y","CN",0,"B","PR,SC" 
"WUTP03-R002",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","TRICHOPTERA","PHILOPOTAMIDAE","CHIMARRA",2,"Y","CN",3," ","CF" 
"WUTP03-R002",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","TRICHOPTERA","PSYCHOMYIIDAE","TINODES",12,"Y"," ",2," "," " 
"WUTP03-R002",2003,1,"REACHWIDE","ARTHROPODA","MALACOSTRACA","AMPHIPODA","HYALELLIDAE","HYALELLA",2,"Y","SP",7.5," ","CG,SH" 
"WUTP03-R002",2003,1,"REACHWIDE","ARTHROPODA","OSTRACODA","NA","NA","NA",3,"Y"," ",8," ","CG" 
"WUTP03-R002",2003,1,"REACHWIDE","MOLLUSCA","BIVALVIA","VENEROIDA","PISIDIIDAE","NA",3,"N","BU",8," ","CF" 
"WUTP03-R002",2003,1,"REACHWIDE","MOLLUSCA","BIVALVIA","VENEROIDA","PISIDIIDAE","PISIDIUM",6,"Y","BU",8," ","CF" 
"WUTP03-R002",2003,1,"REACHWIDE","MOLLUSCA","GASTROPODA","BASOMMATOPHORA","PHYSIDAE","PHYSA",2,"Y","CB",8," ","SC" 
"WUTP03-R002",2003,1,"REACHWIDE","NEMATODA","NA","NA","NA","NA",3,"Y"," ", ," ","SH" 
"WUTP03-R003",2003,1,"REACHWIDE","ARTHROPODA","ARACHNIDA","TROMBIDIFORMES","SPERCHONIDAE","NA",2,"Y"," ",8," ","PR" 
"WUTP03-R003",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","COLEOPTERA","ELMIDAE","MICROCYLLOEPUS",3,"Y","CN",3.1," ","CG" 
"WUTP03-R003",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","EUKIEFFERIELLA",7,"Y","SP",6.3," ","CG" 
"WUTP03-R003",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","LOPESCLADIUS",1,"Y","BU",8," ","CG" 
"WUTP03-R003",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","PAGASTIA",2,"Y","SP",8," ","CG" 
"WUTP03-R003",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","RHEOTANYTARSUS",1,"Y","CN",6," ","CF" 
"WUTP03-R003",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","SIMULIIDAE","SIMULIUM",11,"Y","CN",5.7," ","CF" 
"WUTP03-R003",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","STRATIOMYIDAE","NA",1,"Y","SP",7.3," ","CG" 
"WUTP03-R003",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","EPHEMEROPTERA","BAETIDAE","BAETIS",522,"Y","CN",3.4," ","CG" 
"WUTP03-R003",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","PLECOPTERA","PERLODIDAE","NA",2,"Y","CN",2.3," ","PR" 
"WUTP03-R003",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","TRICHOPTERA","BRACHYCENTRIDAE","MICRASEMA",10,"Y","CN",0.9," ","SH" 
"WUTP03-R003",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","TRICHOPTERA","HELICOPSYCHIDAE","HELICOPSYCHE",1,"Y","CN",2.8," ","PR" 
"WUTP03-R003",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPSYCHIDAE","HYDROPSYCHE",2,"Y","CN",3," ","CF,PR" 
"WUTP03-R003",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","TRICHOPTERA","PSYCHOMYIIDAE","TINODES",15,"Y"," ",2," "," " 
"WUTP03-R004",2003,1,"REACHWIDE","ANNELIDA","OLIGOCHAETA","NA","NA","NA",3,"Y","BU",6," ","CG" 
"WUTP03-R004",2003,1,"REACHWIDE","ARTHROPODA","ARACHNIDA","NA","NA","NA",1,"N"," ",8," ","PR" 
"WUTP03-R004",2003,1,"REACHWIDE","ARTHROPODA","ARACHNIDA","TROMBIDIFORMES","HYGROBATIDAE","NA",1,"Y"," ",8," ","PR" 
"WUTP03-R004",2003,1,"REACHWIDE","ARTHROPODA","ARACHNIDA","TROMBIDIFORMES","LEBERTIIDAE","NA",32,"Y"," ",8," ","PR" 
"WUTP03-R004",2003,1,"REACHWIDE","ARTHROPODA","ARACHNIDA","TROMBIDIFORMES","SPERCHONIDAE","NA",30,"Y"," ",8," ","PR" 
"WUTP03-R004",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","COLEOPTERA","DRYOPIDAE","HELICHUS",1,"Y","CN",6," ","CG,PR,SC" 
"WUTP03-R004",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","BRUNDINIELLA",5,"Y","BU",3.8," ","PR" 
"WUTP03-R004",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","DIAMESA",4,"Y","SP",2," ","CG" 
"WUTP03-R004",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","EUKIEFFERIELLA",20,"Y","SP",6.3," ","CG" 
"WUTP03-R004",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","LIMNOPHYES",2,"Y","SP",1," ","CG" 
"WUTP03-R004",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","MICROPSECTRA",4,"Y","CB,CN,SP",6," ","CG" 
"WUTP03-R004",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","ORTHOCLADIUS",20,"Y","SP",4.4," ","CG" 
"WUTP03-R004",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","PARAMETRIOCNEMUS",11,"Y","SP",3.9," ","CG" 
"WUTP03-R004",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","PSEUDODIAMESA",2,"Y","SP",7.4," "," " 
"WUTP03-R004",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","TANYTARSUS",3,"Y","CN",2.2," ","CF" 
"WUTP03-R004",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","EMPIDIDAE","CHELIFERA",16,"Y","BU,SP",3.5," ","CG,PR" 
"WUTP03-R004",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","SIMULIIDAE","PROSIMULIUM",10,"Y","CN",3.8," ","CF" 
"WUTP03-R004",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","TIPULIDAE","DICRANOTA",4,"Y","BU,SP",4,"B","PR" 
"WUTP03-R004",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","TIPULIDAE","LIMNOPHILA",6,"Y","BU",4,"B","PR" 
"WUTP03-R004",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","TIPULIDAE","PEDICIA",1,"Y","BU",6.5," ","PR" 
"WUTP03-R004",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","EPHEMEROPTERA","AMELETIDAE","AMELETUS",11,"Y","SW",1,"B","CG,SC,SH" 
"WUTP03-R004",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","EPHEMEROPTERA","BAETIDAE","BAETIS",173,"Y","CN",3.4," ","CG" 
"WUTP03-R004",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","EPHEMEROPTERA","HEPTAGENIIDAE","CINYGMULA",60,"Y","CN",4," ","PR,SC" 
