"SITE_ID","YEAR","VISIT_NO","TRANSECT","DATE_COL","TEAM_ID","ALGAE","ALGAE_F","MACPHY","MACPHY_F","WOODY","WOODY_F","BRUSH","BRUSH_F","ROOTS","ROOTS_F","OVRHNG","OVRHNG_F","UNDCUT","UNDCUT_F","BOULDR","BOULDR_F","STRUCT","STRUCT_F","TRANSDIR" 
"WCOP99-0599",2001,1,"I",10/17/2001,"1",0," ",0," ",0," ",1," ",1," ",1," ",0," ",2," ",0," "," " 
"WCOP99-0599",2001,1,"J",10/17/2001,"1",0," ",0," ",0," ",1," ",1," ",1," ",0," ",2," ",0," "," " 
"WCOP99-0599",2001,1,"K",10/17/2001,"1",0," ",0," ",0," ",1," ",1," ",1," ",0," ",2," ",0," "," " 
"WCOP99-0601",2003,1,"A",08/19/2003,"1",1," ",0," ",0," ",0," ",0," ",0," ",0," ",1," ",0," "," " 
"WCOP99-0601",2003,1,"B",08/19/2003,"1",1," ",0," ",0," ",0," ",0," ",0," ",0," ",0," ",0," "," " 
"WCOP99-0601",2003,1,"C",08/19/2003,"1",2," ",1," ",0," ",0," ",0," ",0," ",0," ",0," ",0," "," " 
"WCOP99-0601",2003,1,"D",08/19/2003,"1",2," ",0," ",0," ",0," ",0," ",0," ",0," ",0," ",0," "," " 
"WCOP99-0601",2003,1,"E",08/19/2003,"1",1," ",1," ",1," ",1," ",0," ",1," ",0," ",1," ",0," "," " 
"WCOP99-0601",2003,1,"XE",08/19/2003,"1", ,"K", ,"K", ,"K", ,"K", ,"K", ,"K", ,"K", ,"K", ,"K"," " 
"WCOP99-0601",2003,1,"F",08/19/2003,"1",1," ",2," ",0," ",0," ",0," ",0," ",0," ",1," ",0," "," " 
"WCOP99-0601",2003,1,"G",08/19/2003,"1",1," ",0," ",0," ",0," ",0," ",0," ",0," ",1," ",0," "," " 
"WCOP99-0601",2003,1,"H",08/19/2003,"1",1," ",0," ",0," ",0," ",0," ",0," ",0," ",1," ",0," "," " 
"WCOP99-0601",2003,1,"I",08/19/2003,"1",1," ",0," ",0," ",0," ",0," ",0," ",0," ",1," ",0," "," " 
"WCOP99-0601",2003,1,"J",08/19/2003,"1",2," ",0," ",0," ",0," ",0," ",0," ",0," ",1," ",0," "," " 
"WCOP99-0601",2003,1,"K",08/19/2003,"1",1," ",0," ",0," ",0," ",0," ",0," ",0," ",1," ",0," "," " 
"WCOP99-0621",2002,1,"A",06/13/2002,"1",4," ",0," ",0," ",1," ",0," ",0," ",0," ",2," ",0," "," " 
"WCOP99-0621",2002,1,"B",06/13/2002,"1",4," ",1," ",0," ",1," ",0," ",1," ",1," ",3," ",0," "," " 
"WCOP99-0621",2002,1,"C",06/13/2002,"1",4," ",1," ",0," ",1," ",0," ",1," ",1," ",2," ",0," "," " 
"WCOP99-0621",2002,1,"D",06/13/2002,"1",2," ",0," ",0," ",1," ",0," ",1," ",1," ",3," ",0," "," " 
"WCOP99-0621",2002,1,"E",06/13/2002,"1",2," ",0," ",0," ",1," ",0," ",0," ",1," ",2," ",0," "," " 
"WCOP99-0621",2002,1,"F",06/13/2002,"1",1," ",0," ",0," ",1," ",0," ",1," ",1," ",2," ",0," "," " 
"WCOP99-0621",2002,1,"G",06/13/2002,"1",3," ",0," ",0," ",1," ",1," ",1," ",1," ",1," ",0," "," " 
"WCOP99-0621",2002,1,"H",06/13/2002,"1",3," ",0," ",0," ",1," ",0," ",1," ",0," ",1," ",0," "," " 
"WCOP99-0621",2002,1,"I",06/13/2002,"1",1," ",0," ",0," ",1," ",0," ",0," ",0," ",1," ",0," "," " 
"WCOP99-0621",2002,1,"J",06/13/2002,"1",3," ",0," ",0," ",1," ",0," ",1," ",0," ",2," ",0," "," " 
"WCOP99-0621",2002,1,"K",06/13/2002,"1",1," ",0," ",0," ",1," ",0," ",1," ",1," ",2," ",0," "," " 
"WCOP99-0622",2002,1,"A",06/19/2002,"1",2," ",1," ",0," ",2," ",0," ",1," ",0," ",1," ",2," "," " 
"WCOP99-0622",2002,1,"B",06/19/2002,"1",1," ",1," ",0," ",1," ",1," ",1," ",0," ",1," ",0," "," " 
"WCOP99-0622",2002,1,"C",06/19/2002,"1",1," ",2," ",0," ",1," ",1," ",1," ",0," ",1," ",0," "," " 
"WCOP99-0622",2002,1,"D",06/19/2002,"1",2," ",1," ",0," ",1," ",1," ",1," ",0," ",1," ",0," "," " 
"WCOP99-0622",2002,1,"E",06/19/2002,"1",1," ",3," ",0," ",1," ",1," ",1," ",1," ",1," ",0," "," " 
"WCOP99-0622",2002,1,"F",06/19/2002,"1",1," ",2," ",1," ",0," ",1," ",1," ",1," ",1," ",0," "," " 
"WCOP99-0622",2002,1,"G",06/19/2002,"1",3," ",1," ",0," ",1," ",1," ",1," ",0," ",1," ",0," "," " 
"WCOP99-0622",2002,1,"H",06/19/2002,"1",1," ",3," ",0," ",1," ",1," ",1," ",1," ",1," ",1," "," " 
"WCOP99-0622",2002,1,"I",06/19/2002,"1",2," ",1," ",0," ",2," ",1," ",1," ",0," ",2," ",2," "," " 
"WCOP99-0622",2002,1,"J",06/19/2002,"1",2," ",2," ",0," ",2," ",1," ",4," ",0," ",2," ",4," "," " 
"WCOP99-0622",2002,1,"K",06/19/2002,"1",2," ",1," ",0," ",1," ",1," ",1," ",0," ",1," ",0," "," " 
"WCOP99-0626",2002,1,"A",09/05/2002,"1",1," ",0," ",0," ",1," ",0," ",1," ",1," ",2," ",0," "," " 
"WCOP99-0626",2002,1,"B",09/05/2002,"1",1," ",1," ",1," ",1," ",0," ",2," ",1," ",2," ",0," "," " 
"WCOP99-0626",2002,1,"C",09/05/2002,"1",1," ",1," ",2," ",1," ",1," ",1," ",1," ",2," ",0," "," " 
"WCOP99-0626",2002,1,"D",09/05/2002,"1",0," ",1," ",1," ",2," ",1," ",2," ",1," ",2," ",0," "," " 
"WCOP99-0626",2002,1,"E",09/05/2002,"1",1," ",1," ",0," ",1," ",1," ",2," ",1," ",2," ",0," "," " 
"WCOP99-0626",2002,1,"F",09/05/2002,"1",1," ",1," ",2," ",1," ",0," ",2," ",1," ",1," ",0," "," " 
"WCOP99-0626",2002,1,"G",09/05/2002,"1",1," ",0," ",0," ",1," ",0," ",2," ",1," ",2," ",0," "," " 
"WCOP99-0626",2002,1,"H",09/05/2002,"1",1," ",1," ",0," ",1," ",1," ",2," ",1," ",2," ",0," "," " 
"WCOP99-0626",2002,1,"I",09/05/2002,"1",1," ",1," ",0," ",1," ",0," ",2," ",1," ",2," ",0," "," " 
"WCOP99-0626",2002,1,"J",09/05/2002,"1",0," ",0," ",0," ",1," ",0," ",3," ",2," ",2," ",0," "," " 
"WCOP99-0626",2002,1,"K",09/05/2002,"1",0," ",1," ",0," ",1," ",1," ",1," ",1," ",2," ",0," "," " 
"WCOP99-0627",2002,1,"A",05/22/2002,"1",2," ",0," ",2," ",2," ",0," ",2," ",2," ",1," ",0," "," " 
"WCOP99-0627",2002,1,"B",05/22/2002,"1",1," ",0," ",2," ",2," ",0," ",2," ",1," ",1," ",0," "," " 
"WCOP99-0627",2002,1,"C",05/22/2002,"1",1," ",0," ",0," ",1," ",0," ",1," ",1," ",1," ",0," "," " 
"WCOP99-0627",2002,1,"D",05/22/2002,"1",1," ",0," ",2," ",2," ",0," ",1," ",1," ",1," ",0," "," " 
"WCOP99-0627",2002,1,"E",05/22/2002,"1",1," ",0," ",0," ",2," ",0," ",1," ",1," ",2," ",0," "," " 
"WCOP99-0627",2002,1,"F",05/22/2002,"1",0," ",1," ",2," ",1," ",0," ",1," ",2," ",1," ",0," "," " 
"WCOP99-0627",2002,1,"G",05/22/2002,"1",0," ",0," ",1," ",2," ",0," ",1," ",1," ",1," ",0," "," " 
"WCOP99-0627",2002,1,"H",05/22/2002,"1",0," ",0," ",1," ",3," ",0," ",1," ",1," ",0," ",0," "," " 
"WCOP99-0627",2002,1,"I",05/22/2002,"1",1," ",0," ",1," ",1," ",0," ",1," ",2," ",1," ",0," "," " 
"WCOP99-0627",2002,1,"J",05/22/2002,"1",2," ",0," ",1," ",1," ",0," ",1," ",1," ",2," ",0," "," " 
"WCOP99-0627",2002,1,"K",05/22/2002,"1",2," ",0," ",1," ",1," ",0," ",1," ",2," ",2," ",0," "," " 
"WCOP99-0629",2002,1,"A",05/14/2002,"1",1," ",2," ",0," ",1," ",0," ",1," ",1," ",1," ",0," "," " 
"WCOP99-0629",2002,1,"B",05/14/2002,"1",1," ",2," ",0," ",0," ",0," ",1," ",0," ",0," ",0," "," " 
"WCOP99-0629",2002,1,"C",05/14/2002,"1",2," ",2," ",0," ",1," ",0," ",2," ",0," ",0," ",0," "," " 
"WCOP99-0629",2002,1,"D",05/14/2002,"1",1," ",1," ",0," ",1," ",0," ",1," ",0," ",1," ",0," "," " 
"WCOP99-0629",2002,1,"E",05/14/2002,"1",0," ",1," ",0," ",0," ",0," ",1," ",1," ",0," ",0," "," " 
"WCOP99-0629",2002,1,"F",05/14/2002,"1",2," ",1," ",0," ",0," ",0," ",1," ",0," ",0," ",0," "," " 
"WCOP99-0629",2002,1,"G",05/14/2002,"1",2," ",2," ",0," ",0," ",0," ",2," ",1," ",0," ",0," "," " 
"WCOP99-0629",2002,1,"H",05/14/2002,"1",2," ",2," ",0," ",1," ",0," ",1," ",0," ",0," ",0," "," " 
"WCOP99-0629",2002,1,"I",05/14/2002,"1",1," ",1," ",0," ",1," ",0," ",1," ",0," ",0," ",0," "," " 
"WCOP99-0629",2002,1,"J",05/14/2002,"1",1," ",2," ",0," ",0," ",0," ",2," ",0," ",0," ",0," "," " 
"WCOP99-0629",2002,1,"K",05/14/2002,"1",2," ",2," ",0," ",0," ",0," ",2," ",0," ",2," ",2,"F1"," " 
"WCOP99-0632",2002,1,"A",09/24/2002,"1",0," ",1," ",0," ",2," ",0," ",1," ",1," ",2," ",0," "," " 
"WCOP99-0632",2002,1,"B",09/24/2002,"1",0," ",1," ",2," ",2," ",0," ",1," ",0," ",2," ",0," "," " 
"WCOP99-0632",2002,1,"C",09/24/2002,"1",0," ",1," ",2," ",1," ",0," ",1," ",1," ",0," ",0," "," " 
"WCOP99-0632",2002,1,"D",09/24/2002,"1",0," ",0," ",0," ",1," ",0," ",1," ",1," ",1," ",0," "," " 
"WCOP99-0632",2002,1,"E",09/24/2002,"1",0," ",1," ",0," ",1," ",0," ",1," ",1," ",0," ",0," "," " 
"WCOP99-0632",2002,1,"F",09/24/2002,"1",0," ",1," ",0," ",1," ",1," ",1," ",0," ",0," ",0," "," " 
"WCOP99-0632",2002,1,"G",09/24/2002,"1",0," ",1," ",0," ",1," ",0," ",0," ",1," ",1," ",0," "," " 
"WCOP99-0632",2002,1,"H",09/24/2002,"1",0," ",0," ",0," ",2," ",0," ",1," ",1," ",0," ",0," "," " 
"WCOP99-0632",2002,1,"I",09/24/2002,"1",0," ",0," ",0," ",1," ",0," ",1," ",1," ",0," ",0," "," " 
"WCOP99-0632",2002,1,"J",09/24/2002,"1",0," ",1," ",0," ",2," ",0," ",1," ",1," ",0," ",0," "," " 
"WCOP99-0632",2002,1,"K",09/24/2002,"1",0," ",1," ",0," ",1," ",0," ",1," ",1," ",0," ",0," "," " 
"WCOP99-0633",2003,1,"A",06/18/2003,"1",0," ",1," ",0," ",1," ",0," ",1," ",1," ",1," ",0," "," " 
"WCOP99-0633",2003,1,"B",06/18/2003,"1",0," ",1," ",0," ",1," ",1," ",1," ",1," ",1," ",0," "," " 
"WCOP99-0633",2003,1,"C",06/18/2003,"1",0," ",1," ",1," ",2," ",1," ",1," ",1," ",2," ",0," "," " 
"WCOP99-0633",2003,1,"D",06/18/2003,"1",1," ",1," ",0," ",1," ",1," ",1," ",1," ",1," ",0," "," " 
"WCOP99-0633",2003,1,"E",06/18/2003,"1",0," ",1," ",1," ",1," ",1," ",1," ",1," ",1," ",0," "," " 
"WCOP99-0633",2003,1,"F",06/18/2003,"1",0," ",1," ",1," ",1," ",0," ",1," ",1," ",2," ",0," "," " 
"WCOP99-0633",2003,1,"G",06/18/2003,"1",0," ",1," ",0," ",0," ",0," ",1," ",1," ",2," ",0," "," " 
"WCOP99-0633",2003,1,"H",06/18/2003,"1",0," ",1," ",0," ",1," ",1," ",1," ",1," ",2," ",0," "," " 
"WCOP99-0633",2003,1,"I",06/18/2003,"1",0," ",1," ",0," ",1," ",1," ",1," ",1," ",2," ",0," "," " 
"WCOP99-0633",2003,1,"J",06/18/2003,"1",0," ",1," ",0," ",1," ",1," ",2," ",1," ",3," ",0," "," " 
"WCOP99-0633",2003,1,"K",06/18/2003,"1",0," ",1," ",2," ",2," ",1," ",2," ",1," ",2," ",0," "," " 
"WCOP99-0634",2002,1,"A",08/13/2002,"1",1," ",0," ",0," ",3," ",2," ",3," ",2," ",3," ",0," "," " 
"WCOP99-0634",2002,1,"B",08/13/2002,"1",1," ",0," ",1," ",3," ",2," ",2," ",1," ",2," ",0," "," " 
"WCOP99-0634",2002,1,"C",08/13/2002,"1",3," ",0," ",0," ",2," ",1," ",2," ",1," ",3," ",0," "," " 
"WCOP99-0634",2002,1,"D",08/13/2002,"1",1," ",0," ",0," ",1," ",1," ",1," ",1," ",0," ",0," "," " 
"WCOP99-0634",2002,1,"E",08/13/2002,"1",2," ",0," ",0," ",1," ",1," ",1," ",1," ",2," ",0," "," " 
"WCOP99-0634",2002,1,"F",08/13/2002,"1",2," ",0," ",0," ",1," ",1," ",2," ",2," ",2," ",0," "," " 
"WCOP99-0634",2002,1,"G",08/13/2002,"1",1," ",1," ",0," ",2," ",1," ",3," ",1," ",3," ",0," "," " 
"WCOP99-0634",2002,1,"H",08/13/2002,"1",0," ",0," ",0," ",3," ",2," ",3," ",1," ",2," ",0," "," " 
"WCOP99-0634",2002,1,"I",08/13/2002,"1",1," ",0," ",0," ",2," ",2," ",3," ",2," ",2," ",0," "," " 
"WCOP99-0634",2002,1,"J",08/13/2002,"1",2," ",0," ",0," ",3," ",2," ",4," ",1," ",2," ",0," "," " 
"WCOP99-0634",2002,1,"K",08/13/2002,"1",1," ",0," ",0," ",1," ",1," ",1," ",0," ",2," ",0," "," " 
"WCOP99-0637",2002,1,"A",07/09/2002,"1",1," ",2," ",0," ",2," ",1," ",3," ",2," ",0," ",0," "," " 
"WCOP99-0637",2002,1,"B",07/09/2002,"1",1," ",2," ",0," ",1," ",0," ",1," ",1," ",0," ",0," "," " 
"WCOP99-0637",2002,1,"C",07/09/2002,"1",0," ",2," ",0," ",1," ",1," ",2," ",1," ",0," ",0," "," " 
"WCOP99-0637",2002,1,"D",07/09/2002,"1",1," ",2," ",0," ",0," ",2," ",2," ",2," ",0," ",0," "," " 
"WCOP99-0637",2002,1,"E",07/09/2002,"1",2," ",1," ",0," ",0," ",1," ",2," ",2," ",0," ",0," "," " 
"WCOP99-0637",2002,1,"F",07/09/2002,"1",3," ",1," ",0," ",2," ",1," ",1," ",2," ",0," ",0," "," " 
"WCOP99-0637",2002,1,"G",07/09/2002,"1",1," ",1," ",0," ",2," ",2," ",1," ",0," ",0," ",0," "," " 
"WCOP99-0637",2002,1,"H",07/09/2002,"1",1," ",0," ",0," ",0," ",1," ",1," ",2," ",1," ",0," "," " 
"WCOP99-0637",2002,1,"I",07/09/2002,"1",1," ",0," ",0," ",1," ",0," ",1," ",2," ",0," ",0," "," " 
"WCOP99-0637",2002,1,"J",07/09/2002,"1",1," ",0," ",0," ",1," ",2," ",2," ",1," ",0," ",0," "," " 
"WCOP99-0637",2002,1,"K",07/09/2002,"1",1," ",0," ",0," ",2," ",1," ",2," ",1," ",0," ",0," "," " 
"WCOP99-0638",2002,1,"A",10/08/2002,"1",0,"F2",1,"F2",0,"F2",1,"F2",0,"F2",1,"F2",0,"F2",0,"F2",0,"F2"," " 
"WCOP99-0638",2002,1,"B",10/08/2002,"1",0,"F2",1,"F2",0,"F2",1,"F2",0,"F2",0,"F2",0,"F2",0,"F2",0,"F2"," " 
"WCOP99-0638",2002,1,"C",10/08/2002,"1",1,"F2",1,"F2",0,"F2",1,"F2",0,"F2",1,"F2",0,"F2",0,"F2",0,"F2"," " 
"WCOP99-0638",2002,1,"D",10/08/2002,"1",1,"F2",1,"F2",0,"F2",1,"F2",0,"F2",1,"F2",0,"F2",0,"F2",0,"F2"," " 
"WCOP99-0638",2002,1,"E",10/08/2002,"1",0,"F2",1,"F2",0,"F2",1,"F2",0,"F2",1,"F2",0,"F2",0,"F2",0,"F2"," " 
"WCOP99-0638",2002,1,"F",10/08/2002,"1",0,"F2",1,"F2",0,"F2",1,"F2",0,"F2",1,"F2",0,"F2",0,"F2",0,"F2"," " 
"WCOP99-0638",2002,1,"G",10/08/2002,"1",0,"F2",1," ",0," ",1," ",0," ",1," ",1," ",0," ",0," "," " 
"WCOP99-0638",2002,1,"H",10/08/2002,"1",1,"F2",1,"F2",0,"F2",1,"F2",0,"F2",1,"F2",0,"F2",1,"F2",0,"F2"," " 
"WCOP99-0638",2002,1,"I",10/08/2002,"1",0,"F2",1,"F2",0,"F2",1,"F2",0,"F2",1,"F2",0,"F2",0,"F2",0,"F2"," " 
"WCOP99-0638",2002,1,"J",10/08/2002,"1",1,"F2",1,"F2",0,"F2",1,"F2",0,"F2",1,"F2",0,"F2",0,"F2",0,"F2"," " 
"WCOP99-0638",2002,1,"K",10/08/2002,"1",1,"F2",1,"F2",0,"F2",1,"F2",0,"F2",1,"F2",0,"F2",0,"F2",0,"F2"," " 
"WCOP99-0646",2003,1,"A",06/10/2003,"1",1," ",0," ",1," ",0," ",0," ",1," ",1," ",0," ",0," "," " 
"WCOP99-0646",2003,1,"B",06/10/2003,"1",1," ",0," ",0," ",0," ",0," ",0," ",0," ",0," ",0," "," " 
"WCOP99-0646",2003,1,"C",06/10/2003,"1",1," ",3," ",0," ",1," ",1," ",1," ",1," ",0," ",0," "," " 
"WCOP99-0646",2003,1,"D",06/10/2003,"1",1," ",2," ",0," ",0," ",0," ",1," ",0," ",0," ",0," "," " 
"WCOP99-0646",2003,1,"E",06/10/2003,"1",1," ",2," ",1," ",1," ",0," ",2," ",1," ",0," ",0," "," " 
"WCOP99-0646",2003,1,"F",06/10/2003,"1",0," ",2," ",0," ",0," ",0," ",1," ",0," ",0," ",0," "," " 
"WCOP99-0646",2003,1,"G",06/10/2003,"1",1," ",2," ",0," ",0," ",0," ",1," ",0," ",0," ",0," "," " 
"WCOP99-0646",2003,1,"H",06/10/2003,"1",1," ",2," ",0," ",1," ",0," ",1," ",0," ",1," ",0," "," " 
"WCOP99-0646",2003,1,"I",06/10/2003,"1",1," ",2," ",0," ",1," ",1," ",1," ",1," ",1," ",0," "," " 
"WCOP99-0646",2003,1,"J",06/10/2003,"1",1," ",2," ",0," ",0," ",1," ",1," ",1," ",0," ",0," "," " 
"WCOP99-0646",2003,1,"K",06/10/2003,"1",1," ",3," ",0," ",1," ",0," ",1," ",0," ",0," ",0," "," " 
"WCOP99-0647",2003,1,"A",07/29/2003,"1",0," ",0," ",0," ",1," ",1," ",2," ",1," ",3," ",0," "," " 
"WCOP99-0647",2003,1,"B",07/29/2003,"1",0," ",0," ",0," ",2," ",1," ",2," ",1," ",3," ",0," "," " 
"WCOP99-0647",2003,1,"C",07/29/2003,"1",0," ",0," ",0," ",1," ",1," ",1," ",1," ",3," ",0," "," " 
"WCOP99-0647",2003,1,"D",07/29/2003,"1",0," ",0," ",1," ",3," ",1," ",2," ",1," ",3," ",0," "," " 
"WCOP99-0647",2003,1,"E",07/29/2003,"1",0," ",0," ",1," ",3," ",1," ",2," ",1," ",3," ",0," "," " 
"WCOP99-0647",2003,1,"F",07/29/2003,"1",0," ",0," ",2," ",2," ",1," ",2," ",1," ",3," ",0," "," " 
"WCOP99-0647",2003,1,"G",07/29/2003,"1",0," ",0," ",1," ",2," ",1," ",2," ",1," ",3," ",0," "," " 
"WCOP99-0647",2003,1,"H",07/29/2003,"1",0," ",0," ",1," ",2," ",1," ",1," ",1," ",3," ",0," "," " 
"WCOP99-0647",2003,1,"I",07/29/2003,"1",0," ",0," ",1," ",2," ",1," ",1," ",1," ",3," ",0," "," " 
"WCOP99-0647",2003,1,"J",07/29/2003,"1",0," ",0," ",0," ",1," ",1," ",1," ",1," ",3," ",0," "," " 
"WCOP99-0647",2003,1,"K",07/29/2003,"1",0," ",0," ",0," ",2," ",1," ",2," ",1," ",3," ",0," "," " 
"WCOP99-0649",2002,1,"A",07/23/2002,"1",2," ",0," ",0," ",1," ",1," ",1," ",0," ",3," ",0," "," " 
"WCOP99-0649",2002,1,"B",07/23/2002,"1",3," ",0," ",0," ",1," ",1," ",1," ",0," ",3," ",0," "," " 
"WCOP99-0649",2002,1,"C",07/23/2002,"1",2," ",0," ",0," ",0," ",0," ",0," ",0," ",3," ",0," "," " 
"WCOP99-0649",2002,1,"D",07/23/2002,"1",2," ",0," ",0," ",1," ",1," ",2," ",0," ",3," ",0," "," " 
"WCOP99-0649",2002,1,"E",07/23/2002,"1",2," ",0," ",1," ",1," ",1," ",2," ",1," ",3," ",0," "," " 
"WCOP99-0649",2002,1,"F",07/23/2002,"1",3," ",0," ",0," ",1," ",0," ",0," ",0," ",3," ",0," "," " 
"WCOP99-0649",2002,1,"G",07/23/2002,"1",2," ",0," ",2," ",1," ",0," ",0," ",1," ",4," ",1," "," " 
"WCOP99-0649",2002,1,"H",07/23/2002,"1",2," ",0," ",1," ",1," ",0," ",1," ",0," ",3," ",0," "," " 
"WCOP99-0649",2002,1,"I",07/23/2002,"1",2," ",0," ",0," ",1," ",1," ",2," ",0," ",2," ",0," "," " 
"WCOP99-0649",2002,1,"J",07/23/2002,"1",2," ",0," ",3," ",1," ",0," ",0," ",0," ",3," ",0," "," " 
"WCOP99-0649",2002,1,"K",07/23/2002,"1",2," ",0," ",4," ",1," ",0," ",1," ",0," ",3," ",0," "," " 
"WCOP99-0650",2002,1,"A",08/20/2002,"1",1," ",0," ",0," ",1," ",1," ",0," ",0," ",0," ",0," "," " 
"WCOP99-0650",2002,1,"B",08/20/2002,"1",1," ",0," ",0," ",2," ",1," ",1," ",1," ",0," ",0," "," " 
"WCOP99-0650",2002,1,"C",08/20/2002,"1",1," ",0," ",0," ",2," ",1," ",2," ",1," ",0," ",0," "," " 
"WCOP99-0650",2002,1,"D",08/20/2002,"1",2," ",0," ",0," ",1," ",1," ",1," ",1," ",0," ",0," "," " 
"WCOP99-0650",2002,1,"E",08/20/2002,"1",0," ",0," ",0," ",2," ",1," ",1," ",1," ",0," ",0," "," " 
"WCOP99-0650",2002,1,"F",08/20/2002,"1",1," ",0," ",0," ",2," ",1," ",1," ",0," ",0," ",1," "," " 
"WCOP99-0650",2002,1,"G",08/20/2002,"1",2," ",0," ",0," ",1," ",1," ",0," ",0," ",0," ",0," "," " 
"WCOP99-0650",2002,1,"H",08/20/2002,"1",1," ",0," ",0," ",1," ",0," ",0," ",0," ",0," ",0," "," " 
"WCOP99-0650",2002,1,"I",08/20/2002,"1",1," ",0," ",0," ",1," ",1," ",1," ",1," ",0," ",0," "," " 
"WCOP99-0650",2002,1,"J",08/20/2002,"1",1," ",0," ",0," ",2," ",1," ",1," ",1," ",0," ",0," "," " 
"WCOP99-0650",2002,1,"K",08/20/2002,"1",1," ",0," ",0," ",1," ",1," ",1," ",0," ",0," ",0," "," " 
"WCOP99-0670",2003,1,"A",06/11/2003,"1",0," ",0," ",1," ",2," ",1," ",1," ",1," ",2," ",0," "," " 
"WCOP99-0670",2003,1,"B",06/11/2003,"1",1," ",0," ",0," ",1," ",1," ",1," ",0," ",1," ",0," "," " 
"WCOP99-0670",2003,1,"C",06/11/2003,"1",1," ",0," ",0," ",1," ",1," ",1," ",1," ",2," ",0," "," " 
"WCOP99-0670",2003,1,"D",06/11/2003,"1",1," ",0," ",1," ",1," ",1," ",1," ",1," ",3," ",0," "," " 
"WCOP99-0670",2003,1,"E",06/11/2003,"1",1," ",0," ",1," ",2," ",1," ",1," ",1," ",3," ",0," "," " 
"WCOP99-0670",2003,1,"F",06/11/2003,"1",1," ",0," ",2," ",1," ",1," ",1," ",0," ",2," ",0," "," " 
"WCOP99-0670",2003,1,"G",06/11/2003,"1",1," ",0," ",0," ",1," ",2," ",1," ",2," ",2," ",0," "," " 
"WCOP99-0670",2003,1,"H",06/11/2003,"1",1," ",0," ",0," ",0," ",1," ",1," ",1," ",3," ",0," "," " 
"WCOP99-0670",2003,1,"I",06/11/2003,"1",1," ",0," ",1," ",1," ",0," ",0," ",0," ",2," ",0," "," " 
"WCOP99-0670",2003,1,"J",06/11/2003,"1",0," ",0," ",0," ",1," ",2," ",1," ",0," ",2," ",0," "," " 
"WCOP99-0670",2003,1,"K",06/11/2003,"1",1," ",0," ",0," ",1," ",1," ",1," ",1," ",2," ",0," "," " 
"WCOP99-0672",2003,1,"A",04/23/2003,"1",0,"F1",1,"F1",0,"F1",1,"F1",1,"F1",1,"F1",1,"F1",2,"F1",0,"F1"," " 
"WCOP99-0672",2003,1,"B",04/23/2003,"1",0,"F1",1,"F1",0,"F1",0,"F1",0,"F1",1,"F1",1,"F1",1,"F1",0,"F1"," " 
"WCOP99-0672",2003,1,"C",04/23/2003,"1",0,"F1",1,"F1",0,"F1",1,"F1",0,"F1",1,"F1",1,"F1",2,"F1",0,"F1"," " 
"WCOP99-0672",2003,1,"D",04/23/2003,"1",0,"F1",1,"F1",0,"F1",0,"F1",0,"F1",1,"F1",1,"F1",1,"F1",0,"F1"," " 
"WCOP99-0672",2003,1,"E",04/23/2003,"1",0,"F1",1,"F1",0,"F1",1,"F1",1,"F1",2,"F1",1,"F1",1,"F1",0,"F1"," " 
"WCOP99-0672",2003,1,"F",04/23/2003,"1",0,"F1",1,"F1",0,"F1",0,"F1",0,"F1",1,"F1",1,"F1",1,"F1",0,"F1"," " 
"WCOP99-0672",2003,1,"G",04/23/2003,"1",0,"F1",1,"F1",0,"F1",0,"F1",0,"F1",1,"F1",1,"F1",1,"F1",0,"F1"," " 
"WCOP99-0672",2003,1,"H",04/23/2003,"1",0,"F1",1,"F1",0,"F1",1,"F1",0,"F1",1,"F1",1,"F1",1,"F1",0,"F1"," " 
"WCOP99-0672",2003,1,"I",04/23/2003,"1",0,"F1",1,"F1",0,"F1",1,"F1",0,"F1",1,"F1",1,"F1",2,"F1",0,"F1"," " 
"WCOP99-0672",2003,1,"J",04/23/2003,"1",0,"F1",1,"F1",0,"F1",1,"F1",0,"F1",1,"F1",1,"F1",1,"F1",0,"F1"," " 
"WCOP99-0672",2003,1,"K",04/23/2003,"1",0,"F1",1,"F1",0,"F1",1,"F1",0,"F1",1,"F1",0,"F1",1,"F1",0,"F1"," " 
"WIDP99-0501",2000,1,"A",09/04/2000,"3",0," ",0," ",3," ",1," ",0," ",1," ",0," ",3," ",0," "," " 
"WIDP99-0501",2000,1,"B",09/04/2000,"3",0," ",0," ",4,"F1",2," ",0," ",0," ",0," ",3," ",0," "," " 
"WIDP99-0501",2000,1,"C",09/04/2000,"3",0," ",0," ",2," ",1," ",0," ",1," ",0," ",3," ",0," "," " 
"WIDP99-0501",2000,1,"D",09/04/2000,"3",0," ",0," ",0," ",1," ",1," ",1," ",0," ",3," ",0," "," " 
"WIDP99-0501",2000,1,"E",09/04/2000,"3",0," ",0," ",2," ",1," ",1," ",1," ",1," ",3," ",0," "," " 
"WIDP99-0501",2000,1,"F",09/04/2000,"3",0," ",0," ",0," ",0," ",0," ",0," ",0," ",3," ",0," "," " 
"WIDP99-0501",2000,1,"G",09/04/2000,"3",0," ",0," ",3," ",1," ",0," ",0," ",1," ",2," ",0," "," " 
"WIDP99-0501",2000,1,"H",09/04/2000,"3",0," ",0," ",0," ",1," ",0," ",0," ",0," ",2," ",0," "," " 
"WIDP99-0501",2000,1,"X",09/04/2000,"3",0," ",0," ",3,"F4",2," ",1," ",3," ",0," ",1," ",0," "," " 
