"SITE_ID","YEAR","VISIT_NO","FLOWTYPE","DATE_COL","TEAM_ID","EPIF_SUB","POOL_SUB","POOL_VAR","SEDI_DEP","CHAN_FLS","CHAN_ALT","CHAN_SIN","BANK_STL","BANK_STR","VEG_PROL","VEG_PROR","RIPA_VL","RIPA_VR","EMBEDDED","VELOCITY","FRQ_RIFF","FORMTYPE","SAMPTYPE","TRANSECT","RH_SUM","RH_XHAB" 
"WCAP99-1071",2002,1,"R/R",06/26/2002,"2",12, , ,16,9,20, ,7,6,8,8,10,8,16,7,7," "," "," ",134,10.307692308 
"WCAP99-1074",2002,1,"R/R",07/31/2002,"2",16, , ,11,18,19, ,5,5,8,8,9,8,13,17,14," "," "," ",151,11.615384615 
"WCAP99-1075",2002,1,"R/R",07/10/2002,"2",15, , ,11,20,20, ,8,7,9,9,9,10,12,15,17," "," "," ",162,12.461538462 
"WCAP99-1079",2002,1,"R/R",07/09/2002,"1",14, , ,19,20,20, ,7,7,2,2,10,10,18,18,17," "," "," ",164,12.615384615 
"WCAP99-1090",2002,1,"R/R",08/20/2002,"2",16, , ,16,20,15, ,7,7,8,9,9,9,16,14,16," "," "," ",162,12.461538462 
"WCAP99-1091",2002,1,"R/R",08/13/2002,"1",13, , ,17,19,19, ,8,3,4,6,9,9,17,14,14," "," "," ",152,11.692307692 
"WCAP99-1092",2002,1,"R/R",08/14/2002,"1",17, , ,16,20,20, ,9,9,9,8,10,10,17,15,17," "," "," ",177,13.615384615 
"WCAP99-1096",2002,1,"R/R",06/18/2002,"1",12, , ,15,18,19, ,5,2,7,8,9,8,5,13,11," "," "," ",132,10.153846154 
"WCAP99-1100",2002,1,"R/R",07/30/2002,"1",16, , ,17,20,20, ,9,9,6,8,10,10,16,19,17," "," "," ",177,13.615384615 
"WCAP99-1102",2003,1,"R/R",05/07/2003,"1",18, , ,14,20,18, ,9,9,6,6,6,4,14,16,14," "," "," ",154,11.846153846 
"WCAP99-1104",2002,1,"R/R",08/27/2002,"2",15, , ,16,18,12, ,8,8,9,9,8,8,14,13,11," "," "," ",149,11.461538462 
"WCAP99-1106",2002,1,"R/R",08/01/2002,"2",5, , ,3,14,8, ,3,3,9,9,8,9,2,8,3," "," "," ",84,6.4615384615 
"WCAP99-1111",2002,1,"R/R",08/06/2002,"2",17, , ,13,19,17, ,9,7,10,9,10,5,15,15,16," "," "," ",162,12.461538462 
"WCAP99-1125",2002,1,"R/R",05/23/2002,"1",13, , ,5,18,13, ,8,8,7,7,3,1,5,13,5," "," "," ",106,8.1538461538 
"WCAP99-1127",2002,1,"R/R",06/13/2002,"2",15, , ,13,19,19, ,5,5,1,1,2,2,14,15,12," "," "," ",123,9.4615384615 
"WCAP99-1131",2002,1,"G/P",05/21/2002,"1",10,17,10,7,20,18,6,8,8,8,8,10,8, , , ," "," "," ",138,10.615384615 
"WCAP99-1132",2002,1,"R/R",06/06/2002,"1",18, , ,17,20,20, ,9,9,10,10,10,10,17,16,18," "," "," ",184,14.153846154 
"WCOP01-0765",2002,1,"G/P",08/27/2002,"1",10,14,5,12,9,13,16,4,4,4,4,5,5, , , ," "," "," ",105,8.0769230769 
"WCOP01-0769",2002,1,"R/R",06/24/2002,"1",14, , ,13,9,12, ,9,7,7,9,7,7,12,9,19," "," "," ",134,10.307692308 
"WCOP01-0809",2002,1,"G/P",06/05/2002,"1",17,16,16,11,12,13,13,8,8,8,8,9,9, , , ," "," "," ",148,11.384615385 
"WCOP01-0812",2002,1,"R/R",09/17/2002,"1",8, , ,7,17,20, ,8,8,5,5,10,10,12,18,15," "," "," ",143,11 
"WCOP01-0817",2002,1,"R/R",08/28/2002,"1",14, , ,12,17,8, ,9,9,9,9,4,4,9,14,10," "," "," ",128,9.8461538462 
"WCOP01-0819",2002,1,"G/P",09/18/2002,"1",10,7,20,15,18,19,6,6,8,7,9,6,8, , , ," "," "," ",139,10.692307692 
"WCOP99-0502",2000,1,"R/R",08/05/2000,"0",14, , ,16,12,20, ,8,8,9,9,9,9, , , ," "," "," ",114,11.4 
"WCOP99-0503",2000,1,"R/R",07/27/2000,"0",18, , ,20,15,20, ,10,10,10,10,10,10, , , ," "," "," ",133,13.3 
"WCOP99-0505",2000,1,"R/R",08/17/2000,"0",17, , ,18,10,20, ,8,7,9,9,8,7, , , ," "," "," ",113,11.3 
"WCOP99-0506",2000,1,"G/P",07/19/2000,"0",10,13,1,18,19,20,6,9,8,10,10,2,2, , , ," "," "," ",128,9.8461538462 
"WCOP99-0507",2000,1,"R/R",08/03/2000,"0",18, , ,15,15,20, ,9,9,9,9,9,10, , , ," "," "," ",123,12.3 
"WCOP99-0508",2000,1,"R/R",08/01/2000,"0",13, , ,13,10,20, ,8,8,9,9,10,9, , , ," "," "," ",109,10.9 
"WCOP99-0510",2000,1,"G/P",09/06/2000,"0",5,10,5,9,9,8,3,1,2,4,4,3,3, , , ," "," "," ",66,5.0769230769 
"WCOP99-0511",2000,1,"R/R",07/13/2000,"0",15, , ,13,10,18, ,7,8,9,9,9,9, , , ," "," "," ",107,10.7 
"WCOP99-0512",2000,1,"R/R",08/29/2000,"0",9, , ,13,8,19, ,9,8,9,8,9,7, , , ," "," "," ",99,9.9 
"WCOP99-0513",2000,1,"R/R",08/22/2000,"0",14, , ,19,18,20, ,9,9,9,9, , , , , ," "," "," ",107,13.375 
"WCOP99-0515",2000,1,"G/P",09/15/2000,"0",16,16,6,19,19,18,8,10,10,10,10, , , , , ," "," "," ",142,12.909090909 
"WCOP99-0516",2000,1,"R/R",07/20/2000,"0",10, , ,9,9,18, ,2,2,5,5,7,7, , , ," "," "," ",74,7.4 
"WCOP99-0518",2000,1,"R/R",07/10/2000,"0",19, , ,13,15,20, ,7,7,10,6,9,10, , , ," "," "," ",116,11.6 
"WCOP99-0563",2001,1,"G/P",05/17/2001,"1",15,17,17,12,14,20,13,8,8,3,3,6,6, , , ," "," "," ",142,10.923076923 
"WCOP99-0566",2001,1,"R/R",06/06/2001,"1",11, , ,13,10,9, ,2,3,1,1,3,3,17,7,14," "," "," ",94,7.2307692308 
"WCOP99-0593",2002,1,"R/R",05/28/2002,"1",15, , ,8,15,20, ,6,7,7,7,8,8,13,20,15," "," "," ",149,11.461538462 
"WCOP99-0597",2002,1,"R/R",05/21/2002,"1",18, , ,19,15,20, ,9,9,10,10,10,10,19,10,18," "," "," ",177,13.615384615 
"WCOP99-0622",2002,1,"R/R",06/19/2002,"1",18, , ,11,16,12, ,6,6,6,6,3,3,10,15,12," "," "," ",124,9.5384615385 
"WCOP99-0626",2002,1,"R/R",09/05/2002,"1",16, , ,14,13,14, ,9,9,8,9,7,10,19,17,16," "," "," ",161,12.384615385 
"WCOP99-0627",2002,1,"G/P",05/22/2002,"1",15,8,8,7,13,16,15,6,8,8,9,5,10, , , ," "," "," ",128,9.8461538462 
"WCOP99-0629",2002,1,"G/P",05/14/2002,"1",15,13,10,13,19,15,14,2,1,4,5,7,6, , , ," "," "," ",124,9.5384615385 
"WCOP99-0632",2002,1,"G/P",09/24/2002,"1",14,13,15,9,19,20,20,4,4,10,10,10,10, , , ," "," "," ",158,12.153846154 
"WCOP99-0634",2002,1,"R/R",08/13/2002,"1",10, , ,19,13,20, ,8,8,9,9,10,10,18,9,17," "," "," ",160,12.307692308 
"WCOP99-0637",2002,1,"G/P",07/09/2002,"1",18,18,19,15,18,17,19,8,8,9,9,9,9, , , ," "," "," ",176,13.538461538 
"WCOP99-0638",2002,1,"R/R",10/08/2002,"1",12, , ,13,19,20, ,3,5,7,8,10,10,14,16,12," "," "," ",149,11.461538462 
"WCOP99-0649",2002,1,"R/R",07/23/2002,"1",14, , ,20,18,20, ,10,10,10,10,10,10,20,19,20," "," "," ",191,14.692307692 
"WCOP99-0650",2002,1,"G/P",08/20/2002,"1",16,14,14,15,12,16,17,5,5,6,6,7,7, , , ," "," "," ",140,10.769230769 
"WIDP99-0501",2000,1,"R/R",09/04/2000,"3",19, , ,17,19,20, ,9,10,9,10,8,10, , , ," "," "," ",131,13.1 
"WIDP99-0502",2000,1,"R/R",08/23/2000,"3",18, , ,19,18,19, ,9,9,10,10,10,9, , , ," "," "," ",131,13.1 
"WIDP99-0503",2000,1,"G/P",09/07/2000,"3",14,13,4,9,5,19,13,4,4,8,8,10,8, , , ," "," "," ",119,9.1538461538 
"WIDP99-0504",2000,1,"R/R",09/12/2000,"3",13, , ,14,12,19, ,7,9,9,9,10,9, , , ," "," "," ",111,11.1 
"WIDP99-0508",2000,1,"R/R",09/13/2000,"4",19, , ,20,19,20, ,10,10,7,7,7,8, , , ," "," "," ",127,12.7 
"WIDP99-0510",2000,1,"R/R",09/10/2000,"3",16, , ,19,16,18, ,10,10,10,10,10,9, , , ," "," "," ",128,12.8 
"WIDP99-0511",2000,1,"R/R",08/24/2000,"4",17, , ,15,16,20, ,10,9,10,6,10,3, , , ," "," "," ",116,11.6 
"WIDP99-0514",2000,1,"R/R",08/30/2000,"4",17, , ,19,13,12, ,8,9,8,8,6,6, , , ," "," "," ",106,10.6 
"WIDP99-0515",2000,1,"R/R",08/27/2000,"3",19, , ,19,14,19, ,6,4,5,9,10,10, , , ," "," "," ",115,11.5 
"WIDP99-0516",2000,1,"R/R",08/30/2000,"3",19, , ,18,18,20, ,8,8,9,9,10,10, , , ," "," "," ",129,12.9 
"WIDP99-0520",2000,1,"R/R",09/07/2000,"4",19, , ,20,20,20, ,10,10,10,10,10,10, , , ," "," "," ",139,13.9 
"WIDP99-0524",2000,1,"R/R",08/23/2000,"4",19, , ,19,17,20, ,9,9,10,10,10,10, , , ," "," "," ",133,13.3 
"WMTP99-0503",2002,1,"R/R",09/23/2002,"1",20, , ,20,14,15, ,10,10,9,10,7,6,20,20,20," "," "," ",181,13.923076923 
"WMTP99-0505",2002,1,"R/R",08/26/2002,"1",19, , ,12,20,19, ,4,4,8,8,6,9,17,19,20," "," "," ",165,12.692307692 
"WMTP99-0507",2002,1,"R/R",07/22/2002,"1",20, , ,14,18,15, ,6,7,10,10,9,10,18,19,20," "," "," ",176,13.538461538 
"WMTP99-0509",2001,1,"R/R",09/13/2001,"1",16, , ,14,15,19, ,9,9,9,9,9,9,17,9,16," "," "," ",160,12.307692308 
"WMTP99-0510",2000,1,"R/R",10/08/2000,"1",16, , ,19,20,20, ,10,9,9,9,9,9, , , ," "," "," ",130,13 
"WMTP99-0515",2000,1,"R/R",08/18/2000,"1",20, , ,18,16,19, ,10,10,10,10,10,10, , , ," "," "," ",133,13.3 
"WMTP99-0516",2002,1,"R/R",08/18/2002,"1",18, , ,12,17,20, ,6,6,9,9,9,8,15,19,19," "," "," ",167,12.846153846 
"WMTP99-0517",2001,1,"R/R",09/16/2001,"1",20, , ,19,18,20, ,9,9,10,10,10,10,19,18,19," "," "," ",191,14.692307692 
"WMTP99-0518",2002,1,"R/R",07/13/2002,"1",12, , ,19,15,20, ,8,8,9,9,10,10,13,7,12," "," "," ",152,11.692307692 
"WMTP99-0521",2001,1,"R/R",07/30/2001,"1",15, , ,18,16,18, ,8,8,9,9,9,9,16,9,19," "," "," ",163,12.538461538 
"WMTP99-0523",2003,1,"R/R",08/09/2003,"1",18, , ,20,17,20, ,8,8,9,9,9,9,19,16,20," "," "," ",182,14 
"WMTP99-0600",2001,1,"R/R",07/24/2001,"1",19, , ,18,18,19, ,9,9,9,9,10,10,19,18,17," "," "," ",184,14.153846154 
"WMTP99-0604",2001,1,"G/P",10/07/2001,"1",19,19,19,20,19,20,20,9,9,9,9,9,9, , , ," "," "," ",190,14.615384615 
"WMTP99-0607",2001,1,"R/R",07/23/2001,"1",16, , ,14,9,18, ,9,9,9,9,10,10,18,19,17," "," "," ",167,12.846153846 
"WMTP99-0608",2001,1,"R/R",07/19/2001,"1",20, , ,19,18,13, ,10,10,10,9,10,4,18,20,16," "," "," ",177,13.615384615 
"WMTP99-0609",2001,1,"R/R",07/09/2001,"1",20, , ,19,18,20, ,10,10,10,10,10,10,20,20,17," "," "," ",194,14.923076923 
"WMTP99-0613",2001,1,"G/P",10/17/2001,"1",20,18,20,18,19,20,20,10,10,9,9,10,10, , , ," "," "," ",193,14.846153846 
"WMTP99-0628",2001,1,"G/P",10/15/2001,"1",19,19,18,18,19,19,19,8,8,9,9,9,9, , , ," "," "," ",183,14.076923077 
"WMTP99-0633",2001,1,"R/R",07/11/2001,"1",19, , ,17,18,20, ,9,9,9,9,9,8,17,19,19," "," "," ",182,14 
"WMTP99-0635",2001,1,"G/P",09/28/2001,"1",7,13,7,5,18,17,18,8,8,9,9,9,9, , , ," "," "," ",137,10.538461538 
"WMTP99-0648",2001,1,"G/P",10/12/2001,"1",18,18,17,16,17,19,18,9,9,9,9,9,9, , , ," "," "," ",177,13.615384615 
"WMTP99-0653",2001,1,"G/P",09/23/2001,"1",17,9,13,10,5,19,15,2,2,9,9,9,9, , , ," "," "," ",128,9.8461538462 
"WMTP99-0697",2002,1,"G/P",10/09/2002,"1",5,11,1,4,5,13,13,7,6,3,3,1,1, , , ," "," "," ",73,5.6153846154 
"WMTP99-0698",2002,1,"G/P",08/22/2002,"1",10,16,10,9,19,15,3,2,2,7,7,2,2, , , ," "," "," ",104,8 
"WMTP99-0699",2002,1,"G/P",10/10/2002,"1",12,13,4,5,15,20,8,8,8,7,7,5,5, , , ," "," "," ",117,9 
"WMTP99-0701",2002,1,"R/R",07/10/2002,"1",17, , ,17,20,20, ,7,8,10,10,9,9,13,19,19," "," "," ",178,13.692307692 
"WMTP99-0702",2002,1,"R/R",07/20/2002,"1",16, , ,8,18,18, ,8,6,9,9,6,3,6,10,17," "," "," ",134,10.307692308 
"WMTP99-0703",2003,1,"R/R",08/20/2003,"1",19, , ,19,13,20, ,10,10,10,10,10,10,16,10,10," "," "," ",167,12.846153846 
"WMTP99-0704",2002,1,"R/R",08/20/2002,"1",18, , ,11,6,20, ,9,9,10,10,10,10,16,7,11," "," "," ",147,11.307692308 
"WMTP99-0705",2002,1,"R/R",10/22/2002,"1",18, , ,11,15,20, ,10,10,10,10,10,9,14,16,19," "," "," ",172,13.230769231 
"WMTP99-0707",2003,1,"R/R",08/11/2003,"1",13, , ,17,12,20, ,6,9,9,10,10,10,12,15,18," "," "," ",161,12.384615385 
"WMTP99-0712",2003,1,"R/R",07/28/2003,"1",13, , ,14,19,10, ,7,7,8,8,7,8,14,13,17," "," "," ",145,11.153846154 
"WMTP99-0713",2002,1,"R/R",09/02/2002,"1",20, , ,18,10,18, ,8,8,10,10,7,10,19,20,20," "," "," ",178,13.692307692 
"WMTP99-0715",2003,1,"R/R",08/08/2003,"1",15, , ,4,19,20, ,8,8,8,8,4,4,2,9,10," "," "," ",119,9.1538461538 
"WMTP99-0716",2002,1,"R/R",07/24/2002,"1",13, , ,17,15,20, ,4,4,10,10,10,10,17,9,14," "," "," ",153,11.769230769 
"WMTP99-0719",2002,1,"R/R",09/22/2002,"1",19, , ,9,16,20, ,9,8,9,9,7,7,13,19,20," "," "," ",165,12.692307692 
"WMTP99-0721",2002,1,"R/R",08/23/2002,"1",19, , ,16,17,20, ,8,8,10,10,10,10,20,20,20," "," "," ",188,14.461538462 
"WMTP99-0722",2002,1,"R/R",09/06/2002,"1",19, , ,18,8,20, ,10,10,8,8,10,10,14,10,19," "," "," ",164,12.615384615 
"WMTP99-0727",2002,1,"R/R",08/24/2002,"1",12, , ,12,19,19, ,4,4,7,7,10,7,15,13,19," "," "," ",148,11.384615385 
"WMTP99-0729",2002,1,"R/R",10/12/2002,"1",20, , ,17,14,20, ,10,10,10,10,10,8,19,18,20," "," "," ",186,14.307692308 
"WMTP99-0731",2002,1,"G/P",09/19/2002,"1",10,13,15,6,5,20,9,2,3,4,4,10,10, , , ," "," "," ",111,8.5384615385 
"WMTP99-0733",2004,1,"G/P",09/04/2004,"1",15,16,5,10,19,17,16,8,8,5,5,7,7, , , ,"P"," "," ",138,10.615384615 
"WMTP99-0745",2002,1,"R/R",10/23/2002,"1",17, , ,12,17,20, ,9,9,10,10,10,10,13,10,19," "," "," ",166,12.769230769 
"WMTP99-0748",2003,1,"G/P",07/17/2003,"1",10,15,5,18,2,19,11,9,9,7,7,5,5, , , ," "," "," ",122,9.3846153846 
"WMTP99-0749",2002,1,"R/R",09/04/2002,"1",19, , ,10,17,18, ,10,9,9,9,7,5,14,10,19," "," "," ",156,12 
"WMTP99-0793",2003,1,"G/P",08/22/2003,"1",13,13,7,13,17,18,19,8,7,9,9,9,9, , , ," "," "," ",151,11.615384615 
"WMTP99-0801",2003,1,"R/R",07/24/2003,"1",16, , ,15,17,20, ,7,8,10,10,10,10,13,10,18," "," "," ",164,12.615384615 
"WMTP99-0803",2003,1,"R/R",07/26/2003,"1",15, , ,14,15,20, ,9,10,10,10,10,10,15,19,20," "," "," ",177,13.615384615 
"WMTP99-0804",2004,1,"G/P",07/10/2004,"1",16,17,19,18,20,20,18,10,9,8,8,10,10, , , ,"P"," "," ",183,14.076923077 
"WMTP99-0836",2003,1,"R/R",07/29/2003,"1",18, , ,16,7,20, ,5,7,8,8,6,5,17,6,19," "," "," ",142,10.923076923 
"WMTP99-0837",2004,1,"R/R",07/24/2004,"1",20, , ,20,18,20, ,10,10,10,10,10,10,20,10,20,"R"," "," ",188,14.461538462 
"WMTP99-0838",2003,1,"R/R",08/10/2003,"1",11, , ,11,6,20, ,6,10,8,7,6,8,16,8,18," "," "," ",135,10.384615385 
"WMTP99-0839",2003,1,"R/R",07/25/2003,"1",20, , ,19,18,20, ,8,8,9,9,9,10,20,15,19," "," "," ",184,14.153846154 
"WNDP99-0505",2000,1,"G/P",08/08/2000,"1",13,13,4,15,9,18,12,5,5,6,6,9,10, , , ," "," "," ",125,9.6153846154 
"WNDP99-0506",2000,1,"G/P",08/07/2000,"1",12,7,4,16,9,16,12,5,5,3,3,7,7, , , ," "," "," ",106,8.1538461538 
"WNDP99-0507",2000,1,"G/P",07/20/2000,"1",19,18,4,16,13,19,17,5,5,7,9,9,9, , , ," "," "," ",150,11.538461538 
"WNDP99-0508",2000,1,"G/P",06/28/2000,"1",13,14,4,16,11,18,5,6,6,6,6,7,7, , , ," "," "," ",119,9.1538461538 
"WNDP99-0514",2000,1,"G/P",07/22/2000,"1",7,9,2,11,9,18,10,6,6,3,4,9,9, , , ," "," "," ",103,7.9230769231 
"WNDP99-0529",2000,1,"G/P",07/18/2000,"1",14,13,3,16,11,18,6,7,7,7,7,10,10, , , ," "," "," ",129,9.9230769231 
"WNDP99-0531",2000,1,"G/P",06/27/2000,"1",14,17,3,18,9,20,13,10,9,7,7,9,7, , , ," "," "," ",143,11 
"WNDP99-0539",2000,1,"G/P",07/19/2000,"1",14,12,4,12,10,17,7,8,8,9,9,8,9, , , ," "," "," ",127,9.7692307692 
"WNDP99-0544",2000,1,"G/P",07/23/2000,"1",17,12,3,14,10,13,13,7,9,7,7,8,8, , , ," "," "," ",128,9.8461538462 
"WNDP99-0546",2000,1,"G/P",08/08/2000,"1",13,12,9,19,1,16,14,9,9,9,9,9,9, , , ," "," "," ",138,10.615384615 
"WNDP99-0574",2001,1,"G/P",07/27/2001,"1",17,17,13,16,13,13,11,9,9,9,9,6,6, , , ," "," "," ",148,11.384615385 
"WNDP99-0575",2001,1,"G/P",07/10/2001,"1",11,9,12,10,10,16,12,7,6,8,6,7,8, , , ," "," "," ",122,9.3846153846 
"WNDP99-0576",2001,1,"G/P",06/19/2001,"1",12,8,12,18,15,19,17,8,8,8,8,8,8, , , ," "," "," ",149,11.461538462 
"WNDP99-0578",2001,1,"G/P",07/24/2001,"1",14,14,13,16,17,18,16,9,9,8,8,6,8, , , ," "," "," ",156,12 
"WNDP99-0580",2001,1,"G/P",07/12/2001,"1",10,7,2,9,9,17,10,7,7,5,5,3,3, , , ," "," "," ",94,7.2307692308 
"WNDP99-0582",2001,1,"G/P",07/11/2001,"1",13,12,9,18,8,17,9,8,8,8,8,3,3, , , ," "," "," ",124,9.5384615385 
"WNDP99-0584",2001,1,"G/P",07/26/2001,"1",13,12,15,17,14,18,11,8,6,8,6,7,9, , , ," "," "," ",144,11.076923077 
"WNDP99-0605",2001,1,"G/P",06/11/2001,"1",12,14,4,17,13,19,16,8,8,7,7,8,8, , , ," "," "," ",141,10.846153846 
"WNDP99-0611",2001,1,"G/P",06/20/2001,"1",11,7,8,9,12,15,16,8,8,8,8,8,8, , , ," "," "," ",126,9.6923076923 
"WNDP99-0615",2001,1,"G/P",07/10/2001,"1",16,15,10,18,11,17,10,8,8,8,8,5,7, , , ," "," "," ",141,10.846153846 
"WNDP99-0617",2001,1,"G/P",07/09/2001,"1",16,10,5,17,12,17,14,8,8,2,2,7,7, , , ," "," "," ",125,9.6153846154 
"WNDP99-0633",2001,1,"G/P",08/14/2001,"1",9,11,10,8,9,18,8,8,8,5,5,7,7, , , ," "," "," ",113,8.6923076923 
"WNDP99-0648",2002,1,"G/P",06/10/2002,"1",12,9,5,17,10,15,13,8,8,5,5,6,6, , , ," "," "," ",119,9.1538461538 
"WNDP99-0650",2002,1,"G/P",06/04/2002,"1",17,10,10,13,12,18,13,5,5,8,9,7,9, , , ," "," "," ",136,10.461538462 
"WNDP99-0654",2002,1,"G/P",06/08/2002,"1",11,14,5,18,6,18,14,7,7,6,6,5,5, , , ," "," "," ",122,9.3846153846 
"WNDP99-0655",2002,1,"G/P",06/05/2002,"1",16,14,7,10,8,18,12,6,6,4,4,3,3, , , ," "," "," ",111,8.5384615385 
"WNDP99-0671",2002,1,"G/P",06/07/2002,"1",12,11,9,18,16,16,14,9,9,7,7,6,6, , , ," "," "," ",140,10.769230769 
"WNDP99-0676",2002,1,"G/P",06/03/2002,"1",17,13,16,15,12,17,14,8,8,5,5,6,6, , , ," "," "," ",142,10.923076923 
"WNDP99-0680",2003,1,"G/P",08/21/2003,"1",16,10,10,17,9,11,6,9,9,6,9,5,8, , , ," "," "," ",125,9.6153846154 
"WNDP99-0683",2002,1,"G/P",06/06/2002,"1",17,12,5,16,9,17,14,9,9,8,8,8,8, , , ," "," "," ",140,10.769230769 
"WNDP99-0685",2002,1,"G/P",06/08/2002,"1",12,15,6,13,7,13,14,7,7,5,5,4,4, , , ," "," "," ",112,8.6153846154 
"WNDP99-0688",2002,1,"G/P",06/06/2002,"1",11,12,10,10,9,15,14,7,7,5,5,5,5, , , ," "," "," ",115,8.8461538462 
"WNDP99-0689",2003,1,"G/P",08/20/2003,"1",14,9,12,9,6,14,14,7,7,7,7,5,5, , , ," "," "," ",116,8.9230769231 
"WNDP99-0700",2003,1,"G/P",06/10/2003,"1",12,16,6,18,13,17,10,9,9,7,7,8,8, , , ," "," "," ",140,10.769230769 
"WNDP99-0701",2002,1,"G/P",06/09/2002,"1",14,13,14,15,10,17,13,9,9,8,8,6,6, , , ," "," "," ",142,10.923076923 
"WNDP99-0703",2002,1,"G/P",06/09/2002,"1",14,11,9,12,7,14,12,7,7,4,3,3,3, , , ," "," "," ",106,8.1538461538 
"WNDP99-0706",2003,1,"G/P",06/11/2003,"1",11,17,13,17,10,17,13,9,9,8,9,9,10, , , ," "," "," ",152,11.692307692 
"WNDP99-0707",2003,1,"G/P",06/10/2003,"1",11,14,5,18,9,17,12,9,9,8,8,8,8, , , ," "," "," ",136,10.461538462 
"WNDP99-0711",2003,1,"G/P",08/19/2003,"1",14,7,13,17,9,14,13,7,7,7,7,6,6, , , ," "," "," ",127,9.7692307692 
"WNDP99-0712",2003,1,"G/P",06/15/2003,"1",13,15,14,18,9,17,18,7,9,8,9,8,8, , , ," "," "," ",153,11.769230769 
"WNDP99-0713",2003,1,"G/P",06/11/2003,"1",12,17,13,19,13,17,14,9,9,8,8,9,9, , , ," "," "," ",157,12.076923077 
"WNDP99-0714",2003,1,"G/P",06/13/2003,"1",14,14,12,16,11,18,12,9,9,9,9,9,8, , , ," "," "," ",150,11.538461538 
"WNDP99-0716",2003,1,"G/P",08/20/2003,"1",15,10,5,16,6,19,17,9,9,9,9,9,9, , , ," "," "," ",142,10.923076923 
"WNDP99-0717",2003,1,"G/P",08/18/2003,"1",16,14,6,17,6,15,13,7,8,5,5,4,4, , , ," "," "," ",120,9.2307692308 
"WNVP99-0503",2000,1,"R/R",07/05/2000,"1",19, , ,18,12,20, ,7,8,8,8,2,2, , , ," "," "," ",104,10.4 
"WNVP99-0505",2000,1,"R/R",06/29/2000,"1",13, , ,18,7,20, ,10,9,10,10,8,10, , , ," "," "," ",115,11.5 
"WNVP99-0509",2000,1,"R/R",07/13/2000,"1",5, , ,9,2,16, ,2,7,4,7,0,0, , , ," "," "," ",52,5.2 
"WNVP99-0511",2000,1,"G/P",06/22/2000,"1",10,15,4,9,3,18,8,1,1,1,1,0,0, , , ," "," "," ",71,5.4615384615 
"WNVP99-0514",2000,1,"R/R",07/19/2000,"1",20, , ,13,14,18, ,9,7,8,7,8,8, , , ," "," "," ",112,11.2 
"WNVP99-0516",2000,1,"G/P",07/20/2000,"1",13,14,12,12,14,18,16,8,9,7,7,5,5, , , ," "," "," ",140,10.769230769 
"WNVP99-0518",2000,1,"R/R",06/30/2000,"1",1, , ,2,8,18, ,7,5,4,5,9,9, , , ," "," "," ",68,6.8 
"WNVP99-0519",2000,1,"R/R",07/03/2000,"1",17, , ,8,9,19, ,1,8,3,5,1,1, , , ," "," "," ",72,7.2 
"WNVP99-0520",2000,1,"R/R",07/18/2000,"1",20, , ,19,18,20, ,9,9,10,10,10,10, , , ," "," "," ",135,13.5 
"WNVP99-0521",2000,1,"R/R",07/27/2000,"1",2, , ,5,13,14, ,4,4,3,3,0,0, , , ," "," "," ",48,4.8 
"WNVP99-0522",2000,1,"G/P",06/21/2000,"1",13,14,17,9,10,19,8,7,7,9,9,9,9, , , ," "," "," ",140,10.769230769 
"WNVP99-0524",2000,1,"G/P",07/06/2000,"1",19,19,9,20,19,0,0,3,8,2,8,0,0, , , ," "," "," ",107,8.2307692308 
"WNVP99-0555",2001,1,"R/R",07/03/2001,"1",8, , ,10,9,19, ,6,6,4,4,3,3,7,5,19," "," "," ",103,7.9230769231 
"WNVP99-0556",2001,1,"G/P",07/01/2001,"1",15,17,10,7,4,17,20,7,7,2,2,2,2, , , ," "," "," ",112,8.6153846154 
"WNVP99-0557",2001,1,"R/R",06/16/2001,"1",5, , ,12,10,16, ,3,3,2,2,2,2,11,9,16," "," "," ",93,7.1538461538 
"WNVP99-0559",2001,1,"G/P",06/15/2001,"1",5,6,1,8,2,19,11,6,6,8,8,1,1, , , ," "," "," ",82,6.3076923077 
"WNVP99-0561",2001,1,"R/R",06/19/2001,"1",17, , ,14,14,19, ,6,6,6,6,5,5,13,11,19," "," "," ",141,10.846153846 
"WNVP99-0562",2001,1,"G/P",06/30/2001,"1",15,16,12,6,8,12,19,6,6,2,2,2,2, , , ," "," "," ",108,8.3076923077 
"WNVP99-0566",2001,1,"R/R",06/20/2001,"1",15, , ,10,12,16, ,5,5,8,8,5,5,10,8,11," "," "," ",118,9.0769230769 
"WNVP99-0570",2001,1,"R/R",06/05/2001,"1",4, , ,2,11,16, ,5,5,8,8,1,1,14,5,17," "," "," ",97,7.4615384615 
"WNVP99-0571",2004,1,"R/R",08/12/2004,"1",16, , ,17,18,17, ,7,8,7,9,7,9,16,10,19,"R"," "," ",160,12.307692308 
"WNVP99-0573",2001,1,"G/P",06/29/2001,"1",11,14,6,9,5,15,17,7,7,4,4,2,1, , , ," "," "," ",102,7.8461538462 
"WNVP99-0576",2001,1,"R/R",06/13/2001,"1",15, , ,12,19,14, ,9,9,9,9,3,3,13,6,12," "," "," ",133,10.230769231 
"WNVP99-0577",2001,1,"R/R",06/27/2001,"1",16, , ,19,19,19, ,7,7,5,5,5,5,19,9,20," "," "," ",155,11.923076923 
