"SITE_ID","YEAR","VISIT_NO","N_BA","XBKA","SDBK_A","BKA_Q3","MEDBK_A","BKA_Q1","INTQBKA","N_UN","XUN","SDUN","BKUN_Q3","MEDBKUN","BKUN_Q1","INTQBKUN","SIDECNT","N_BW","XBKF_W","SDBKF_W","N_BH","XBKF_H","SDBKF_H","N_INCIS","XINC_H","SDINC_H","XPCAN","XPMID","XPGVEG","XPCM","XPCMG","XPMG","XPMGH","XPMGW","XCL","XCS","XMW","XMH","XGW","XGH","XGB","XC","XM","XG","XCM","XCMW","XCMG","XCMGW","SDCL","SDCS","SDMW","SDMH","SDGW","SDGH","SDGB","SDC","SDM","SDG","SDCM","SDCMW","SDCMG","SDCMGW","PCL10","PCL25","PCL75","PCL90","PCS10","PCS25","PCS75","PCS90","PMW10","PMW25","PMW75","PMW90","PMH10","PMH25","PMH75","PMH90","PGW10","PGW25","PGW75","PGW90","PGH10","PGH25","PGH75","PGH90","PGB10","PGB25","PGB75","PGB90","PC10","PC25","PC75","PC90","PM10","PM25","PM75","PM90","PG10","PG25","PG75","PG90","PCM10","PCM25","PCM75","PCM90","PCMW10","PCMW25","PCMW75","PCMW90","PCMG10","PCMG25","PCMG75","PCMG90","PCMGW10","PCMGW25","PCMGW75","PCMGW90","IQRCL","IDRCL","IQRCS","IDRCS","IQRMW","IDRMW","IQRMH","IDRMH","IQRGW","IDRGW","IQRGH","IDRGH","IQRGB","IDRGB","IQRC","IDRC","IQRM","IDRM","IQRG","IDRG","IQRCM","IDRCM","IQRCMW","IDRCMW","IQRCMG","IDRCMG","IQRCMGW","IDRCMGW","PCAN_C","PCAN_D","PCAN_E","PCAN_M","PCAN_N","PMID_C","PMID_D","PMID_E","PMID_M","PMID_N","NMID","NBNK","XCDENBK","VCDENBK","XCDENMID","VCDENMID","N55","XEMBED","VEMBED","N33","XCEMBED","VCEMBED","XFC_ALG","XFC_AQM","XFC_LWD","XFC_BRS","XFC_OHV","XFC_UCB","XFC_RCK","XFC_HUM","PFC_ALG","PFC_AQM","PFC_LWD","PFC_BRS","PFC_OHV","PFC_UCB","PFC_RCK","PFC_HUM","PFC_ALL","PFC_NAT","PFC_BIG","SDFC_OHV","SDFC_UCB","XFC_ALL","XFC_NAT","XFC_BIG","IQROHV","IDROHV","IQRUCB","IDRUCB","SDB_HALL","SDC_HALL","SDCB_HALL","SDWCB_HALL","XB_HALL","XC_HALL","XF_HALL","XCB_HALL","X_HALL","XB_HNOAG","XC_HNOAG","XF_HNOAG","XCB_HNAG","X_HNOAG","XB_HAG","XC_HAG","XF_HAG","XCB_HAG","X_HAG","W1_HALL","W1_HNOAG","W1_HAG","W1H_BLDG" 
"NEWS04-3701",2004,1,22,55.454545455,33.555536443,90,70,25,65,22,0.0181818182,0.0852802865,0,0,0,0,0,11,3.7363636364,1.5101474943,9,0.3111111111,0.0600925213,9,0.3111111111,0.0600925213,0.9090909091,0.9090909091,0.9090909091,0.9090909091,0.9090909091,0.9090909091,0.8636363636,0.9090909091,0.2579545455,0.1386363636,0.3181818182,0.0977272727,0.1659090909,0.4931818182,0.3738636364,0.3965909091,0.4159090909,0.6590909091,0.8125,0.7147727273,1.4715909091,0.8806818182,0.2719403781,0.1666774888,0.216874692,0.0969502483,0.1662874474,0.2901335713,0.2842573106,0.2788470581,0.2770535291,0.3519119085,0.4823522473,0.4306459082,0.6884807055,0.5448313314,0,0.05,0.575,0.575,0.05,0.05,0.25,0.25,0.05,0.25,0.575,0.575,0,0.05,0.25,0.25,0.05,0.05,0.25,0.25,0.05,0.25,0.575,0.875,0.05,0.05,0.575,0.575,0.1,0.1,0.625,0.625,0.1,0.25,0.625,0.825,0.1,0.5,0.925,1.125,0.2,0.4,1.225,1.4,0.15,0.35,1.15,1.2,0.825,1.025,1.95,2.375,0.2,0.4,1.2,1.65,0.525,0.575,0.2,0.2,0.325,0.525,0.2,0.25,0.2,0.2,0.325,0.825,0.525,0.525,0.525,0.525,0.375,0.725,0.425,1.025,0.825,1.2,0.8,1.05,0.925,1.55,0.8,1.45,0,0.8636363636,0,0.0454545455,0.0909090909,0,0.4545454545,0,0.4545454545,0.0909090909,44,22,98.930481283,2.3221824528,99.732620321,1.2394532644,55,44.545454545,45.534609622,33,46.363636364,43.215895645,0,0.0045454545,0.0818181818,0.325,0.2659090909,0.0909090909,0.1340909091,0.3295454545,0,0.0909090909,0.5454545455,0.9090909091,0.8181818182,0.3636363636,0.6363636364,0.6363636364,1,0.9090909091,1,0.2905324266,0.1261312448,1.2272727273,0.8977272727,0.6363636364,0.525,0.575,0.25,0.25,2.4826671874,0.4670993665,2.3393860889,3.5668932242,1.5909090909,0.1363636364,1.5,1.7272727273,3.2272727273,1.5909090909,0.1363636364,1.5,1.7272727273,3.2272727273,0,0,0,0,0,3.5227772727,3.5227772727,0,0.3030454545 
"NEWS04-3802",2004,1,22,55,37.129118338,90,65,15,75,22,0,0,0,0,0,0,0,11,4.5818181818,1.3948606969,10,0.46,0.195505044,10,0.8,0.3527668415,0.9090909091,0.9090909091,0.9090909091,0.9090909091,0.9090909091,0.9090909091,0.8181818182,0.9090909091,0.4181818182,0.1204545455,0.5306818182,0.0409090909,0.6863636364,0.2227272727,0.0545454545,0.5386363636,0.5715909091,0.9090909091,1.1102272727,1.0693181818,2.0193181818,1.7556818182,0.2241627037,0.1643233535,0.283361184,0.0197385508,0.264431924,0.1965338167,0.0460566186,0.2708811979,0.2947249984,0.3198349141,0.4660279914,0.4563005887,0.7175492275,0.6622891317,0.25,0.25,0.575,0.575,0.05,0.05,0.05,0.25,0.25,0.25,0.875,0.875,0,0.05,0.05,0.05,0.575,0.575,0.875,0.875,0.05,0.05,0.25,0.575,0.05,0.05,0.05,0.05,0.3,0.3,0.825,0.825,0.25,0.3,0.925,0.925,0.825,0.825,1.125,1.15,0.6,0.925,1.55,1.55,0.55,0.875,1.5,1.5,1.425,2.05,2.375,2.675,1.125,1.65,2.075,2.375,0.325,0.325,0,0.2,0.625,0.625,0,0.05,0.3,0.3,0.2,0.525,0,0,0.525,0.525,0.625,0.675,0.3,0.325,0.625,0.95,0.625,0.95,0.325,1.25,0.425,1.25,0,0.8636363636,0,0.0454545455,0.0909090909,0,0.7272727273,0,0.1818181818,0.0909090909,44,22,98.128342246,3.8019705224,98.796791444,3.2540917547,55,87.818181818,32.300149586,33,94.848484848,20.633893858,0,0.0045454545,0.0227272727,0.3613636364,0.4409090909,0.0318181818,0.0272727273,0.1772727273,0,0.0909090909,0.0909090909,0.8181818182,0.9090909091,0.2727272727,0.1818181818,0.3636363636,1,0.9090909091,0.6363636364,0.3008888348,0.0750757194,1.0613636364,0.8840909091,0.2590909091,0.325,0.825,0.05,0.05,2.7732488332,0,2.7732488332,4.1598732498,1.0454545455,0,0,1.0454545455,1.0454545455,1.0454545455,0,0,1.0454545455,1.0454545455,0,0,0,0,0,1.5681818182,1.5681818182,0,0 
"NEWS04-3901",2004,1,22,28.636363636,28.584953509,40,15,10,30,22,0.0181818182,0.0664498639,0,0,0,0,3,11,14.363636364,4.287253836,11,0.5090909091,0.3152920724,11,0.5090909091,0.3152920724,1,1,1,1,1,1,0.5,0.9642857143,0.225,0.2080357143,0.3276785714,0.025,0.2044642857,0.3982142857,0.1196428571,0.4330357143,0.3526785714,0.6026785714,0.7857142857,0.7607142857,1.3883928571,0.9651785714,0.1726696696,0.1649990981,0.2171297706,0.0254587539,0.1634485947,0.2724144932,0.1575796599,0.2210092142,0.2180871476,0.3001804462,0.3202594847,0.3182292276,0.4167489998,0.3697684013,0.05,0.05,0.25,0.575,0,0.05,0.25,0.575,0.05,0.15,0.575,0.575,0,0,0.05,0.05,0.05,0.05,0.25,0.575,0.05,0.25,0.575,0.875,0,0.05,0.25,0.25,0.1,0.3,0.5375,0.825,0.05,0.175,0.575,0.625,0.1,0.4,0.825,0.925,0.35,0.6,1,1.15,0.35,0.55,0.975,1.15,0.8,1.225,1.6875,2.025,0.4,0.7,1.1625,1.45,0.2,0.525,0.2,0.575,0.425,0.525,0.05,0.05,0.2,0.525,0.325,0.825,0.2,0.25,0.2375,0.725,0.4,0.575,0.425,0.825,0.4,0.8,0.425,0.8,0.4625,1.225,0.4625,1.05,0,0.7857142857,0,0.2142857143,0,0,0.6428571429,0.25,0.1071428571,0,56,28,77.731092437,30.768579421,79.096638655,30.034469929,70,50.428571429,44.670637319,42,42.619047619,40.967537643,0.05,0.0910714286,0.125,0.1785714286,0.2071428571,0.0321428571,0.2553571429,0.1232142857,0.4285714286,0.5,0.7142857143,0.9285714286,1,0.3571428571,0.8571428571,0.2142857143,1,1,1,0.0851630627,0.0668153105,0.9214285714,0.7982142857,0.5357142857,0,0.2,0.05,0.05,1.0163498576,0.8017837257,1.3688047244,1.8065813748,0.2857142857,0.1071428571,0.6785714286,0.3928571429,1.0714285714,0.2857142857,0.1071428571,0.6785714286,0.3928571429,1.0714285714,0,0,0,0,0,0.9881178571,0.9881178571,0,0.1309571429 
"NEWS04-4003",2004,1,22,20.227272727,24.420779244,15,12.5,5,10,22,0.0295454545,0.1385804656,0,0,0,0,0,11,9.2954545455,1.8550545201,11,0.4727272727,0.2053821272,11,1.7736363636,0.9198072921,0.9545454545,0.9545454545,0.9545454545,0.9545454545,0.9545454545,0.9545454545,0.8636363636,0.7727272727,0.1056818182,0.1215909091,0.1852272727,0.2352272727,0.1897727273,0.5795454545,0.1113636364,0.2272727273,0.4204545455,0.7693181818,0.6477272727,0.4125,1.4170454545,0.6022727273,0.1331692036,0.1907528092,0.2297331644,0.2795254366,0.226339806,0.3092460459,0.0975067985,0.2688056798,0.3135469475,0.2653537417,0.4785835432,0.4572660734,0.625660906,0.6465986598,0.05,0.05,0.05,0.25,0,0.05,0.05,0.575,0,0.05,0.25,0.575,0,0.05,0.25,0.575,0,0.05,0.25,0.575,0.05,0.25,0.875,0.875,0.05,0.05,0.25,0.25,0.05,0.1,0.3,0.625,0.05,0.1,0.625,0.825,0.625,0.625,0.925,0.925,0.1,0.2,1.125,1.2,0.05,0.15,0.55,1.2,0.725,1.025,1.85,2.075,0.1,0.2,0.925,1.775,0,0.2,0,0.575,0.2,0.575,0.2,0.575,0.2,0.575,0.625,0.825,0.2,0.2,0.2,0.575,0.525,0.775,0.3,0.3,0.925,1.1,0.4,1.15,0.825,1.35,0.725,1.675,0,0.2727272727,0,0.6818181818,0.0454545455,0,0.5,0,0.2727272727,0.2272727273,44,22,80.481283422,28.378857923,83.556149733,20.478682357,55,52.909090909,44.707805569,33,47.878787879,42.038492462,0.0522727273,0,0.075,0.1022727273,0.1204545455,0.1340909091,0.2,0.3227272727,0.0909090909,0,0.1818181818,0.7272727273,0.7272727273,0.4545454545,0.8181818182,0.8181818182,1,0.9090909091,1,0.1756481504,0.2641667862,0.9545454545,0.6318181818,0.7318181818,0.25,0.25,0.25,0.25,2.4642904197,1.5135749373,3.0090771766,4.1220030435,2.3409090909,0.5454545455,1.55,2.8863636364,4.4363636364,2.3409090909,0.5454545455,1.55,2.8863636364,4.4363636364,0,0,0,0,0,5.0902031818,5.0902031818,0,0.4394090909 
"NEWS04-4104",2004,1,22,28.409090909,45.731784394,20,5,5,15,22,0.1409090909,0.298662241,0,0,0,0,2,11,12.463636364,1.6231282927,11,0.3545454545,0.0687551651,11,1.0636363636,0.3443043052,1,1,1,1,1,1,0.8,1,0.34375,0.3775,0.605,0.10625,0.28125,0.45375,0.25625,0.72125,0.71125,0.735,1.4325,1.32625,2.1675,1.6075,0.184047155,0.2529952153,0.2517831147,0.1418568125,0.1931176012,0.2581914579,0.2483994819,0.3384635369,0.301910038,0.328813657,0.3527243594,0.3828111909,0.4719151909,0.4604845846,0.15,0.25,0.575,0.575,0.05,0.15,0.575,0.575,0.25,0.575,0.875,0.875,0,0.05,0.15,0.25,0.05,0.15,0.4125,0.575,0.15,0.25,0.575,0.875,0.05,0.05,0.4125,0.575,0.3,0.4,0.975,1.15,0.275,0.6,0.925,1.125,0.3,0.5,1.025,1.15,0.925,1.1,1.75,1.8625,0.875,0.975,1.7,1.725,1.4625,1.925,2.525,2.825,0.925,1.225,1.95,2.125,0.325,0.425,0.425,0.525,0.3,0.625,0.1,0.25,0.2625,0.525,0.325,0.725,0.3625,0.525,0.575,0.85,0.325,0.85,0.525,0.85,0.65,0.9375,0.725,0.85,0.6,1.3625,0.725,1.2,0,0.7692307692,0,0,0,0,0.7307692308,0,0.0384615385,0,44,22,93.85026738,15.131354643,94.652406417,11.191090001,65,44.784615385,42.744331608,39,51.282051282,40.274027623,0,0,0.0659090909,0.1340909091,0.1454545455,0.2090909091,0.0181818182,0,0,0,0.3636363636,1,0.7272727273,0.8181818182,0.3636363636,0,0.8461538462,0.8461538462,0.7692307692,0.1213559752,0.2092464836,0.5727272727,0.5727272727,0.2931818182,0.25,0.25,0.2,0.575,0.5045249791,0,0.5045249791,0.7567874687,0.1818181818,0,0.5909090909,0.1818181818,0.7727272727,0.1818181818,0,0.5909090909,0.1818181818,0.7727272727,0,0,0,0,0,0.6666863636,0.6666863636,0,0.2424363636 
"NEWS04-4201",2004,1,21,54.047619048,37.934781126,90,40,25,65,22,0.0863636364,0.2493715044,0,0,0,0,0,10,6.425,2.2377133666,10,0.39,0.1663329993,10,0.88,0.588406511,1,1,1,1,1,1,0.9090909091,0.8636363636,0.2159090909,0.1113636364,0.3988636364,0.1477272727,0.3931818182,0.5954545455,0.1079545455,0.3272727273,0.5465909091,0.9886363636,0.8738636364,0.7261363636,1.8625,1.1193181818,0.2345899988,0.1090345273,0.3191765142,0.1670666197,0.2840168735,0.2530335433,0.13169824,0.2696899775,0.3846222215,0.1636138152,0.5847505203,0.5385428572,0.6372723683,0.7906044936,0.05,0.05,0.25,0.25,0,0.05,0.25,0.25,0.05,0.05,0.575,0.875,0.05,0.05,0.25,0.25,0,0.05,0.575,0.575,0.25,0.25,0.875,0.875,0.05,0.05,0.05,0.25,0.05,0.1,0.3,0.5,0.1,0.1,0.825,1.125,0.825,0.825,1.15,1.15,0.15,0.3,1.125,1.65,0.1,0.3,1.075,1.175,1.025,1.175,2.275,2.575,0.1,0.4,1.65,1.75,0.2,0.2,0.2,0.25,0.525,0.825,0.2,0.2,0.525,0.575,0.625,0.625,0,0.2,0.2,0.45,0.725,1.025,0.325,0.325,0.825,1.5,0.775,1.075,1.1,1.55,1.25,1.65,0.0454545455,0.9090909091,0,0.0454545455,0,0,0.8636363636,0,0.0454545455,0.0909090909,44,21,93.837535014,15.166457079,87.43315508,23.549612023,55,44.181818182,38.03949746,33,33.03030303,23.64910787,0,0.1136363636,0.1681818182,0.3295454545,0.3863636364,0.0931818182,0.3136363636,0.3272727273,0,0.4545454545,0.3636363636,0.8181818182,1,0.5454545455,0.8181818182,0.7272727273,1,1,1,0.294610683,0.1753891776,1.6181818182,1.2909090909,0.9022727273,0.325,0.825,0.05,0.25,2.0404990477,0.8312094146,2.3855626361,3.363574938,1.6212121212,0.4545454545,1,2.0757575758,3.0757575758,1.6212121212,0.4545454545,1,2.0757575758,3.0757575758,0,0,0,0,0,3.5530636364,3.5530636364,0,0.3181909091 
"OWW04440-0004",2004,1,21,41.428571429,36.781206381,60,30,15,45,22,0.05,0.1371478174,0,0,0,0,0,11,9.5272727273,1.5498973573,11,0.8181818182,0.1401298099,11,0.8454545455,0.2252271581,0.8181818182,0.9090909091,0.9090909091,0.8181818182,0.8181818182,0.9090909091,0.2727272727,0.7727272727,0.0863636364,0.1511363636,0.4545454545,0.0375,0.0840909091,0.3420454545,0.5130952381,0.2375,0.4920454545,0.4261363636,0.7295454545,0.6920454545,1.1556818182,0.7761363636,0.1156573533,0.1975259586,0.333152007,0.1219265001,0.0943478413,0.2810891195,0.3233244353,0.2302625313,0.3183276954,0.3134369072,0.4515605457,0.4667125635,0.5278512044,0.4831984996,0,0,0.25,0.25,0,0,0.25,0.575,0,0.05,0.575,0.875,0,0,0.05,0.05,0,0.05,0.05,0.25,0.05,0.05,0.575,0.575,0.25,0.25,0.875,0.875,0,0.05,0.5,0.575,0.05,0.1,0.625,0.875,0.05,0.1,0.625,0.825,0.05,0.5,1.075,1.375,0,0.3,1.075,1.375,0.6,0.975,1.5,1.575,0,0.35,1.25,1.375,0.25,0.25,0.25,0.575,0.525,0.875,0.05,0.05,0,0.25,0.525,0.525,0.625,0.625,0.45,0.575,0.525,0.825,0.525,0.775,0.575,1.325,0.775,1.375,0.525,0.975,0.9,1.375,0,0.4090909091,0,0.4090909091,0.1818181818,0,0.4545454545,0,0.4090909091,0.1363636364,44,22,71.390374332,33.389084431,66.042780749,34.878160745,55,32.545454545,27.231394043,33,39.393939394,24.23058423,0,0,0.0045454545,0.0613636364,0.0454545455,0.0136363636,0.6613636364,0.0045454545,0,0,0.0909090909,0.2727272727,0.9090909091,0.2727272727,1,0.0909090909,1,1,1,0.0150755672,0.0233549683,0.7909090909,0.7863636364,0.6840909091,0,0,0.05,0.05,0.6741998625,0.4045199175,0.6030226892,0.8969645782,0.8181818182,0.0909090909,0.3636363636,0.9090909091,1.2727272727,0.8181818182,0.0909090909,0.3636363636,0.9090909091,1.2727272727,0,0,0,0,0,1.5606181818,1.5606181818,0,0 
"OWW04440-0008",2004,1,22,34.954545455,22.323332386,50,36,12,38,22,0,0,0,0,0,0,0,11,7.3,0.8414273587,11,1.5818181818,0.2522624896,11,2.9636363636,0.1286291357,1,1,1,1,1,1,1,1,0.0386363636,0.05,0.05,0.05,0.05,0.5045454545,0.4465909091,0.0886363636,0.1,0.5545454545,0.1886363636,0.1386363636,0.7431818182,0.1886363636,0.0214466014,0,0,0,0,0.2040711191,0.2009346397,0.0214466014,0,0.2040711191,0.0214466014,0.0214466014,0.2111732839,0.0214466014,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.25,0.25,0.575,0.575,0.25,0.25,0.575,0.575,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.625,0.625,0.15,0.2,0.2,0.2,0.1,0.15,0.15,0.15,0.45,0.5,0.825,0.825,0.15,0.2,0.2,0.2,0,0.05,0,0,0,0,0,0,0,0,0.325,0.325,0.325,0.325,0,0.05,0,0,0.325,0.325,0,0.05,0,0.05,0.325,0.375,0,0.05,0,1,0,0,0,0,1,0,0,0,44,22,98.128342246,4.9336890171,95.454545455,8.402028782,55,52.090909091,45.457457819,33,69.090909091,39.989345172,0,0.0045454545,0.1227272727,0.2113636364,0.0090909091,0.0136363636,0,0.0045454545,0,0.0909090909,0.5454545455,1,0.1818181818,0.2727272727,0,0.0909090909,1,1,0.7272727273,0.0202259959,0.0233549683,0.3613636364,0.3568181818,0.1409090909,0,0.05,0.05,0.05,0,0.6030226892,0.6030226892,0.6030226892,0,0.5909090909,0.9090909091,0.5909090909,1.5,0,0,0.5,0,0.5,0,0.5909090909,0.4090909091,0.5909090909,1,1.197,0.33335,0.86365,0 
"OWW04440-0010",2004,1,17,30,20.676073128,45,20,15,30,20,0,0,0,0,0,0,0,11,4.2090909091,1.5115915754,11,0.3818181818,0.3156522828,11,1,0.1843908891,0.9090909091,1,1,0.9090909091,0.9090909091,1,1,0.7727272727,0.0659090909,0.1022727273,0.35,0.2602272727,0.125,0.5852272727,0.0897727273,0.1681818182,0.6102272727,0.7102272727,0.7784090909,0.5181818182,1.4886363636,0.6431818182,0.0917895674,0.1051951392,0.2899096739,0.1958891649,0.1686783358,0.3385595442,0.1240821279,0.157771274,0.2804820564,0.3258376651,0.362965256,0.3935629237,0.182692702,0.4852087068,0,0,0.05,0.25,0,0.05,0.25,0.25,0.05,0.05,0.575,0.875,0.05,0.05,0.25,0.575,0,0.05,0.25,0.25,0.05,0.25,0.875,0.875,0.05,0.05,0.05,0.25,0.05,0.05,0.3,0.3,0.3,0.3,0.825,0.925,0.3,0.5,0.925,1.125,0.35,0.35,1.125,1.225,0.1,0.1,0.875,1.075,1.225,1.325,1.675,1.75,0.1,0.15,1.025,1.425,0.05,0.25,0.2,0.25,0.525,0.825,0.2,0.525,0.2,0.25,0.625,0.825,0,0.2,0.25,0.25,0.525,0.625,0.425,0.825,0.775,0.875,0.775,0.975,0.35,0.525,0.875,1.325,0.0454545455,0.7272727273,0.0454545455,0.0909090909,0.0909090909,0,0.8181818182,0,0.0909090909,0.0909090909,44,22,91.443850267,12.671921718,74.598930481,30.860952191,55,62.181818182,35.496004423,33,51.818181818,36.138150327,0.0181818182,0.1181818182,0.0272727273,0.0090909091,0.3204545455,0.0090909091,0.0727272727,0.0181818182,0.3636363636,0.9090909091,0.1818181818,0.1818181818,1,0.1818181818,0.7272727273,0.3636363636,1,1,0.9090909091,0.1738599227,0.0202259959,0.4568181818,0.4386363636,0.1272727273,0.325,0.325,0,0.05,0.9816498172,0.3015113446,0.9438798074,1.4190265549,0.4090909091,0.0454545455,1.3181818182,0.4545454545,1.7727272727,0.4090909091,0.0454545455,1.3181818182,0.4545454545,1.7727272727,0,0,0,0,0,1.5379227273,1.5379227273,0,0.0909136364 
"OWW04440-0011",2004,1,22,19.772727273,29.293151838,26,7,3,23,22,0.0231818182,0.1087323653,0,0,0,0,0,11,13.309090909,1.6207742258,11,1.2090909091,0.1814086296,11,1.9272727273,0.1009049958,0.8636363636,1,1,0.8636363636,0.8636363636,1,1,0.8181818182,0.0409090909,0.0954545455,0.0954545455,0.05,0.0409090909,0.7659090909,0.2215909091,0.1363636364,0.1454545455,0.8068181818,0.2818181818,0.2318181818,1.0886363636,0.2727272727,0.0526361356,0.0986927542,0.0986927542,0,0.0197385508,0.1477097892,0.1717028605,0.1187051351,0.0986927542,0.1468279318,0.2118767918,0.2118767918,0.1983154163,0.2223935126,0,0,0.05,0.05,0,0.05,0.25,0.25,0,0.05,0.25,0.25,0.05,0.05,0.05,0.05,0,0.05,0.05,0.05,0.575,0.575,0.875,0.875,0.05,0.05,0.25,0.575,0,0.05,0.3,0.3,0.05,0.1,0.3,0.3,0.625,0.625,0.925,0.925,0.05,0.15,0.6,0.6,0,0.1,0.55,0.55,0.775,0.975,1.225,1.225,0,0.15,0.6,0.6,0.05,0.05,0.2,0.25,0.2,0.25,0,0,0,0.05,0.3,0.3,0.2,0.525,0.25,0.3,0.2,0.25,0.3,0.3,0.45,0.55,0.45,0.55,0.25,0.45,0.45,0.6,0,0.8636363636,0,0,0.1363636364,0,0.8181818182,0,0,0.1818181818,44,22,71.657754011,33.008952067,56.28342246,35.643454177,55,11.272727273,22.957653888,33,4.696969697,7.8001796794,0.05,0.0090909091,0,0.0363636364,0.0181818182,0.0136363636,0.05,0,0.2727272727,0.1818181818,0,0.7272727273,0.3636363636,0.2727272727,1,0,1,1,1,0.025226249,0.0233549683,0.1181818182,0.1181818182,0.0636363636,0.05,0.05,0.05,0.05,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0.5,0,0.5,0.33335,0,0.33335,0 
"OWW04440-0014",2004,1,22,52.636363636,27.936229173,69,56,31,38,22,0.1195454545,0.1931561735,0.2,0,0,0.2,0,11,2.5636363636,0.4388000166,11,0.3809090909,0.064877507,11,0.8863636364,0.1163849412,1,1,1,1,1,1,1,1,0.3545454545,0.3681818182,0.4715909091,0.2522727273,0.3238636364,0.2795454545,0.5159090909,0.7227272727,0.7238636364,0.6034090909,1.4465909091,1.1943181818,2.05,1.5181818182,0.2532686748,0.1600189383,0.1549376708,0.125572283,0.1394029088,0.0956296065,0.1283005805,0.2433531985,0.2425653168,0.2100588714,0.4444964684,0.3636727187,0.5169162224,0.4061419687,0.05,0.05,0.575,0.575,0.25,0.25,0.575,0.575,0.25,0.25,0.575,0.575,0.05,0.25,0.25,0.25,0.25,0.25,0.25,0.575,0.25,0.25,0.25,0.25,0.25,0.575,0.575,0.575,0.3,0.625,0.825,0.825,0.3,0.5,0.825,0.825,0.5,0.5,0.5,0.825,0.6,1.325,1.65,1.975,0.55,1.075,1.4,1.4,1.1,1.825,2.475,2.475,0.8,1.325,1.775,1.975,0.525,0.525,0.325,0.325,0.325,0.325,0,0.2,0,0.325,0,0,0,0.325,0.2,0.525,0.325,0.525,0,0.325,0.325,1.375,0.325,0.85,0.65,1.375,0.45,1.175,0,1,0,0,0,0,1,0,0,0,44,22,97.326203209,4.7084281375,95.588235294,4.2313783388,55,68.909090909,38.714181882,33,62.424242424,38.651512182,0.0090909091,0.0090909091,0,0.1159090909,0.0590909091,0.0636363636,0.0272727273,0,0.1818181818,0.1818181818,0,0.6363636364,0.4545454545,0.5454545455,0.1818181818,0,0.8181818182,0.8181818182,0.5454545455,0.0970004686,0.0951075946,0.2659090909,0.2659090909,0.0909090909,0.05,0.25,0.05,0.25,0.4045199175,0,0.4045199175,0.6067798762,0.0909090909,0,0.8181818182,0.0909090909,0.9090909091,0.0909090909,0,0.8181818182,0.0909090909,0.9090909091,0,0,0,0,0,0.6818454545,0.6818454545,0,0 
"OWW04440-0015",2004,1,22,29.090909091,30.730640969,40,17.5,10,30,22,0.0136363636,0.0639602149,0,0,0,0,0,11,3.1272727273,0.4734784242,11,0.2545454545,0.1368476259,11,1.1545454545,0.3933538772,0.5,0.8181818182,0.9545454545,0.5,0.5,0.7727272727,0.7727272727,0.7727272727,0.1954545455,0.1215909091,0.1556818182,0.1647727273,0.1045454545,0.2704545455,0.0704545455,0.3170454545,0.3204545455,0.375,0.6375,0.4727272727,1.0125,0.5772727273,0.2522088566,0.1558951599,0.1447353534,0.193903985,0.1034052257,0.1684375615,0.075054093,0.3554328652,0.2252824105,0.2065879266,0.4915809045,0.4553196869,0.6081661545,0.5181761221,0,0,0.575,0.575,0,0,0.25,0.25,0,0.05,0.25,0.25,0,0.05,0.25,0.575,0,0.05,0.25,0.25,0.05,0.25,0.25,0.575,0,0.05,0.05,0.25,0,0,0.625,0.825,0,0.25,0.5,0.625,0.25,0.3,0.5,0.625,0,0.25,1.125,1.125,0,0.05,0.875,1.075,0.25,0.6,1.425,1.75,0,0.1,1.125,1.125,0.575,0.575,0.25,0.25,0.2,0.25,0.2,0.575,0.2,0.25,0,0.525,0,0.25,0.625,0.825,0.25,0.625,0.2,0.375,0.875,1.125,0.825,1.075,0.825,1.5,1.025,1.125,0,0.5,0,0,0.5,0,0.8181818182,0,0,0.1818181818,44,22,74.86631016,33.432796975,81.016042781,23.110624566,55,69.090909091,46.637797708,33,81.818181818,39.16747259,0,0.0863636364,0.0227272727,0.0090909091,0.3136363636,0.0090909091,0,0,0,1,0.0909090909,0.1818181818,1,0.1818181818,0,0,1,1,0.2727272727,0.2231489515,0.0202259959,0.3545454545,0.3545454545,0.0318181818,0.525,0.525,0,0.05,0.3015113446,0,0.3015113446,0.4522670169,0.5454545455,0,0,0.5454545455,0.5454545455,0.0454545455,0,0,0.0454545455,0.0454545455,0.5,0,0,0.5,0.5,0.8181818182,0.0681818182,0.75,0 
