"SITE_ID","YEAR","VISIT_NO","DATE_COL","TEAM_ID","NINTRVL","SWIDTH","FLOW","FLOW_CFS","FLOWMETH","COMM_FLW","SAMPLED","XS_AREA" 
"WCOP99-0511",2000,1,07/13/2000," ",13,3.8,0.12559,4.435,"VEL_DEPTH"," ","Yes",2074.1666667 
"WCOP99-0512",2000,1,08/29/2000," ",11,9,0.1471,5.194,"VEL_DEPTH"," ","Yes",7725 
"WCOP99-0513",2000,1,08/22/2000," ",5,1.6,0.00375,0.132,"VEL_DEPTH"," ","Yes",290 
"WCOP99-0515",2000,1,09/15/2000,"0", , ,0.00035,0.012,"BUCKET"," ","Yes",  
"WCOP99-0516",2000,1,07/20/2000,"0", , , , ," ","FIELD FORM INCOMPLETE - NO WIDTH OR DEPTH MEASUREMENT FOR NBO","Sampling failed",  
"WCOP99-0518",2000,1,07/10/2000," ",15,16,0.8309,29.339,"VEL_DEPTH"," ","Yes",30600 
"WCOP99-0563",2001,1,05/17/2001,"1", ,5.6, , ," ","VEGETATION CHOKED STREAM WITH TUMBLEWEED DAMS FLOW METER IN VEGETATION APPLIES TO WHOLE TRANSECT","Sampling failed",5810 
"WCOP99-0565",2001,1,08/15/2001,"1",17,9.5,0.1259,4.446,"VEL_DEPTH"," ","Yes",15477.083333 
"WCOP99-0566",2001,1,06/06/2001,"1",11,1.5,0.00266,0.094,"VEL_DEPTH"," ","Yes",30 
"WCOP99-0567",2001,1,06/07/2001,"1",5,2.6,0.00622,0.22,"VEL_DEPTH"," ","Yes",996.66666667 
"WCOP99-0568",2001,1,06/26/2001,"1",19,3.8,0.14636,5.168,"VEL_DEPTH"," ","Yes",3657.5 
"WCOP99-0569",2001,1,07/23/2001,"1",16,3.8,0.04272,1.508,"VEL_DEPTH"," ","Yes",1646.6666667 
"WCOP99-0572",2001,1,07/20/2001,"1", , ,0.0017,0.06,"BUCKET"," ","Yes",  
"WCOP99-0574",2001,1,08/07/2001,"1",18,11.5824,1.78686,63.094,"VEL_DEPTH"," ","Yes",18531.84 
"WCOP99-0577",2001,1,07/16/2001,"1",17,11.5824,1.50299,53.07,"VEL_DEPTH"," ","Yes",20317.46 
"WCOP99-0578",2001,1,08/14/2001,"1",13,8.5,0.266,9.392,"VEL_DEPTH"," ","Yes",11156.25 
"WCOP99-0591",2001,1,09/15/2001," ",17,4.37,0.12133,4.284,"VEL_DEPTH"," ","Yes",4916.25 
"WCOP99-0593",2002,1,05/28/2002," ",19,0.247,0.01658,0.585,"VEL_DEPTH"," ","Yes",578.39166667 
"WCOP99-0595",2001,1,08/02/2001,"1",16,3.5,0.33408,11.796,"VEL_DEPTH"," ","Yes",3616.6666667 
"WCOP99-0597",2002,1,05/21/2002," ",17,3.8,0.63688,22.488,"VEL_DEPTH"," ","Yes",7220 
"WCOP99-0599",2001,1,10/17/2001,"1",17,5.7,0.36531,12.899,"VEL_DEPTH"," ","Yes",9690 
"WCOP99-0601",2003,1,08/19/2003," ",19,41.99,4.00286,141.341,"VEL_DEPTH"," ","Yes",77156.625 
"WCOP99-0621",2002,1,06/13/2002,"1", ,7.4,0.17965,6.343,"ROUGH_EST"," ","Yes",  
"WCOP99-0622",2002,1,06/19/2002," ",14,3.23,0.10127,3.576,"VEL_DEPTH"," ","Yes",3741.4166667 
"WCOP99-0626",2002,1,09/05/2002," ",19,3.51,0.19556,6.905,"VEL_DEPTH"," ","Yes",4650.75 
"WCOP99-0627",2002,1,05/22/2002," ",12,0.95,0.00304,0.107,"VEL_DEPTH"," ","Yes",566.04166667 
"WCOP99-0629",2002,1,05/14/2002," ",10,2.47,0.01498,0.529,"VEL_DEPTH"," ","Yes",2583.2083333 
"WCOP99-0632",2002,1,09/24/2002," ",18,2.66,0.17228,6.083,"VEL_DEPTH"," ","Yes",5242.4166667 
"WCOP99-0633",2003,1,06/18/2003," ",20,6.08,0.74035,26.142,"VEL_DEPTH"," ","Yes",14566.666667 
"WCOP99-0634",2002,1,08/13/2002," ",15,0.95,0.00644,0.227,"VEL_DEPTH"," ","Yes",720.41666667 
"WCOP99-0637",2002,1,07/09/2002," ",14,3.61,0.02683,0.947,"VEL_DEPTH"," ","Yes",1789.9583333 
"WCOP99-0638",2002,1,10/08/2002," ",19,37.7,11.45455,404.46,"VEL_DEPTH"," ","Yes",106659.58333 
"WCOP99-0646",2003,1,06/10/2003," ",19,2.09,0.09477,3.346,"VEL_DEPTH"," ","Yes",2934.7083333 
"WCOP99-0647",2003,1,07/29/2003," ",20,3.23,0.17774,6.276,"VEL_DEPTH"," ","Yes",5396.7916667 
"WCOP99-0649",2002,1,07/23/2002,"1", ,5,0.71448,25.228,"ROUGH_EST"," ","Yes",  
"WCOP99-0650",2002,1,08/20/2002," ",18,3,0.09492,3.352,"VEL_DEPTH"," ","Yes",3200 
"WCOP99-0670",2003,1,06/11/2003," ",20,2.09,0.0445,1.571,"VEL_DEPTH"," ","Yes",2647.3333333 
"WCOP99-0672",2003,1,04/23/2003," ",16,10.92,0.94346,33.314,"VEL_DEPTH"," ","Yes",39858 
"WIDP99-0501",2000,1,09/04/2000,"3", ,3.3,0.13415,4.737,"ROUGH_EST"," ","Yes",  
"WIDP99-0502",2000,1,08/23/2000,"3", ,4.9,0.39928,14.099,"ROUGH_EST"," ","Yes",  
"WIDP99-0503",2000,1,09/07/2000," ", , , , ," ","UNABLE TO DO FLOW WATER TOO SHALLOW FOR METER OR NEUTRAL BOUYANT OBJECT TIMED FILLING WAS NOT AN OPTION DUE TO LACK OF FLOW, SHALLOWNESS, AND INABILITY TO CREATE A WEIR","Sampling failed",  
"WIDP99-0504",2000,1,09/12/2000," ",14,1.9,0.05907,2.086,"VEL_DEPTH"," ","Yes",5161.6666667 
"WIDP99-0508",2000,1,09/13/2000," ",15,1.55,0.0143,0.505,"VEL_DEPTH"," ","Yes",1259.375 
"WIDP99-0510",2000,1,09/10/2000," ",17,5.7,0.35666,12.593,"VEL_DEPTH"," ","Yes",11542.5 
"WIDP99-0511",2000,1,08/24/2000," ",16,4.25,0.10731,3.789,"VEL_DEPTH"," ","Yes",4993.75 
"WIDP99-0514",2000,1,08/30/2000," ",12,2.33,0.02804,0.99,"VEL_DEPTH"," ","Yes",1797.0125 
"WIDP99-0515",2000,1,08/27/2000,"3", ,1.5,0.0868,3.065,"ROUGH_EST"," ","Yes",  
"WIDP99-0516",2000,1,08/30/2000,"3", ,1,0.06347,2.241,"ROUGH_EST"," ","Yes",  
"WIDP99-0520",2000,1,09/07/2000," ",14,2.4,0.08042,2.839,"VEL_DEPTH"," ","Yes",2370 
"WIDP99-0524",2000,1,08/23/2000,"4", , ,0.00084,0.03,"BUCKET"," ","Yes",  
"WIDP99-0595",2001,1,06/29/2001,"1",13,3.32,0.03444,1.216,"VEL_DEPTH"," ","Yes",1867.5 
"WIDP99-0596",2001,1,07/05/2001,"1", ,2.7,0.02531,0.894,"ROUGH_EST"," ","Yes",  
"WIDP99-0597",2001,1,06/25/2001,"1", , ,0,0,"VISUAL_EST","PARTIAL WADEABLE SITE.","Not sampled",  
"WIDP99-0599",2001,1,08/01/2001,"1", ,3.4,0.18816,6.644,"ROUGH_EST"," ","Yes",  
"WIDP99-0600",2001,1,07/11/2001,"1",19,1.33,0.03009,1.063,"VEL_DEPTH"," ","Yes",942.08333333 
"WIDP99-0602",2001,1,08/14/2001,"1", ,14.6,2.75793,97.383,"ROUGH_EST"," ","Yes",  
"WIDP99-0603",2001,1,07/24/2001,"1",14,2.375,0.02235,0.789,"VEL_DEPTH"," ","Yes",1464.5833333 
"WIDP99-0605",2001,1,07/10/2001,"1",12,10,0.05953,2.102,"VEL_DEPTH"," ","Yes",6750 
"WIDP99-0607",2001,1,07/17/2001,"1",14,15.2,3.83808,135.523,"VEL_DEPTH"," ","Yes",44206.666667 
"WIDP99-0610",2001,1,07/25/2001,"1",19,6.175,0.68424,24.16,"VEL_DEPTH"," ","Yes",11835.416667 
"WIDP99-0611",2001,1,06/27/2001,"1",18,5.7,0.20757,7.329,"VEL_DEPTH"," ","Yes",3253.75 
"WIDP99-0613",2001,1,07/31/2001,"1", ,1.2,0.05247,1.853,"ROUGH_EST"," ","Yes",  
"WIDP99-0614",2001,1,08/07/2001,"1",20,2.185,0.18478,6.525,"VEL_DEPTH"," ","Yes",4670.4375 
"WIDP99-0615",2001,1,07/12/2001,"1",15,3.8,0.04218,1.489,"VEL_DEPTH"," ","Yes",1314.1666667 
"WIDP99-0690",2002,1,08/07/2002," ",13,4.56,0.18485,6.527,"VEL_DEPTH"," ","Yes",7600 
"WIDP99-0694",2002,1,07/08/2002," ",15,2.4,0.1769,6.246,"VEL_DEPTH"," ","Yes",2036.6 
"WIDP99-0695",2002,1,07/17/2002," ",19,2.09,0.78834,27.836,"VEL_DEPTH"," ","Yes",3091.4583333 
"WIDP99-0697",2002,1,06/27/2002," ",16,3.2,0.09759,3.446,"VEL_DEPTH"," ","Yes",557.10666667 
"WIDP99-0698",2002,1,07/22/2002," ",13,7.6,0.23028,8.131,"VEL_DEPTH"," ","Yes",7600 
"WIDP99-0699",2002,1,07/31/2002," ",11,0.95,0.02637,0.931,"VEL_DEPTH"," ","Yes",562.08333333 
"WIDP99-0700",2002,1,06/25/2002,"1", , ,0.00003,0.001,"BUCKET"," ","Yes",  
"WIDP99-0701",2002,1,07/15/2002," ",7,2.1,0.04785,1.69,"VEL_DEPTH"," ","Yes",352.625 
"WIDP99-0724",2002,1,08/12/2002," ",15,9,0.97625,34.471,"VEL_DEPTH"," ","Yes",15525 
"WIDP99-0725",2002,1,08/07/2002," ",14,1.5,0.0462,1.631,"VEL_DEPTH"," ","Yes",1143.75 
"WIDP99-0726",2002,1,07/23/2002," ",15,1.71,0.07457,2.633,"VEL_DEPTH"," ","Yes",1781.25 
"WIDP99-0727",2002,1,07/10/2002," ",19,3.23,0.41653,14.708,"VEL_DEPTH"," ","Yes",4575.8333333 
"WIDP99-0729",2002,1,07/30/2002," ",19,2.57,0.30271,10.689,"VEL_DEPTH"," ","Yes",3523.0416667 
"WIDP99-0737",2002,1,08/21/2002," ",8,1.9,0.01565,0.553,"VEL_DEPTH"," ","Yes",1322.0833333 
"WIDP99-0738",2002,1,08/19/2002," ",18,5.7,0.1596,5.635,"VEL_DEPTH"," ","Yes",5747.5 
"WIDP99-0768",2003,1,06/30/2003," ",14,0.15,0.00344,0.121,"VEL_DEPTH"," ","Yes",102.87 
"WIDP99-0769",2003,1,07/14/2003," ",16,0.16,0.02889,1.02,"VEL_DEPTH"," ","Yes",331.216 
"WIDP99-0770",2003,1,07/02/2003," ",13,0.24,0.01137,0.402,"VEL_DEPTH"," ","Yes",240.792 
"WIDP99-0772",2003,1,07/07/2003," ",17,0.95,0.01661,0.587,"VEL_DEPTH"," ","Yes",446.405 
"WMTP99-0503",2002,1,09/23/2002," ",16,6.12,0.43815,15.471,"VEL_DEPTH"," ","Yes",17565.624 
"WMTP99-0505",2002,1,08/26/2002," ",17,2.09,0.04946,1.746,"VEL_DEPTH"," ","Yes",2813.558 
"WMTP99-0507",2002,1,07/22/2002," ",16,5.32,0.71431,25.222,"VEL_DEPTH"," ","Yes",10067.036 
"WMTP99-0509",2001,1,09/13/2001,"1",18,2.09,0.03536,1.249,"VEL_DEPTH"," ","Yes",1327.15 
"WMTP99-0510",2000,1,10/08/2000,"1", ,0.7,0.00314,0.111,"ROUGH_EST"," ","Yes",  
"WMTP99-0515",2000,1,08/18/2000," ",16,2.74,0.17639,6.228,"VEL_DEPTH"," ","Yes",2870.835 
"WMTP99-0516",2002,1,08/18/2002," ",14,2.28,0.05162,1.823,"VEL_DEPTH"," ","Yes",1969.008 
"WMTP99-0517",2001,1,09/16/2001,"1", ,3.1,0.15366,5.426,"ROUGH_EST"," ","Yes",  
"WMTP99-0518",2002,1,07/13/2002," ",19,5.89,0.83318,29.42,"VEL_DEPTH"," ","Yes",13913.358 
"WMTP99-0521",2001,1,07/30/2001,"1", ,0.4,0.01009,0.356,"ROUGH_EST"," ","Yes",  
"WMTP99-0523",2003,1,08/09/2003,"1", ,2.2,0.14284,5.044,"ROUGH_EST"," ","Yes",  
"WMTP99-0600",2001,1,07/24/2001,"1",15,4.37,0.17372,6.134,"VEL_DEPTH"," ","Yes",5327.904 
"WMTP99-0604",2001,1,10/07/2001,"1",5,2.66,0.01548,0.547,"VEL_DEPTH"," ","Yes",4830.826 
"WMTP99-0607",2001,1,07/23/2001,"1",16,4.18,0.17158,6.059,"VEL_DEPTH"," ","Yes",9927.082 
"WMTP99-0608",2001,1,07/19/2001,"1",15,5.51,0.36641,12.938,"VEL_DEPTH"," ","Yes",8047.355 
"WMTP99-0609",2001,1,07/09/2001,"1",18,1.33,0.17256,6.093,"VEL_DEPTH"," ","Yes",2660.3325 
"WMTP99-0613",2001,1,10/17/2001,"1",1,3.61,0.003,0.106,"VEL_DEPTH"," ","Yes",13066.395 
"WMTP99-0628",2001,1,10/15/2001,"1", ,2,0.08651,3.055,"ROUGH_EST"," ","Yes",  
"WMTP99-0633",2001,1,07/11/2001,"1",18,1.52,0.08387,2.962,"VEL_DEPTH"," ","Yes",2963.164 
"WMTP99-0635",2001,1,09/28/2001,"1", ,10.07,0,0,"VISUAL_EST","NO FLOW","Not sampled",26089.356 
"WMTP99-0648",2001,1,10/12/2001,"1",15,1.52,0.05916,2.089,"VEL_DEPTH"," ","Yes",1042.416 
"WMTP99-0653",2001,1,09/23/2001,"1", , ,0,0,"VISUAL_EST","WIND BLOWING VERY HARD, REVERSE FLOW AND THERE WAS NO FLOW IN THE STREAM (SERIES OF POOLS IN MANY LOCATIONS)","Not sampled",  
"WMTP99-0697",2002,1,10/09/2002,"1", ,2.9,0.01723,0.608,"ROUGH_EST"," ","Yes",  
"WMTP99-0698",2002,1,08/22/2002," ",8,1.4,0.03939,1.391,"VEL_DEPTH"," ","Yes",1262.38 
"WMTP99-0699",2002,1,10/10/2002,"1", ,1.2,0.04588,1.62,"ROUGH_EST"," ","Yes",  
"WMTP99-0701",2002,1,07/10/2002," ",16,3.8,0.29989,10.589,"VEL_DEPTH"," ","Yes",5380.99 
"WMTP99-0702",2002,1,07/20/2002," ",19,4.03,0.51547,18.201,"VEL_DEPTH"," ","Yes",8393.684 
"WMTP99-0703",2003,1,08/20/2003,"1", ,1.1,1.00333,35.428,"ROUGH_EST"," ","Yes",  
"WMTP99-0704",2002,1,08/20/2002,"1", , ,0.00015,0.005,"BUCKET"," ","Yes",  
"WMTP99-0705",2002,1,10/22/2002," ",13,4.75,0.04729,1.67,"VEL_DEPTH"," ","Yes",7058.025 
"WMTP99-0707",2003,1,08/11/2003,"1", ,0.8,0.01031,0.364,"ROUGH_EST"," ","Yes",  
"WMTP99-0712",2003,1,07/28/2003," ",19,3.04,0.76873,27.144,"VEL_DEPTH"," ","Yes",7296.912 
"WMTP99-0713",2002,1,09/02/2002," ",17,12.45,1.25354,44.263,"VEL_DEPTH"," ","Yes",33204.15 
"WMTP99-0715",2003,1,08/08/2003,"1", ,1,0.00674,0.238,"ROUGH_EST"," ","Yes",  
"WMTP99-0716",2002,1,07/24/2002,"1", , ,0.00051,0.018,"BUCKET"," ","Yes",  
"WMTP99-0719",2002,1,09/22/2002," ",16,2.28,0.0765,2.701,"VEL_DEPTH"," ","Yes",2953.512 
"WMTP99-0721",2002,1,08/23/2002," ",17,5.7,0.23007,8.124,"VEL_DEPTH"," ","Yes",10424.16 
"WMTP99-0722",2002,1,09/06/2002," ", , , , ," ","STREAM WAS TOO SHALLOW AND NARROW NO SECTION WAS SUITABLE FOR ANY TYPE OF VELOCITY MEASUREMENT","Sampling failed",  
"WMTP99-0723",2002,1,07/07/2002," ",12,5.89,0.55353,19.545,"VEL_DEPTH"," ","Yes",10547.223 
"WMTP99-0727",2002,1,08/24/2002,"1", ,1.2,0.05014,1.77,"ROUGH_EST"," ","Yes",  
"WMTP99-0729",2002,1,10/12/2002," ",17,5.7,0.11134,3.932,"VEL_DEPTH"," ","Yes",8469.63 
"WMTP99-0731",2002,1,09/19/2002," ", ,0,0.0001261965,0.004456,"VISUAL_EST","FLOW WAS OBSERVED IN ONE NARROW AREA UNMEASUREABLE ESTIMATED <2 GAL/MINUTE","Yes",0 
"WMTP99-0733",2004,1,09/04/2004,"1", ,1.6,0.61008,21.542,"ROUGH_EST"," ","Yes",  
"WMTP99-0745",2002,1,10/23/2002,"1", ,1.2,0.05585,1.972,"ROUGH_EST"," ","Yes",  
"WMTP99-0748",2003,1,07/17/2003,"1", ,1,0.00332,0.117,"ROUGH_EST"," ","Yes",  
"WMTP99-0749",2002,1,09/04/2002," ",11,2.85,0.03945,1.393,"VEL_DEPTH"," ","Yes",3040.38 
"WMTP99-0793",2003,1,08/22/2003,"1", ,0.7,0.02392,0.845,"ROUGH_EST"," ","Yes",  
"WMTP99-0801",2003,1,07/24/2003,"1", ,0.6,0.00315,0.111,"ROUGH_EST"," ","Yes",  
"WMTP99-0803",2003,1,07/26/2003," ",13,4.75,0.23203,8.193,"VEL_DEPTH"," ","Yes",11793.5375 
"WMTP99-0804",2004,1,07/10/2004," ",8,1.5,0.04718,1.666,"VEL_DEPTH"," ","Yes",1733.55 
"WMTP99-0836",2003,1,07/29/2003,"1", ,0.6,0.00757,0.267,"ROUGH_EST"," ","Yes",  
"WMTP99-0837",2004,1,07/24/2004,"1", ,0.9,0.01552,0.548,"ROUGH_EST"," ","Yes",  
"WMTP99-0838",2003,1,08/10/2003,"1", ,0.8,0.00588,0.208,"ROUGH_EST"," ","Yes",  
"WMTP99-0839",2003,1,07/25/2003," ",16,2.47,0.15758,5.564,"VEL_DEPTH"," ","Yes",2054.6695 
"WNDP99-0505",2000,1,08/08/2000," ",18,14.9352,1.06515,37.611,"VEL_DEPTH"," ","Yes",27787.68636 
"WNDP99-0506",2000,1,08/07/2000," ",19,8.8392,2.88613,101.909,"VEL_DEPTH"," ","Yes",64885.03152 
"WNDP99-0507",2000,1,07/20/2000," ",17,10.3632,0.24188,8.541,"VEL_DEPTH"," ","Yes",23887.69416 
"WNDP99-0508",2000,1,06/28/2000," ",17,17.3736,0.84556,29.857,"VEL_DEPTH"," ","Yes",55889.307576 
"WNDP99-0514",2000,1,07/22/2000," ",18,22.86,2.43471,85.97,"VEL_DEPTH"," ","Yes",63290.196 
"WNDP99-0529",2000,1,07/18/2000," ",18,18.8976,1.38976,49.073,"VEL_DEPTH"," ","Yes",75239.84952 
"WNDP99-0531",2000,1,06/27/2000," ",15,1.524,0.02433,0.859,"VEL_DEPTH"," ","Yes",1503.86796 
"WNDP99-0539",2000,1,07/19/2000," ",18,17.3736,1.91128,67.487,"VEL_DEPTH"," ","Yes",74467.593 
"WNDP99-0544",2000,1,07/23/2000," ",17,6.4008,0.35327,12.474,"VEL_DEPTH"," ","Yes",33979.28688 
"WNDP99-0546",2000,1,08/08/2000," ", , ,0,0,"VISUAL_EST","PARTIAL INTERUPTED FLOW.","Not sampled",  
"WNDP99-0570",2000,1,08/10/2000," ", , ,0,0,"VISUAL_EST","PARTIAL WADEABLE SITE.","Not sampled",  
"WNDP99-0574",2001,1,07/27/2001,"1", , ,0.2775417729,9.8,"QVAL"," ","Yes",  
"WNDP99-0575",2001,1,07/10/2001,"1", , ,0.5550835457,19.6,"QVAL"," ","Yes",  
"WNDP99-0576",2001,1,06/19/2001,"1", , ,0.9968847352,35.2,"QVAL"," ","Yes",  
"WNDP99-0578",2001,1,07/24/2001,"1", , ,0.0509770603,1.8,"QVAL"," ","Yes",  
"WNDP99-0580",2001,1,07/12/2001,"1", , ,0.2109883886,7.45,"QVAL"," ","Yes",  
"WNDP99-0582",2001,1,07/11/2001,"1", , ,0,0,"VISUAL_EST","THIS BRANCH OF THE GOOSE RIVER HAD NO MEASURABLE STREAM DISCHARGE","Not sampled",  
"WNDP99-0584",2001,1,07/26/2001,"1", , ,2.401585953,84.8,"QVAL"," ","Yes",  
"WNDP99-0605",2001,1,06/11/2001,"1", , ,0.4587935429,16.2,"QVAL"," ","Yes",  
"WNDP99-0611",2001,1,06/20/2001,"1", , ,0.455961484,16.1,"QVAL"," ","Yes",  
"WNDP99-0615",2001,1,07/10/2001,"1", , ,0.0566411781,2,"QVAL"," ","Yes",  
"WNDP99-0617",2001,1,07/09/2001,"1", , ,0.088077032,3.11,"QVAL"," ","Yes",  
"WNDP99-0633",2001,1,08/14/2001,"1", , ,4.0498442368,143,"QVAL"," ","Yes",  
"WNDP99-0648",2002,1,06/10/2002," ", , ,0.2973661852,10.5,"QVAL"," ","Yes",  
"WNDP99-0650",2002,1,06/04/2002," ", , ,1.1186632682,39.5,"QVAL"," ","Yes",  
"WNDP99-0654",2002,1,06/08/2002," ", , ,0.0169923534,0.6,"QVAL"," ","Yes",  
"WNDP99-0655",2002,1,06/05/2002," ", , ,0.2022090059,7.14,"QVAL"," ","Yes",  
"WNDP99-0671",2002,1,06/07/2002," ", , ,0.2548853016,9,"QVAL"," ","Yes",  
"WNDP99-0676",2002,1,06/03/2002," ", , ,0.9515717927,33.6,"QVAL"," ","Yes",  
"WNDP99-0680",2003,1,08/21/2003," ", , ,0.1792693288,6.33,"QVAL"," ","Yes",  
"WNDP99-0683",2002,1,06/06/2002," ", , ,0.5550835457,19.6,"QVAL"," ","Yes",  
"WNDP99-0685",2002,1,06/08/2002," ", , ,0.0685358255,2.42,"QVAL"," ","Yes",  
"WNDP99-0688",2002,1,06/06/2002," ", , ,0.2860379496,10.1,"QVAL"," ","Yes",  
"WNDP99-0689",2003,1,08/20/2003," ", , ,0.212404418,7.5,"QVAL"," ","Yes",  
"WNDP99-0700",2003,1,06/10/2003," ", , ,0.028603795,1.01,"QVAL"," ","Yes",  
"WNDP99-0701",2002,1,06/09/2002," ", , ,0.0849617672,3,"QVAL"," ","Yes",  
"WNDP99-0703",2002,1,06/09/2002," ", , ,0.6230529595,22,"QVAL"," ","Yes",  
"WNDP99-0706",2003,1,06/11/2003," ", , ,0.0821297083,2.9,"QVAL"," ","Yes",  
"WNDP99-0707",2003,1,06/10/2003," ", , ,0.0509770603,1.8,"QVAL"," ","Yes",  
"WNDP99-0711",2003,1,08/19/2003," ", , ,0.6768620787,23.9,"QVAL"," ","Yes",  
"WNDP99-0712",2003,1,06/15/2003," ", , ,0.3086944208,10.9,"QVAL"," ","Yes",  
"WNDP99-0713",2003,1,06/11/2003," ", , ,0.0198244123,0.7,"QVAL"," ","Yes",  
"WNDP99-0714",2003,1,06/13/2003," ", , ,0.1353724157,4.78,"QVAL"," ","Yes",  
"WNDP99-0716",2003,1,08/20/2003," ", , ,0.0056641178,0.2,"QVAL"," ","Yes",  
"WNDP99-0717",2003,1,08/18/2003," ", , ,0.4786179553,16.9,"QVAL"," ","Yes",  
"WNVP99-0503",2000,1,07/05/2000,"1", , ,0.00074,0.026,"BUCKET"," ","Yes",  
"WNVP99-0505",2000,1,06/29/2000,"1", , ,0.00054,0.019,"BUCKET"," ","Yes",  
"WNVP99-0509",2000,1,07/13/2000," ", , ,0,0,"VISUAL_EST","NO DISCHARGE MEASUREMENTS: NO FLOW","Not sampled",  
"WNVP99-0511",2000,1,06/22/2000," ", , ,0,0,"VISUAL_EST","NO FLOW: COULD NOT MEASURE VELOCITY","Not sampled",  
"WNVP99-0514",2000,1,07/19/2000,"1", ,3.7,0.07688,2.715,"ROUGH_EST"," ","Yes",  
"WNVP99-0516",2000,1,07/20/2000,"1", ,2.3,0.19823,7,"ROUGH_EST"," ","Yes",  
"WNVP99-0518",2000,1,06/30/2000," ",19,19,0.5994,21.165,"VEL_DEPTH"," ","Yes",15675 
"WNVP99-0519",2000,1,07/03/2000,"1", , ,0.00349,0.123,"BUCKET"," ","Yes",  
"WNVP99-0520",2000,1,07/18/2000," ", , ,0.0708014727,2.5,"VISUAL_EST","COULD NOT MEASURE DISCHARGE NO PLACE TO USE GAGE OR NBO.  ESTIMATE 2-3 CFS FLOW. OBSTRUCTED BY BOULDERS, TREES, DAMS, AND WATERFALLS","Yes",  
"WNVP99-0521",2000,1,07/27/2000," ",16,6.27,0.07247,2.559,"VEL_DEPTH"," ","Yes",3735.875 
"WNVP99-0522",2000,1,06/21/2000,"1", ,2.3,0.11083,3.913,"ROUGH_EST"," ","Yes",  
"WNVP99-0524",2000,1,07/06/2000," ", , , , ," ","NO WAY TO MEASURE FLOW TOO MUCH VEGETATION","Sampling failed",  
"WNVP99-0555",2001,1,07/03/2001,"1", , , , ," ","NO PLACE TO MEASURE FLOW","Sampling failed",  
"WNVP99-0556",2001,1,07/01/2001,"1", , , , ," ","NO PLACE TO MEASURE  MOSTLY POOLS ALSO FULL OF ALGEA","Sampling failed",  
"WNVP99-0557",2001,1,06/16/2001,"1", , , , ," ","CURRENT TOO SLOW FOR FLOATING OBJECT WATER NOT DEEP ENOUGH OR WIDE ENOUGH FOR FLOW METER","Sampling failed",  
"WNVP99-0559",2001,1,06/15/2001,"1", , ,0,0,"VISUAL_EST","PARTIAL INTERUPTED FLOW.","Not sampled",  
"WNVP99-0561",2001,1,06/19/2001,"1", , , , ," ","STREAM TOO SHALLOW AND NARROW TO DO DISCHARGE METER  NO AREA STRAIGHT ENOUGH TO FLOAT OBJECT NO PLACE TO CREATE WEIR","Sampling failed",  
"WNVP99-0562",2001,1,06/30/2001,"1",4,0.0475,0.00021,0.007,"VEL_DEPTH"," ","Yes",30.464125 
"WNVP99-0566",2001,1,06/20/2001,"1", , , , ," ","NO PLACE TO MEASURE FLOW  WATER DIVERTED ABOVE I, DID NOT WANT TO MEASURE ABOVE THAT","Sampling failed",  
"WNVP99-0570",2001,1,06/05/2001,"1", ,0.6,0.00715,0.252,"ROUGH_EST"," ","Yes",  
"WNVP99-0571",2004,1,08/12/2004," ",18,1.12,0.05532,1.953,"VEL_DEPTH"," ","Yes",714 
"WNVP99-0573",2001,1,06/29/2001,"1", , ,0.0283205891,1," ","NO PLACE TO MEASURE FLOW: FLOW PROBABLY ABOUT 1 CFS OR LESS","Yes",  
"WNVP99-0576",2001,1,06/13/2001,"1", ,2.2,0.14581,5.149,"ROUGH_EST"," ","Yes",  
"WNVP99-0577",2001,1,06/27/2001,"1",19,0.0285,0.00245,0.087,"VEL_DEPTH"," ","Yes",38.87343 
"WNVP99-0608",2002,1,06/05/2002," ",7,1.3,0.01552,0.548,"VEL_DEPTH"," ","Yes",449.58333333 
"WNVP99-0612",2002,1,07/02/2002," ",12,1.5,0.04301,1.519,"VEL_DEPTH"," ","Yes",718.75 
"WNVP99-0613",2002,1,05/30/2002," ",1,4.3,0.007,0.247,"VEL_DEPTH"," ","Yes",11968.333333 
"WNVP99-0615",2002,1,08/12/2002," ",5,1,0.00329,0.116,"VEL_DEPTH"," ","Yes",187.5 
"WNVP99-0617",2002,1,07/18/2002," ",7,0.8,0.00343,0.121,"VEL_DEPTH"," ","Yes",160 
"WNVP99-0620",2002,1,06/10/2002," ",10,1.3,0.03766,1.33,"VEL_DEPTH"," ","Yes",444.16666667 
"WNVP99-0622",2002,1,06/19/2002," ",6,0.8,0.02122,0.749,"VEL_DEPTH"," ","Yes",313.33333333 
"WNVP99-0626",2002,1,06/09/2002," ",3,0.45,0.00625,0.221,"VEL_DEPTH"," ","Yes",43.125 
"WNVP99-0627",2002,1,06/18/2002," ", ,0.9, , ," "," ","Sampling failed",3.75 
"WNVP99-0628",2002,1,07/09/2002," ",9,1.9,0.01451,0.512,"VEL_DEPTH"," ","Yes",1741.6666667 
"WNVP99-0631",2002,1,07/24/2002," ", ,3.6,0,0,"VISUAL_EST","STANDING POOL/BACKWATER: NO FLOW","Not sampled",9195 
"WNVP99-0633",2002,1,06/24/2002," ", ,1.6, , ," "," ","Sampling failed",1326.6666667 
