"SITE_ID","YEAR","VISIT_NO","TRANSECT","DATE_COL","TEAM_ID","SUB_5_7","XSUB_LFT","XSUBLCTR","XSUB_CTR","XSUBRCTR","XSUB_RGT","COM_FLDF" 
"WMTP99-0836",2003,1,"XH",07/29/2003,"1",7,"WD","WD","WD","CB","GC"," " 
"WMTP99-0837",2004,1,"A",07/24/2004,"1",7,"GC","GC","GF","GC","GF"," " 
"WMTP99-0837",2004,1,"B",07/24/2004,"1",7,"CB","CB","CB","CB","GF"," " 
"WMTP99-0837",2004,1,"C",07/24/2004,"1",7,"GF","CB","GC","GF","GF"," " 
"WMTP99-0837",2004,1,"D",07/24/2004,"1",7,"GC","CB","WD","CB","CB"," " 
"WMTP99-0837",2004,1,"E",07/24/2004,"1",7,"SA","GC","GC","GC","GF"," " 
"WMTP99-0837",2004,1,"F",07/24/2004,"1",7,"SA","CB","GF","GF","SA"," " 
"WMTP99-0837",2004,1,"G",07/24/2004,"1",7,"GF","GC","WD","GF","WD"," " 
"WMTP99-0837",2004,1,"H",07/24/2004,"1",7,"RS","RS","RS","RS","RS"," " 
"WMTP99-0837",2004,1,"I",07/24/2004,"1",7,"CB","GF","CB","GC","GF"," " 
"WMTP99-0837",2004,1,"J",07/24/2004,"1",7,"GF","GC","GC","CB","CB"," " 
"WMTP99-0838",2003,1,"A",08/10/2003,"1",7,"CB","CB","CB","GC","SB"," " 
"WMTP99-0838",2003,1,"B",08/10/2003,"1",7,"GF","CB","CB","GC","GC"," " 
"WMTP99-0838",2003,1,"C",08/10/2003,"1",7,"GC","GC","CB","SB","GF"," " 
"WMTP99-0838",2003,1,"D",08/10/2003,"1",7,"SA","GC","SB","SB","GF"," " 
"WMTP99-0838",2003,1,"E",08/10/2003,"1",7,"CB","SB","GC","SA","SA"," " 
"WMTP99-0838",2003,1,"F",08/10/2003,"1",7,"GC","SB","CB","GC","GF"," " 
"WMTP99-0838",2003,1,"G",08/10/2003,"1",7,"CB","GF","CB","GF","CB"," " 
"WMTP99-0838",2003,1,"H",08/10/2003,"1",7,"SA","SA","SB","SB","SA"," " 
"WMTP99-0838",2003,1,"I",08/10/2003,"1",7,"GC","SB","SB","CB","SB"," " 
"WMTP99-0838",2003,1,"J",08/10/2003,"1",7,"CB","GC","SB","GC","CB"," " 
"WMTP99-0839",2003,1,"A",07/25/2003,"1",7,"SA","SA","SA","GF","SA"," " 
"WMTP99-0839",2003,1,"B",07/25/2003,"1",7,"SA","GF","GC","SA","SA"," " 
"WMTP99-0839",2003,1,"C",07/25/2003,"1",7,"SA","SA","SA","SA","SA"," " 
"WMTP99-0839",2003,1,"D",07/25/2003,"1",7,"SA","GF","GC","SA","SA"," " 
"WMTP99-0839",2003,1,"E",07/25/2003,"1",7,"SA","SA","GC","SA","SA"," " 
"WMTP99-0839",2003,1,"F",07/25/2003,"1",7,"SA","SA","GF","GF","GF"," " 
"WMTP99-0839",2003,1,"G",07/25/2003,"1",7,"SA","GF","GF","SA","FN"," " 
"WMTP99-0839",2003,1,"H",07/25/2003,"1",7,"FN","GF","GF","GF","SA"," " 
"WMTP99-0839",2003,1,"I",07/25/2003,"1",7,"SA","CB","SB","GF","GF"," " 
"WMTP99-0839",2003,1,"J",07/25/2003,"1",7,"SA","GF","GF","SA","SA"," " 
"WNDP99-0505",2000,1,"A",08/08/2000,"1",5,"FN","CB","CB","CB","SA"," " 
"WNDP99-0505",2000,1,"B",08/08/2000,"1",5,"CB","CB"," ","GC","GC"," " 
"WNDP99-0505",2000,1,"C",08/08/2000,"1",5,"CB","BL"," ","CB","GC"," " 
"WNDP99-0505",2000,1,"D",08/08/2000,"1",5,"FN","CB","GC","SA","FN"," " 
"WNDP99-0505",2000,1,"E",08/08/2000,"1",5,"FN","FN","SA","SA","CB"," " 
"WNDP99-0505",2000,1,"F",08/08/2000,"1",5,"FN","FN","SA","SA","FN"," " 
"WNDP99-0505",2000,1,"G",08/08/2000,"1",5,"BL","CB","SA","FN","FN"," " 
"WNDP99-0505",2000,1,"H",08/08/2000,"1",5,"FN","FN","GC","GC","FN"," " 
"WNDP99-0505",2000,1,"I",08/08/2000,"1",5,"FN","GC","SA","FN","FN"," " 
"WNDP99-0505",2000,1,"J",08/08/2000,"1",5,"FN","SA","SA","SA","FN"," " 
"WNDP99-0506",2000,1,"A",08/07/2000,"1",5,"FN","FN","SA","GF","HP"," " 
"WNDP99-0506",2000,1,"B",08/07/2000,"1",5,"FN","GF","SA","SA","HP"," " 
"WNDP99-0506",2000,1,"C",08/07/2000,"1",5,"FN","GF","GC","GC","HP"," " 
"WNDP99-0506",2000,1,"D",08/07/2000,"1",5,"FN","FN","FN"," "," "," " 
"WNDP99-0506",2000,1,"E",08/07/2000,"1",5,"FN","CB","CB","GF","HP"," " 
"WNDP99-0506",2000,1,"F",08/07/2000,"1",5,"FN","SA","GF","HP","HP"," " 
"WNDP99-0506",2000,1,"G",08/07/2000,"1",5,"HP","HP","HP","HP","HP"," " 
"WNDP99-0507",2000,1,"A",07/20/2000,"1",5,"SA","GF","GF","GF","SA"," " 
"WNDP99-0507",2000,1,"B",07/20/2000,"1",5,"FN","CB","CB","FN","FN"," " 
"WNDP99-0507",2000,1,"C",07/20/2000,"1",5,"GC","CB","CB","GF","CB"," " 
"WNDP99-0507",2000,1,"D",07/20/2000,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0507",2000,1,"E",07/20/2000,"1",5,"FN","GF","SA","SA","SA"," " 
"WNDP99-0507",2000,1,"F",07/20/2000,"1",5,"FN","GF","GF","FN","FN"," " 
"WNDP99-0507",2000,1,"G",07/20/2000,"1",5,"SA","GF","FN","GF","FN"," " 
"WNDP99-0507",2000,1,"H",07/20/2000,"1",5,"SA","FN","GF","SA","FN"," " 
"WNDP99-0507",2000,1,"I",07/20/2000,"1",5,"FN","GF","GF","GF","FN"," " 
"WNDP99-0507",2000,1,"J",07/20/2000,"1",5,"FN","GF","GF","GF","GF"," " 
"WNDP99-0508",2000,1,"A",06/28/2000,"1",5,"FN","FN","FN","CB","FN"," " 
"WNDP99-0508",2000,1,"B",06/28/2000,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0508",2000,1,"C",06/28/2000,"1",5,"FN","CB","GC","GC","FN"," " 
"WNDP99-0508",2000,1,"D",06/28/2000,"1",5,"CB","CB","CB","CB","CB"," " 
"WNDP99-0508",2000,1,"E",06/28/2000,"1",5,"FN","GF","GF","GC","FN"," " 
"WNDP99-0508",2000,1,"F",06/28/2000,"1",5,"SA","GC","FN","GC","FN"," " 
"WNDP99-0508",2000,1,"G",06/28/2000,"1",5,"FN","GC","GC","FN","FN"," " 
"WNDP99-0508",2000,1,"H",06/28/2000,"1",5,"FN","FN","HP","FN","FN"," " 
"WNDP99-0508",2000,1,"I",06/28/2000,"1",5,"FN","FN","SA","GC","FN"," " 
"WNDP99-0508",2000,1,"J",06/28/2000,"1",5,"FN","FN","SA","GF","FN"," " 
"WNDP99-0514",2000,1,"A",07/22/2000,"1",5,"FN","SA","SA","SA","GF"," " 
"WNDP99-0514",2000,1,"B",07/22/2000,"1",5,"SA","HP","HP","SA","GC"," " 
"WNDP99-0514",2000,1,"C",07/22/2000,"1",5,"FN","SA","SA","SA","SA"," " 
"WNDP99-0514",2000,1,"D",07/22/2000,"1",5,"SA","SA","SA","SA","FN"," " 
"WNDP99-0514",2000,1,"E",07/22/2000,"1",5,"HP","SA","SA","SA","SA"," " 
"WNDP99-0514",2000,1,"F",07/22/2000,"1",5,"FN","HP","SA","SA","GF"," " 
"WNDP99-0514",2000,1,"G",07/22/2000,"1",5,"FN","SA","SA","GC","FN"," " 
"WNDP99-0514",2000,1,"H",07/22/2000,"1",5,"SA","SA","SA","SA","FN"," " 
"WNDP99-0514",2000,1,"I",07/22/2000,"1",5,"SA","HP","SA","SA","SA"," " 
"WNDP99-0514",2000,1,"J",07/22/2000,"1",5,"SA","GF","SA","SA","SA"," " 
"WNDP99-0529",2000,1,"A",07/18/2000,"1",5,"FN","SA","GF","FN","FN"," " 
"WNDP99-0529",2000,1,"B",07/18/2000,"1",5,"FN","FN","SA","SA","FN"," " 
"WNDP99-0529",2000,1,"C",07/18/2000,"1",5,"FN","CB","CB","FN","FN"," " 
"WNDP99-0529",2000,1,"D",07/18/2000,"1",5,"SA","SA","SA","GF","SA"," " 
"WNDP99-0529",2000,1,"E",07/18/2000,"1",5,"SA","GF","GF","CB","FN"," " 
"WNDP99-0529",2000,1,"F",07/18/2000,"1",5,"FN","SA","SA","FN","FN"," " 
"WNDP99-0529",2000,1,"G",07/18/2000,"1",5,"SA","SA","FN","SA","SA"," " 
"WNDP99-0529",2000,1,"H",07/18/2000,"1",5,"GC","GF","SA","SA","FN"," " 
"WNDP99-0529",2000,1,"I",07/18/2000,"1",5,"FN","SA","SA","SA","FN"," " 
"WNDP99-0529",2000,1,"J",07/18/2000,"1",5,"FN","GF","FN","FN","FN"," " 
"WNDP99-0531",2000,1,"A",06/27/2000,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0531",2000,1,"B",06/27/2000,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0531",2000,1,"C",06/27/2000,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0531",2000,1,"D",06/27/2000,"1",5,"FN","FN","GC","FN","FN"," " 
"WNDP99-0531",2000,1,"E",06/27/2000,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0531",2000,1,"F",06/27/2000,"1",5,"FN","FN","GF","FN","FN"," " 
"WNDP99-0531",2000,1,"G",06/27/2000,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0531",2000,1,"H",06/27/2000,"1", ,"FN","FN","FN","FN","FN"," " 
"WNDP99-0531",2000,1,"I",06/27/2000,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0531",2000,1,"J",06/27/2000,"1",5,"FN","GC","FN","FN","FN"," " 
"WNDP99-0539",2000,1,"A",07/19/2000,"1",5,"SA","SA","SA","SA","FN"," " 
"WNDP99-0539",2000,1,"B",07/19/2000,"1",5,"FN","SA","SA","SA","FN"," " 
"WNDP99-0539",2000,1,"C",07/19/2000,"1",5,"FN","SA","SA","SA","SA"," " 
"WNDP99-0539",2000,1,"D",07/19/2000,"1",5,"FN","GC","SA","SA","FN"," " 
"WNDP99-0539",2000,1,"E",07/19/2000,"1",5,"SA","SA","SA","SA","FN"," " 
"WNDP99-0539",2000,1,"F",07/19/2000,"1",5,"SA","SA","GC","SA","SA"," " 
"WNDP99-0539",2000,1,"G",07/19/2000,"1",5,"SA","SA","SA","SA","SA"," " 
"WNDP99-0539",2000,1,"H",07/19/2000,"1",5,"FN","SA","GF","SA","GC"," " 
"WNDP99-0539",2000,1,"I",07/19/2000,"1",5,"SA","SA","GF","SA","SA"," " 
"WNDP99-0539",2000,1,"J",07/19/2000,"1",5,"SA","SA","SA","SA","FN"," " 
"WNDP99-0544",2000,1,"A",07/23/2000,"1",5,"FN","FN","FN","GC","FN"," " 
"WNDP99-0544",2000,1,"B",07/23/2000,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0544",2000,1,"C",07/23/2000,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0544",2000,1,"D",07/23/2000,"1",5,"FN","HP","HP","FN","FN"," " 
"WNDP99-0544",2000,1,"E",07/23/2000,"1",5,"FN","FN","GC","FN","FN"," " 
"WNDP99-0544",2000,1,"F",07/23/2000,"1",5,"SA","SA","FN","FN","FN"," " 
"WNDP99-0544",2000,1,"G",07/23/2000,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0544",2000,1,"H",07/23/2000,"1",5,"FN","SA","GF","SA","SA"," " 
"WNDP99-0544",2000,1,"I",07/23/2000,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0544",2000,1,"J",07/23/2000,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0546",2000,1,"A",08/08/2000,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0546",2000,1,"B",08/08/2000,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0546",2000,1,"C",08/08/2000,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0546",2000,1,"D",08/08/2000,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0546",2000,1,"E",08/08/2000,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0546",2000,1,"F",08/08/2000,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0546",2000,1,"G",08/08/2000,"1",5," "," ","FN"," "," "," " 
"WNDP99-0546",2000,1,"H",08/08/2000,"1",5," "," ","FN"," "," "," " 
"WNDP99-0546",2000,1,"I",08/08/2000,"1",5," "," ","FN"," "," "," " 
"WNDP99-0546",2000,1,"J",08/08/2000,"1",5," "," ","FN"," "," "," " 
"WNDP99-0574",2001,1,"A",07/27/2001,"1",5,"FN","FN","GF","SA","FN"," " 
"WNDP99-0574",2001,1,"B",07/27/2001,"1",5,"FN","FN","GF","GF","FN"," " 
"WNDP99-0574",2001,1,"C",07/27/2001,"1",5,"FN","FN","GF","GC","SA"," " 
"WNDP99-0574",2001,1,"D",07/27/2001,"1",5,"GF","GF","GC","FN","GF"," " 
"WNDP99-0574",2001,1,"E",07/27/2001,"1",5,"FN","FN","GF","GF","FN"," " 
"WNDP99-0574",2001,1,"F",07/27/2001,"1",5,"FN","FN","GC","GC","FN"," " 
"WNDP99-0574",2001,1,"G",07/27/2001,"1",5,"FN","SA","FN","FN","FN"," " 
"WNDP99-0574",2001,1,"H",07/27/2001,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0574",2001,1,"I",07/27/2001,"1",5,"GC","GC","GC","GF","FN"," " 
"WNDP99-0574",2001,1,"J",07/27/2001,"1",5,"GC","GC","GF","FN","FN"," " 
"WNDP99-0575",2001,1,"A",07/10/2001,"1",5,"SA","SA","SA","SA","SA"," " 
"WNDP99-0575",2001,1,"B",07/10/2001,"1",5,"SA","SA","SA","SA","SA"," " 
"WNDP99-0575",2001,1,"C",07/10/2001,"1",5,"SA","SA","SA","SA","SA"," " 
"WNDP99-0575",2001,1,"D",07/10/2001,"1",5,"SA","SA","SA","SA","SA"," " 
"WNDP99-0575",2001,1,"E",07/10/2001,"1",5,"SA","SA","SA","SA","SA"," " 
"WNDP99-0575",2001,1,"F",07/10/2001,"1",5,"SA","SA","SA","SA","SA"," " 
"WNDP99-0575",2001,1,"G",07/10/2001,"1",5,"SA","SA","SA","SA","SA"," " 
"WNDP99-0575",2001,1,"H",07/10/2001,"1",5,"SA","SA","SA","SA","SA"," " 
"WNDP99-0575",2001,1,"I",07/10/2001,"1",5,"SA","SA","SA","SA","FN"," " 
"WNDP99-0575",2001,1,"J",07/10/2001,"1",5,"SA","SA","SA","SA","FN"," " 
"WNDP99-0576",2001,1,"A",06/19/2001,"1",5,"FN","FN","FN","SA","FN"," " 
"WNDP99-0576",2001,1,"B",06/19/2001,"1",5,"FN","HP","FN","FN","SA"," " 
"WNDP99-0576",2001,1,"C",06/19/2001,"1",5,"FN","FN","FN","SA","FN"," " 
"WNDP99-0576",2001,1,"D",06/19/2001,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0576",2001,1,"E",06/19/2001,"1",5,"FN","SA","SA","GF","FN"," " 
"WNDP99-0576",2001,1,"F",06/19/2001,"1",5,"FN","HP","FN","FN","FN"," " 
"WNDP99-0576",2001,1,"G",06/19/2001,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0576",2001,1,"H",06/19/2001,"1",5,"FN","SA","SA","SA","SA"," " 
"WNDP99-0576",2001,1,"I",06/19/2001,"1",5,"FN","HP","SA","SA","SA"," " 
"WNDP99-0576",2001,1,"J",06/19/2001,"1",5,"GF","SA","SA","FN","FN"," " 
"WNDP99-0578",2001,1,"A",07/24/2001,"1",5,"FN","FN","SA","GF","FN"," " 
"WNDP99-0578",2001,1,"B",07/24/2001,"1",5,"FN","FN","GC","GF","FN"," " 
"WNDP99-0578",2001,1,"C",07/24/2001,"1",5,"FN","FN","SA","FN","FN"," " 
"WNDP99-0578",2001,1,"D",07/24/2001,"1",5,"FN","GF","SA","FN","FN"," " 
"WNDP99-0578",2001,1,"E",07/24/2001,"1",5,"FN","GF","GC","GC","FN"," " 
"WNDP99-0578",2001,1,"F",07/24/2001,"1",5,"FN","FN","GF","GF","SA"," " 
"WNDP99-0578",2001,1,"G",07/24/2001,"1",5,"CB","CB","CB","CB","CB"," " 
"WNDP99-0578",2001,1,"H",07/24/2001,"1",5,"GC","GC","GF","GF","GF"," " 
"WNDP99-0578",2001,1,"I",07/24/2001,"1",5,"SA","GF","GF","GF","SA"," " 
"WNDP99-0578",2001,1,"J",07/24/2001,"1",5,"SA","GC","GC","GC","SA"," " 
"WNDP99-0580",2001,1,"A",07/12/2001,"1",5,"SA","SA","SA","SA","SA"," " 
"WNDP99-0580",2001,1,"B",07/12/2001,"1",5,"SA","SA","SA","SA","SA"," " 
"WNDP99-0580",2001,1,"C",07/12/2001,"1",5,"SA","SA","SA","SA","SA"," " 
"WNDP99-0580",2001,1,"D",07/12/2001,"1",5,"SA","GF","SA","SA","SA"," " 
"WNDP99-0580",2001,1,"E",07/12/2001,"1",5,"SA","GF","SA","SA","SA"," " 
"WNDP99-0580",2001,1,"F",07/12/2001,"1",5,"SA","CB","CB","SA","SA"," " 
"WNDP99-0580",2001,1,"G",07/12/2001,"1",5,"SA","SA","SA","SA","SA"," " 
"WNDP99-0580",2001,1,"H",07/12/2001,"1",5,"SA","SA","SA","SA","SA"," " 
"WNDP99-0580",2001,1,"I",07/12/2001,"1",5,"SA","SA","SA","SA","SA"," " 
"WNDP99-0580",2001,1,"J",07/12/2001,"1",5,"SA","SA","SA","SA","SA"," " 
"WNDP99-0582",2001,1,"A",07/11/2001,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0582",2001,1,"B",07/11/2001,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0582",2001,1,"C",07/11/2001,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0582",2001,1,"D",07/11/2001,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0582",2001,1,"E",07/11/2001,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0582",2001,1,"F",07/11/2001,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0582",2001,1,"G",07/11/2001,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0582",2001,1,"H",07/11/2001,"1",5,"BL","GF","FN","FN","FN"," " 
"WNDP99-0582",2001,1,"I",07/11/2001,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0582",2001,1,"J",07/11/2001,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0584",2001,1,"A",07/26/2001,"1",5,"GC","GC","FN","GF","GF","F1" 
"WNDP99-0584",2001,1,"B",07/26/2001,"1",5,"SA","GF","SA","GF","SA"," " 
"WNDP99-0584",2001,1,"C",07/26/2001,"1",5,"SA","GC","SA","GC","FN"," " 
"WNDP99-0584",2001,1,"D",07/26/2001,"1",5,"GF","GF","GC","GC","FN"," " 
"WNDP99-0584",2001,1,"E",07/26/2001,"1",5,"FN","GC","SA","CB","CB"," " 
"WNDP99-0584",2001,1,"F",07/26/2001,"1",5,"FN","GC","GC","GF","FN"," " 
"WNDP99-0584",2001,1,"G",07/26/2001,"1",5,"FN","GF","GF","GF","FN"," " 
"WNDP99-0584",2001,1,"H",07/26/2001,"1",5,"FN","CB","CB","FN","FN"," " 
"WNDP99-0584",2001,1,"I",07/26/2001,"1",5,"CB","CB","CB","GC","GC"," " 
"WNDP99-0584",2001,1,"J",07/26/2001,"1",5,"GF","SA","BL","BL","HP"," " 
"WNDP99-0605",2001,1,"A",06/11/2001,"1",5,"FN","GF","FN","GF","FN"," " 
"WNDP99-0605",2001,1,"B",06/11/2001,"1",5,"FN","GC","FN","GF","GF"," " 
"WNDP99-0605",2001,1,"C",06/11/2001,"1",5,"FN","SA","GC","GC","FN"," " 
"WNDP99-0605",2001,1,"D",06/11/2001,"1",5,"SA","GF","CB","GF","SA"," " 
"WNDP99-0605",2001,1,"E",06/11/2001,"1",5,"FN","CB","GF","SA","FN"," " 
"WNDP99-0605",2001,1,"F",06/11/2001,"1",5,"FN","GC","GC","GC","FN"," " 
"WNDP99-0605",2001,1,"G",06/11/2001,"1",5,"FN","FN","CB","CB","CB"," " 
"WNDP99-0605",2001,1,"H",06/11/2001,"1",5,"CB","FN","CB","GF","GC"," " 
"WNDP99-0605",2001,1,"I",06/11/2001,"1",5,"CB","CB","CB","CB","CB"," " 
"WNDP99-0605",2001,1,"J",06/11/2001,"1",5,"GC","CB","GC","CB","FN"," " 
"WNDP99-0611",2001,1,"A",06/20/2001,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0611",2001,1,"B",06/20/2001,"1",5,"FN","FN","SA","FN","FN"," " 
"WNDP99-0611",2001,1,"C",06/20/2001,"1",5,"FN","SA","SA","FN","FN"," " 
"WNDP99-0611",2001,1,"D",06/20/2001,"1",5,"SA","GF","GF","GF","FN"," " 
"WNDP99-0611",2001,1,"E",06/20/2001,"1",5,"FN","SA","SA","SA","FN"," " 
"WNDP99-0611",2001,1,"F",06/20/2001,"1",5,"FN","GC","GF","GF","SA"," " 
"WNDP99-0611",2001,1,"G",06/20/2001,"1",5,"FN","FN","GF","SA","SA"," " 
"WNDP99-0611",2001,1,"H",06/20/2001,"1",5,"SA","GF","GC","FN","FN"," " 
"WNDP99-0611",2001,1,"I",06/20/2001,"1",5,"SA","SA","SA","SA","FN"," " 
"WNDP99-0611",2001,1,"J",06/20/2001,"1",5,"SA","SA","SA","SA","SA"," " 
"WNDP99-0615",2001,1,"A",07/10/2001,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0615",2001,1,"B",07/10/2001,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0615",2001,1,"C",07/10/2001,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0615",2001,1,"D",07/10/2001,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0615",2001,1,"E",07/10/2001,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0615",2001,1,"F",07/10/2001,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0615",2001,1,"G",07/10/2001,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0615",2001,1,"H",07/10/2001,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0615",2001,1,"I",07/10/2001,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0615",2001,1,"J",07/10/2001,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0617",2001,1,"A",07/09/2001,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0617",2001,1,"B",07/09/2001,"1",5,"FN","FN","SA","SA","SA"," " 
"WNDP99-0617",2001,1,"C",07/09/2001,"1",5,"SA","GC","GC","SA","SA"," " 
"WNDP99-0617",2001,1,"D",07/09/2001,"1",5,"SA","GC","CB","CB","GC"," " 
"WNDP99-0617",2001,1,"E",07/09/2001,"1",5,"FN","SA","GC","SA","SA"," " 
"WNDP99-0617",2001,1,"F",07/09/2001,"1",5,"GF","CB","GC","GF","GF"," " 
"WNDP99-0617",2001,1,"G",07/09/2001,"1",5,"SA","FN","FN","FN","WD","L" 
"WNDP99-0617",2001,1,"H",07/09/2001,"1",5,"SA","SA","SA","SA","SA"," " 
"WNDP99-0617",2001,1,"I",07/09/2001,"1",5,"SA","FN","FN","SA","SA"," " 
"WNDP99-0617",2001,1,"J",07/09/2001,"1",5,"GF","GF","GF","GF","GF"," " 
"WNDP99-0633",2001,1,"A",08/14/2001,"1",5,"SA","SA","SA","SA","SA"," " 
"WNDP99-0633",2001,1,"B",08/14/2001,"1",5,"GF","FN","SA","GF","FN"," " 
"WNDP99-0633",2001,1,"C",08/14/2001,"1",5,"SA","FN","FN","FN","FN"," " 
"WNDP99-0633",2001,1,"D",08/14/2001,"1",5,"FN","FN","FN","SA","FN"," " 
"WNDP99-0633",2001,1,"E",08/14/2001,"1",5,"FN","SA","SA","GF","FN"," " 
"WNDP99-0633",2001,1,"F",08/14/2001,"1",5,"GC","GF","SA","GF","CB"," " 
"WNDP99-0633",2001,1,"G",08/14/2001,"1",5,"CB","SA","GC","CB","SA"," " 
"WNDP99-0633",2001,1,"H",08/14/2001,"1",5,"CB","CB","GC","GF","GC"," " 
"WNDP99-0633",2001,1,"I",08/14/2001,"1",5,"CB","GF","GF","SA","SA"," " 
"WNDP99-0633",2001,1,"J",08/14/2001,"1",5,"CB","SA","SA","SA","GF"," " 
"WNDP99-0648",2002,1,"A",06/10/2002,"1",5,"FN","FN","SA","SA","HP"," " 
"WNDP99-0648",2002,1,"B",06/10/2002,"1",5,"FN","FN","SA","FN","FN"," " 
"WNDP99-0648",2002,1,"C",06/10/2002,"1",5,"FN","FN","SA","SA","SA"," " 
"WNDP99-0648",2002,1,"D",06/10/2002,"1",5,"FN","FN","SA","SA","FN"," " 
"WNDP99-0648",2002,1,"E",06/10/2002,"1",5,"SA","GF","GF","GF","FN"," " 
"WNDP99-0648",2002,1,"F",06/10/2002,"1",5,"FN","SA","SA","GF","SA"," " 
"WNDP99-0648",2002,1,"G",06/10/2002,"1",5,"FN","FN","SA","SA","FN"," " 
"WNDP99-0648",2002,1,"H",06/10/2002,"1",5,"FN","FN","SA","SA","SA"," " 
"WNDP99-0648",2002,1,"I",06/10/2002,"1",5,"SA","SA","SA","SA","SA"," " 
"WNDP99-0648",2002,1,"J",06/10/2002,"1",5,"FN","SA","FN","FN","FN"," " 
"WNDP99-0650",2002,1,"A",06/04/2002,"1",5,"SA","GF","GF","GF","SA"," " 
"WNDP99-0650",2002,1,"B",06/04/2002,"1",5,"SA","SA","SA","SA","SA"," " 
"WNDP99-0650",2002,1,"C",06/04/2002,"1",5,"SA","GF","GF","SA","SA"," " 
"WNDP99-0650",2002,1,"D",06/04/2002,"1",5,"HP","GF","FN","SA","SA"," " 
"WNDP99-0650",2002,1,"E",06/04/2002,"1",5,"HP","SA","SA","GF","SA","F1" 
"WNDP99-0650",2002,1,"F",06/04/2002,"1",5,"SA","SA","SA","SA","FN"," " 
"WNDP99-0650",2002,1,"G",06/04/2002,"1",5,"FN","SA","GF","SA","FN"," " 
"WNDP99-0650",2002,1,"H",06/04/2002,"1",5,"FN","SA","GC","SA","FN"," " 
"WNDP99-0650",2002,1,"I",06/04/2002,"1",5,"FN","SA","FN","FN","FN"," " 
"WNDP99-0650",2002,1,"J",06/04/2002,"1",5,"FN","SA","SA","FN","FN"," " 
"WNDP99-0654",2002,1,"A",06/08/2002,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0654",2002,1,"B",06/08/2002,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0654",2002,1,"C",06/08/2002,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0654",2002,1,"D",06/08/2002,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0654",2002,1,"E",06/08/2002,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0654",2002,1,"F",06/08/2002,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0654",2002,1,"G",06/08/2002,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0654",2002,1,"H",06/08/2002,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0654",2002,1,"I",06/08/2002,"1",5,"FN","FN","FN","FN","FN"," " 
"WNDP99-0654",2002,1,"J",06/08/2002,"1",5,"FN","FN","FN","FN","FN"," " 
